TID,Type,Kind,Property,Race,ShapeID,Color,Width,Height,Scale,Comment,EngTitle,EngName,LocalTitle,LocalName,UseIconType,WorldMapIcon,Level,Repeat,ItemDropTID,RegenR,RegenTimeMin,RegenTimeMax,Exp,ActionTID,Trigger,EntityState,EntityAni_01,EntityAni_02,EntityAni_03,QuestTID,QuestMissionTID,InsMapGroupTID,EventRange
413,3,8,0,0,12019,,0.3,1,1, ,ETT_Title_000126,ETT_Name_000126,,死亡之花,1,20800,1,2,20413,0,5,10,0,2,0,0,0,0,0,14261,14261,0,3
414,3,8,0,0,12044,,0.3,1,2, ,ETT_Title_000127,ETT_Name_000127,,墓地的土,1,20800,1,2,20414,0,5,10,0,2,0,0,0,0,0,14262,14262,0,3
415,3,8,0,0,12067,,0.3,1,1, ,ETT_Title_000128,ETT_Name_000128,,耐克罗迈西的决界石,1,20800,1,2,20415,0,5,10,0,2,0,0,0,0,0,14254,14254,0,3
416,3,8,0,0,12043,,0.3,1,1, ,ETT_Title_000129,ETT_Name_000129,,被遗弃的武器,1,20800,1,2,20416,0,5,10,0,2,0,0,0,0,0,14294,14294,0,3
417,3,8,0,0,12015,,0.3,1,1, ,ETT_Title_000130,ETT_Name_000130,,艾姆帕斯的供给箱,1,20800,1,2,20417,0,5,10,0,2,0,0,0,0,0,14293,14293,0,3
418,3,8,0,0,12034,,0.3,1,1, ,ETT_Title_000131,ETT_Name_000131,,瘟疫雾洞,1,20800,1,2,20418,0,5,10,0,2,0,0,0,0,0,14301,14301,0,3
419,3,8,0,0,12047,,0.3,1,1, ,ETT_Title_000132,ETT_Name_000132,,枯死的树枝,1,20800,1,2,20419,0,5,10,0,2,0,0,0,0,0,14302,14302,0,3
420,3,8,0,0,12044,,0.3,1,1, ,ETT_Title_000133,ETT_Name_000133,,恶臭的土,1,20800,1,2,20420,0,5,10,0,2,0,0,0,0,0,14312,14312,0,3
421,3,8,0,0,12094,,0.3,1,1, ,ETT_Title_000134,ETT_Name_000134,,侦察兵的尸体,1,20800,1,2,20421,0,5,10,0,2,0,0,0,0,0,14332,14332,0,3
422,3,8,0,0,12080,,0.3,1,2, ,ETT_Title_000135,ETT_Name_000135,,患有瘟疫的树,1,20800,1,2,20422,0,5,10,0,2,0,0,0,0,0,14372,14372,0,3
423,3,8,0,0,12084,,0.3,1,2, ,ETT_Title_000136,ETT_Name_000136,,黑暗的结晶,1,20800,1,2,20423,0,5,10,0,2,0,0,0,0,0,14373,14373,0,3
424,3,8,0,0,12051,,0.3,1,0.7, ,ETT_Title_000137,ETT_Name_000137,,剧毒草,1,20800,1,2,20424,0,5,10,0,2,0,0,0,0,0,14442,14442,0,3
425,3,8,0,0,12094,,0.3,1,1, ,ETT_Title_000138,ETT_Name_000138,,卢卡斯尸体,1,20800,1,2,20425,0,5,10,0,2,0,0,0,0,0,14451,14451,0,3
426,3,8,0,0,12044,,0.3,1,1, ,ETT_Title_000139,ETT_Name_000139,,被污染的土,1,20800,1,2,20426,0,5,10,0,2,0,0,0,0,0,14472,14472,0,3
427,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000140,ETT_Name_000140,,拉兹伦文件箱,1,20800,1,2,20427,0,5,10,0,2,0,0,0,0,0,14481,14481,0,3
428,3,8,0,0,12043,,0.3,1,1, ,ETT_Title_000141,ETT_Name_000141,,红色月亮部队丢弃的武器,1,20800,1,2,20428,0,5,10,0,2,0,0,0,0,0,14502,14502,0,3
429,3,8,0,0,12018,,0.3,1,1, ,ETT_Title_000142,ETT_Name_000142,,无名香草,1,20800,1,2,20429,0,5,10,0,2,0,0,0,0,0,14503,14503,0,3
430,3,8,0,0,12094,,0.3,1,1, ,ETT_Title_000143,ETT_Name_000143,,侦察兵尸体,1,20800,1,2,20430,0,5,10,0,2,0,0,0,0,0,14513,14513,0,3
431,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000144,ETT_Name_000144,,艾伦村庄文件箱,1,20800,1,2,20431,0,5,10,0,2,0,0,0,0,0,14514,14514,0,3
432,3,8,0,0,12015,,0.3,1,1, ,ETT_Title_000145,ETT_Name_000145,,可疑箱,1,20800,1,2,20432,0,5,10,0,2,0,0,0,0,0,14516,14516,0,3
433,3,8,0,0,12015,,0.3,1,1, ,ETT_Title_000146,ETT_Name_000146,,生活用品箱,1,20800,1,2,20433,0,5,10,0,2,0,0,0,0,0,14532,14532,0,3
434,3,8,0,0,12010,,0.3,1,1, ,ETT_Title_000147,ETT_Name_000147,,粮食袋,1,20800,1,2,20434,0,5,10,0,2,0,0,0,0,0,14533,14533,0,3
435,3,8,0,0,12034,,0.3,1,1, ,ETT_Title_000148,ETT_Name_000148,,堕落雾洞,1,20800,1,2,20435,0,5,10,0,2,0,0,0,0,0,14553,14553,0,3
436,3,8,0,0,12084,,0.3,1,1, ,ETT_Title_000149,ETT_Name_000149,,堕落结晶,1,20800,1,2,20436,0,5,10,0,2,0,0,0,0,0,14554,14554,0,3
437,3,8,0,0,12001,,0.3,1,1, ,ETT_Title_000150,ETT_Name_000150,,克拉里奥斯营地供给马车,1,20800,1,2,20437,0,5,10,0,2,0,0,0,0,0,14563,14563,0,3
438,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000151,ETT_Name_000151,,克拉里奥斯营地宝物箱,1,20800,1,2,20438,0,5,10,0,2,0,0,0,0,0,842,842,0,3
439,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000152,ETT_Name_000152,,黑月亮部队文件箱,1,20800,1,2,20439,0,5,10,0,2,0,0,0,0,0,14595,14595,0,3
440,3,8,0,0,12043,,0.3,1,1, ,ETT_Title_000153,ETT_Name_000153,,黑月亮部队被丢弃的武器,1,20800,1,2,20440,0,5,10,0,2,0,0,0,0,0,14586,14586,0,3
441,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000154,ETT_Name_000154,,红月亮部队文件箱,1,20800,1,2,20441,0,5,10,0,2,0,0,0,0,0,14626,14626,0,3
442,3,8,0,0,12015,,0.3,1,1, ,ETT_Title_000155,ETT_Name_000155,,月亮影子部队供给品箱,1,20800,1,2,20442,0,5,10,0,2,0,0,0,0,0,14638,14638,0,3
443,3,8,0,0,12064,,0.3,1,2, ,ETT_Title_000156,ETT_Name_000156,,月亮影子部队炮弹,1,20800,1,2,20443,0,5,10,0,2,0,0,0,0,0,14639,14639,0,3
444,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000157,ETT_Name_000157,,月亮影子部队秘密箱子,1,20800,1,2,20444,0,5,10,0,2,0,0,0,0,0,14645,14645,0,3
445,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000158,ETT_Name_000158,,黑太阳部队文件箱,1,20800,1,2,20445,0,5,10,0,2,0,0,0,0,0,14665,14665,0,3
446,3,8,0,0,12044,,0.3,1,1, ,ETT_Title_000159,ETT_Name_000159,,被污染的土堆,1,20800,1,2,20446,0,5,10,0,2,0,0,0,0,0,40512,40512,0,3
501,3,8,0,0,12003,,0.3,1,1, ,ETT_Title_000160,ETT_Name_000160,,隆德的树,1,20800,1,2,20501,0,5,10,0,2,0,0,0,0,0,15015,15015,0,3
502,3,8,0,0,12018,,0.3,1,1, ,ETT_Title_000161,ETT_Name_000161,,鲁世德药草,1,20800,1,2,20502,0,5,10,0,2,0,0,0,0,0,15024,15024,0,3
503,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000162,ETT_Name_000162,,文件箱,1,20800,1,2,20503,0,5,10,0,2,0,0,0,0,0,15052,15052,0,3
504,3,8,0,0,12019,,0.3,1,1, ,ETT_Title_000163,ETT_Name_000163,,梦幻草,1,20800,1,2,20504,0,5,10,0,2,0,0,0,0,0,15102,15102,0,3
505,3,8,0,0,12004,,0.3,1,1, ,ETT_Title_000164,ETT_Name_000164,,枯死的树,1,20800,1,2,20505,0,5,10,0,2,0,0,0,0,0,15093,15093,0,3
506,3,8,0,0,12044,,0.3,1,1, ,ETT_Title_000165,ETT_Name_000165,,可疑场所,1,20800,1,2,20506,0,5,10,0,2,0,0,0,0,0,15106,15106,0,3
507,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000166,ETT_Name_000166,,文件箱,1,20800,1,2,20507,0,5,10,0,2,0,0,0,0,0,15105,15105,0,3
508,3,8,0,0,12015,,0.3,1,1, ,ETT_Title_000167,ETT_Name_000167,,影子弓箭部队供给品,1,20800,1,2,20508,0,5,10,0,2,0,0,0,0,0,15135,15135,0,3
509,3,8,0,0,12064,,0.3,1,1, ,ETT_Title_000168,ETT_Name_000168,,透析用的子弹,1,20800,1,2,20509,0,5,10,0,2,0,0,0,0,0,15144,15144,0,3
510,3,8,0,0,12044,,0.3,1,1, ,ETT_Title_000169,ETT_Name_000169,,可疑场所,1,20800,1,2,20510,0,5,10,0,2,0,0,0,0,0,15183,15183,0,3
511,3,8,0,0,12015,,0.3,1,1, ,ETT_Title_000170,ETT_Name_000170,,疯狂斧头部队供给品,1,20800,1,2,20511,0,5,10,0,2,0,0,0,0,0,15213,15213,0,3
512,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000171,ETT_Name_000171,,军资保管盒,1,20800,1,2,20512,0,5,10,0,2,0,0,0,0,0,15215,15215,0,3
513,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000172,ETT_Name_000172,,文件箱,1,20800,1,2,20513,0,5,10,0,2,0,0,0,0,0,15223,15223,0,3
514,3,8,0,0,12054,,0.3,1,1, ,ETT_Title_000173,ETT_Name_000173,,噩梦的水晶,1,20800,1,2,20514,0,5,10,0,2,0,0,0,0,0,15252,15252,0,3
515,3,8,0,0,12056,,0.3,1,1, ,ETT_Title_000174,ETT_Name_000174,,被约束的石板,1,20800,1,2,20515,0,5,10,0,2,0,0,0,0,0,15253,15253,0,3
516,3,8,0,0,12060,,0.3,1,1, ,ETT_Title_000175,ETT_Name_000175,,梦的碎片,1,20800,1,2,20516,0,5,10,0,2,0,0,0,0,0,15263,15263,0,3
517,3,8,0,0,12060,,0.3,1,1, ,ETT_Title_000176,ETT_Name_000176,,噩梦之卵,1,20800,1,2,20517,0,5,10,0,2,0,0,0,0,0,15305,15305,0,3
518,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000177,ETT_Name_000177,,文件箱,1,20800,1,2,20518,0,5,10,0,2,0,0,0,0,0,15312,15312,0,3
519,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000178,ETT_Name_000178,,秘密金库,1,20800,1,2,20519,0,5,10,0,2,0,0,0,0,0,15323,15323,0,3
520,3,8,0,0,12001,,0.3,1,1, ,ETT_Title_000179,ETT_Name_000179,,被夺走的供给马车,1,20800,1,2,20520,0,5,10,0,2,0,0,0,0,0,15344,15344,0,3
521,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000180,ETT_Name_000180,,订单箱,1,20800,1,2,20521,0,5,10,0,2,0,0,0,0,0,15345,15345,0,3
522,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000181,ETT_Name_000181,,秘密金库,1,20800,1,2,20522,0,5,10,0,2,0,0,0,0,0,961,961,0,3
523,3,8,0,0,12058,,0.3,1,1, ,ETT_Title_000182,ETT_Name_000182,,成熟的玉米,1,20800,1,2,20523,0,5,10,0,2,0,0,0,0,0,15352,15352,0,3
524,3,8,0,0,12016,,0.3,1,1, ,ETT_Title_000183,ETT_Name_000183,,加纳德文件箱,1,20800,1,2,20524,0,5,10,0,2,0,0,0,0,0,15361,15361,0,3
525,3,8,0,0,12094,,0.3,1,1, ,ETT_Title_000184,ETT_Name_000184,,艾林河阵亡者,1,20800,1,2,20525,0,5,10,0,2,0,0,0,0,0,15381,15381,0,3
526,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000185,ETT_Name_000185,,丢失的物品箱,1,20800,1,2,20526,0,5,10,0,2,0,0,0,0,0,15382,15382,0,3
527,3,8,0,0,12043,,0.3,1,1, ,ETT_Title_000186,ETT_Name_000186,,废弃的武器,1,20800,1,2,20527,0,5,10,0,2,0,0,0,0,0,15421,15421,0,3
528,3,8,0,0,12051,,0.3,1,1, ,ETT_Title_000187,ETT_Name_000187,,路克里特果实,1,20800,1,2,20528,0,5,10,0,2,0,0,0,0,0,992,992,0,3
529,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000188,ETT_Name_000188,,文书保管盒,1,20800,1,2,20529,0,5,10,0,2,0,0,0,0,0,15433,15433,0,3
530,3,8,0,0,12050,,0.3,1,1, ,ETT_Title_000189,ETT_Name_000189,,孢子囊,1,20800,1,2,20530,0,5,10,0,2,0,0,0,0,0,15501,15501,0,3
531,3,8,0,0,12048,,0.3,1,1, ,ETT_Title_000190,ETT_Name_000190,,被污染的树,1,20800,1,2,20531,0,5,10,0,2,0,0,0,0,0,15481,15481,0,3
532,3,8,0,0,12044,,0.3,1,1, ,ETT_Title_000191,ETT_Name_000191,,被污染的土壤,1,20800,1,2,20532,0,5,10,0,2,0,0,0,0,0,15482,15482,0,3
5001,3,8,0,0,12018,,0.3,1.5,1,特里皮特喜欢的东西是什么？,ETT_Title_000192,ETT_Name_000192,,袋草,1,20800,1,2,23000,0,5,10,0,2,0,0,0,0,0,50002,500002,0,3
5002,3,8,0,0,12004,,0.3,4,1,对话所需树枝,ETT_Title_000193,ETT_Name_000193,,恩蒂温的树枝,1,20800,1,2,23001,0,5,10,0,2,0,0,0,0,0,50015,500015,0,3
5003,3,8,0,0,11000,,0.3,1.5,1,苔藓的岩石,ETT_Title_000194,ETT_Name_000194,,苔藓的岩石,1,20800,1,2,23002,0,5,10,0,2,0,0,0,0,0,50023,500023,0,3
5004,3,8,0,0,12004,,0.3,4,1,不足的材料补充,ETT_Title_000195,ETT_Name_000195,,树枝,1,20800,1,2,23003,0,5,10,0,2,0,0,0,0,0,50025,500025,0,3
5005,3,8,0,0,12009,,0.3,3,1,毒治愈,ETT_Title_000196,ETT_Name_000196,,蛇草,1,20800,1,2,23004,0,5,10,0,2,0,0,0,0,0,50031,500031,0,3
5006,3,8,0,0,12010,,0.3,1.5,1,毒预防,ETT_Title_000197,ETT_Name_000197,,老树哥布林的皮囊,1,20800,1,2,23005,0,5,10,0,2,0,0,0,0,0,50032,500032,0,3
5008,3,8,0,0,12018,,0.3,1.5,1,能让伤口好起来的草,ETT_Title_000198,ETT_Name_000198,,伤口草,1,20800,1,2,23007,0,5,10,0,2,0,0,0,0,0,50050,500050,0,3
5009,3,8,0,0,12019,,0.3,1,1,受伤的莱茵,ETT_Title_000199,ETT_Name_000199,,消肿草,1,20800,1,2,23008,0,5,10,0,2,0,0,0,0,0,50054,500054,0,3
5010,3,8,0,0,12018,,0.3,1.5,1,恶巴巴的骷髅虫,ETT_Title_000200,ETT_Name_000200,,骷髅草,1,20800,1,2,23009,0,5,10,0,2,0,0,0,0,0,50056,500056,0,3
5011,3,8,0,0,12003,,0.3,3,1,骷髅虫不喜欢的药,ETT_Title_000201,ETT_Name_000201,,骷髅虫药树,1,20800,1,2,23010,0,5,10,0,2,0,0,0,0,0,10014,10014,0,3
5012,3,8,0,0,12019,,0.3,1,1,坚强的源泉,ETT_Title_000202,ETT_Name_000202,,月光草,1,20800,1,2,23011,0,5,10,0,2,0,0,0,0,0,50063,500063,0,3
5013,3,8,0,0,12018,,0.3,1.5,1,防锈的草,ETT_Title_000203,ETT_Name_000203,,塞尼比亚草,1,20800,1,2,23012,0,5,10,0,2,0,0,0,0,0,50068,500068,0,3
5014,3,8,0,0,11000,,0.3,1.5,1,奇怪的石头和水晶,ETT_Title_000204,ETT_Name_000204,,石头堆,1,20800,1,2,23013,0,5,10,0,2,0,0,0,0,0,50072,500072,0,3
5015,3,8,0,0,11014,,0.3,2,1.5,奇怪的石头和水晶,ETT_Title_000205,ETT_Name_000205,,水晶堆,1,20800,1,2,23014,0,5,10,0,2,0,0,0,0,0,50072,501072,0,3
5016,3,8,0,0,11000,,0.3,1.5,1,炸弹强化,ETT_Title_000206,ETT_Name_000206,,血石,1,20800,1,2,23015,0,5,10,0,2,0,0,0,0,0,50076,500076,0,3
5017,3,8,0,0,12012,,0.3,1.5,1,烤蜘蛛卵,ETT_Title_000207,ETT_Name_000207,,毒爪凶蜘蛛卵,1,20800,1,2,23016,0,5,10,0,2,0,0,0,0,0,50085,500085,0,3
5018,3,8,0,0,12009,,0.3,3,1,更坚韧的蜘蛛网,ETT_Title_000208,ETT_Name_000208,,蜘蛛网的树,1,20800,1,2,23017,0,5,10,0,2,0,0,0,0,0,50088,500088,0,3
5019,3,8,0,0,12013,,0.3,1.5,1,更坚硬红土,ETT_Title_000209,ETT_Name_000209,,红土,1,20800,1,2,23018,0,5,10,0,2,0,0,0,0,0,50089,500089,0,3
5020,3,8,0,0,11000,,0.3,1.5,1,提高火力,ETT_Title_000210,ETT_Name_000210,,黑石头,1,20800,1,2,23019,0,5,10,0,2,0,0,0,0,0,50095,500095,0,3
5021,3,8,0,0,12018,,0.3,1.5,1,危险的力量,ETT_Title_000211,ETT_Name_000211,,绿肥草,1,20800,1,2,23020,0,5,10,0,2,0,0,0,0,0,50099,500099,0,3
5022,3,8,0,0,12019,,0.3,1,1,为了死者,ETT_Title_000212,ETT_Name_000212,,卡戎草,1,20800,1,2,23021,0,5,10,0,2,0,0,0,0,0,50103,500103,0,3
5023,3,8,0,0,11014,,0.3,1.5,1,无效化的材料,ETT_Title_000213,ETT_Name_000213,,水的水晶,1,20800,1,2,23022,0,5,10,0,2,0,0,0,0,0,50110,500110,0,3
5024,3,8,0,0,11014,,0.3,2,1.5,龟裂的肥料,ETT_Title_000214,ETT_Name_000214,,水晶团,1,20800,1,2,23023,0,5,10,0,2,0,0,0,0,0,50115,500115,0,3
5025,3,8,0,0,12003,,0.3,3,1,宪兵的天敌,ETT_Title_000215,ETT_Name_000215,,葱茏的树,1,20800,1,2,23024,0,5,10,0,2,0,0,0,0,0,50116,500116,0,3
5026,3,8,0,0,11100,,0.3,1.5,1,宪兵为了制作准备,ETT_Title_000216,ETT_Name_000216,,绿茵草,1,20800,1,2,23025,0,5,10,0,2,0,0,0,0,0,50120,500120,0,3
5027,3,8,0,0,12008,,0.3,5,2,奇怪的树,ETT_Title_000217,ETT_Name_000217,,奇怪的树,1,20800,1,2,23026,0,5,10,0,2,0,0,0,0,0,50124,500124,0,3
5029,3,8,0,0,12010,,0.3,1.5,1,博马的表皮,ETT_Title_000218,ETT_Name_000218,,博马阵营皮囊,1,20800,1,2,23028,0,5,10,0,2,0,0,0,0,0,50136,500136,0,3
5030,3,8,0,0,11100,,0.3,1.5,1,婆娑草,ETT_Title_000219,ETT_Name_000219,,婆娑草,1,20800,1,2,23029,0,5,10,0,2,0,0,0,0,0,50140,500140,0,3
5031,3,8,0,0,11014,,0.3,1.5,1,解读水晶,ETT_Title_000220,ETT_Name_000220,,解毒水晶,1,20800,1,2,23030,0,5,10,0,2,0,0,0,0,0,50144,500144,0,3
5032,3,8,0,0,12011,,0.3,1.5,1,浮上来的好食物,ETT_Title_000221,ETT_Name_000221,,木桶,1,20800,1,2,23031,0,5,10,0,2,0,0,0,0,0,50150,500150,0,3
5033,3,8,0,0,11100,,0.3,1.5,1,被夺走的记忆1,ETT_Title_000222,ETT_Name_000222,,沉睡草,1,20800,1,2,23032,0,5,10,0,2,0,0,0,0,0,51001,510001,0,3
5034,3,8,0,0,12002,,0.3,1.5,1,被夺走的记忆2,ETT_Title_000223,ETT_Name_000223,,砂轮箱,1,20800,1,2,23033,0,5,10,0,2,0,0,0,0,0,51002,510002,0,3
5035,3,8,0,0,11014,,0.3,1.5,1,被叫醒的水晶,ETT_Title_000224,ETT_Name_000224,,被叫醒的水晶,1,20800,1,2,23034,0,5,10,0,2,0,0,0,0,0,51004,510004,0,3
5036,3,8,0,0,11000,,0.3,1.5,1,解开短剑的秘密1,ETT_Title_000225,ETT_Name_000225,,伍罗伊特岩石,1,20800,1,2,23035,0,5,10,0,2,0,0,0,0,0,51007,510007,0,3
5037,3,8,0,0,12011,,0.3,1.5,1,解开短剑的秘密2,ETT_Title_000226,ETT_Name_000226,,拖网木桶,1,20800,1,2,23036,0,5,10,0,2,0,0,0,0,0,51008,510008,0,3
5038,3,8,0,0,12020,,0.3,3,2,解开短剑的秘密4,ETT_Title_000227,ETT_Name_000227,,突击岩石,1,20800,1,2,23037,0,5,10,0,2,0,0,0,0,0,51010,510010,0,3
5039,3,8,0,0,12018,,0.3,1.5,1,严寒的道路,ETT_Title_000228,ETT_Name_000228,,雪草粉,1,20800,1,2,23038,0,5,10,0,2,0,0,0,0,0,51016,510016,0,3
5040,3,8,0,0,12019,,0.3,1,1,抗寒草,ETT_Title_000229,ETT_Name_000229,,雪原草,1,20800,1,2,23039,0,5,10,0,2,0,0,0,0,0,51022,510022,0,3
5041,3,8,0,0,12006,,0.3,10,1,获取柴火,ETT_Title_000230,ETT_Name_000230,,结冰的树,1,20800,1,2,23040,0,5,10,0,2,0,0,0,0,0,51024,510024,0,3
5042,3,8,0,0,12011,,0.3,1.5,1,哥布林的树,ETT_Title_000231,ETT_Name_000231,,原木堆,1,20800,1,2,23041,0,5,10,0,2,0,0,0,0,0,51025,510025,0,3
5043,3,8,0,0,12002,,0.3,1.5,1,哥布林的诱饵,ETT_Title_000232,ETT_Name_000232,,哥布林木箱,1,20800,1,2,23042,0,5,10,0,2,0,0,0,0,0,51027,510027,0,3
5044,3,8,0,0,12018,,0.3,1.5,1,万年雪花,ETT_Title_000233,ETT_Name_000233,,万年雪花,1,20800,1,2,23043,0,5,10,0,2,0,0,0,0,0,51029,510029,0,3
5045,3,8,0,0,11014,,0.3,1.5,1,冷气水晶,ETT_Title_000234,ETT_Name_000234,,冷气水晶,1,20800,1,2,23044,0,5,10,0,2,0,0,0,0,0,51033,510033,0,3
5046,3,8,0,0,11014,,0.3,1.5,1,充满碎片的矿石,ETT_Title_000235,ETT_Name_000235,,伍德尔矿石,1,20800,1,2,23045,0,5,10,0,2,0,0,0,0,0,51035,510035,0,3
5047,3,8,0,0,12003,,0.3,3,1,降低气温,ETT_Title_000236,ETT_Name_000236,,枯萎树木,1,20800,1,2,23046,0,5,10,0,2,0,0,0,0,0,51037,510037,0,3
5048,3,8,0,0,12015,,0.3,1.5,1,拖网和雪原藤,ETT_Title_000237,ETT_Name_000237,,拖网箱子,1,20800,1,2,23047,0,5,10,0,2,0,0,0,0,0,51040,510040,0,3
5049,3,8,0,0,12010,,0.3,1.5,1,喝酒耐寒,ETT_Title_000238,ETT_Name_000238,,皮囊,1,20800,1,2,23048,0,5,10,0,2,0,0,0,0,0,51044,510044,0,3
5050,3,8,0,0,12010,,0.3,1.5,1,找回粮食,ETT_Title_000239,ETT_Name_000239,,粮食袋,1,20800,1,2,23049,0,5,10,0,2,0,0,0,0,0,51049,510049,0,3
5051,3,8,0,0,12011,,0.3,1.5,1,寻找皮革,ETT_Title_000240,ETT_Name_000240,,冰冻部队木桶,1,20800,1,2,23050,0,5,10,0,2,0,0,0,0,0,51051,510051,0,3
5052,3,8,0,0,12018,,0.3,1.5,1,硝皮子,ETT_Title_000241,ETT_Name_000241,,玛琅草,1,20800,1,2,23051,0,5,10,0,2,0,0,0,0,0,51052,510052,0,3
5053,3,8,0,0,12019,,0.3,1,1,寻找受伤的朋友,ETT_Title_000242,ETT_Name_000242,,雪花,1,20800,1,2,23052,0,5,10,0,2,0,0,0,0,0,51058,510058,0,3
5054,3,8,0,0,12018,,0.3,1.5,1,眼泪草,ETT_Title_000243,ETT_Name_000243,,眼泪草,1,20800,1,2,23053,0,5,10,0,2,0,0,0,0,0,51063,510063,0,3
5055,3,8,0,0,12010,,0.3,1.5,1,寻找像子,ETT_Title_000244,ETT_Name_000244,,雪人口袋,1,20800,1,2,23054,0,5,10,0,2,0,0,0,0,0,51064,510064,0,3
5056,3,8,0,0,12018,,0.3,1.5,1,土地连接的方法,ETT_Title_000245,ETT_Name_000245,,胶草,1,20800,1,2,23055,0,5,10,0,2,0,0,0,0,0,51066,510066,0,3
5057,3,8,0,0,12011,,0.3,1.5,1,寻找被抢夺的武器,ETT_Title_000246,ETT_Name_000246,,吗啡木桶,1,20800,1,2,23056,0,5,10,0,2,0,0,0,0,0,51078,510078,0,3
5058,3,8,0,0,11014,,0.3,2,1,吗啡咒术师的冷气,ETT_Title_000247,ETT_Name_000247,,风水晶,1,20800,1,2,23057,0,5,10,0,2,0,0,0,0,0,51081,510081,0,3
5059,3,8,0,0,12010,,0.3,1.5,1,可疑的吗啡的皮囊,ETT_Title_000248,ETT_Name_000248,,吗啡口袋,1,20800,1,2,23058,0,5,10,0,2,0,0,0,0,0,51084,510084,0,3
5060,3,8,0,0,12002,,0.3,1.5,1,卢玛的斧头,ETT_Title_000249,ETT_Name_000249,,吗啡箱,1,20800,1,2,23059,0,5,10,0,2,0,0,0,0,0,51089,510089,0,3
5061,3,8,0,0,11014,,0.3,1.5,1,有价值的霜水晶,ETT_Title_000250,ETT_Name_000250,,霜水晶,1,20800,1,2,23060,0,5,10,0,2,0,0,0,0,0,51101,510101,0,3
5062,3,8,0,0,12015,,0.3,1.5,1,贵的艾迪冰,ETT_Title_000251,ETT_Name_000251,,雪人箱,1,20800,1,2,23061,0,5,10,0,2,0,0,0,0,0,51102,510102,0,3
5063,3,8,0,0,12018,,0.3,1.5,1,寻找冻毒草,ETT_Title_000252,ETT_Name_000252,,冻毒草,1,20800,1,2,23062,0,5,10,0,2,0,0,0,0,0,51105,510105,0,3
5064,3,8,0,0,11000,,0.3,1.5,1,残忍的方法,ETT_Title_000253,ETT_Name_000253,,雪花岩,1,20800,1,2,23063,0,5,10,0,2,0,0,0,0,0,51109,511109,0,3
5065,3,8,0,0,11014,,0.3,1.5,1,赚钱的金属,ETT_Title_000254,ETT_Name_000254,,冻结矿石,1,20800,1,2,23064,0,5,10,0,2,0,0,0,0,0,51115,510115,0,3
5066,3,8,0,0,12021,,0.3,2,1,磨刀石的材料,ETT_Title_000255,ETT_Name_000255,,冰川石,1,20800,1,2,23065,0,5,10,0,2,0,0,0,0,0,51116,510116,0,3
5067,3,8,0,0,12018,,0.3,1.5,1,宽银幕的嵌合体,ETT_Title_000256,ETT_Name_000256,,麻辣草,1,20800,1,2,23066,0,5,10,0,2,0,0,0,0,0,51117,510117,0,3
5068,3,8,0,0,12029,,0.3,2,1,肌肉丰满的卢德比尔伦,ETT_Title_000257,ETT_Name_000257,,黑铁锅,1,20800,1,2,23067,0,5,10,0,2,0,0,0,0,0,51122,510122,0,3
5069,3,8,0,0,11000,,0.3,1.5,1,体力负荷的卢德比尔伦,ETT_Title_000258,ETT_Name_000258,,脉石,1,20800,1,2,23068,0,5,10,0,2,0,0,0,0,0,51123,510123,0,3
5070,3,8,0,0,12018,,0.3,1.5,1,累垮卢德比尔伦的方法,ETT_Title_000259,ETT_Name_000259,,疲倦草,1,20800,1,2,23069,0,5,10,0,2,0,0,0,0,0,51124,510124,0,3
5071,3,8,0,0,11014,,0.3,1.5,1,卢德比尔伦的武器,ETT_Title_000260,ETT_Name_000260,,硫化水晶,1,20800,1,2,23070,0,5,10,0,2,0,0,0,0,0,51127,510127,0,3
5072,3,8,0,0,12002,,0.3,1.5,1,离间计（3）,ETT_Title_000261,ETT_Name_000261,,冰冻部队箱,1,20800,1,2,23071,0,5,10,0,2,0,0,0,0,0,51131,510131,0,3
5073,3,8,0,0,12002,,0.3,1.5,1,离间计（6）,ETT_Title_000262,ETT_Name_000262,,狼族箱,1,20800,1,2,23072,0,5,10,0,2,0,0,0,0,0,51134,510134,0,3
5074,3,8,0,0,12019,,0.3,1,1,痛苦的同生,ETT_Title_000263,ETT_Name_000263,,黄金草,1,20800,1,2,23073,0,5,10,0,2,0,0,0,0,0,51138,510138,0,3
