TID,Type,Value,Count,IsSelect
140017,3,0,158400,0
140018,3,0,36000,0
140031,3,0,746460,0
140032,3,0,270270,0
140033,3,0,122850,0
140034,3,0,204750,0
140035,3,0,157950,0
140036,3,0,147420,0
140037,3,0,43875,0
140051,3,0,1478064,0
140052,3,0,449694,0
140053,3,0,390432,0
140054,3,0,1478064,0
140055,3,0,989327,0
140056,3,0,156870,0
140057,3,0,539633,0
140101,3,0,600133,0
140102,3,0,389466,0
140103,3,0,342258,0
140104,3,0,2849004,0
140105,3,0,132773,0
140106,3,0,342258,0
140107,3,0,132773,0
140108,3,0,1402080,0
140109,3,0,342258,0
140201,3,0,4300560,0
140202,3,0,1935252,0
140203,3,0,293220,0
140204,3,0,4300560,0
140205,3,0,1935252,0
140206,3,0,1759320,0
140207,3,0,4300560,0
140208,3,0,1935252,0
140209,3,0,1055592,0
140301,3,0,1052991,0
140302,3,0,417716,0
140303,3,0,97902,0
140304,3,0,1052991,0
140305,3,0,97902,0
140306,3,0,300233,0
140307,3,0,760591,0
140308,3,0,660513,0
140309,3,0,360280,0
140401,3,0,1855755,0
140402,3,0,715163,0
140403,3,0,165038,0
140404,3,0,517118,0
140405,3,0,517118,0
140406,3,0,718830,0
140407,3,0,165038,0
140408,3,0,1464066,0
140409,3,0,620541,0
140501,3,0,912387,0
140502,3,0,912387,0
140503,3,0,186625,0
140511,3,0,721615,0
140512,3,0,721615,0
140513,3,0,245199,0
140521,3,0,721615,0
140522,3,0,721615,0
140523,3,0,588478,0
140601,3,0,945000,0
140602,3,0,1188000,0
140603,3,0,324000,0
140611,3,0,1576800,0
140612,3,0,1576800,0
140613,3,0,1009800,0
140621,3,0,1188000,0
140622,3,0,1188000,0
140623,3,0,1684800,0
140624,3,0,550800,0
146001,3,0,7040,0
146002,3,0,3200,0
146003,3,0,3200,0
146005,3,0,16200,0
146011,3,0,4600,0
146012,3,0,1000,0
146013,3,0,1000,0
147001,3,0,4500,0
147002,3,0,4500,0
147003,3,0,4500,0
147004,3,0,24000,0
147005,3,0,24000,0
147006,3,0,24000,0
147007,3,0,29250,0
147008,3,0,29250,0
147009,3,0,29250,0
147010,3,0,104580,0
147011,3,0,104580,0
147012,3,0,104580,0
147101,3,0,53865,0
147102,3,0,53865,0
147103,3,0,53865,0
147111,3,0,114720,0
147112,3,0,114720,0
147113,3,0,114720,0
148001,3,0,2175920,0
148002,3,0,8000,0
148003,3,0,2175920,0
148004,3,0,8000,0
148005,3,0,2175920,0
148007,3,0,2175920,0
148009,3,0,2175920,0
148011,3,0,2175920,0
148013,3,0,2175920,0
148991,3,0,1,0
148992,3,0,1,0
149001,3,0,5280,0
149002,3,0,6120,0
149003,3,0,3300,0
149004,3,0,3300,0
149005,3,0,1,0
149006,3,0,1,0
149011,3,0,246240,0
149012,3,0,95040,0
149013,3,0,116640,0
149014,3,0,1,0
149015,3,0,1,0
149016,3,0,19305,0
149017,3,0,19305,0
149021,3,0,547560,0
149022,3,0,210600,0
149023,3,0,200070,0
149024,3,0,1,0
149025,3,0,1,0
149026,3,0,94770,0
149027,3,0,80190,0
149031,3,0,1,0
149032,3,0,1,0
149033,3,0,900492,0
149034,3,0,900492,0
149035,3,0,900492,0
149036,3,0,468000,0
149037,3,0,214263,0
149041,3,0,1,0
149042,3,0,1,0
149043,3,0,461768,0
149044,3,0,342714,0
149045,3,0,30990,0
149050,3,0,35280,0
149051,3,0,1738599,0
149052,3,0,169344,0
149053,3,0,2610720,0
149054,3,0,155232,0
149061,3,0,1738599,0
149062,3,0,169344,0
149063,3,0,2610720,0
149064,3,0,155232,0
149071,3,0,1738599,0
149072,3,0,169344,0
149073,3,0,2610720,0
149074,3,0,155232,0
149081,3,0,1738599,0
149082,3,0,169344,0
149083,3,0,2610720,0
149084,3,0,155232,0
149091,3,0,1738599,0
149092,3,0,169344,0
149093,3,0,2610720,0
149094,3,0,155232,0
130000,3,0,275105,0
130001,3,0,875105,0
130002,3,0,875105,0
130003,3,0,875105,0
130011,3,0,899168,0
130012,3,0,899168,0
130013,3,0,899168,0
130021,3,0,924215,0
130022,3,0,924215,0
130023,3,0,924215,0
130031,3,0,950257,0
130032,3,0,950257,0
130033,3,0,950257,0
130041,3,0,977323,0
130042,3,0,977323,0
130043,3,0,977323,0
130051,3,0,1005422,0
130052,3,0,1005422,0
130053,3,0,1005422,0
130061,3,0,1034578,0
130062,3,0,1034578,0
130063,3,0,1034578,0
130071,3,0,1064811,0
130072,3,0,1064811,0
130073,3,0,1064811,0
130081,3,0,1096134,0
130082,3,0,1096134,0
130083,3,0,1096134,0
130091,3,0,628573,0
130092,3,0,628573,0
130093,3,0,628573,0
130101,3,0,213678,0
130102,3,0,213678,0
130103,3,0,213678,0
130111,3,0,219621,0
130112,3,0,219621,0
130113,3,0,219621,0
130121,3,0,241749,0
130122,3,0,241749,0
130123,3,0,241749,0
130131,3,0,254065,0
130132,3,0,254065,0
130133,3,0,254065,0
130141,3,0,260601,0
130142,3,0,260601,0
130143,3,0,260601,0
130151,3,0,479136,0
130152,3,0,239568,0
130153,3,0,479136,0
130154,3,0,239568,0
130161,3,0,419606,0
130162,3,0,419606,0
130163,3,0,419606,0
130164,3,0,209803,0
130171,3,0,536751,0
130172,3,0,268376,0
130173,3,0,536751,0
130174,3,0,268376,0
130181,3,0,352518,0
130182,3,0,352518,0
130183,3,0,528777,0
130184,3,0,528777,0
130186,3,0,622646,0
130187,3,0,622646,0
130191,3,0,541750,0
130192,3,0,541750,0
130193,3,0,812625,0
130194,3,0,270875,0
133001,3,0,545608,0
133002,3,0,545608,0
133003,3,0,545608,0
133011,3,0,580608,0
133012,3,0,580608,0
133013,3,0,580608,0
133021,3,0,617040,0
133022,3,0,617040,0
133023,3,0,617040,0
133031,3,0,654920,0
133032,3,0,654920,0
133033,3,0,654920,0
133041,3,0,694288,0
133042,3,0,694288,0
133043,3,0,694288,0
133051,3,0,735160,0
133052,3,0,735160,0
133053,3,0,735160,0
133061,3,0,777568,0
133062,3,0,777568,0
133063,3,0,777568,0
133071,3,0,821544,0
133072,3,0,821544,0
133073,3,0,821544,0
133081,3,0,867104,0
133082,3,0,867104,0
133083,3,0,867104,0
133091,3,0,914288,0
133092,3,0,914288,0
133093,3,0,914288,0
133101,3,0,725209,0
133102,3,0,725209,0
133103,3,0,725209,0
133111,3,0,745380,0
133112,3,0,745380,0
133113,3,0,745380,0
133121,3,0,820479,0
133122,3,0,820479,0
133123,3,0,820479,0
133131,3,0,862280,0
133132,3,0,862280,0
133133,3,0,862280,0
133141,3,0,884464,0
133142,3,0,884464,0
133143,3,0,884464,0
133151,3,0,368566,0
133152,3,0,368566,0
133153,3,0,368566,0
133161,3,0,376570,0
133162,3,0,376570,0
133163,3,0,376570,0
133171,3,0,412886,0
133172,3,0,412886,0
133173,3,0,412886,0
133181,3,0,451946,0
133182,3,0,451946,0
133183,3,0,451946,0
133191,3,0,555641,0
133192,3,0,555641,0
133193,3,0,555641,0
136001,3,0,545608,0
136002,3,0,613809,0
136003,3,0,682010,0
136005,3,0,580608,0
136006,3,0,653184,0
136007,3,0,725760,0
136011,3,0,617040,0
136012,3,0,694170,0
136013,3,0,771300,0
136015,3,0,654920,0
136016,3,0,736785,0
136017,3,0,818650,0
136021,3,0,694288,0
136022,3,0,781074,0
136023,3,0,867860,0
136025,3,0,735160,0
136026,3,0,827055,0
136027,3,0,918950,0
136031,3,0,777568,0
136032,3,0,874764,0
136033,3,0,971960,0
136035,3,0,821544,0
136036,3,0,924237,0
136037,3,0,1026930,0
136041,3,0,867104,0
136042,3,0,975492,0
136043,3,0,1083880,0
136045,3,0,914288,0
136046,3,0,1028574,0
136047,3,0,1142860,0
136051,3,0,414405,0
136052,3,0,815860,0
136053,3,0,1165514,0
136055,3,0,425932,0
136056,3,0,838553,0
136057,3,0,1197932,0
136061,3,0,468845,0
136062,3,0,923039,0
136063,3,0,1318626,0
136065,3,0,492732,0
136066,3,0,970065,0
136067,3,0,1385807,0
136071,3,0,505408,0
136072,3,0,995022,0
136073,3,0,1421460,0
136075,3,0,294853,0
136076,3,0,294853,0
136077,3,0,294853,0
136081,3,0,301256,0
136082,3,0,301256,0
136083,3,0,301256,0
136085,3,0,330308,0
136086,3,0,330308,0
136087,3,0,330308,0
136091,3,0,361557,0
136092,3,0,361557,0
136093,3,0,361557,0
136095,3,0,444513,0
136096,3,0,444513,0
136097,3,0,444513,0
136101,3,0,545608,0
136102,3,0,613809,0
136103,3,0,682010,0
136105,3,0,580608,0
136106,3,0,653184,0
136107,3,0,725760,0
136111,3,0,617040,0
136112,3,0,694170,0
136113,3,0,771300,0
136115,3,0,654920,0
136116,3,0,736785,0
136117,3,0,818650,0
136121,3,0,694288,0
136122,3,0,781074,0
136123,3,0,867860,0
136125,3,0,735160,0
136126,3,0,827055,0
136127,3,0,918950,0
136131,3,0,777568,0
136132,3,0,874764,0
136133,3,0,971960,0
136135,3,0,821544,0
136136,3,0,924237,0
136137,3,0,1026930,0
136141,3,0,867104,0
136142,3,0,975492,0
136143,3,0,1083880,0
136145,3,0,914288,0
136146,3,0,1028574,0
136147,3,0,1142860,0
136151,3,0,963112,0
136152,3,0,1083501,0
136153,3,0,1203890,0
136155,3,0,425932,0
136156,3,0,838553,0
136157,3,0,1197932,0
136161,3,0,468845,0
136162,3,0,923039,0
136163,3,0,1318626,0
136165,3,0,492732,0
136166,3,0,970065,0
136167,3,0,1385807,0
136171,3,0,505408,0
136172,3,0,995022,0
136173,3,0,1421460,0
136175,3,0,294853,0
136176,3,0,294853,0
136177,3,0,294853,0
136181,3,0,301256,0
136182,3,0,301256,0
136183,3,0,301256,0
136185,3,0,330308,0
136186,3,0,330308,0
136187,3,0,330308,0
136191,3,0,361557,0
136192,3,0,361557,0
136193,3,0,361557,0
136195,3,0,444513,0
136196,3,0,444513,0
136197,3,0,444513,0
300001,2,0,40,0
300003,2,0,40,0
300004,2,0,80,0
300005,2,0,110,0
300006,2,0,40,0
300007,2,0,130,0
300008,2,0,190,0
300009,2,0,190,0
300010,2,0,30,0
300012,2,0,250,0
300014,2,0,750,0
300015,2,0,660,0
300016,2,0,1840,0
300017,2,0,660,0
300018,2,0,880,0
300019,2,0,1590,0
300020,2,0,1590,0
300021,2,0,1220,0
300022,2,0,2450,0
300023,2,0,320,0
300024,2,0,2590,0
300025,2,0,170,0
300026,2,0,2960,0
300063,2,0,2400,0
300064,2,0,2100,0
300065,2,0,2400,0
300066,2,0,2580,0
300067,2,0,60,0
300101,2,0,60,0
300102,2,0,60,0
300103,2,0,60,0
300111,2,0,60,0
300112,2,0,60,0
300121,2,0,130,0
300122,2,0,4120,0
300123,2,0,2160,0
300131,2,0,140,0
300132,2,0,140,0
300134,2,0,70,0
300141,2,0,70,0
300151,2,0,150,0
300152,2,0,2960,0
300154,2,0,2960,0
300156,2,0,1890,0
300157,2,0,80,0
300158,2,0,80,0
300159,2,0,200,0
300171,2,0,2960,0
300172,2,0,4210,0
300173,2,0,2620,0
300174,2,0,310,0
300181,2,0,7560,0
300191,2,0,170,0
300192,2,0,17060,0
300193,2,0,3370,0
300194,2,0,5990,0
300195,2,0,170,0
300201,2,0,5990,0
300211,2,0,8550,0
300212,2,0,180,0
300213,2,0,15390,0
300214,2,0,180,0
300215,2,0,8890,0
300216,2,0,180,0
300301,2,0,1,0
300302,2,0,1,0
300303,2,0,1,0
300304,2,0,1,0
300311,2,0,1,0
300312,2,0,1,0
300321,2,0,1,0
300333,2,0,1,0
300341,2,0,1,0
300351,2,0,1,0
300352,2,0,1,0
300361,2,0,1,0
300362,2,0,1,0
300363,2,0,1,0
300371,2,0,1,0
300372,2,0,1,0
300381,2,0,1,0
300391,2,0,1,0
300392,2,0,1,0
300393,2,0,1,0
300401,2,0,1,0
300402,2,0,1,0
300403,2,0,1,0
300411,2,0,1,0
300412,2,0,1,0
300421,2,0,1,0
300422,2,0,1,0
300423,2,0,1,0
300431,2,0,1,0
300441,2,0,1,0
300451,2,0,1,0
310001,2,0,10,0
310002,2,0,50,0
310003,2,0,40,0
310006,2,0,10,0
310007,2,0,10,0
310012,2,0,20,0
310013,2,0,20,0
310014,2,0,30,0
310021,2,0,20,0
310023,2,0,40,0
310024,2,0,10,0
310025,2,0,10,0
310026,2,0,160,0
310027,2,0,30,0
310028,2,0,40,0
310051,2,0,10,0
310052,2,0,120,0
310053,2,0,60,0
310054,2,0,60,0
310061,2,0,10,0
310062,2,0,50,0
310063,2,0,10,0
310071,2,0,10,0
310072,2,0,20,0
310073,2,0,10,0
310074,2,0,210,0
310075,2,0,140,0
310076,2,0,120,0
310077,2,0,120,0
310078,2,0,80,0
310079,2,0,80,0
310080,2,0,160,0
310085,2,0,10,0
310086,2,0,100,0
310091,2,0,10,0
310092,2,0,520,0
310093,2,0,310,0
310094,2,0,20,0
310095,2,0,10,0
310096,2,0,10,0
310101,2,0,220,0
310102,2,0,500,0
310103,2,0,120,0
310111,2,0,160,0
310112,2,0,160,0
310113,2,0,160,0
310128,2,0,10,0
310131,2,0,170,0
310132,2,0,210,0
310133,2,0,80,0
310134,2,0,330,0
310135,2,0,80,0
310141,2,0,20,0
310142,2,0,170,0
310143,2,0,70,0
310145,2,0,330,0
310146,2,0,330,0
310148,2,0,310,0
310149,2,0,1540,0
310151,2,0,20,0
310153,2,0,1680,0
310154,2,0,500,0
310155,2,0,780,0
310157,2,0,20,0
310158,2,0,270,0
310159,2,0,70,0
310161,2,0,570,0
310162,2,0,260,0
310165,2,0,590,0
310171,2,0,590,0
310173,2,0,880,0
310174,2,0,460,0
310175,2,0,30,0
310176,2,0,30,0
310177,2,0,110,0
310179,2,0,3790,0
310180,2,0,1260,0
310181,2,0,840,0
310185,2,0,110,0
310191,2,0,30,0
310192,2,0,90,0
310193,2,0,680,0
310194,2,0,120,0
310195,2,0,2250,0
310196,2,0,470,0
310197,2,0,30,0
310205,2,0,620,0
310206,2,0,30,0
310207,2,0,100,0
310281,2,0,30,0
310283,2,0,30,0
310286,2,0,5100,0
310287,2,0,1690,0
310302,2,0,70,0
310303,2,0,1630,0
310304,2,0,4080,0
310305,2,0,820,0
310306,2,0,820,0
310341,2,0,70,0
310343,2,0,70,0
310344,2,0,4080,0
310345,2,0,70,0
310346,2,0,1630,0
310347,2,0,40,0
310312,2,0,1730,0
310313,2,0,1730,0
310315,2,0,1730,0
310317,2,0,6480,0
310319,2,0,2590,0
310321,2,0,70,0
310323,2,0,40,0
310324,2,0,3950,0
310325,2,0,9880,0
310326,2,0,3040,0
310327,2,0,1520,0
310334,2,0,110,0
310351,2,0,6400,0
310352,2,0,1280,0
310353,2,0,6400,0
310354,2,0,120,0
310355,2,0,80,0
310356,2,0,1600,0
311001,2,0,2320,0
311002,2,0,40,0
311003,2,0,2320,0
311004,2,0,40,0
311005,2,0,1430,0
311006,2,0,40,0
311007,2,0,1430,0
311008,2,0,3520,0
311010,2,0,2800,0
311021,2,0,1430,0
311022,2,0,1720,0
311023,2,0,1430,0
311024,2,0,40,0
311025,2,0,5800,0
311026,2,0,1430,0
311027,2,0,90,0
311031,2,0,2990,0
311032,2,0,3290,0
311033,2,0,1440,0
311034,2,0,40,0
311035,2,0,11220,0
311036,2,0,2990,0
311041,2,0,2990,0
311042,2,0,2160,0
311043,2,0,2990,0
311044,2,0,40,0
311051,2,0,15460,0
311052,2,0,4420,0
311053,2,0,4420,0
311054,2,0,50,0
311055,2,0,90,0
311056,2,0,180,0
311057,2,0,4420,0
311058,2,0,6180,0
311059,2,0,5850,0
311060,2,0,4010,0
311071,2,0,14980,0
311072,2,0,1970,0
311073,2,0,1970,0
311074,2,0,5990,0
311075,2,0,2560,0
311076,2,0,4610,0
311077,2,0,5990,0
311078,2,0,50,0
311079,2,0,2560,0
311080,2,0,4610,0
311082,2,0,1970,0
311091,2,0,11480,0
311092,2,0,11480,0
311093,2,0,7650,0
311094,2,0,2890,0
311095,2,0,2890,0
311096,2,0,1890,0
311097,2,0,1890,0
311098,2,0,3060,0
311099,2,0,50,0
311101,2,0,50,0
311102,2,0,6360,0
311103,2,0,3180,0
311104,2,0,6360,0
311105,2,0,3180,0
311107,2,0,1310,0
311108,2,0,50,0
311110,2,0,3980,0
311121,2,0,15910,0
311122,2,0,3180,0
311123,2,0,1310,0
311124,2,0,1310,0
311125,2,0,3180,0
311126,2,0,3980,0
311127,2,0,4670,0
311128,2,0,110,0
311129,2,0,110,0
311130,2,0,11350,0
311131,2,0,11350,0
311132,2,0,110,0
311135,2,0,110,0
311141,2,0,110,0
311142,2,0,11350,0
311143,2,0,320,0
311144,2,0,21420,0
311145,2,0,110,0
311146,2,0,5710,0
311147,2,0,8430,0
311148,2,0,7060,0
311149,2,0,110,0
311150,2,0,5710,0
311151,2,0,110,0
311152,2,0,5710,0
311153,2,0,8570,0
311154,2,0,8570,0
311155,2,0,3530,0
311156,2,0,110,0
311157,2,0,5710,0
311158,2,0,5710,0
311161,2,0,5640,0
311162,2,0,5640,0
311163,2,0,9660,0
311164,2,0,120,0
311171,2,0,25060,0
311172,2,0,5640,0
311181,2,0,25060,0
311182,2,0,60,0
311183,2,0,3990,0
311184,2,0,6040,0
311185,2,0,230,0
311191,2,0,120,0
311192,2,0,11660,0
311193,2,0,7090,0
311194,2,0,6480,0
311195,2,0,120,0
311196,2,0,6480,0
311197,2,0,120,0
312001,2,0,1,0
312002,2,0,1,0
312011,2,0,1,0
312021,2,0,1,0
312022,2,0,1,0
312031,2,0,1,0
312032,2,0,1,0
312041,2,0,1,0
312042,2,0,1,0
312043,2,0,1,0
312051,2,0,1,0
312061,2,0,1,0
312062,2,0,1,0
312071,2,0,1,0
312072,2,0,1,0
312081,2,0,1,0
312082,2,0,1,0
312091,2,0,1,0
312092,2,0,1,0
312101,2,0,1,0
312111,2,0,1,0
312112,2,0,1,0
312121,2,0,1,0
312131,2,0,1,0
312142,2,0,1,0
312143,2,0,1,0
312151,2,0,1,0
312152,2,0,1,0
312161,2,0,1,0
312162,2,0,1,0
312163,2,0,1,0
312171,2,0,1,0
312181,2,0,1,0
312182,2,0,1,0
312183,2,0,1,0
312191,2,0,1,0
312201,2,0,1,0
312202,2,0,1,0
312212,2,0,1,0
312213,2,0,1,0
312214,2,0,1,0
312221,2,0,1,0
312222,2,0,1,0
312225,2,0,1,0
312226,2,0,1,0
312231,2,0,1,0
312233,2,0,1,0
312241,2,0,1,0
312251,2,0,1,0
312252,2,0,1,0
312253,2,0,1,0
312254,2,0,1,0
312261,2,0,1,0
312262,2,0,1,0
312263,2,0,1,0
312264,2,0,1,0
312265,2,0,1,0
312271,2,0,1,0
312272,2,0,1,0
312278,2,0,1,0
312273,2,0,1,0
312274,2,0,1,0
312275,2,0,1,0
312281,2,0,1,0
312282,2,0,1,0
312283,2,0,1,0
312291,2,0,1,0
312292,2,0,1,0
312293,2,0,1,0
312301,2,0,1,0
312302,2,0,1,0
312311,2,0,1,0
312321,2,0,1,0
312322,2,0,1,0
312331,2,0,1,0
312332,2,0,1,0
312341,2,0,1,0
312351,2,0,1,0
312361,2,0,1,0
312362,2,0,1,0
312363,2,0,1,0
312371,2,0,1,0
312381,2,0,1,0
312391,2,0,1,0
312392,2,0,1,0
312401,2,0,1,0
312402,2,0,1,0
312403,2,0,1,0
312404,2,0,1,0
312405,2,0,1,0
312411,2,0,1,0
312412,2,0,1,0
312421,2,0,1,0
312423,2,0,1,0
312422,2,0,1,0
312431,2,0,1,0
312432,2,0,1,0
312433,2,0,1,0
312441,2,0,1,0
312442,2,0,1,0
312443,2,0,1,0
312445,2,0,1,0
312447,2,0,1,0
312451,2,0,1,0
312455,2,0,1,0
312461,2,0,1,0
312471,2,0,1,0
312472,2,0,1,0
312473,2,0,1,0
312481,2,0,1,0
312482,2,0,1,0
312491,2,0,1,0
312501,2,0,1,0
312502,2,0,1,0
312511,2,0,1,0
312512,2,0,1,0
312513,2,0,1,0
312514,2,0,1,0
312521,2,0,1,0
312531,2,0,1,0
312532,2,0,1,0
312541,2,0,1,0
312542,2,0,1,0
312551,2,0,1,0
312552,2,0,1,0
312553,2,0,1,0
312571,2,0,1,0
312572,2,0,1,0
312582,2,0,1,0
312584,2,0,1,0
312591,2,0,1,0
312601,2,0,1,0
312602,2,0,1,0
312611,2,0,1,0
312612,2,0,1,0
312613,2,0,1,0
312614,2,0,1,0
312621,2,0,1,0
312622,2,0,1,0
312623,2,0,1,0
312631,2,0,1,0
312632,2,0,1,0
312633,2,0,1,0
312641,2,0,1,0
312642,2,0,1,0
312643,2,0,1,0
312651,2,0,1,0
312652,2,0,1,0
312661,2,0,1,0
312662,2,0,1,0
312663,2,0,1,0
312671,2,0,1,0
312672,2,0,1,0
312673,2,0,1,0
312681,2,0,1,0
312682,2,0,1,0
340001,2,0,140,0
340002,2,0,90,0
340003,2,0,140,0
340004,2,0,420,0
340005,2,0,90,0
340006,2,0,80,0
340007,2,0,140,0
340011,2,0,2560,0
340012,2,0,1600,0
340013,2,0,800,0
340014,2,0,6400,0
340015,2,0,1280,0
340016,2,0,2560,0
340017,2,0,3120,0
340018,2,0,1600,0
340031,2,0,11480,0
340032,2,0,4730,0
340033,2,0,1890,0
340034,2,0,7650,0
340035,2,0,3150,0
340036,2,0,2840,0
340037,2,0,3060,0
340051,2,0,11660,0
340052,2,0,4640,0
340053,2,0,2580,0
340054,2,0,11660,0
340055,2,0,11610,0
340056,2,0,6480,0
340057,2,0,6970,0
340101,2,0,1,0
340102,2,0,1,0
340103,2,0,1,0
340104,2,0,1,0
340105,2,0,1,0
340106,2,0,1,0
340107,2,0,1,0
340108,2,0,1,0
340109,2,0,1,0
340201,2,0,1,0
340202,2,0,1,0
340203,2,0,1,0
340204,2,0,1,0
340205,2,0,1,0
340206,2,0,1,0
340207,2,0,1,0
340208,2,0,1,0
340209,2,0,1,0
346001,2,0,10,0
346002,2,0,10,0
346003,2,0,10,0
347001,2,0,10,0
347002,2,0,10,0
347003,2,0,10,0
347004,2,0,10,0
347005,2,0,10,0
347006,2,0,10,0
347007,2,0,50,0
347008,2,0,50,0
347009,2,0,50,0
347010,2,0,120,0
347011,2,0,120,0
347012,2,0,120,0
347101,2,0,1,0
347102,2,0,1,0
347103,2,0,1,0
347111,2,0,1,0
347112,2,0,1,0
347113,2,0,1,0
348001,2,0,10,0
348002,2,0,10,0
348003,2,0,10,0
348004,2,0,10,0
349001,2,0,210,0
349002,2,0,70,0
349005,2,0,0,0
349006,2,0,0,0
349011,2,0,4050,0
349012,2,0,1350,0
349013,2,0,1630,0
349014,2,0,0,0
349015,2,0,0,0
349021,2,0,20660,0
349022,2,0,6890,0
349023,2,0,6080,0
349024,2,0,0,0
349025,2,0,0,0
349026,2,0,80000,0
400001,1,2120001,1,0
400002,1,2123001,1,0
400003,1,2126001,1,0
400004,1,2110001,1,0
400005,1,2113001,1,0
400006,1,2116001,1,0
400007,1,2130001,1,0
400008,1,2133001,1,0
400009,1,2136001,1,0
400010,1,9100,1,0
400011,1,2150001,1,0
400012,1,2153001,1,0
400014,1,9101,1,0
400015,1,2140111,1,1
400016,1,2143111,1,1
400017,1,2146111,1,1
400018,1,2110111,1,1
400019,1,2113111,1,1
400020,1,2116111,1,1
400021,1,2070011,1,0
400022,1,2130111,1,1
400023,1,2133111,1,1
400024,1,2136111,1,1
400025,1,11020,2,1
400026,1,11030,2,1
400027,1,2150111,1,1
400028,1,2153111,1,1
400029,1,2156111,1,1
400030,1,9102,1,0
400031,1,2140211,1,1
400032,1,2143211,1,1
400033,1,2146211,1,1
400034,1,2110211,1,1
400035,1,2113211,1,1
400036,1,2116211,1,1
400037,1,2130211,1,1
400038,1,2133211,1,1
400039,1,2136211,1,1
400040,1,2150211,1,1
400041,1,2153211,1,1
400042,1,2156211,1,1
400043,1,9103,1,0
400044,1,2140311,1,1
400045,1,2143311,1,1
400046,1,2146311,1,1
400047,1,2110311,1,1
400048,1,2113311,1,1
400049,1,2116311,1,1
400050,1,2080211,1,0
400051,1,2080211,1,0
400052,1,2150311,1,1
400053,1,2153311,1,1
400054,1,2156311,1,1
400055,1,9104,1,0
400056,1,2120411,1,1
400057,1,2123411,1,1
400058,1,2126411,1,1
400059,1,2140011,1,0
400060,1,2143011,1,0
400061,1,2146011,1,0
400062,1,10001,20,1
400063,1,10101,18,1
400064,1,11000,2,1
400065,1,11010,2,1
400066,1,2120111,1,0
400067,1,2123111,1,0
400068,1,2126111,1,0
400069,1,10000,20,1
400070,1,10100,18,1
400071,1,2080011,1,0
400072,1,2080011,1,0
400073,1,510012,1,0
400074,1,10000,20,1
400075,1,10100,18,1
400076,1,2120211,1,0
400077,1,2123211,1,0
400078,1,2126211,1,0
400079,1,2080111,1,0
400080,1,2080111,1,0
400081,1,10005,20,1
400082,1,10105,18,1
400083,1,11001,2,1
400084,1,11011,2,1
400085,1,2070111,1,0
400086,1,2120311,1,1
400087,1,2123311,1,1
400088,1,2126311,1,1
400089,1,10004,20,1
400090,1,10104,18,1
400091,1,11021,2,1
400092,1,11031,2,1
400093,1,2110311,1,1
400094,1,2113311,1,1
400095,1,2116311,1,1
400096,1,2130311,1,1
400097,1,2133311,1,1
400098,1,2136311,1,1
400099,1,10004,20,1
400100,1,10104,18,1
400101,1,11002,2,1
400102,1,11012,2,1
400181,1,9150,1,0
400182,1,9151,1,0
400183,1,9152,1,0
400184,1,9153,1,0
400185,1,9154,1,0
400186,1,9155,1,0
400187,1,9156,1,0
400188,1,9157,1,0
400189,1,9158,1,0
400190,1,9159,1,0
400191,1,9160,1,0
400192,1,9161,1,0
400193,1,9162,1,0
400194,1,9163,1,0
400195,1,9164,1,0
400196,1,9165,1,0
400197,1,9166,1,0
400198,1,9167,1,0
400199,1,9168,1,0
400200,1,9169,1,0
400201,1,13000,1,0
400202,1,13100,1,0
400203,1,13200,1,0
400204,1,13300,1,0
400205,1,13001,1,0
400206,1,13101,1,0
400207,1,13201,1,0
400208,1,13301,1,0
400209,1,13002,1,0
400210,1,13102,1,0
400211,1,13202,1,0
400212,1,13302,1,0
400213,1,13003,1,0
400214,1,13103,1,0
400215,1,13203,1,0
400216,1,13303,1,0
400217,1,13004,1,0
400218,1,13104,1,0
400219,1,13204,1,0
400220,1,13304,1,0
400221,1,13005,1,0
400222,1,13105,1,0
400223,1,13205,1,0
400224,1,13305,1,0
400225,1,13006,1,0
400226,1,13106,1,0
400227,1,13206,1,0
400228,1,13306,1,0
400229,1,13007,1,0
400230,1,13107,1,0
400231,1,13207,1,0
400232,1,13307,1,0
400233,1,13008,1,0
400234,1,13108,1,0
400235,1,13208,1,0
400236,1,13308,1,0
400237,1,13009,1,0
400238,1,13109,1,0
400239,1,13209,1,0
400240,1,13309,1,0
400241,1,13010,1,1
400242,1,13110,1,1
400243,1,13210,1,1
400244,1,13310,1,1
400245,1,13011,1,1
400246,1,13111,1,1
400247,1,13211,1,1
400248,1,13311,1,1
400249,1,13012,1,1
400250,1,13112,1,1
400251,1,13212,1,1
400252,1,13312,1,1
400253,1,13013,1,1
400254,1,13113,1,1
400255,1,13213,1,1
400256,1,13313,1,1
400257,1,13014,1,1
400258,1,13114,1,1
400259,1,13214,1,1
400260,1,13314,1,1
400261,1,13015,1,1
400262,1,13115,1,1
400263,1,13215,1,1
400264,1,13315,1,1
400265,1,13016,1,1
400266,1,13116,1,1
400267,1,13216,1,1
400268,1,13316,1,1
400269,1,13017,1,1
400270,1,13117,1,1
400271,1,13217,1,1
400272,1,13317,1,1
400273,1,13018,1,1
400274,1,13118,1,1
400275,1,13218,1,1
400276,1,13318,1,1
400277,1,13019,1,1
400278,1,13119,1,1
400279,1,13219,1,1
400280,1,13319,1,1
400281,1,13020,1,1
400282,1,13120,1,1
400283,1,13220,1,1
400284,1,13320,1,1
400285,1,13021,1,1
400286,1,13121,1,1
