WeaponName,CharName,HandType,TX,TY,TZ,RX,RY,RZ,Scale,CombatScale
p_w_oorb_07_all_lod.nif,00002.kfm,R,-8.134,9.261,-0.186,-0.784,2.403,88.385,0.9,1
p_w_oorb_07_all_lod.nif,00003.kfm,L,10.178,1.569,-4.555,-10.855,-5.128,88.968,0.8,0.9
p_w_oorb_07_all_lod.nif,00003.kfm,R,-7.328,3.938,-2.041,-16.472,-5.536,87.575,0.8,0.9
p_w_oorb_08_all_lod.nif,00002.kfm,L,11.695,9.994,1.457,-13.638,7.319,98.122,0.9,1
p_w_oorb_08_all_lod.nif,00002.kfm,R,-8.134,9.261,-0.186,-7.31,3.767,75.754,0.9,1
p_w_oorb_08_all_lod.nif,00003.kfm,L,9.473,3.757,-3.126,-30.514,-4.315,91.437,0.8,0.9
p_w_oorb_08_all_lod.nif,00003.kfm,R,-7.328,3.938,-2.041,-34.433,-6.906,89.529,0.8,0.9
p_w_oorb_09_all_lod.nif,00002.kfm,L,6.376,6.561,-19.679,0.53,-1.484,122.951,0.9,1
p_w_oorb_09_all_lod.nif,00002.kfm,R,-7.347,5.837,-20.886,-1.391,4.815,51.559,0.9,1
p_w_oorb_09_all_lod.nif,00003.kfm,L,9.128,8.718,-14.004,-18.836,-15.006,93.308,0.8,0.9
p_w_oorb_09_all_lod.nif,00003.kfm,R,-8.887,8.804,-13.541,-25.361,-1.669,79.632,0.8,0.9
p_w_oorb_10_all_lod.nif,00002.kfm,L,11.695,9.994,1.457,-2.219,4.5,108.901,0.9,1
p_w_oorb_10_all_lod.nif,00002.kfm,R,-8.134,9.261,-0.186,1.644,4.838,62.764,0.9,1
p_w_oorb_10_all_lod.nif,00003.kfm,L,10.988,4.149,-5.221,-20.59,-4.355,116.466,0.8,0.9
p_w_oorb_10_all_lod.nif,00003.kfm,R,-7.38,5.374,-5.611,-22.659,-1.063,60.013,0.8,0.9
p_w_oswd_00_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_00_rgt_lod.nif,00000.kfm,R,-16.709,-3.069,28.034,9.582,-52.721,77.419,1,1
p_w_oswd_00_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_00_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_00_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_00_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_00_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_00_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_01_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_01_rgt_lod.nif,00000.kfm,R,-16.323,-2.723,28.096,9.582,-52.721,77.419,1,1
p_w_oswd_01_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_01_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_01_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_01_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_01_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_01_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_02_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_02_rgt_lod.nif,00000.kfm,R,-16.535,-3.068,28.025,9.582,-52.721,77.419,1,1
p_w_oswd_02_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_02_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_02_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_02_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_02_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_02_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_03_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_03_rgt_lod.nif,00000.kfm,R,-16.715,-2.254,28.083,9.582,-52.721,77.419,1,1
p_w_oswd_03_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_03_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_03_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_03_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_03_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_03_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_04_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_04_rgt_lod.nif,00000.kfm,R,-16.118,-3.653,28.064,9.582,-52.721,77.419,1,1
p_w_oswd_04_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_04_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_04_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_04_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_04_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_04_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_05_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_05_rgt_lod.nif,00000.kfm,R,-17.166,-1.863,28.068,9.582,-52.721,77.419,1,1
p_w_oswd_05_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_05_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_05_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_05_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_05_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_05_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_06_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_06_rgt_lod.nif,00000.kfm,R,-17.819,-0.774,28.06,9.582,-52.721,77.419,1,1
p_w_oswd_06_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_06_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_06_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_06_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_06_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_06_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_07_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_07_rgt_lod.nif,00000.kfm,R,-17.721,-0.948,28.058,9.582,-52.721,77.419,1,1
p_w_oswd_07_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_07_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_07_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_07_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_07_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_07_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_08_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_08_rgt_lod.nif,00000.kfm,R,-17.023,-2.625,28.035,9.582,-52.721,77.419,1,1
p_w_oswd_08_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_08_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_08_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_08_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_08_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_08_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_09_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_09_rgt_lod.nif,00000.kfm,R,-18.357,0.126,28.053,9.583,-52.721,77.419,1,1
p_w_oswd_09_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_09_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_09_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_09_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_09_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_09_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_oswd_10_rgt_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_10_rgt_lod.nif,00000.kfm,R,-17.166,-2.389,28.035,9.582,-52.721,77.419,1,1
p_w_oswd_10_rgt_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_oswd_10_rgt_lod.nif,00001.kfm,R,-6.133,-22.473,27.46,51.547,-0.608,7.364,0.9,0.9
p_w_oswd_10_rgt_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_oswd_10_rgt_lod.nif,00004.kfm,R,-22.242,-0.609,19.33,16.953,-45.62,77.59,1.05,1.05
p_w_oswd_10_rgt_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_oswd_10_rgt_lod.nif,00005.kfm,R,-15.399,-4.003,13.303,-14.494,-51.014,87.347,1,1
p_w_shld_00_lft_lod.nif,00000.kfm,L,-2.694,5.267,8.865,-8.956,22.466,89.388,1,1
p_w_shld_00_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_00_lft_lod.nif,00001.kfm,L,-3.272,-0.748,5.614,-31.551,-0.245,12.883,0.9,0.9
p_w_shld_00_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_00_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_00_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_00_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_00_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_01_lft_lod.nif,00000.kfm,L,-2.033,4.416,11.246,-3.257,10.128,89.036,1,1
p_w_shld_01_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_01_lft_lod.nif,00001.kfm,L,-1.829,4.016,4.686,-37.187,9.446,9.068,0.9,0.9
p_w_shld_01_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_01_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_01_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_01_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_01_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_02_lft_lod.nif,00000.kfm,L,-0.62,0.45,11.974,-10.515,14.648,88.704,1,1
p_w_shld_02_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_02_lft_lod.nif,00001.kfm,L,-1.351,0.496,5.284,-37.602,8.578,8.432,0.9,0.9
p_w_shld_02_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_02_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_02_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_02_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_02_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_03_lft_lod.nif,00000.kfm,L,1.125,0.275,10.565,-9.983,12.938,85.246,1,1
p_w_shld_03_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_03_lft_lod.nif,00001.kfm,L,-2.465,1.621,6.518,-39.397,3.741,16.208,0.9,0.9
p_w_shld_03_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_03_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_03_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_03_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_03_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_04_lft_lod.nif,00000.kfm,L,1.593,7.394,10.942,-8.105,13.376,86.94,1,1
p_w_shld_04_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_04_lft_lod.nif,00001.kfm,L,-5.014,4.962,5.908,-37.187,9.446,9.069,0.9,0.9
p_w_shld_04_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_04_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_04_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_04_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_04_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_05_lft_lod.nif,00000.kfm,L,3.19,7.577,8.495,-9.932,13.73,82.013,1,1
p_w_shld_05_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_05_lft_lod.nif,00001.kfm,L,-4.936,3.288,5.004,-37.187,9.446,9.069,0.9,0.9
p_w_shld_05_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_05_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_05_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_05_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_05_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_06_lft_lod.nif,00000.kfm,L,-1.756,5.246,11.622,-10.493,12.22,88.121,1,1
p_w_shld_06_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_06_lft_lod.nif,00001.kfm,L,-3.86,3.62,6.387,-37.187,9.446,9.069,0.9,0.9
p_w_shld_06_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_06_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_06_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_06_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_06_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_07_lft_lod.nif,00000.kfm,L,-1.275,4.715,8.78,-12.015,18.287,85.411,1,1
p_w_shld_07_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_07_lft_lod.nif,00001.kfm,L,-7.597,0.394,4.168,-31.048,1.345,0.216,0.9,0.9
p_w_shld_07_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_07_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_07_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_07_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_07_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_08_lft_lod.nif,00000.kfm,L,-1.88,3.799,7.19,-12.017,22.878,84.992,1,1
p_w_shld_08_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_08_lft_lod.nif,00001.kfm,L,-5.199,3.678,3.365,-53.319,8.441,4.744,0.9,0.9
p_w_shld_08_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_08_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_08_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_08_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_08_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_09_lft_lod.nif,00000.kfm,L,4.697,8.211,4.213,-12.449,50.939,82.254,1,1
p_w_shld_09_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_09_lft_lod.nif,00001.kfm,L,-5.578,0.354,4.486,-70.371,9.993,1.624,0.9,0.9
p_w_shld_09_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_09_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_09_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_09_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_09_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_10_lft_lod.nif,00000.kfm,L,-2.737,7.877,3.977,-12.027,33.676,80.671,1,1
p_w_shld_10_lft_lod.nif,00000.kfm,R,0,0,0,0,0,0,1,1
p_w_shld_10_lft_lod.nif,00001.kfm,L,-7.578,-2.319,0.528,-35.773,10.829,17.821,0.9,0.9
p_w_shld_10_lft_lod.nif,00001.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shld_10_lft_lod.nif,00004.kfm,L,-1.448,2.058,-5.232,4.073,53.975,95.127,1.05,1.05
p_w_shld_10_lft_lod.nif,00004.kfm,R,0,0,0,0,0,0,1.05,1.05
p_w_shld_10_lft_lod.nif,00005.kfm,L,0.34,4.887,-8.618,-35.518,-61.408,106.839,1,1
p_w_shld_10_lft_lod.nif,00005.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_00_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_00_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_00_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_00_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_00_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_00_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_00_lft_lod.nif,00007.kfm,L,4.04,9.715,10.954,138.777,64.379,-121.64,0.85,0.85
p_w_shle_00_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_01_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_01_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_01_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_01_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_01_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_01_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_01_lft_lod.nif,00007.kfm,L,4.04,9.715,10.954,113.099,76.98,-143.727,0.85,0.85
p_w_shle_01_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_02_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_02_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_02_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_02_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_02_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_02_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_02_lft_lod.nif,00007.kfm,L,4.04,9.715,10.954,125.956,63.013,-138.159,0.85,0.85
p_w_shle_02_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_03_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_03_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_03_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_03_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_03_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_03_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_03_lft_lod.nif,00007.kfm,L,4.04,9.715,10.954,160.174,78.599,-105.956,0.85,0.85
p_w_shle_03_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_04_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_04_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_04_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_04_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_04_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_04_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_04_lft_lod.nif,00007.kfm,L,4.04,9.715,10.954,143.167,76.773,-123.207,0.85,0.85
p_w_shle_04_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_05_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_05_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_05_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_05_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_05_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_05_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_05_lft_lod.nif,00007.kfm,L,3.788,10.358,10.982,139.646,76.123,-127.251,0.85,0.85
p_w_shle_05_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_06_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_06_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_06_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_06_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_06_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_06_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_06_lft_lod.nif,00007.kfm,L,4.04,9.715,10.954,170.052,76.866,-104.166,0.85,0.85
p_w_shle_06_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_07_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_07_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_07_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_07_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_07_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_07_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_07_lft_lod.nif,00007.kfm,L,4.242,9.247,10.928,149.011,76.691,-121.663,0.85,0.85
p_w_shle_07_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_08_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_08_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_08_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_08_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_08_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
