TID,Comment,SaleTID,slot,ItemTID,ItemMaxSale,ItemMaxBuy,SaleDay_01,SaleStart_01,SaleEnd_01,SaleDay_02,SaleStart_02,SaleEnd_02
1104,图案: 普通的 守护者 披风,63,100,63554,0,0,8,0,0,8,0,0
1105,图案: 普通的 守护者 披风,63,101,63555,0,0,8,0,0,8,0,0
1106,图案: 高级的 守护者 披风,63,102,63556,0,0,8,0,0,8,0,0
1107,图案: 高级的 守护者 披风,63,103,63557,0,0,8,0,0,8,0,0
1108,图案: 稀贵的 守护者 披风,63,104,63558,0,0,8,0,0,8,0,0
1109,图案: 稀贵的 守护者 披风,63,105,63559,0,0,8,0,0,8,0,0
1110,图案: 特别的 守护者 披风,63,106,63560,0,0,8,0,0,8,0,0
1111,图案: 特别的 守护者 披风,63,107,63561,0,0,8,0,0,8,0,0
1112,粘合剂,70,0,42210,0,0,8,0,0,8,0,0
1113,弹力剂,70,1,42211,0,0,8,0,0,8,0,0
1114,图案:厚厚的 面具,70,2,62100,0,0,8,0,0,8,0,0
1115,图案: 机动队 面具,70,3,62101,0,0,8,0,0,8,0,0
1116,图案: 抢劫队 面具,70,4,62102,0,0,8,0,0,8,0,0
1117,图案: 机动队 面具,70,5,62103,0,0,8,0,0,8,0,0
1118,图案: 抢劫队 面具,70,6,62104,0,0,8,0,0,8,0,0
1119,图案:厚厚的 心脏守护者具,70,7,62400,0,0,8,0,0,8,0,0
1120,图案: 机动队 心脏守护者具,70,8,62401,0,0,8,0,0,8,0,0
1121,图案: 抢劫队 心脏守护者具,70,9,62402,0,0,8,0,0,8,0,0
1122,图案: 机动队 心脏守护者具,70,10,62403,0,0,8,0,0,8,0,0
1123,图案: 抢劫队 心脏守护者具,70,11,62404,0,0,8,0,0,8,0,0
1124,图案:厚厚的 穿甲胄,70,12,62700,0,0,8,0,0,8,0,0
1125,图案: 机动队 穿甲胄,70,13,62701,0,0,8,0,0,8,0,0
1126,图案: 抢劫队 穿甲胄,70,14,62702,0,0,8,0,0,8,0,0
1127,图案: 机动队 穿甲胄,70,15,62703,0,0,8,0,0,8,0,0
1128,图案: 抢劫队 穿甲胄,70,16,62704,0,0,8,0,0,8,0,0
1129,图案:厚厚的 腿部守护者具,70,17,63000,0,0,8,0,0,8,0,0
1130,图案: 机动队 腿部守护者具,70,18,63001,0,0,8,0,0,8,0,0
1131,图案: 抢劫队 腿部守护者具,70,19,63002,0,0,8,0,0,8,0,0
1132,图案: 机动队 腿部守护者具,70,20,63003,0,0,8,0,0,8,0,0
1133,图案: 抢劫队 腿部守护者具,70,21,63004,0,0,8,0,0,8,0,0
1134,图案:厚厚的 脚部守护者具,70,22,63300,0,0,8,0,0,8,0,0
1135,图案: 机动队 脚部守护者具,70,23,63301,0,0,8,0,0,8,0,0
1136,图案: 抢劫队 脚部守护者具,70,24,63302,0,0,8,0,0,8,0,0
1137,图案: 机动队 脚部守护者具,70,25,63303,0,0,8,0,0,8,0,0
1138,图案: 抢劫队 脚部守护者具,70,26,63304,0,0,8,0,0,8,0,0
1139,图案: 强化的 面具,70,27,62107,0,0,8,0,0,8,0,0
1140,图案: 防冲击 面具,70,28,62108,0,0,8,0,0,8,0,0
1141,图案: 惩罚的 面具,70,29,62109,0,0,8,0,0,8,0,0
1142,图案: 防冲击 面具,70,30,62110,0,0,8,0,0,8,0,0
1143,图案: 惩罚的 面具,70,31,62111,0,0,8,0,0,8,0,0
1144,图案: 防冲击 面具,70,32,62112,0,0,8,0,0,8,0,0
1145,图案: 惩罚的 面具,70,33,62113,0,0,8,0,0,8,0,0
1146,图案: 强化的 心脏守护者具,70,34,62407,0,0,8,0,0,8,0,0
1147,图案: 防冲击 心脏守护者具,70,35,62408,0,0,8,0,0,8,0,0
1148,图案: 惩罚的 心脏守护者具,70,36,62409,0,0,8,0,0,8,0,0
1149,图案: 防冲击 心脏守护者具,70,37,62410,0,0,8,0,0,8,0,0
1150,图案: 惩罚的 心脏守护者具,70,38,62411,0,0,8,0,0,8,0,0
1151,图案: 防冲击 心脏守护者具,70,39,62412,0,0,8,0,0,8,0,0
1152,图案: 惩罚的 心脏守护者具,70,40,62413,0,0,8,0,0,8,0,0
1153,图案: 强化的 穿甲胄,70,41,62707,0,0,8,0,0,8,0,0
1154,图案: 防冲击 穿甲胄,70,42,62708,0,0,8,0,0,8,0,0
1155,图案: 惩罚的 穿甲胄,70,43,62709,0,0,8,0,0,8,0,0
1156,图案: 防冲击 穿甲胄,70,44,62710,0,0,8,0,0,8,0,0
1157,图案: 惩罚的 穿甲胄,70,45,62711,0,0,8,0,0,8,0,0
1158,图案: 防冲击 穿甲胄,70,46,62712,0,0,8,0,0,8,0,0
1159,图案: 惩罚的 穿甲胄,70,47,62713,0,0,8,0,0,8,0,0
1160,图案: 强化的 腿部守护者具,70,48,63007,0,0,8,0,0,8,0,0
1161,图案: 防冲击 腿部守护者具,70,49,63008,0,0,8,0,0,8,0,0
1162,图案: 惩罚的 腿部守护者具,70,50,63009,0,0,8,0,0,8,0,0
1163,图案: 防冲击 腿部守护者具,70,51,63010,0,0,8,0,0,8,0,0
1164,图案: 惩罚的 腿部守护者具,70,52,63011,0,0,8,0,0,8,0,0
1165,图案: 防冲击 腿部守护者具,70,53,63012,0,0,8,0,0,8,0,0
1166,图案: 惩罚的 腿部守护者具,70,54,63013,0,0,8,0,0,8,0,0
1167,图案: 强化的 脚部守护者具,70,55,63307,0,0,8,0,0,8,0,0
1168,图案: 防冲击 脚部守护者具,70,56,63308,0,0,8,0,0,8,0,0
1169,图案: 惩罚的 脚部守护者具,70,57,63309,0,0,8,0,0,8,0,0
1170,图案: 防冲击 脚部守护者具,70,58,63310,0,0,8,0,0,8,0,0
1171,图案: 惩罚的 脚部守护者具,70,59,63311,0,0,8,0,0,8,0,0
1172,图案: 防冲击 脚部守护者具,70,60,63312,0,0,8,0,0,8,0,0
1173,图案: 惩罚的 脚部守护者具,70,61,63313,0,0,8,0,0,8,0,0
1174,粘合剂,71,0,42210,0,0,8,0,0,8,0,0
1175,弹力剂,71,1,42211,0,0,8,0,0,8,0,0
1176,图案: 有光泽的 面具,71,2,62114,0,0,8,0,0,8,0,0
1177,图案: 轻快的 面具,71,3,62115,0,0,8,0,0,8,0,0
1178,图案: 精密的 面具,71,4,62116,0,0,8,0,0,8,0,0
1179,图案: 轻快的 面具,71,5,62117,0,0,8,0,0,8,0,0
1180,图案: 精密的 面具,71,6,62118,0,0,8,0,0,8,0,0
1181,图案: 轻快的 面具,71,7,62119,0,0,8,0,0,8,0,0
1182,图案: 精密的 面具,71,8,62120,0,0,8,0,0,8,0,0
1183,图案: 有光泽的 心脏守护者具,71,9,62414,0,0,8,0,0,8,0,0
1184,图案: 轻快的 心脏守护者具,71,10,62415,0,0,8,0,0,8,0,0
1185,图案: 精密的 心脏守护者具,71,11,62416,0,0,8,0,0,8,0,0
1186,图案: 轻快的 心脏守护者具,71,12,62417,0,0,8,0,0,8,0,0
1187,图案: 精密的 心脏守护者具,71,13,62418,0,0,8,0,0,8,0,0
1188,图案: 轻快的 心脏守护者具,71,14,62419,0,0,8,0,0,8,0,0
1189,图案: 精密的 心脏守护者具,71,15,62420,0,0,8,0,0,8,0,0
1190,图案: 有光泽的 穿甲胄,71,16,62714,0,0,8,0,0,8,0,0
1191,图案: 轻快的 穿甲胄,71,17,62715,0,0,8,0,0,8,0,0
1192,图案: 精密的 穿甲胄,71,18,62716,0,0,8,0,0,8,0,0
1193,图案: 轻快的 穿甲胄,71,19,62717,0,0,8,0,0,8,0,0
1194,图案: 精密的 穿甲胄,71,20,62718,0,0,8,0,0,8,0,0
1195,图案: 轻快的 穿甲胄,71,21,62719,0,0,8,0,0,8,0,0
1196,图案: 精密的 穿甲胄,71,22,62720,0,0,8,0,0,8,0,0
1197,图案: 有光泽的 腿部守护者具,71,23,63014,0,0,8,0,0,8,0,0
1198,图案: 轻快的 腿部守护者具,71,24,63015,0,0,8,0,0,8,0,0
1199,图案: 精密的 腿部守护者具,71,25,63016,0,0,8,0,0,8,0,0
1200,图案: 轻快的 腿部守护者具,71,26,63017,0,0,8,0,0,8,0,0
1201,图案: 精密的 腿部守护者具,71,27,63018,0,0,8,0,0,8,0,0
1202,图案: 轻快的 腿部守护者具,71,28,63019,0,0,8,0,0,8,0,0
1203,图案: 精密的 腿部守护者具,71,29,63020,0,0,8,0,0,8,0,0
1204,图案: 有光泽的 脚部守护者具,71,30,63314,0,0,8,0,0,8,0,0
1205,图案: 轻快的 脚部守护者具,71,31,63315,0,0,8,0,0,8,0,0
1206,图案: 精密的 脚部守护者具,71,32,63316,0,0,8,0,0,8,0,0
1207,图案: 轻快的 脚部守护者具,71,33,63317,0,0,8,0,0,8,0,0
1208,图案: 精密的 脚部守护者具,71,34,63318,0,0,8,0,0,8,0,0
1209,图案: 轻快的 脚部守护者具,71,35,63319,0,0,8,0,0,8,0,0
1210,图案: 精密的 脚部守护者具,71,36,63320,0,0,8,0,0,8,0,0
1211,图案: 值得信赖的 面具,71,37,62121,0,0,8,0,0,8,0,0
1212,图案: 豹眼 面具,71,38,62122,0,0,8,0,0,8,0,0
1213,图案: 鹰爪 面具,71,39,62123,0,0,8,0,0,8,0,0
1214,图案: 豹眼 面具,71,40,62124,0,0,8,0,0,8,0,0
1215,图案: 鹰爪 面具,71,41,62125,0,0,8,0,0,8,0,0
1216,图案: 豹眼 面具,71,42,62126,0,0,8,0,0,8,0,0
1217,图案: 鹰爪 面具,71,43,62127,0,0,8,0,0,8,0,0
1218,图案: 值得信赖的 心脏守护者具,71,44,62421,0,0,8,0,0,8,0,0
1219,图案: 豹眼 心脏守护者具,71,45,62422,0,0,8,0,0,8,0,0
1220,图案: 鹰爪 心脏守护者具,71,46,62423,0,0,8,0,0,8,0,0
1221,图案: 豹眼 心脏守护者具,71,47,62424,0,0,8,0,0,8,0,0
1222,图案: 鹰爪 心脏守护者具,71,48,62425,0,0,8,0,0,8,0,0
1223,图案: 豹眼 心脏守护者具,71,49,62426,0,0,8,0,0,8,0,0
1224,图案: 鹰爪 心脏守护者具,71,50,62427,0,0,8,0,0,8,0,0
1225,图案: 值得信赖的 穿甲胄,71,51,62721,0,0,8,0,0,8,0,0
1226,图案: 豹眼 穿甲胄,71,52,62722,0,0,8,0,0,8,0,0
1227,图案: 鹰爪 穿甲胄,71,53,62723,0,0,8,0,0,8,0,0
1228,图案: 豹眼 穿甲胄,71,54,62724,0,0,8,0,0,8,0,0
1229,图案: 鹰爪 穿甲胄,71,55,62725,0,0,8,0,0,8,0,0
1230,图案: 豹眼 穿甲胄,71,56,62726,0,0,8,0,0,8,0,0
1231,图案: 鹰爪 穿甲胄,71,57,62727,0,0,8,0,0,8,0,0
1232,图案: 值得信赖的 腿部守护者具,71,58,63021,0,0,8,0,0,8,0,0
1233,图案: 豹眼 腿部守护者具,71,59,63022,0,0,8,0,0,8,0,0
1234,图案: 鹰爪 腿部守护者具,71,60,63023,0,0,8,0,0,8,0,0
1235,图案: 豹眼 腿部守护者具,71,61,63024,0,0,8,0,0,8,0,0
1236,图案: 鹰爪 腿部守护者具,71,62,63025,0,0,8,0,0,8,0,0
1237,图案: 豹眼 腿部守护者具,71,63,63026,0,0,8,0,0,8,0,0
1238,图案: 鹰爪 腿部守护者具,71,64,63027,0,0,8,0,0,8,0,0
1239,图案: 值得信赖的 脚部守护者具,71,65,63321,0,0,8,0,0,8,0,0
1240,图案: 豹眼 脚部守护者具,71,66,63322,0,0,8,0,0,8,0,0
1241,图案: 鹰爪 脚部守护者具,71,67,63323,0,0,8,0,0,8,0,0
1242,图案: 豹眼 脚部守护者具,71,68,63324,0,0,8,0,0,8,0,0
1243,图案: 鹰爪 脚部守护者具,71,69,63325,0,0,8,0,0,8,0,0
1244,图案: 豹眼 脚部守护者具,71,70,63326,0,0,8,0,0,8,0,0
1245,图案: 鹰爪 脚部守护者具,71,71,63327,0,0,8,0,0,8,0,0
1246,粘合剂,72,0,42210,0,0,8,0,0,8,0,0
1247,弹力剂,72,1,42211,0,0,8,0,0,8,0,0
1248,图案: 神秘的 面具,72,2,62128,0,0,8,0,0,8,0,0
1249,图案: 迅速的 面具,72,3,62129,0,0,8,0,0,8,0,0
1250,图案: 透视的 面具,72,4,62130,0,0,8,0,0,8,0,0
1251,图案: 迅速的 面具,72,5,62131,0,0,8,0,0,8,0,0
1252,图案: 透视的 面具,72,6,62132,0,0,8,0,0,8,0,0
1253,图案: 迅速的 面具,72,7,62133,0,0,8,0,0,8,0,0
1254,图案: 透视的 面具,72,8,62134,0,0,8,0,0,8,0,0
1255,图案: 神秘的 心脏守护者具,72,9,62428,0,0,8,0,0,8,0,0
1256,图案: 迅速的 心脏守护者具,72,10,62429,0,0,8,0,0,8,0,0
1257,图案: 透视的 心脏守护者具,72,11,62430,0,0,8,0,0,8,0,0
1258,图案: 迅速的 心脏守护者具,72,12,62431,0,0,8,0,0,8,0,0
1259,图案: 透视的 心脏守护者具,72,13,62432,0,0,8,0,0,8,0,0
1260,图案: 迅速的 心脏守护者具,72,14,62433,0,0,8,0,0,8,0,0
1261,图案: 透视的 心脏守护者具,72,15,62434,0,0,8,0,0,8,0,0
1262,图案: 神秘的 穿甲胄,72,16,62728,0,0,8,0,0,8,0,0
1263,图案: 迅速的 穿甲胄,72,17,62729,0,0,8,0,0,8,0,0
1264,图案: 透视的 穿甲胄,72,18,62730,0,0,8,0,0,8,0,0
1265,图案: 迅速的 穿甲胄,72,19,62731,0,0,8,0,0,8,0,0
1266,图案: 透视的 穿甲胄,72,20,62732,0,0,8,0,0,8,0,0
1267,图案: 迅速的 穿甲胄,72,21,62733,0,0,8,0,0,8,0,0
1268,图案: 透视的 穿甲胄,72,22,62734,0,0,8,0,0,8,0,0
1269,图案: 神秘的 腿部守护者具,72,23,63028,0,0,8,0,0,8,0,0
1270,图案: 迅速的 腿部守护者具,72,24,63029,0,0,8,0,0,8,0,0
1271,图案: 透视的 腿部守护者具,72,25,63030,0,0,8,0,0,8,0,0
1272,图案: 迅速的 腿部守护者具,72,26,63031,0,0,8,0,0,8,0,0
1273,图案: 透视的 腿部守护者具,72,27,63032,0,0,8,0,0,8,0,0
1274,图案: 迅速的 腿部守护者具,72,28,63033,0,0,8,0,0,8,0,0
1275,图案: 透视的 腿部守护者具,72,29,63034,0,0,8,0,0,8,0,0
1276,图案: 神秘的 脚部守护者具,72,30,63328,0,0,8,0,0,8,0,0
1277,图案: 迅速的 脚部守护者具,72,31,63329,0,0,8,0,0,8,0,0
1278,图案: 透视的 脚部守护者具,72,32,63330,0,0,8,0,0,8,0,0
1279,图案: 迅速的 脚部守护者具,72,33,63331,0,0,8,0,0,8,0,0
1280,图案: 透视的 脚部守护者具,72,34,63332,0,0,8,0,0,8,0,0
1281,图案: 迅速的 脚部守护者具,72,35,63333,0,0,8,0,0,8,0,0
1282,图案: 透视的 脚部守护者具,72,36,63334,0,0,8,0,0,8,0,0
1283,图案: 凝结的 面具,72,37,62135,0,0,8,0,0,8,0,0
1284,图案: 猎人的 面具,72,38,62136,0,0,8,0,0,8,0,0
1285,图案: 暗杀者的 面具,72,39,62137,0,0,8,0,0,8,0,0
1286,图案: 猎人的 面具,72,40,62138,0,0,8,0,0,8,0,0
1287,图案: 暗杀者的 面具,72,41,62139,0,0,8,0,0,8,0,0
1288,图案: 猎人的 面具,72,42,62140,0,0,8,0,0,8,0,0
1289,图案: 暗杀者的 面具,72,43,62141,0,0,8,0,0,8,0,0
1290,图案: 猎人的 面具,72,44,62142,0,0,8,0,0,8,0,0
1291,图案: 暗杀者的 面具,72,45,62143,0,0,8,0,0,8,0,0
1292,图案: 凝结的 心脏守护者具,72,46,62435,0,0,8,0,0,8,0,0
1293,图案: 猎人的 心脏守护者具,72,47,62436,0,0,8,0,0,8,0,0
1294,图案: 暗杀者的 心脏守护者具,72,48,62437,0,0,8,0,0,8,0,0
1295,图案: 猎人的 心脏守护者具,72,49,62438,0,0,8,0,0,8,0,0
1296,图案: 暗杀者的 心脏守护者具,72,50,62439,0,0,8,0,0,8,0,0
1297,图案: 猎人的 心脏守护者具,72,51,62440,0,0,8,0,0,8,0,0
1298,图案: 暗杀者的 心脏守护者具,72,52,62441,0,0,8,0,0,8,0,0
1299,图案: 猎人的 心脏守护者具,72,53,62442,0,0,8,0,0,8,0,0
1300,图案: 暗杀者的 心脏守护者具,72,54,62443,0,0,8,0,0,8,0,0
1301,图案: 凝结的 穿甲胄,72,55,62735,0,0,8,0,0,8,0,0
1302,图案: 猎人的 穿甲胄,72,56,62736,0,0,8,0,0,8,0,0
1303,图案: 暗杀者的 穿甲胄,72,57,62737,0,0,8,0,0,8,0,0
1304,图案: 猎人的 穿甲胄,72,58,62738,0,0,8,0,0,8,0,0
1305,图案: 暗杀者的 穿甲胄,72,59,62739,0,0,8,0,0,8,0,0
1306,图案: 猎人的 穿甲胄,72,60,62740,0,0,8,0,0,8,0,0
1307,图案: 暗杀者的 穿甲胄,72,61,62741,0,0,8,0,0,8,0,0
1308,图案: 猎人的 穿甲胄,72,62,62742,0,0,8,0,0,8,0,0
1309,图案: 暗杀者的 穿甲胄,72,63,62743,0,0,8,0,0,8,0,0
1310,图案: 凝结的 腿部守护者具,72,64,63035,0,0,8,0,0,8,0,0
1311,图案: 猎人的 腿部守护者具,72,65,63036,0,0,8,0,0,8,0,0
1312,图案: 暗杀者的 腿部守护者具,72,66,63037,0,0,8,0,0,8,0,0
1313,图案: 猎人的 腿部守护者具,72,67,63038,0,0,8,0,0,8,0,0
1314,图案: 暗杀者的 腿部守护者具,72,68,63039,0,0,8,0,0,8,0,0
1315,图案: 猎人的 腿部守护者具,72,69,63040,0,0,8,0,0,8,0,0
1316,图案: 暗杀者的 腿部守护者具,72,70,63041,0,0,8,0,0,8,0,0
1317,图案: 猎人的 腿部守护者具,72,71,63042,0,0,8,0,0,8,0,0
1318,图案: 暗杀者的 腿部守护者具,72,72,63043,0,0,8,0,0,8,0,0
1319,图案: 凝结的 脚部守护者具,72,73,63335,0,0,8,0,0,8,0,0
1320,图案: 猎人的 脚部守护者具,72,74,63336,0,0,8,0,0,8,0,0
1321,图案: 暗杀者的 脚部守护者具,72,75,63337,0,0,8,0,0,8,0,0
1322,图案: 猎人的 脚部守护者具,72,76,63338,0,0,8,0,0,8,0,0
1323,图案: 暗杀者的 脚部守护者具,72,77,63339,0,0,8,0,0,8,0,0
1324,图案: 猎人的 脚部守护者具,72,78,63340,0,0,8,0,0,8,0,0
1325,图案: 暗杀者的 脚部守护者具,72,79,63341,0,0,8,0,0,8,0,0
1326,图案: 猎人的 脚部守护者具,72,80,63342,0,0,8,0,0,8,0,0
1327,图案: 暗杀者的 脚部守护者具,72,81,63343,0,0,8,0,0,8,0,0
1328,图案: 阳光 披风,72,82,63535,0,0,8,0,0,8,0,0
1329,图案: 悲痛的 披风,72,83,63536,0,0,8,0,0,8,0,0
1330,图案: 深渊的 披风,72,84,63537,0,0,8,0,0,8,0,0
1331,图案: 悲痛的 披风,72,85,63538,0,0,8,0,0,8,0,0
1332,图案: 深渊的 披风,72,86,63539,0,0,8,0,0,8,0,0
1333,图案: 悲痛的 披风,72,87,63540,0,0,8,0,0,8,0,0
1334,图案: 深渊的 披风,72,88,63541,0,0,8,0,0,8,0,0
1335,图案: 悲痛的 披风,72,89,63542,0,0,8,0,0,8,0,0
1336,图案: 深渊的 披风,72,90,63543,0,0,8,0,0,8,0,0
1337,图案: 陈旧的 忍耐的颈甲 头盔,73,0,62144,0,0,8,0,0,8,0,0
1338,图案: 普通的 忍耐的颈甲 头盔,73,1,62145,0,0,8,0,0,8,0,0
1339,图案: 普通的 忍耐的颈甲 头盔,73,2,62146,0,0,8,0,0,8,0,0
1340,图案: 高级的 忍耐的颈甲 头盔,73,3,62147,0,0,8,0,0,8,0,0
1341,图案: 高级的 忍耐的颈甲 头盔,73,4,62148,0,0,8,0,0,8,0,0
1342,图案: 稀贵的 忍耐的颈甲 头盔,73,5,62149,0,0,8,0,0,8,0,0
1343,图案: 稀贵的 忍耐的颈甲 头盔,73,6,62150,0,0,8,0,0,8,0,0
1344,图案: 特别的 忍耐的颈甲 头盔,73,7,62151,0,0,8,0,0,8,0,0
1345,图案: 特别的 忍耐的颈甲 头盔,73,8,62152,0,0,8,0,0,8,0,0
1346,图案: 陈旧的 忍耐的 颈甲 铠甲,73,9,62444,0,0,8,0,0,8,0,0
1347,图案: 普通的 忍耐的 颈甲 铠甲,73,10,62445,0,0,8,0,0,8,0,0
1348,图案: 普通的 忍耐的 颈甲 铠甲,73,11,62446,0,0,8,0,0,8,0,0
1349,图案: 高级的 忍耐的 颈甲 铠甲,73,12,62447,0,0,8,0,0,8,0,0
1350,图案: 高级的 忍耐的 颈甲 铠甲,73,13,62448,0,0,8,0,0,8,0,0
1351,图案: 稀贵的 忍耐的 颈甲 铠甲,73,14,62449,0,0,8,0,0,8,0,0
1352,图案: 稀贵的 忍耐的 颈甲 铠甲,73,15,62450,0,0,8,0,0,8,0,0
1353,图案: 特别的 忍耐的 颈甲 铠甲,73,16,62451,0,0,8,0,0,8,0,0
1354,图案: 特别的 忍耐的 颈甲 铠甲,73,17,62452,0,0,8,0,0,8,0,0
1355,图案: 陈旧的 忍耐的颈甲 穿甲胄,73,18,62744,0,0,8,0,0,8,0,0
1356,图案: 普通的 忍耐的颈甲 穿甲胄,73,19,62745,0,0,8,0,0,8,0,0
1357,图案: 普通的 忍耐的颈甲 穿甲胄,73,20,62746,0,0,8,0,0,8,0,0
1358,图案: 高级的 忍耐的颈甲 穿甲胄,73,21,62747,0,0,8,0,0,8,0,0
1359,图案: 高级的 忍耐的颈甲 穿甲胄,73,22,62748,0,0,8,0,0,8,0,0
1360,图案: 稀贵的 忍耐的颈甲 穿甲胄,73,23,62749,0,0,8,0,0,8,0,0
1361,图案: 稀贵的 忍耐的颈甲 穿甲胄,73,24,62750,0,0,8,0,0,8,0,0
1362,图案: 特别的 忍耐的颈甲 穿甲胄,73,25,62751,0,0,8,0,0,8,0,0
1363,图案: 特别的 忍耐的颈甲 穿甲胄,73,26,62752,0,0,8,0,0,8,0,0
1364,图案: 陈旧的 忍耐的 颈甲 腿铠甲,73,27,63044,0,0,8,0,0,8,0,0
1365,图案: 普通的 忍耐的 颈甲 腿铠甲,73,28,63045,0,0,8,0,0,8,0,0
1366,图案: 普通的 忍耐的 颈甲 腿铠甲,73,29,63046,0,0,8,0,0,8,0,0
1367,图案: 高级的 忍耐的 颈甲 腿铠甲,73,30,63047,0,0,8,0,0,8,0,0
1368,图案: 高级的 忍耐的 颈甲 腿铠甲,73,31,63048,0,0,8,0,0,8,0,0
1369,图案: 稀贵的 忍耐的 颈甲 腿铠甲,73,32,63049,0,0,8,0,0,8,0,0
1370,图案: 稀贵的 忍耐的 颈甲 腿铠甲,73,33,63050,0,0,8,0,0,8,0,0
1371,图案: 特别的 忍耐的 颈甲 腿铠甲,73,34,63051,0,0,8,0,0,8,0,0
1372,图案: 特别的 忍耐的 颈甲 腿铠甲,73,35,63052,0,0,8,0,0,8,0,0
1373,图案: 陈旧的 忍耐的 颈甲 高筒靴,73,36,63344,0,0,8,0,0,8,0,0
1374,图案: 普通的 忍耐的 颈甲 高筒靴,73,37,63345,0,0,8,0,0,8,0,0
1375,图案: 普通的 忍耐的 颈甲 高筒靴,73,38,63346,0,0,8,0,0,8,0,0
1376,图案: 高级的 忍耐的 颈甲 高筒靴,73,39,63347,0,0,8,0,0,8,0,0
1377,图案: 高级的 忍耐的 颈甲 高筒靴,73,40,63348,0,0,8,0,0,8,0,0
1378,图案: 稀贵的 忍耐的 颈甲 高筒靴,73,41,63349,0,0,8,0,0,8,0,0
1379,图案: 稀贵的 忍耐的 颈甲 高筒靴,73,42,63350,0,0,8,0,0,8,0,0
1380,图案: 特别的 忍耐的 颈甲 高筒靴,73,43,63351,0,0,8,0,0,8,0,0
1381,图案: 特别的 忍耐的 颈甲 高筒靴,73,44,63352,0,0,8,0,0,8,0,0
1382,图案: 陈旧的 忍耐的 披风,73,45,63544,0,0,8,0,0,8,0,0
1383,图案: 普通的 忍耐的 披风,73,46,63545,0,0,8,0,0,8,0,0
1384,图案: 普通的 忍耐的 披风,73,47,63546,0,0,8,0,0,8,0,0
1385,图案: 高级的 忍耐的 披风,73,48,63547,0,0,8,0,0,8,0,0
1386,图案: 高级的 忍耐的 披风,73,49,63548,0,0,8,0,0,8,0,0
1387,图案: 稀贵的 忍耐的 披风,73,50,63549,0,0,8,0,0,8,0,0
1388,图案: 稀贵的 忍耐的 披风,73,51,63550,0,0,8,0,0,8,0,0
1389,图案: 特别的 忍耐的 披风,73,52,63551,0,0,8,0,0,8,0,0
1390,图案: 特别的 忍耐的 披风,73,53,63552,0,0,8,0,0,8,0,0
1391,图案: 陈旧的 守护者颈甲 头盔,73,54,62153,0,0,8,0,0,8,0,0
1392,图案: 普通的 守护者颈甲 头盔,73,55,62154,0,0,8,0,0,8,0,0
1393,图案: 普通的 守护者颈甲 头盔,73,56,62155,0,0,8,0,0,8,0,0
1394,图案: 高级的 守护者颈甲 头盔,73,57,62156,0,0,8,0,0,8,0,0
1395,图案: 高级的 守护者颈甲 头盔,73,58,62157,0,0,8,0,0,8,0,0
1396,图案: 稀贵的 守护者颈甲 头盔,73,59,62158,0,0,8,0,0,8,0,0
1397,图案: 稀贵的 守护者颈甲 头盔,73,60,62159,0,0,8,0,0,8,0,0
1398,图案: 特别的 守护者颈甲 头盔,73,61,62160,0,0,8,0,0,8,0,0
1399,图案: 特别的 守护者颈甲 头盔,73,62,62161,0,0,8,0,0,8,0,0
1400,图案: 陈旧的 守护者 颈甲 铠甲,73,63,62453,0,0,8,0,0,8,0,0
1401,图案: 普通的 守护者 颈甲 铠甲,73,64,62454,0,0,8,0,0,8,0,0
1402,图案: 普通的 守护者 颈甲 铠甲,73,65,62455,0,0,8,0,0,8,0,0
1403,图案: 高级的 守护者 颈甲 铠甲,73,66,62456,0,0,8,0,0,8,0,0
1404,图案: 高级的 守护者 颈甲 铠甲,73,67,62457,0,0,8,0,0,8,0,0
1405,图案: 稀贵的 守护者 颈甲 铠甲,73,68,62458,0,0,8,0,0,8,0,0
1406,图案: 稀贵的 守护者 颈甲 铠甲,73,69,62459,0,0,8,0,0,8,0,0
1407,图案: 特别的 守护者 颈甲 铠甲,73,70,62460,0,0,8,0,0,8,0,0
1408,图案: 特别的 守护者 颈甲 铠甲,73,71,62461,0,0,8,0,0,8,0,0
1409,图案: 陈旧的 守护者颈甲 穿甲胄,73,72,62753,0,0,8,0,0,8,0,0
1410,图案: 普通的 守护者颈甲 穿甲胄,73,73,62754,0,0,8,0,0,8,0,0
1411,图案: 普通的 守护者颈甲 穿甲胄,73,74,62755,0,0,8,0,0,8,0,0
1412,图案: 高级的 守护者颈甲 穿甲胄,73,75,62756,0,0,8,0,0,8,0,0
1413,图案: 高级的 守护者颈甲 穿甲胄,73,76,62757,0,0,8,0,0,8,0,0
1414,图案: 稀贵的 守护者颈甲 穿甲胄,73,77,62758,0,0,8,0,0,8,0,0
1415,图案: 稀贵的 守护者颈甲 穿甲胄,73,78,62759,0,0,8,0,0,8,0,0
1416,图案: 特别的 守护者颈甲 穿甲胄,73,79,62760,0,0,8,0,0,8,0,0
1417,图案: 特别的 守护者颈甲 穿甲胄,73,80,62761,0,0,8,0,0,8,0,0
1418,图案: 陈旧的 守护者 颈甲 腿铠甲,73,81,63053,0,0,8,0,0,8,0,0
1419,图案: 普通的 守护者 颈甲 腿铠甲,73,82,63054,0,0,8,0,0,8,0,0
1420,图案: 普通的 守护者 颈甲 腿铠甲,73,83,63055,0,0,8,0,0,8,0,0
1421,图案: 高级的 守护者 颈甲 腿铠甲,73,84,63056,0,0,8,0,0,8,0,0
