TID,Kind,Lv,Exp,TotalExp,MainSp,ResetMainSp,SubSp,ResetSubSp,Comment,Ghelld,HPRBuff,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,IGN_AT,AP,CP,BP,AS,STR,CON,WIS,MEN,AGI
534,3,22,3022300,15544300,2,42,1,21,斧子22,0,0,0,69,77,0,0,0,12,0,0,0,0,0,0,0,0
535,3,23,3583200,19127500,2,44,1,22,斧子23,0,0,0,72,80,0,0,0,13,0,0,0,0,0,0,0,0
536,3,24,4218800,23346300,2,46,1,23,斧子24,0,0,0,75,84,0,0,0,13,0,0,0,0,0,0,0,0
537,3,25,4935300,28281600,2,48,1,24,斧子25,0,0,0,78,87,0,0,0,14,0,0,0,0,0,0,0,0
538,3,26,5739600,34021200,2,50,1,25,斧子26,0,0,0,81,91,0,0,0,14,0,0,0,0,0,0,0,0
539,3,27,6638300,40659500,2,52,1,26,斧子27,0,0,0,84,94,0,0,0,15,0,0,0,0,0,0,0,0
540,3,28,7638600,48298100,2,54,1,27,斧子28,0,0,0,88,98,0,0,0,16,0,0,0,0,0,0,0,0
541,3,29,8748000,57046100,2,56,1,28,斧子29,0,0,0,90,101,0,0,0,16,0,0,0,0,0,0,0,0
542,3,30,9974000,67020100,2,58,1,29,斧子30,0,0,0,94,105,0,0,0,17,0,0,0,0,0,0,0,0
543,3,31,10246320,77266420,2,60,1,30,斧子31,0,0,0,97,108,0,0,0,17,0,0,0,0,0,0,0,0
544,3,32,10534420,87800840,2,62,1,31,斧子32,0,0,0,100,112,0,0,0,18,0,0,0,0,0,0,0,0
545,3,33,11334904,99135744,2,64,1,32,斧子33,0,0,0,103,115,0,0,0,18,0,0,0,0,0,0,0,0
546,3,34,12010368,111146112,2,66,1,33,斧子34,0,0,0,107,119,0,0,0,19,0,0,0,0,0,0,0,0
547,3,35,15268700,126414812,2,68,1,34,斧子35,0,0,0,109,122,0,0,0,20,0,0,0,0,0,0,0,0
548,3,36,22118400,148533212,2,70,1,35,斧子36,0,0,0,113,126,0,0,0,20,0,0,0,0,0,0,0,0
549,3,37,26449140,174982352,2,72,1,36,斧子37,0,0,0,116,129,0,0,0,21,0,0,0,0,0,0,0,0
550,3,38,31365900,206348252,2,74,1,37,斧子38,0,0,0,119,133,0,0,0,21,0,0,0,0,0,0,0,0
551,3,39,43076880,249425132,2,76,1,38,斧子39,0,0,0,122,136,0,0,0,22,0,0,0,0,0,0,0,0
552,3,40,56131452,305556584,2,78,1,39,斧子40,0,0,0,126,140,0,0,0,23,0,0,0,0,0,0,0,0
553,3,41,58556960,364113544,2,80,1,40,斧子41,0,0,0,128,143,0,0,0,23,0,0,0,0,0,0,0,0
554,3,42,67699100,431812644,2,82,1,41,斧子42,0,0,0,132,147,0,0,0,24,0,0,0,0,0,0,0,0
555,3,43,77879690,509692334,2,84,1,42,斧子43,0,0,0,135,150,0,0,0,24,0,0,0,0,0,0,0,0
556,3,44,89181400,598873734,2,86,1,43,斧子44,0,0,0,138,154,0,0,0,25,0,0,0,0,0,0,0,0
557,3,45,127840240,726713974,2,88,1,44,斧子45,0,0,0,141,157,0,0,0,25,0,0,0,0,0,0,0,0
558,3,46,143740658,870454632,2,90,1,45,斧子46,0,0,0,144,161,0,0,0,26,0,0,0,0,0,0,0,0
559,3,47,146862240,1017316872,2,92,1,46,斧子47,0,0,0,147,164,0,0,0,27,0,0,0,0,0,0,0,0
560,3,48,161025360,1178342232,2,94,1,47,斧子48,0,0,0,151,168,0,0,0,27,0,0,0,0,0,0,0,0
561,3,49,176258880,1354601112,2,96,1,48,斧子49,0,0,0,153,171,0,0,0,28,0,0,0,0,0,0,0,0
562,3,50,216700110,1571301222,2,98,1,49,斧子50,0,0,0,157,175,0,0,0,28,0,0,0,0,0,0,0,0
563,3,51,227373555,1798674777,2,100,1,50,斧子51,0,0,0,160,178,0,0,0,29,0,0,0,0,0,0,0,0
564,3,52,233076480,2031751257,2,102,1,51,斧子52,0,0,0,163,182,0,0,0,29,0,0,0,0,0,0,0,0
565,3,53,253489520,2285240777,2,104,1,52,斧子53,0,0,0,166,185,0,0,0,30,0,0,0,0,0,0,0,0
566,3,54,275306480,2560547257,2,106,1,53,斧子54,0,0,0,170,189,0,0,0,31,0,0,0,0,0,0,0,0
567,3,55,298598400,2859145657,2,108,1,54,斧子55,0,0,0,172,192,0,0,0,31,0,0,0,0,0,0,0,0
568,3,56,367745520,3226891177,2,110,1,55,斧子56,0,0,0,176,196,0,0,0,32,0,0,0,0,0,0,0,0
569,3,57,392459520,3619350697,2,112,1,56,斧子57,0,0,0,179,199,0,0,0,32,0,0,0,0,0,0,0,0
570,3,58,418398640,4037749337,2,114,1,57,斧子58,0,0,0,182,203,0,0,0,33,0,0,0,0,0,0,0,0
571,3,59,445602880,4483352217,2,116,1,58,斧子59,0,0,0,185,206,0,0,0,33,0,0,0,0,0,0,0,0
572,3,60,474112640,4957464857,2,118,1,59,斧子60,0,0,0,189,210,0,0,0,34,0,0,0,0,0,0,0,0
573,3,61,629961200,5587426057,2,120,1,60,斧子61,0,0,0,191,213,0,0,0,35,0,0,0,0,0,0,0,0
574,3,62,669017200,6256443257,2,122,1,61,斧子62,0,0,0,195,217,0,0,0,35,0,0,0,0,0,0,0,0
575,3,63,709861700,6966304957,2,124,1,62,斧子63,0,0,0,198,220,0,0,0,36,0,0,0,0,0,0,0,0
576,3,64,752548400,7718853357,2,126,1,63,斧子64,0,0,0,201,224,0,0,0,36,0,0,0,0,0,0,0,0
577,3,65,797132000,8515985357,2,128,1,64,斧子65,0,0,0,204,227,0,0,0,37,0,0,0,0,0,0,0,0
578,3,66,843667800,9359653157,2,130,1,65,斧子66,0,0,0,207,231,0,0,0,37,0,0,0,0,0,0,0,0
579,3,67,892212000,10251865157,2,132,1,66,斧子67,0,0,0,210,234,0,0,0,38,0,0,0,0,0,0,0,0
580,3,68,942821600,11194686757,2,134,1,67,斧子68,0,0,0,214,238,0,0,0,39,0,0,0,0,0,0,0,0
581,3,69,995554300,12190241057,2,136,1,68,斧子69,0,0,0,216,241,0,0,0,39,0,0,0,0,0,0,0,0
582,3,70,1050468800,13240709857,2,138,1,69,斧子70,0,0,0,220,245,0,0,0,40,0,0,0,0,0,0,0,0
583,3,71,1107624200,14348334057,2,140,1,70,斧子71,0,0,0,223,248,0,0,0,40,0,0,0,0,0,0,0,0
584,3,72,1167081000,15515415057,2,142,1,71,斧子72,0,0,0,226,252,0,0,0,41,0,0,0,0,0,0,0,0
585,3,73,1228899900,16744314957,2,144,1,72,斧子73,0,0,0,229,255,0,0,0,41,0,0,0,0,0,0,0,0
586,3,74,1293142700,18037457657,2,146,1,73,斧子74,0,0,0,233,259,0,0,0,42,0,0,0,0,0,0,0,0
587,3,75,1359872000,19397329657,2,148,1,74,斧子75,0,0,0,235,262,0,0,0,43,0,0,0,0,0,0,0,0
588,3,76,1429151100,20826480757,2,150,1,75,斧子76,0,0,0,239,266,0,0,0,43,0,0,0,0,0,0,0,0
589,3,77,1501044200,22327524957,2,152,1,76,斧子77,0,0,0,242,269,0,0,0,44,0,0,0,0,0,0,0,0
590,3,78,1575616300,23903141257,2,154,1,77,斧子78,0,0,0,245,273,0,0,0,44,0,0,0,0,0,0,0,0
591,3,79,1652932900,25556074157,2,156,1,78,斧子79,0,0,0,248,276,0,0,0,45,0,0,0,0,0,0,0,0
592,3,80,1733060800,27289134957,2,158,1,79,斧子80,0,0,0,252,280,0,0,0,46,0,0,0,0,0,0,0,0
593,3,81,1816067100,29105202057,2,160,1,80,斧子81,0,0,0,254,283,0,0,0,46,0,0,0,0,0,0,0,0
594,3,82,1902020100,31007222157,2,162,1,81,斧子82,0,0,0,258,287,0,0,0,47,0,0,0,0,0,0,0,0
595,3,83,1990988600,32998210757,2,164,1,82,斧子83,0,0,0,261,290,0,0,0,47,0,0,0,0,0,0,0,0
596,3,84,2083042400,35081253157,2,166,1,83,斧子84,0,0,0,264,294,0,0,0,48,0,0,0,0,0,0,0,0
597,3,85,2178252000,37259505157,2,168,1,84,斧子85,0,0,0,267,297,0,0,0,48,0,0,0,0,0,0,0,0
598,3,86,2276688700,39536193857,2,170,1,85,斧子86,0,0,0,270,301,0,0,0,49,0,0,0,0,0,0,0,0
599,3,87,2378424600,41914618457,2,172,1,86,斧子87,0,0,0,273,304,0,0,0,50,0,0,0,0,0,0,0,0
600,3,88,2483532700,44398151157,2,174,1,87,斧子88,0,0,0,277,308,0,0,0,50,0,0,0,0,0,0,0,0
601,3,89,2592086500,46990237657,2,176,1,88,斧子89,0,0,0,279,311,0,0,0,51,0,0,0,0,0,0,0,0
602,3,90,2704160800,49694398457,2,178,1,89,斧子90,0,0,0,283,315,0,0,0,51,0,0,0,0,0,0,0,0
603,3,91,2819830600,52514229057,2,180,1,90,斧子91,0,0,0,286,318,0,0,0,52,0,0,0,0,0,0,0,0
604,3,92,2939172100,55453401157,2,182,1,91,斧子92,0,0,0,289,322,0,0,0,52,0,0,0,0,0,0,0,0
605,3,93,3062262300,58515663457,2,184,1,92,斧子93,0,0,0,292,325,0,0,0,53,0,0,0,0,0,0,0,0
606,3,94,3189178800,61704842257,2,186,1,93,斧子94,0,0,0,296,329,0,0,0,54,0,0,0,0,0,0,0,0
607,3,95,3320000000,65024842257,2,188,1,94,斧子95,0,0,0,298,332,0,0,0,54,0,0,0,0,0,0,0,0
608,3,96,3454805300,68479647557,2,190,1,95,斧子96,0,0,0,302,336,0,0,0,55,0,0,0,0,0,0,0,0
609,3,97,3593674800,72073322357,2,192,1,96,斧子97,0,0,0,305,339,0,0,0,55,0,0,0,0,0,0,0,0
610,3,98,3736689200,75810011557,2,194,1,97,斧子98,0,0,0,308,343,0,0,0,56,0,0,0,0,0,0,0,0
611,3,99,3883930400,79693941957,2,196,1,98,斧子99,0,0,0,311,346,0,0,0,56,0,0,0,0,0,0,0,0
612,3,100,4035480800,83729422757,2,198,1,99,斧子100,0,0,0,315,350,0,0,0,57,0,0,0,0,0,0,0,0
769,4,1,7200,7200,0,0,0,0,弓1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
770,4,2,11200,18400,2,2,1,1,弓2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
771,4,3,16600,35000,2,4,1,2,弓3,0,0,0,8,9,0,0,0,0,1,0,0,0,0,0,0,0
772,4,4,23300,58300,2,6,1,3,弓4,0,0,0,10,12,0,0,0,0,1,0,0,0,0,0,0,0
773,4,5,31600,89900,2,8,1,4,弓5,0,0,0,13,15,0,0,0,0,2,0,0,0,0,0,0,0
774,4,6,41600,131500,2,10,1,5,弓6,0,0,0,16,18,0,0,0,0,2,0,0,0,0,0,0,0
775,4,7,53500,185000,2,12,1,6,弓7,0,0,0,18,21,0,0,0,0,2,0,0,0,0,0,0,0
776,4,8,67400,252400,2,14,1,7,弓8,0,0,0,21,24,0,0,0,0,3,0,0,0,0,0,0,0
777,4,9,108000,360400,2,16,1,8,弓9,0,0,0,24,27,0,0,0,0,3,0,0,0,0,0,0,0
778,4,10,158100,518500,2,18,1,9,弓10,0,0,0,27,30,0,0,0,0,4,0,0,0,0,0,0,0
779,4,11,223900,742400,2,20,1,10,弓11,0,0,0,29,33,0,0,0,0,4,0,0,0,0,0,0,0
780,4,12,308500,1050900,2,22,1,11,弓12,0,0,0,32,36,0,0,0,0,4,0,0,0,0,0,0,0
781,4,13,414900,1465800,2,24,1,12,弓13,0,0,0,35,39,0,0,0,0,5,0,0,0,0,0,0,0
782,4,14,546800,2012600,2,26,1,13,弓14,0,0,0,37,42,0,0,0,0,5,0,0,0,0,0,0,0
783,4,15,707800,2720400,2,28,1,14,弓15,0,0,0,40,45,0,0,0,0,6,0,0,0,0,0,0,0
784,4,16,902000,3622400,2,30,1,15,弓16,0,0,0,43,48,0,0,0,0,6,0,0,0,0,0,0,0
785,4,17,1133700,4756100,2,32,1,16,弓17,0,0,0,45,51,0,0,0,0,6,0,0,0,0,0,0,0
786,4,18,1407500,6163600,2,34,1,17,弓18,0,0,0,48,54,0,0,0,0,7,0,0,0,0,0,0,0
787,4,19,1728000,7891600,2,36,1,18,弓19,0,0,0,51,57,0,0,0,0,7,0,0,0,0,0,0,0
788,4,20,2100400,9992000,2,38,1,19,弓20,0,0,0,54,60,0,0,0,0,8,0,0,0,0,0,0,0
789,4,21,2530000,12522000,2,40,1,20,弓21,0,0,0,56,63,0,0,0,0,8,0,0,0,0,0,0,0
790,4,22,3022300,15544300,2,42,1,21,弓22,0,0,0,59,66,0,0,0,0,8,0,0,0,0,0,0,0
791,4,23,3583200,19127500,2,44,1,22,弓23,0,0,0,62,69,0,0,0,0,9,0,0,0,0,0,0,0
792,4,24,4218800,23346300,2,46,1,23,弓24,0,0,0,64,72,0,0,0,0,9,0,0,0,0,0,0,0
793,4,25,4935300,28281600,2,48,1,24,弓25,0,0,0,67,75,0,0,0,0,10,0,0,0,0,0,0,0
794,4,26,5739600,34021200,2,50,1,25,弓26,0,0,0,70,78,0,0,0,0,10,0,0,0,0,0,0,0
795,4,27,6638300,40659500,2,52,1,26,弓27,0,0,0,72,81,0,0,0,0,10,0,0,0,0,0,0,0
796,4,28,7638600,48298100,2,54,1,27,弓28,0,0,0,75,84,0,0,0,0,11,0,0,0,0,0,0,0
797,4,29,8748000,57046100,2,56,1,28,弓29,0,0,0,78,87,0,0,0,0,11,0,0,0,0,0,0,0
798,4,30,9974000,67020100,2,58,1,29,弓30,0,0,0,81,90,0,0,0,0,12,0,0,0,0,0,0,0
799,4,31,10246320,77266420,2,60,1,30,弓31,0,0,0,83,93,0,0,0,0,12,0,0,0,0,0,0,0
800,4,32,10534420,87800840,2,62,1,31,弓32,0,0,0,86,96,0,0,0,0,12,0,0,0,0,0,0,0
801,4,33,11334904,99135744,2,64,1,32,弓33,0,0,0,89,99,0,0,0,0,13,0,0,0,0,0,0,0
802,4,34,12010368,111146112,2,66,1,33,弓34,0,0,0,91,102,0,0,0,0,13,0,0,0,0,0,0,0
803,4,35,15268700,126414812,2,68,1,34,弓35,0,0,0,94,105,0,0,0,0,14,0,0,0,0,0,0,0
804,4,36,22118400,148533212,2,70,1,35,弓36,0,0,0,97,108,0,0,0,0,14,0,0,0,0,0,0,0
805,4,37,26449140,174982352,2,72,1,36,弓37,0,0,0,99,111,0,0,0,0,14,0,0,0,0,0,0,0
806,4,38,31365900,206348252,2,74,1,37,弓38,0,0,0,102,114,0,0,0,0,15,0,0,0,0,0,0,0
807,4,39,43076880,249425132,2,76,1,38,弓39,0,0,0,105,117,0,0,0,0,15,0,0,0,0,0,0,0
808,4,40,56131452,305556584,2,78,1,39,弓40,0,0,0,108,120,0,0,0,0,16,0,0,0,0,0,0,0
809,4,41,58556960,364113544,2,80,1,40,弓41,0,0,0,110,123,0,0,0,0,16,0,0,0,0,0,0,0
810,4,42,67699100,431812644,2,82,1,41,弓42,0,0,0,113,126,0,0,0,0,17,0,0,0,0,0,0,0
811,4,43,77879690,509692334,2,84,1,42,弓43,0,0,0,116,129,0,0,0,0,17,0,0,0,0,0,0,0
812,4,44,89181400,598873734,2,86,1,43,弓44,0,0,0,118,132,0,0,0,0,17,0,0,0,0,0,0,0
813,4,45,127840240,726713974,2,88,1,44,弓45,0,0,0,121,135,0,0,0,0,18,0,0,0,0,0,0,0
814,4,46,143740658,870454632,2,90,1,45,弓46,0,0,0,124,138,0,0,0,0,18,0,0,0,0,0,0,0
815,4,47,146862240,1017316872,2,92,1,46,弓47,0,0,0,126,141,0,0,0,0,19,0,0,0,0,0,0,0
816,4,48,161025360,1178342232,2,94,1,47,弓48,0,0,0,129,144,0,0,0,0,19,0,0,0,0,0,0,0
817,4,49,176258880,1354601112,2,96,1,48,弓49,0,0,0,132,147,0,0,0,0,19,0,0,0,0,0,0,0
818,4,50,216700110,1571301222,2,98,1,49,弓50,0,0,0,135,150,0,0,0,0,20,0,0,0,0,0,0,0
819,4,51,227373555,1798674777,2,100,1,50,弓51,0,0,0,137,153,0,0,0,0,20,0,0,0,0,0,0,0
820,4,52,233076480,2031751257,2,102,1,51,弓52,0,0,0,140,156,0,0,0,0,21,0,0,0,0,0,0,0
821,4,53,253489520,2285240777,2,104,1,52,弓53,0,0,0,143,159,0,0,0,0,21,0,0,0,0,0,0,0
822,4,54,275306480,2560547257,2,106,1,53,弓54,0,0,0,145,162,0,0,0,0,21,0,0,0,0,0,0,0
823,4,55,298598400,2859145657,2,108,1,54,弓55,0,0,0,148,165,0,0,0,0,22,0,0,0,0,0,0,0
824,4,56,367745520,3226891177,2,110,1,55,弓56,0,0,0,151,168,0,0,0,0,22,0,0,0,0,0,0,0
825,4,57,392459520,3619350697,2,112,1,56,弓57,0,0,0,153,171,0,0,0,0,23,0,0,0,0,0,0,0
826,4,58,418398640,4037749337,2,114,1,57,弓58,0,0,0,156,174,0,0,0,0,23,0,0,0,0,0,0,0
827,4,59,445602880,4483352217,2,116,1,58,弓59,0,0,0,159,177,0,0,0,0,23,0,0,0,0,0,0,0
828,4,60,474112640,4957464857,2,118,1,59,弓60,0,0,0,162,180,0,0,0,0,24,0,0,0,0,0,0,0
829,4,61,629961200,5587426057,2,120,1,60,弓61,0,0,0,164,183,0,0,0,0,24,0,0,0,0,0,0,0
830,4,62,669017200,6256443257,2,122,1,61,弓62,0,0,0,167,186,0,0,0,0,25,0,0,0,0,0,0,0
831,4,63,709861700,6966304957,2,124,1,62,弓63,0,0,0,170,189,0,0,0,0,25,0,0,0,0,0,0,0
832,4,64,752548400,7718853357,2,126,1,63,弓64,0,0,0,172,192,0,0,0,0,25,0,0,0,0,0,0,0
833,4,65,797132000,8515985357,2,128,1,64,弓65,0,0,0,175,195,0,0,0,0,26,0,0,0,0,0,0,0
834,4,66,843667800,9359653157,2,130,1,65,弓66,0,0,0,178,198,0,0,0,0,26,0,0,0,0,0,0,0
835,4,67,892212000,10251865157,2,132,1,66,弓67,0,0,0,180,201,0,0,0,0,27,0,0,0,0,0,0,0
836,4,68,942821600,11194686757,2,134,1,67,弓68,0,0,0,183,204,0,0,0,0,27,0,0,0,0,0,0,0
837,4,69,995554300,12190241057,2,136,1,68,弓69,0,0,0,186,207,0,0,0,0,27,0,0,0,0,0,0,0
838,4,70,1050468800,13240709857,2,138,1,69,弓70,0,0,0,189,210,0,0,0,0,28,0,0,0,0,0,0,0
839,4,71,1107624200,14348334057,2,140,1,70,弓71,0,0,0,191,213,0,0,0,0,28,0,0,0,0,0,0,0
840,4,72,1167081000,15515415057,2,142,1,71,弓72,0,0,0,194,216,0,0,0,0,29,0,0,0,0,0,0,0
841,4,73,1228899900,16744314957,2,144,1,72,弓73,0,0,0,197,219,0,0,0,0,29,0,0,0,0,0,0,0
842,4,74,1293142700,18037457657,2,146,1,73,弓74,0,0,0,199,222,0,0,0,0,29,0,0,0,0,0,0,0
843,4,75,1359872000,19397329657,2,148,1,74,弓75,0,0,0,202,225,0,0,0,0,30,0,0,0,0,0,0,0
844,4,76,1429151100,20826480757,2,150,1,75,弓76,0,0,0,205,228,0,0,0,0,30,0,0,0,0,0,0,0
845,4,77,1501044200,22327524957,2,152,1,76,弓77,0,0,0,207,231,0,0,0,0,31,0,0,0,0,0,0,0
846,4,78,1575616300,23903141257,2,154,1,77,弓78,0,0,0,210,234,0,0,0,0,31,0,0,0,0,0,0,0
847,4,79,1652932900,25556074157,2,156,1,78,弓79,0,0,0,213,237,0,0,0,0,31,0,0,0,0,0,0,0
848,4,80,1733060800,27289134957,2,158,1,79,弓80,0,0,0,216,240,0,0,0,0,32,0,0,0,0,0,0,0
849,4,81,1816067100,29105202057,2,160,1,80,弓81,0,0,0,218,243,0,0,0,0,32,0,0,0,0,0,0,0
850,4,82,1902020100,31007222157,2,162,1,81,弓82,0,0,0,221,246,0,0,0,0,33,0,0,0,0,0,0,0
851,4,83,1990988600,32998210757,2,164,1,82,弓83,0,0,0,224,249,0,0,0,0,33,0,0,0,0,0,0,0
852,4,84,2083042400,35081253157,2,166,1,83,弓84,0,0,0,226,252,0,0,0,0,34,0,0,0,0,0,0,0
853,4,85,2178252000,37259505157,2,168,1,84,弓85,0,0,0,229,255,0,0,0,0,34,0,0,0,0,0,0,0
854,4,86,2276688700,39536193857,2,170,1,85,弓86,0,0,0,232,258,0,0,0,0,34,0,0,0,0,0,0,0
855,4,87,2378424600,41914618457,2,172,1,86,弓87,0,0,0,234,261,0,0,0,0,35,0,0,0,0,0,0,0
856,4,88,2483532700,44398151157,2,174,1,87,弓88,0,0,0,237,264,0,0,0,0,35,0,0,0,0,0,0,0
857,4,89,2592086500,46990237657,2,176,1,88,弓89,0,0,0,240,267,0,0,0,0,36,0,0,0,0,0,0,0
858,4,90,2704160800,49694398457,2,178,1,89,弓90,0,0,0,243,270,0,0,0,0,36,0,0,0,0,0,0,0
859,4,91,2819830600,52514229057,2,180,1,90,弓91,0,0,0,245,273,0,0,0,0,36,0,0,0,0,0,0,0
860,4,92,2939172100,55453401157,2,182,1,91,弓92,0,0,0,248,276,0,0,0,0,37,0,0,0,0,0,0,0
861,4,93,3062262300,58515663457,2,184,1,92,弓93,0,0,0,251,279,0,0,0,0,37,0,0,0,0,0,0,0
862,4,94,3189178800,61704842257,2,186,1,93,弓94,0,0,0,253,282,0,0,0,0,38,0,0,0,0,0,0,0
863,4,95,3320000000,65024842257,2,188,1,94,弓95,0,0,0,256,285,0,0,0,0,38,0,0,0,0,0,0,0
864,4,96,3454805300,68479647557,2,190,1,95,弓96,0,0,0,259,288,0,0,0,0,38,0,0,0,0,0,0,0
865,4,97,3593674800,72073322357,2,192,1,96,弓97,0,0,0,261,291,0,0,0,0,39,0,0,0,0,0,0,0
866,4,98,3736689200,75810011557,2,194,1,97,弓98,0,0,0,264,294,0,0,0,0,39,0,0,0,0,0,0,0
867,4,99,3883930400,79693941957,2,196,1,98,弓99,0,0,0,267,297,0,0,0,0,40,0,0,0,0,0,0,0
868,4,100,4035480800,83729422757,2,198,1,99,弓100,0,0,0,270,300,0,0,0,0,40,0,0,0,0,0,0,0
1025,5,1,0,0,0,0,0,0,能量,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,6,1,0,0,0,0,0,0,佳能,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1537,7,1,0,0,0,0,0,0,弹弓,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,8,1,7200,7200,0,0,0,0,天体1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
1794,8,2,11200,18400,2,2,1,1,天体2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0
1795,8,3,16600,35000,2,4,1,2,天体3,0,0,0,0,0,9,11,0,0,1,0,0,0,0,0,0,0
1796,8,4,23300,58300,2,6,1,3,天体4,0,0,0,0,0,13,15,0,0,1,0,0,0,0,0,0,0
1797,8,5,31600,89900,2,8,1,4,天体5,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,0
1798,8,6,41600,131500,2,10,1,5,天体6,0,0,0,0,0,19,22,0,0,2,0,0,0,0,0,0,0
1799,8,7,53500,185000,2,12,1,6,天体7,0,0,0,0,0,23,26,0,0,2,0,0,0,0,0,0,0
1800,8,8,67400,252400,2,14,1,7,天体8,0,0,0,0,0,27,30,0,0,2,0,0,0,0,0,0,0
1801,8,9,108000,360400,2,16,1,8,天体9,0,0,0,0,0,29,33,0,0,3,0,0,0,0,0,0,0
1802,8,10,158100,518500,2,18,1,9,天体10,0,0,0,0,0,33,37,0,0,3,0,0,0,0,0,0,0
1803,8,11,223900,742400,2,20,1,10,天体11,0,0,0,0,0,36,41,0,0,3,0,0,0,0,0,0,0
1804,8,12,308500,1050900,2,22,1,11,天体12,0,0,0,0,0,40,45,0,0,4,0,0,0,0,0,0,0
1805,8,13,414900,1465800,2,24,1,12,天体13,0,0,0,0,0,43,48,0,0,4,0,0,0,0,0,0,0
1806,8,14,546800,2012600,2,26,1,13,天体14,0,0,0,0,0,46,52,0,0,4,0,0,0,0,0,0,0
1807,8,15,707800,2720400,2,28,1,14,天体15,0,0,0,0,0,50,56,0,0,5,0,0,0,0,0,0,0
1808,8,16,902000,3622400,2,30,1,15,天体16,0,0,0,0,0,54,60,0,0,5,0,0,0,0,0,0,0
1809,8,17,1133700,4756100,2,32,1,16,天体17,0,0,0,0,0,56,63,0,0,5,0,0,0,0,0,0,0
1810,8,18,1407500,6163600,2,34,1,17,天体18,0,0,0,0,0,60,67,0,0,6,0,0,0,0,0,0,0
1811,8,19,1728000,7891600,2,36,1,18,天体19,0,0,0,0,0,63,71,0,0,6,0,0,0,0,0,0,0
1812,8,20,2100400,9992000,2,38,1,19,天体20,0,0,0,0,0,67,75,0,0,6,0,0,0,0,0,0,0
1813,8,21,2530000,12522000,2,40,1,20,天体21,0,0,0,0,0,70,78,0,0,7,0,0,0,0,0,0,0
1814,8,22,3022300,15544300,2,42,1,21,天体22,0,0,0,0,0,73,82,0,0,7,0,0,0,0,0,0,0
1815,8,23,3583200,19127500,2,44,1,22,天体23,0,0,0,0,0,77,86,0,0,7,0,0,0,0,0,0,0
1816,8,24,4218800,23346300,2,46,1,23,天体24,0,0,0,0,0,81,90,0,0,8,0,0,0,0,0,0,0
1817,8,25,4935300,28281600,2,48,1,24,天体25,0,0,0,0,0,83,93,0,0,8,0,0,0,0,0,0,0
1818,8,26,5739600,34021200,2,50,1,25,天体26,0,0,0,0,0,87,97,0,0,8,0,0,0,0,0,0,0
1819,8,27,6638300,40659500,2,52,1,26,天体27,0,0,0,0,0,90,101,0,0,9,0,0,0,0,0,0,0
1820,8,28,7638600,48298100,2,54,1,27,天体28,0,0,0,0,0,94,105,0,0,9,0,0,0,0,0,0,0
1821,8,29,8748000,57046100,2,56,1,28,天体29,0,0,0,0,0,97,108,0,0,9,0,0,0,0,0,0,0
1822,8,30,9974000,67020100,2,58,1,29,天体30,0,0,0,0,0,100,112,0,0,10,0,0,0,0,0,0,0
1823,8,31,10246320,77266420,2,60,1,30,天体31,0,0,0,0,0,104,116,0,0,10,0,0,0,0,0,0,0
1824,8,32,10534420,87800840,2,62,1,31,天体32,0,0,0,0,0,108,120,0,0,10,0,0,0,0,0,0,0
1825,8,33,11334904,99135744,2,64,1,32,天体33,0,0,0,0,0,110,123,0,0,11,0,0,0,0,0,0,0
1826,8,34,12010368,111146112,2,66,1,33,天体34,0,0,0,0,0,114,127,0,0,11,0,0,0,0,0,0,0
1827,8,35,15268700,126414812,2,68,1,34,天体35,0,0,0,0,0,117,131,0,0,11,0,0,0,0,0,0,0
1828,8,36,22118400,148533212,2,70,1,35,天体36,0,0,0,0,0,121,135,0,0,12,0,0,0,0,0,0,0
1829,8,37,26449140,174982352,2,72,1,36,天体37,0,0,0,0,0,124,138,0,0,12,0,0,0,0,0,0,0
1830,8,38,31365900,206348252,2,74,1,37,天体38,0,0,0,0,0,127,142,0,0,12,0,0,0,0,0,0,0
1831,8,39,43076880,249425132,2,76,1,38,天体39,0,0,0,0,0,131,146,0,0,13,0,0,0,0,0,0,0
1832,8,40,56131452,305556584,2,78,1,39,天体40,0,0,0,0,0,135,150,0,0,13,0,0,0,0,0,0,0
1833,8,41,58556960,364113544,2,80,1,40,天体41,0,0,0,0,0,137,153,0,0,13,0,0,0,0,0,0,0
1834,8,42,67699100,431812644,2,82,1,41,天体42,0,0,0,0,0,141,157,0,0,14,0,0,0,0,0,0,0
1835,8,43,77879690,509692334,2,84,1,42,天体43,0,0,0,0,0,144,161,0,0,14,0,0,0,0,0,0,0
1836,8,44,89181400,598873734,2,86,1,43,天体44,0,0,0,0,0,148,165,0,0,14,0,0,0,0,0,0,0
1837,8,45,127840240,726713974,2,88,1,44,天体45,0,0,0,0,0,151,168,0,0,15,0,0,0,0,0,0,0
