TID,Type,TermsTID,Name,EngName,Price,bCreate,Icon,Model,reqPCType,reqItem1,reqItemCount1,reqItem2,reqItemCount2,reqItem3,reqItemCount3
13420,5,3|2|0,Face3-2-0,,20,1,220320,p_h_f_face_0320_lod.nif,2,,,,,,
13421,5,3|2|1,Face3-2-1,,20,1,220321,p_h_f_face_0321_lod.bif,2,,,,,,
13422,5,3|2|2,Face3-2-2,,20,1,220322,p_h_f_face_0322_lod.bif,2,,,,,,
13423,5,3|2|3,Face3-2-3,,20,1,220323,p_h_f_face_0323_lod.bif,2,,,,,,
13424,5,3|2|4,Face3-2-4,,20,1,220324,p_h_f_face_0324_lod.bif,2,,,,,,
13425,5,3|2|5,Face3-2-5,,20,1,220325,p_h_f_face_0325_lod.bif,2,,,,,,
13426,5,3|2|6,Face3-2-6,,20,1,220326,p_h_f_face_0326_lod.bif,2,,,,,,
13427,5,3|2|7,Face3-2-7,,20,1,220327,p_h_f_face_0327_lod.bif,2,,,,,,
13430,5,3|3|0,Face3-3-0,,20,1,220330,p_h_f_face_0330_lod.nif,2,,,,,,
13431,5,3|3|1,Face3-3-1,,20,1,220331,p_h_f_face_0331_lod.bif,2,,,,,,
13432,5,3|3|2,Face3-3-2,,20,1,220332,p_h_f_face_0332_lod.bif,2,,,,,,
13433,5,3|3|3,Face3-3-3,,20,1,220333,p_h_f_face_0333_lod.bif,2,,,,,,
13434,5,3|3|4,Face3-3-4,,20,1,220334,p_h_f_face_0334_lod.bif,2,,,,,,
13435,5,3|3|5,Face3-3-5,,20,1,220335,p_h_f_face_0335_lod.bif,2,,,,,,
13436,5,3|3|6,Face3-3-6,,20,1,220336,p_h_f_face_0336_lod.bif,2,,,,,,
13437,5,3|3|7,Face3-3-7,,20,1,220337,p_h_f_face_0337_lod.bif,2,,,,,,
13440,5,3|4|0,Face3-4-0,,20,1,220340,p_h_f_face_0340_lod.nif,2,,,,,,
13441,5,3|4|1,Face3-4-1,,20,1,220341,p_h_f_face_0341_lod.bif,2,,,,,,
13442,5,3|4|2,Face3-4-2,,20,1,220342,p_h_f_face_0342_lod.bif,2,,,,,,
13443,5,3|4|3,Face3-4-3,,20,1,220343,p_h_f_face_0343_lod.bif,2,,,,,,
13444,5,3|4|4,Face3-4-4,,20,1,220344,p_h_f_face_0344_lod.bif,2,,,,,,
13445,5,3|4|5,Face3-4-5,,20,1,220345,p_h_f_face_0345_lod.bif,2,,,,,,
13446,5,3|4|6,Face3-4-6,,20,1,220346,p_h_f_face_0346_lod.bif,2,,,,,,
13447,5,3|4|7,Face3-4-7,,20,1,220347,p_h_f_face_0347_lod.bif,2,,,,,,
14240,5,3|5|0,Face3-5-0,,20,1,220350,p_h_f_face_0350_lod.nif,2,,,,,,
14241,5,3|5|1,Face3-5-1,,20,1,220351,p_h_f_face_0351_lod.bif,2,,,,,,
14242,5,3|5|2,Face3-5-2,,20,1,220352,p_h_f_face_0352_lod.bif,2,,,,,,
14243,5,3|5|3,Face3-5-3,,20,1,220353,p_h_f_face_0353_lod.bif,2,,,,,,
14244,5,3|5|4,Face3-5-4,,20,1,220354,p_h_f_face_0354_lod.bif,2,,,,,,
14245,5,3|5|5,Face3-5-5,,20,1,220355,p_h_f_face_0355_lod.bif,2,,,,,,
14246,5,3|5|6,Face3-5-6,,20,1,220356,p_h_f_face_0356_lod.bif,2,,,,,,
14247,5,3|5|7,Face3-5-7,,20,1,220357,p_h_f_face_0357_lod.bif,2,,,,,,
14250,5,3|6|0,Face3-6-0,,20,1,220360,p_h_f_face_0360_lod.nif,2,,,,,,
14251,5,3|6|1,Face3-6-1,,20,1,220361,p_h_f_face_0361_lod.bif,2,,,,,,
14252,5,3|6|2,Face3-6-2,,20,1,220362,p_h_f_face_0362_lod.bif,2,,,,,,
14253,5,3|6|3,Face3-6-3,,20,1,220363,p_h_f_face_0363_lod.bif,2,,,,,,
14254,5,3|6|4,Face3-6-4,,20,1,220364,p_h_f_face_0364_lod.bif,2,,,,,,
14255,5,3|6|5,Face3-6-5,,20,1,220365,p_h_f_face_0365_lod.bif,2,,,,,,
14256,5,3|6|6,Face3-6-6,,20,1,220366,p_h_f_face_0366_lod.bif,2,,,,,,
14257,5,3|6|7,Face3-6-7,,20,1,220367,p_h_f_face_0367_lod.bif,2,,,,,,
14260,5,3|7|0,Face3-7-0,,20,1,220370,p_h_f_face_0370_lod.nif,2,,,,,,
14261,5,3|7|1,Face3-7-1,,20,1,220371,p_h_f_face_0371_lod.bif,2,,,,,,
14262,5,3|7|2,Face3-7-2,,20,1,220372,p_h_f_face_0372_lod.bif,2,,,,,,
14263,5,3|7|3,Face3-7-3,,20,1,220373,p_h_f_face_0373_lod.bif,2,,,,,,
14264,5,3|7|4,Face3-7-4,,20,1,220374,p_h_f_face_0374_lod.bif,2,,,,,,
14265,5,3|7|5,Face3-7-5,,20,1,220375,p_h_f_face_0375_lod.bif,2,,,,,,
14266,5,3|7|6,Face3-7-6,,20,1,220376,p_h_f_face_0376_lod.bif,2,,,,,,
14267,5,3|7|7,Face3-7-7,,20,1,220377,p_h_f_face_0377_lod.bif,2,,,,,,
10104,5,4,Face4,,20,1,220400,p_h_f_face_0400_lod.nif,2,,,,,,
12090,5,4|0,Face4-0,,20,1,220400,p_h_f_face_0400_lod.nif,2,,,,,,
12091,5,4|1,Face4-1,,20,1,220410,p_h_f_face_0410_lod.nif,2,,,,,,
12092,5,4|2,Face4-2,,20,1,220420,p_h_f_face_0420_lod.nif,2,,,,,,
12093,5,4|3,Face4-3,,20,1,220430,p_h_f_face_0430_lod.nif,2,,,,,,
12094,5,4|4,Face4-4,,20,1,220440,p_h_f_face_0440_lod.nif,2,,,,,,
12095,5,4|5,Face4-5,,20,1,220450,p_h_f_face_0450_lod.nif,2,,,,,,
12096,5,4|6,Face4-6,,20,1,220460,p_h_f_face_0460_lod.nif,2,,,,,,
12097,5,4|7,Face4-7,,20,1,220470,p_h_f_face_0470_lod.nif,2,,,,,,
13450,5,4|0|0,Face4-0-0,,20,1,220400,p_h_f_face_0400_lod.nif,2,,,,,,
13451,5,4|0|1,Face4-0-1,,20,1,220401,p_h_f_face_0401_lod.bif,2,,,,,,
13452,5,4|0|2,Face4-0-2,,20,1,220402,p_h_f_face_0402_lod.bif,2,,,,,,
13453,5,4|0|3,Face4-0-3,,20,1,220403,p_h_f_face_0403_lod.bif,2,,,,,,
13454,5,4|0|4,Face4-0-4,,20,1,220404,p_h_f_face_0404_lod.bif,2,,,,,,
13455,5,4|0|5,Face4-0-5,,20,1,220405,p_h_f_face_0405_lod.bif,2,,,,,,
13456,5,4|0|6,Face4-0-6,,20,1,220406,p_h_f_face_0406_lod.bif,2,,,,,,
13457,5,4|0|7,Face4-0-7,,20,1,220407,p_h_f_face_0407_lod.bif,2,,,,,,
13460,5,4|1|0,Face4-1-0,,20,1,220410,p_h_f_face_0410_lod.nif,2,,,,,,
13461,5,4|1|1,Face4-1-1,,20,1,220411,p_h_f_face_0411_lod.bif,2,,,,,,
13462,5,4|1|2,Face4-1-2,,20,1,220412,p_h_f_face_0412_lod.bif,2,,,,,,
13463,5,4|1|3,Face4-1-3,,20,1,220413,p_h_f_face_0413_lod.bif,2,,,,,,
13464,5,4|1|4,Face4-1-4,,20,1,220414,p_h_f_face_0414_lod.bif,2,,,,,,
13465,5,4|1|5,Face4-1-5,,20,1,220415,p_h_f_face_0415_lod.bif,2,,,,,,
13466,5,4|1|6,Face4-1-6,,20,1,220416,p_h_f_face_0416_lod.bif,2,,,,,,
13467,5,4|1|7,Face4-1-7,,20,1,220417,p_h_f_face_0417_lod.bif,2,,,,,,
13470,5,4|2|0,Face4-2-0,,20,1,220420,p_h_f_face_0420_lod.nif,2,,,,,,
13471,5,4|2|1,Face4-2-1,,20,1,220421,p_h_f_face_0421_lod.bif,2,,,,,,
13472,5,4|2|2,Face4-2-2,,20,1,220422,p_h_f_face_0422_lod.bif,2,,,,,,
13473,5,4|2|3,Face4-2-3,,20,1,220423,p_h_f_face_0423_lod.bif,2,,,,,,
13474,5,4|2|4,Face4-2-4,,20,1,220424,p_h_f_face_0424_lod.bif,2,,,,,,
13475,5,4|2|5,Face4-2-5,,20,1,220425,p_h_f_face_0425_lod.bif,2,,,,,,
13476,5,4|2|6,Face4-2-6,,20,1,220426,p_h_f_face_0426_lod.bif,2,,,,,,
13477,5,4|2|7,Face4-2-7,,20,1,220427,p_h_f_face_0427_lod.bif,2,,,,,,
13480,5,4|3|0,Face4-3-0,,20,1,220430,p_h_f_face_0430_lod.nif,2,,,,,,
13481,5,4|3|1,Face4-3-1,,20,1,220431,p_h_f_face_0431_lod.bif,2,,,,,,
13482,5,4|3|2,Face4-3-2,,20,1,220432,p_h_f_face_0432_lod.bif,2,,,,,,
13483,5,4|3|3,Face4-3-3,,20,1,220433,p_h_f_face_0433_lod.bif,2,,,,,,
13484,5,4|3|4,Face4-3-4,,20,1,220434,p_h_f_face_0434_lod.bif,2,,,,,,
13485,5,4|3|5,Face4-3-5,,20,1,220435,p_h_f_face_0435_lod.bif,2,,,,,,
13486,5,4|3|6,Face4-3-6,,20,1,220436,p_h_f_face_0436_lod.bif,2,,,,,,
13487,5,4|3|7,Face4-3-7,,20,1,220437,p_h_f_face_0437_lod.bif,2,,,,,,
13490,5,4|4|0,Face4-4-0,,20,1,220440,p_h_f_face_0440_lod.nif,2,,,,,,
13491,5,4|4|1,Face4-4-1,,20,1,220441,p_h_f_face_0441_lod.bif,2,,,,,,
13492,5,4|4|2,Face4-4-2,,20,1,220442,p_h_f_face_0442_lod.bif,2,,,,,,
13493,5,4|4|3,Face4-4-3,,20,1,220443,p_h_f_face_0443_lod.bif,2,,,,,,
13494,5,4|4|4,Face4-4-4,,20,1,220444,p_h_f_face_0444_lod.bif,2,,,,,,
13495,5,4|4|5,Face4-4-5,,20,1,220445,p_h_f_face_0445_lod.bif,2,,,,,,
13496,5,4|4|6,Face4-4-6,,20,1,220446,p_h_f_face_0446_lod.bif,2,,,,,,
13497,5,4|4|7,Face4-4-7,,20,1,220447,p_h_f_face_0447_lod.bif,2,,,,,,
14270,5,4|5|0,Face4-5-0,,20,1,220450,p_h_f_face_0450_lod.nif,2,,,,,,
14271,5,4|5|1,Face4-5-1,,20,1,220451,p_h_f_face_0451_lod.bif,2,,,,,,
14272,5,4|5|2,Face4-5-2,,20,1,220452,p_h_f_face_0452_lod.bif,2,,,,,,
14273,5,4|5|3,Face4-5-3,,20,1,220453,p_h_f_face_0453_lod.bif,2,,,,,,
14274,5,4|5|4,Face4-5-4,,20,1,220454,p_h_f_face_0454_lod.bif,2,,,,,,
14275,5,4|5|5,Face4-5-5,,20,1,220455,p_h_f_face_0455_lod.bif,2,,,,,,
14276,5,4|5|6,Face4-5-6,,20,1,220456,p_h_f_face_0456_lod.bif,2,,,,,,
14277,5,4|5|7,Face4-5-7,,20,1,220457,p_h_f_face_0457_lod.bif,2,,,,,,
14280,5,4|6|0,Face4-6-0,,20,1,220460,p_h_f_face_0460_lod.nif,2,,,,,,
14281,5,4|6|1,Face4-6-1,,20,1,220461,p_h_f_face_0461_lod.bif,2,,,,,,
14282,5,4|6|2,Face4-6-2,,20,1,220462,p_h_f_face_0462_lod.bif,2,,,,,,
14283,5,4|6|3,Face4-6-3,,20,1,220463,p_h_f_face_0463_lod.bif,2,,,,,,
14284,5,4|6|4,Face4-6-4,,20,1,220464,p_h_f_face_0464_lod.bif,2,,,,,,
14285,5,4|6|5,Face4-6-5,,20,1,220465,p_h_f_face_0465_lod.bif,2,,,,,,
14286,5,4|6|6,Face4-6-6,,20,1,220466,p_h_f_face_0466_lod.bif,2,,,,,,
14287,5,4|6|7,Face4-6-7,,20,1,220467,p_h_f_face_0467_lod.bif,2,,,,,,
14290,5,4|7|0,Face4-7-0,,20,1,220470,p_h_f_face_0470_lod.nif,2,,,,,,
14291,5,4|7|1,Face4-7-1,,20,1,220471,p_h_f_face_0471_lod.bif,2,,,,,,
14292,5,4|7|2,Face4-7-2,,20,1,220472,p_h_f_face_0472_lod.bif,2,,,,,,
14293,5,4|7|3,Face4-7-3,,20,1,220473,p_h_f_face_0473_lod.bif,2,,,,,,
14294,5,4|7|4,Face4-7-4,,20,1,220474,p_h_f_face_0474_lod.bif,2,,,,,,
14295,5,4|7|5,Face4-7-5,,20,1,220475,p_h_f_face_0475_lod.bif,2,,,,,,
14296,5,4|7|6,Face4-7-6,,20,1,220476,p_h_f_face_0476_lod.bif,2,,,,,,
14297,5,4|7|7,Face4-7-7,,20,1,220477,p_h_f_face_0477_lod.bif,2,,,,,,
10200,5,0,Face0,,20,1,120000,p_m_m_face_0000_lod.nif,3,,,,,,
12200,5,0|0,Face0-0,,20,1,120000,p_m_m_face_0000_lod.nif,3,,,,,,
12201,5,0|1,Face0-1,,20,1,120010,p_m_m_face_0010_lod.nif,3,,,,,,
12202,5,0|2,Face0-2,,20,1,120020,p_m_m_face_0020_lod.nif,3,,,,,,
12203,5,0|3,Face0-3,,20,1,120030,p_m_m_face_0030_lod.nif,3,,,,,,
12204,5,0|4,Face0-4,,20,1,120040,p_m_m_face_0040_lod.nif,3,,,,,,
12205,5,0|5,Face0-5,,20,1,120050,p_m_m_face_0050_lod.nif,3,,,,,,
12206,5,0|6,Face0-6,,20,1,120060,p_m_m_face_0060_lod.nif,3,,,,,,
12207,5,0|7,Face0-7,,20,1,120070,p_m_m_face_0070_lod.nif,3,,,,,,
14600,5,0|0|0,Face0-0-0,,20,1,120000,p_m_m_face_0000_lod.nif,3,,,,,,
14601,5,0|0|1,Face0-0-1,,20,1,120001,p_m_m_face_0001_lod.bif,3,,,,,,
14602,5,0|0|2,Face0-0-2,,20,1,120002,p_m_m_face_0002_lod.bif,3,,,,,,
14603,5,0|0|3,Face0-0-3,,20,1,120003,p_m_m_face_0003_lod.bif,3,,,,,,
14604,5,0|0|4,Face0-0-4,,20,1,120004,p_m_m_face_0004_lod.bif,3,,,,,,
14605,5,0|0|5,Face0-0-5,,20,1,120005,p_m_m_face_0005_lod.bif,3,,,,,,
14606,5,0|0|6,Face0-0-6,,20,1,120006,p_m_m_face_0006_lod.bif,3,,,,,,
14607,5,0|0|7,Face0-0-7,,20,1,120007,p_m_m_face_0007_lod.bif,3,,,,,,
14610,5,0|1|0,Face0-1-0,,20,1,120010,p_m_m_face_0010_lod.nif,3,,,,,,
14611,5,0|1|1,Face0-1-1,,20,1,120011,p_m_m_face_0011_lod.bif,3,,,,,,
14612,5,0|1|2,Face0-1-2,,20,1,120012,p_m_m_face_0012_lod.bif,3,,,,,,
14613,5,0|1|3,Face0-1-3,,20,1,120013,p_m_m_face_0013_lod.bif,3,,,,,,
14614,5,0|1|4,Face0-1-4,,20,1,120014,p_m_m_face_0014_lod.bif,3,,,,,,
14615,5,0|1|5,Face0-1-5,,20,1,120015,p_m_m_face_0015_lod.bif,3,,,,,,
14616,5,0|1|6,Face0-1-6,,20,1,120016,p_m_m_face_0016_lod.bif,3,,,,,,
14617,5,0|1|7,Face0-1-7,,20,1,120017,p_m_m_face_0017_lod.bif,3,,,,,,
14620,5,0|2|0,Face0-2-0,,20,1,120020,p_m_m_face_0020_lod.nif,3,,,,,,
14621,5,0|2|1,Face0-2-1,,20,1,120021,p_m_m_face_0021_lod.bif,3,,,,,,
14622,5,0|2|2,Face0-2-2,,20,1,120022,p_m_m_face_0022_lod.bif,3,,,,,,
14623,5,0|2|3,Face0-2-3,,20,1,120023,p_m_m_face_0023_lod.bif,3,,,,,,
14624,5,0|2|4,Face0-2-4,,20,1,120024,p_m_m_face_0024_lod.bif,3,,,,,,
14625,5,0|2|5,Face0-2-5,,20,1,120025,p_m_m_face_0025_lod.bif,3,,,,,,
14626,5,0|2|6,Face0-2-6,,20,1,120026,p_m_m_face_0026_lod.bif,3,,,,,,
14627,5,0|2|7,Face0-2-7,,20,1,120027,p_m_m_face_0027_lod.bif,3,,,,,,
14630,5,0|3|0,Face0-3-0,,20,1,120030,p_m_m_face_0030_lod.nif,3,,,,,,
14631,5,0|3|1,Face0-3-1,,20,1,120031,p_m_m_face_0031_lod.bif,3,,,,,,
14632,5,0|3|2,Face0-3-2,,20,1,120032,p_m_m_face_0032_lod.bif,3,,,,,,
14633,5,0|3|3,Face0-3-3,,20,1,120033,p_m_m_face_0033_lod.bif,3,,,,,,
14634,5,0|3|4,Face0-3-4,,20,1,120034,p_m_m_face_0034_lod.bif,3,,,,,,
14635,5,0|3|5,Face0-3-5,,20,1,120035,p_m_m_face_0035_lod.bif,3,,,,,,
14636,5,0|3|6,Face0-3-6,,20,1,120036,p_m_m_face_0036_lod.bif,3,,,,,,
14637,5,0|3|7,Face0-3-7,,20,1,120037,p_m_m_face_0037_lod.bif,3,,,,,,
14640,5,0|4|0,Face0-4-0,,20,1,120040,p_m_m_face_0040_lod.nif,3,,,,,,
14641,5,0|4|1,Face0-4-1,,20,1,120041,p_m_m_face_0041_lod.bif,3,,,,,,
14642,5,0|4|2,Face0-4-2,,20,1,120042,p_m_m_face_0042_lod.bif,3,,,,,,
14643,5,0|4|3,Face0-4-3,,20,1,120043,p_m_m_face_0043_lod.bif,3,,,,,,
14644,5,0|4|4,Face0-4-4,,20,1,120044,p_m_m_face_0044_lod.bif,3,,,,,,
14645,5,0|4|5,Face0-4-5,,20,1,120045,p_m_m_face_0045_lod.bif,3,,,,,,
14646,5,0|4|6,Face0-4-6,,20,1,120046,p_m_m_face_0046_lod.bif,3,,,,,,
14647,5,0|4|7,Face0-4-7,,20,1,120047,p_m_m_face_0047_lod.bif,3,,,,,,
14650,5,0|5|0,Face0-5-0,,20,1,120050,p_m_m_face_0050_lod.nif,3,,,,,,
14651,5,0|5|1,Face0-5-1,,20,1,120051,p_m_m_face_0051_lod.bif,3,,,,,,
14652,5,0|5|2,Face0-5-2,,20,1,120052,p_m_m_face_0052_lod.bif,3,,,,,,
14653,5,0|5|3,Face0-5-3,,20,1,120053,p_m_m_face_0053_lod.bif,3,,,,,,
14654,5,0|5|4,Face0-5-4,,20,1,120054,p_m_m_face_0054_lod.bif,3,,,,,,
14655,5,0|5|5,Face0-5-5,,20,1,120055,p_m_m_face_0055_lod.bif,3,,,,,,
14656,5,0|5|6,Face0-5-6,,20,1,120056,p_m_m_face_0056_lod.bif,3,,,,,,
14657,5,0|5|7,Face0-5-7,,20,1,120057,p_m_m_face_0057_lod.bif,3,,,,,,
14660,5,0|6|0,Face0-6-0,,20,1,120060,p_m_m_face_0060_lod.nif,3,,,,,,
14661,5,0|6|1,Face0-6-1,,20,1,120061,p_m_m_face_0061_lod.bif,3,,,,,,
14662,5,0|6|2,Face0-6-2,,20,1,120062,p_m_m_face_0062_lod.bif,3,,,,,,
14663,5,0|6|3,Face0-6-3,,20,1,120063,p_m_m_face_0063_lod.bif,3,,,,,,
14664,5,0|6|4,Face0-6-4,,20,1,120064,p_m_m_face_0064_lod.bif,3,,,,,,
14665,5,0|6|5,Face0-6-5,,20,1,120065,p_m_m_face_0065_lod.bif,3,,,,,,
14666,5,0|6|6,Face0-6-6,,20,1,120066,p_m_m_face_0066_lod.bif,3,,,,,,
14670,5,0|7|0,Face0-7-0,,20,1,120070,p_m_m_face_0070_lod.nif,3,,,,,,
14671,5,0|7|1,Face0-7-1,,20,1,120071,p_m_m_face_0071_lod.bif,3,,,,,,
14672,5,0|7|2,Face0-7-2,,20,1,120072,p_m_m_face_0072_lod.bif,3,,,,,,
14673,5,0|7|3,Face0-7-3,,20,1,120073,p_m_m_face_0073_lod.bif,3,,,,,,
14674,5,0|7|4,Face0-7-4,,20,1,120074,p_m_m_face_0074_lod.bif,3,,,,,,
14675,5,0|7|5,Face0-7-5,,20,1,120075,p_m_m_face_0075_lod.bif,3,,,,,,
14676,5,0|7|6,Face0-7-6,,20,1,120076,p_m_m_face_0076_lod.bif,3,,,,,,
14677,5,0|7|7,Face0-7-7,,20,1,120077,p_m_m_face_0077_lod.bif,3,,,,,,
10201,5,1,Face1,,20,1,120100,p_m_m_face_0100_lod.nif,3,,,,,,
12210,5,1|0,Face1-0,,20,1,120100,p_m_m_face_0100_lod.nif,3,,,,,,
12211,5,1|1,Face1-1,,20,1,120110,p_m_m_face_0110_lod.nif,3,,,,,,
12212,5,1|2,Face1-2,,20,1,120120,p_m_m_face_0120_lod.nif,3,,,,,,
12213,5,1|3,Face1-3,,20,1,120130,p_m_m_face_0130_lod.nif,3,,,,,,
12214,5,1|4,Face1-4,,20,1,120140,p_m_m_face_0140_lod.nif,3,,,,,,
12215,5,1|5,Face1-5,,20,1,120150,p_m_m_face_0150_lod.nif,3,,,,,,
12216,5,1|6,Face1-6,,20,1,120160,p_m_m_face_0160_lod.nif,3,,,,,,
12217,5,1|7,Face1-7,,20,1,120170,p_m_m_face_0170_lod.nif,3,,,,,,
14680,5,1|0|0,Face1-0-0,,20,1,120100,p_m_m_face_0100_lod.nif,3,,,,,,
14681,5,1|0|1,Face1-0-1,,20,1,120101,p_m_m_face_0101_lod.bif,3,,,,,,
14682,5,1|0|2,Face1-0-2,,20,1,120102,p_m_m_face_0102_lod.bif,3,,,,,,
14683,5,1|0|3,Face1-0-3,,20,1,120103,p_m_m_face_0103_lod.bif,3,,,,,,
14684,5,1|0|4,Face1-0-4,,20,1,120104,p_m_m_face_0104_lod.bif,3,,,,,,
14685,5,1|0|5,Face1-0-5,,20,1,120105,p_m_m_face_0105_lod.bif,3,,,,,,
14686,5,1|0|6,Face1-0-6,,20,1,120106,p_m_m_face_0106_lod.bif,3,,,,,,
14687,5,1|0|7,Face1-0-7,,20,1,120107,p_m_m_face_0107_lod.bif,3,,,,,,
14690,5,1|1|0,Face1-1-0,,20,1,120110,p_m_m_face_0110_lod.nif,3,,,,,,
14691,5,1|1|1,Face1-1-1,,20,1,120111,p_m_m_face_0111_lod.bif,3,,,,,,
14692,5,1|1|2,Face1-1-2,,20,1,120112,p_m_m_face_0112_lod.bif,3,,,,,,
14693,5,1|1|3,Face1-1-3,,20,1,120113,p_m_m_face_0113_lod.bif,3,,,,,,
14694,5,1|1|4,Face1-1-4,,20,1,120114,p_m_m_face_0114_lod.bif,3,,,,,,
14695,5,1|1|5,Face1-1-5,,20,1,120115,p_m_m_face_0115_lod.bif,3,,,,,,
14696,5,1|1|6,Face1-1-6,,20,1,120116,p_m_m_face_0116_lod.bif,3,,,,,,
14697,5,1|1|7,Face1-1-7,,20,1,120117,p_m_m_face_0117_lod.bif,3,,,,,,
14700,5,1|2|0,Face1-2-0,,20,1,120120,p_m_m_face_0120_lod.nif,3,,,,,,
14701,5,1|2|1,Face1-2-1,,20,1,120121,p_m_m_face_0121_lod.bif,3,,,,,,
14702,5,1|2|2,Face1-2-2,,20,1,120122,p_m_m_face_0122_lod.bif,3,,,,,,
14703,5,1|2|3,Face1-2-3,,20,1,120123,p_m_m_face_0123_lod.bif,3,,,,,,
14704,5,1|2|4,Face1-2-4,,20,1,120124,p_m_m_face_0124_lod.bif,3,,,,,,
14705,5,1|2|5,Face1-2-5,,20,1,120125,p_m_m_face_0125_lod.bif,3,,,,,,
14706,5,1|2|6,Face1-2-6,,20,1,120126,p_m_m_face_0126_lod.bif,3,,,,,,
14707,5,1|2|7,Face1-2-7,,20,1,120127,p_m_m_face_0127_lod.bif,3,,,,,,
14710,5,1|3|0,Face1-3-0,,20,1,120130,p_m_m_face_0130_lod.nif,3,,,,,,
14711,5,1|3|1,Face1-3-1,,20,1,120131,p_m_m_face_0131_lod.bif,3,,,,,,
14712,5,1|3|2,Face1-3-2,,20,1,120132,p_m_m_face_0132_lod.bif,3,,,,,,
14713,5,1|3|3,Face1-3-3,,20,1,120133,p_m_m_face_0133_lod.bif,3,,,,,,
14714,5,1|3|4,Face1-3-4,,20,1,120134,p_m_m_face_0134_lod.bif,3,,,,,,
14715,5,1|3|5,Face1-3-5,,20,1,120135,p_m_m_face_0135_lod.bif,3,,,,,,
14716,5,1|3|6,Face1-3-6,,20,1,120136,p_m_m_face_0136_lod.bif,3,,,,,,
14717,5,1|3|7,Face1-3-7,,20,1,120137,p_m_m_face_0137_lod.bif,3,,,,,,
14720,5,1|4|0,Face1-4-0,,20,1,120140,p_m_m_face_0140_lod.nif,3,,,,,,
14721,5,1|4|1,Face1-4-1,,20,1,120141,p_m_m_face_0141_lod.bif,3,,,,,,
14722,5,1|4|2,Face1-4-2,,20,1,120142,p_m_m_face_0142_lod.bif,3,,,,,,
14723,5,1|4|3,Face1-4-3,,20,1,120143,p_m_m_face_0143_lod.bif,3,,,,,,
14724,5,1|4|4,Face1-4-4,,20,1,120144,p_m_m_face_0144_lod.bif,3,,,,,,
14725,5,1|4|5,Face1-4-5,,20,1,120145,p_m_m_face_0145_lod.bif,3,,,,,,
14726,5,1|4|6,Face1-4-6,,20,1,120146,p_m_m_face_0146_lod.bif,3,,,,,,
14727,5,1|4|7,Face1-4-7,,20,1,120147,p_m_m_face_0147_lod.bif,3,,,,,,
14730,5,1|5|0,Face1-5-0,,20,1,120150,p_m_m_face_0150_lod.nif,3,,,,,,
14731,5,1|5|1,Face1-5-1,,20,1,120151,p_m_m_face_0151_lod.bif,3,,,,,,
14732,5,1|5|2,Face1-5-2,,20,1,120152,p_m_m_face_0152_lod.bif,3,,,,,,
14733,5,1|5|3,Face1-5-3,,20,1,120153,p_m_m_face_0153_lod.bif,3,,,,,,
14734,5,1|5|4,Face1-5-4,,20,1,120154,p_m_m_face_0154_lod.bif,3,,,,,,
14735,5,1|5|5,Face1-5-5,,20,1,120155,p_m_m_face_0155_lod.bif,3,,,,,,
14736,5,1|5|6,Face1-5-6,,20,1,120156,p_m_m_face_0156_lod.bif,3,,,,,,
14737,5,1|5|7,Face1-5-7,,20,1,120157,p_m_m_face_0157_lod.bif,3,,,,,,
14740,5,1|6|0,Face1-6-0,,20,1,120160,p_m_m_face_0160_lod.nif,3,,,,,,
14741,5,1|6|1,Face1-6-1,,20,1,120161,p_m_m_face_0161_lod.bif,3,,,,,,
14742,5,1|6|2,Face1-6-2,,20,1,120162,p_m_m_face_0162_lod.bif,3,,,,,,
14743,5,1|6|3,Face1-6-3,,20,1,120163,p_m_m_face_0163_lod.bif,3,,,,,,
14744,5,1|6|4,Face1-6-4,,20,1,120164,p_m_m_face_0164_lod.bif,3,,,,,,
14745,5,1|6|5,Face1-6-5,,20,1,120165,p_m_m_face_0165_lod.bif,3,,,,,,
14746,5,1|6|6,Face1-6-6,,20,1,120166,p_m_m_face_0166_lod.bif,3,,,,,,
14747,5,1|6|7,Face1-6-7,,20,1,120167,p_m_m_face_0167_lod.bif,3,,,,,,
14750,5,1|7|0,Face1-7-0,,20,1,120170,p_m_m_face_0170_lod.nif,3,,,,,,
14751,5,1|7|1,Face1-7-1,,20,1,120171,p_m_m_face_0171_lod.bif,3,,,,,,
14752,5,1|7|2,Face1-7-2,,20,1,120172,p_m_m_face_0172_lod.bif,3,,,,,,
14753,5,1|7|3,Face1-7-3,,20,1,120173,p_m_m_face_0173_lod.bif,3,,,,,,
14754,5,1|7|4,Face1-7-4,,20,1,120174,p_m_m_face_0174_lod.bif,3,,,,,,
14755,5,1|7|5,Face1-7-5,,20,1,120175,p_m_m_face_0175_lod.bif,3,,,,,,
14756,5,1|7|6,Face1-7-6,,20,1,120176,p_m_m_face_0176_lod.bif,3,,,,,,
14757,5,1|7|7,Face1-7-7,,20,1,120177,p_m_m_face_0177_lod.bif,3,,,,,,
10202,5,2,Face2,,20,1,120200,p_m_m_face_0200_lod.nif,3,,,,,,
12220,5,2|0,Face2-0,,20,1,120200,p_m_m_face_0200_lod.nif,3,,,,,,
12221,5,2|1,Face2-1,,20,1,120210,p_m_m_face_0210_lod.nif,3,,,,,,
12222,5,2|2,Face2-2,,20,1,120220,p_m_m_face_0220_lod.nif,3,,,,,,
