TID,WorldTID,PlaceType,PlaceTypeTID,Pos,Rotation,Radius,GroupNpc,State,WarView,PatrolPos
20909,2000,3,20001,1628.29|4731.83|64.59,0,0,0,0,0,
20910,2000,3,20001,1847.18|4648.22|65.06,0,0,0,0,0,
20911,2000,3,20001,1841.07|4887.47|87.75,0,0,0,0,0,
20912,2000,3,20001,1615.02|4858.19|66.67,4.07,0,0,0,0,
20913,2000,3,20001,1821.50|4996.47|108.10,0,0,0,0,0,
20914,2000,3,20001,1581.97|4913.22|69.47,0,0,0,0,0,
20915,2000,3,20002,1701.34|4991.32|68.74,0,0,0,0,0,
20916,2000,3,20002,1723.23|5107.06|66.83,0,0,0,0,0,
20917,2000,2,521,1776.65|5090.71|69.99,0,0,0,0,0,
20918,2000,2,521,1793.74|5103.93|72.99,0,0,0,0,0,
20919,2000,2,522,1730.77|5112.00|66.83,0,0,0,0,0,
20920,2000,2,521,1725.21|5031.71|67.63,0,0,0,0,0,
20921,2000,3,30001,1672.06|4773.52|73.10,0,0,0,0,0,
20922,2000,3,30001,1759.33|4706.02|60.85,0,0,0,0,0,
20923,2000,3,30001,1703.76|4674.09|73.37,0,0,0,0,0,
20924,2000,3,30001,1970.96|4659.04|69.86,0,0,0,0,0,
20925,2000,3,30001,1779.93|4627.15|62.82,0,0,0,0,0,
20926,2000,3,30001,1765.96|4908.38|88.38,0,0,0,0,0,
20927,2000,3,30001,1861.84|5036.31|122.79,0,0,0,0,0,
20928,2000,3,40001,1625.39|4830.41|63.55,0,0,0,0,0,
20929,2000,3,40001,1597.58|4990.21|68.80,0,0,0,0,0,
20930,2000,3,40001,1598.66|5087.13|75.00,0,0,0,0,0,
20931,2000,3,40001,1766.17|5026.19|84.85,0,0,0,0,0,
20932,2000,3,40001,1982.10|5074.71|142.67,0,0,0,0,0,
20933,2000,3,40001,1930.11|5032.54|138.99,0,0,0,0,0,
20934,2000,3,40001,1917.01|4904.45|104.84,0,0,0,0,0,
20935,2000,3,20002,1600.42|5228.91|72.45,0,0,0,0,0,
20936,2000,3,20002,1583.62|5321.16|61.24,0,0,0,0,0,
20937,2000,3,20002,1784.55|5243.99|68.21,0,0,0,0,0,
20938,2000,3,20002,1827.02|5315.38|67.90,0,0,0,0,0,
20939,2000,3,20002,1761.47|5403.60|74.93,0,0,0,0,0,
20940,2000,3,20002,1974.08|5487.65|76.81,0,0,0,0,0,
20941,2000,3,20002,1902.29|5224.02|67.37,0,0,0,0,0,
20942,2000,3,20002,1955.21|5404.82|68.22,3.94,0,0,0,0,
20943,2000,3,20002,1907.19|5486.95|73.58,0,0,0,0,0,
20944,2000,3,20003,1656.44|5566.08|66.24,0,0,0,0,0,
20945,2000,2,562,1678.26|5533.25|71.53,0,0,0,0,0,
20946,2000,2,562,1655.61|5531.01|70.80,0,0,0,0,0,
20947,2000,2,562,1757.19|5545.57|67.89,0,0,0,0,0,
20948,2000,2,562,1805.51|5521.32|69.74,2.81,0,0,0,0,
20949,2000,2,561,1649.28|5565.83|65.14,3.18,0,0,0,0,
20950,2000,2,562,1608.55|5512.27|64.08,0,0,0,0,0,
20951,2000,2,562,1580.26|5520.18|62.66,0,0,0,0,0,
20952,2000,2,562,1605.30|5522.98|62.72,0,0,0,0,0,
20953,2000,3,20003,1827.34|5479.93|66.62,4.33,0,0,0,0,
20954,2000,3,20003,1812.58|5577.41|67.08,0,0,0,0,0,
20955,2000,3,30001,1952.61|5293.89|52.42,0,0,0,0,0,
20956,2000,3,30001,1924.17|5203.71|75.30,0,0,0,0,0,
20957,2000,2,562,1856.16|5227.42|70.56,0,0,0,0,0,
20958,2000,2,562,1917.22|5202.40|76.30,0,0,0,0,0,
20959,2000,3,40002,1722.74|5207.69|62.95,0,0,0,0,0,
20960,2000,3,40002,1855.80|5435.60|65.22,0,0,0,0,0,
20961,2000,3,40002,2021.40|5343.90|22.31,0,0,0,0,0,
20962,2000,3,40002,1740.94|5485.56|69.41,0,0,0,0,0,
20963,2000,3,40002,1962.49|5539.33|83.76,0,0,0,0,0,
20964,2000,3,40003,1804.76|5513.39|70.48,0,0,0,0,0,
20965,2000,3,40003,1658.94|5531.86|70.80,0,0,0,0,0,
20966,2000,2,574,1664.53|5431.81|67.39,0,0,0,0,0,
20967,2000,2,574,1719.39|5438.96|68.57,0,0,0,0,0,
20968,2000,2,574,1724.49|5475.53|69.30,0,0,0,0,0,
20969,2000,2,574,1772.65|5440.43|70.09,0,0,0,0,0,
20970,2000,2,574,1740.97|5389.34|81.21,0,0,0,0,0,
20971,2000,2,574,1613.02|5427.11|65.67,0,0,0,0,0,
20972,2000,3,20003,1451.75|5502.85|80.78,0,0,0,0,0,
20973,2000,3,20003,1430.49|5523.02|66.81,0,0,0,0,0,
20974,2000,3,20003,1505.68|5469.63|62.94,0,0,0,0,0,
20975,2000,3,20003,1327.36|5443.14|70.34,0,0,0,0,0,
20976,2000,3,20003,1318.59|5356.20|72.31,0,0,0,0,0,
20977,2000,3,20003,1393.70|5500.58|64.86,6.27,0,0,0,0,
20978,2000,3,20003,1362.59|5236.66|54.52,0,0,0,0,0,
20979,2000,3,20003,1090.59|5223.12|70.54,0,0,0,0,0,
20980,2000,3,20004,1209.75|5179.12|50.01,0,0,0,0,0,
20981,2000,3,20004,1212.17|5285.51|55.80,0.94,0,0,0,0,
20982,2000,3,20004,1294.37|5304.49|65.44,0,0,0,0,0,
20983,2000,3,30002,1416.31|5155.79|62.10,0,0,0,0,0,
20984,2000,3,30002,1482.32|5184.64|62.77,0,0,0,0,0,
20985,2000,3,30002,1418.24|5310.67|63.19,0,0,0,0,0,
20986,2000,3,30002,1361.06|5195.14|51.18,0,0,0,0,0,
20987,2000,3,30002,1482.77|5560.75|81.04,0,0,0,0,0,
20988,2000,3,30002,1367.07|5540.55|70.64,0,0,0,0,0,
20989,2000,3,30002,1289.62|5523.47|82.69,0,0,0,0,0,
20990,2000,3,30002,1274.29|5456.95|70.97,0,0,0,0,0,
20991,2000,3,30002,1243.48|5230.89|53.40,0,0,0,0,0,
20992,2000,3,30002,1162.17|5140.81|53.54,0,0,0,0,0,
20993,2000,3,30002,1211.56|5134.49|48.25,5.22,0,0,0,0,
20995,2000,3,40003,1173.46|5266.40|61.03,0,0,0,0,0,
20996,2000,3,40003,1086.10|5282.78|61.83,0,0,0,0,0,
20997,2000,3,40003,1367.15|5404.66|62.64,0,0,0,0,0,
20998,2000,3,40003,1435.18|5254.31|54.53,0,0,0,0,0,
20999,2000,3,40003,1488.01|5241.17|60.65,0,0,0,0,0,
21000,2000,3,40003,1451.98|5201.65|61.51,0,0,0,0,0,
21001,2000,3,40004,1204.34|5216.96|49.60,0,0,0,0,0,
21002,2000,3,40004,1240.31|5151.60|51.35,0,0,0,0,0,
21003,2000,2,591,1438.24|5419.95|62.64,0,0,0,0,0,
21005,2000,2,591,1450.31|5438.09|62.64,0,0,0,0,0,
21008,2000,2,601,1491.22|5208.20|65.09,0,0,0,0,0,
21009,2000,2,601,1446.10|5155.95|65.13,0,0,0,0,0,
21010,2000,2,602,1421.61|5177.11|62.35,0,0,0,0,0,
21012,2000,2,602,1413.26|5274.45|67.32,0,0,0,0,0,
21013,2000,2,602,1445.11|5316.78|61.33,0,0,0,0,0,
21015,2000,2,601,1419.96|5229.24|51.47,0,0,0,0,0,
21018,2000,2,601,1466.72|5259.25|58.29,0,0,0,0,0,
21019,2000,2,602,1480.71|5255.13|60.00,0,0,0,0,0,
21021,2000,2,602,1321.81|5297.93|64.43,0,0,0,0,0,
21024,2000,2,612,1213.92|5241.69|52.30,0,0,0,0,0,
21025,2000,2,612,1259.80|5186.37|53.05,0,0,0,0,0,
21026,2000,2,613,1263.11|5263.83|58.00,0,0,0,0,0,
21027,2000,2,602,1298.33|5304.33|65.64,0,0,0,0,0,
21030,2000,3,20004,1322.23|4620.91|59.90,0,0,0,0,0,
21031,2000,3,20004,1333.51|4842.48|41.55,0,0,0,0,0,
21032,2000,3,20004,1366.97|4780.37|32.37,0,0,0,0,0,
21033,2000,3,20004,1444.60|4894.85|32.54,0,0,0,0,0,
21034,2000,3,20003,1457.77|4846.24|32.78,0,0,0,0,0,
21035,2000,3,20003,1206.32|4901.10|68.05,0,0,0,0,0,
21036,2000,3,20003,1199.23|4991.05|66.41,0,0,0,0,0,
21037,2000,3,20003,1334.48|4985.00|70.78,0,0,0,0,0,
21038,2000,3,20003,1175.08|5035.79|56.61,0,0,0,0,0,
21039,2000,3,30002,1243.82|5102.64|58.08,0,0,0,0,0,
21040,2000,3,30002,1162.96|5100.19|53.12,0,0,0,0,0,
21041,2000,3,30002,1171.94|4856.78|67.15,0,0,0,0,0,
21042,2000,3,30002,1157.97|4774.73|41.68,0,0,0,0,0,
21043,2000,3,30002,1233.23|4753.39|32.84,0,0,0,0,0,
21044,2000,3,30002,1406.41|5074.59|96.95,0,0,0,0,0,
21045,2000,3,30002,1381.30|5042.97|97.13,0,0,0,0,0,
21046,2000,3,30002,1392.87|4868.97|29.86,0,0,0,0,0,
21048,2000,3,30003,1351.11|4668.61|57.40,0,0,0,0,0,
21049,2000,3,30003,1420.70|4689.47|58.83,0,0,0,0,0,
21050,2000,3,30003,1309.92|4785.82|57.39,0,0,0,0,0,
21051,2000,3,40004,1256.68|5004.00|65.08,0,0,0,0,0,
21052,2000,3,40004,1436.57|5093.46|97.13,0,0,0,0,0,
21053,2000,3,40004,1258.94|4909.38|66.20,0,0,0,0,0,
21054,2000,3,40004,1246.94|4792.04|62.89,0,0,0,0,0,
21055,2000,3,40004,1217.65|4962.37|68.62,0,0,0,0,0,
21056,2000,3,40004,1466.97|5000.32|78.75,0,0,0,0,0,
21057,2000,3,40005,1335.19|4888.48|33.53,0,0,0,0,0,
21058,2000,3,40005,1424.03|4841.28|28.54,0,0,0,0,0,
21059,2000,2,632,1204.45|4994.81|65.39,0,0,0,0,0,
21060,2000,2,632,1245.96|4999.45|65.07,0,0,0,0,0,
21061,2000,2,632,1171.76|5042.57|56.83,0,0,0,0,0,
21062,2000,2,632,1154.51|5097.13|54.63,0,0,0,0,0,
21064,2000,2,632,1127.30|5081.38|58.16,0,0,0,0,0,
21065,2000,2,632,1239.05|5098.26|57.68,0,0,0,0,0,
21066,2000,2,631,1229.34|5104.29|55.16,0,0,0,0,0,
21068,2000,2,631,1149.72|5103.98|54.80,0,0,0,0,0,
21069,2000,2,631,1169.52|5101.47|52.26,0,0,0,0,0,
21070,2000,2,631,1120.87|5074.41|58.91,0,0,0,0,0,
21071,2000,2,631,1128.28|5012.68|59.98,0,0,0,0,0,
21072,2000,2,631,1163.89|5016.48|58.72,0,0,0,0,0,
21073,2000,2,631,1187.22|4992.96|68.04,0,0,0,0,0,
21074,2000,2,631,1206.42|5003.12|63.66,0,0,0,0,0,
21075,2000,2,631,1241.70|4991.02|65.79,0,0,0,0,0,
21076,2000,2,631,1241.31|4969.65|66.54,0,0,0,0,0,
21077,2000,2,632,1214.76|4967.44|68.87,0,0,0,0,0,
21078,2000,2,642,1344.47|4660.47|57.37,0,0,0,0,0,
21079,2000,2,642,1341.86|4676.48|57.39,0,0,0,0,0,
21080,2000,2,642,1372.79|4651.58|57.39,0,0,0,0,0,
21082,2000,2,643,1337.75|4640.40|57.46,0,0,0,0,0,
21083,2000,2,643,1426.71|4647.99|59.26,0,0,0,0,0,
21084,2000,2,642,1358.37|4683.31|57.42,0,0,0,0,0,
21085,2000,2,642,1420.63|4648.56|58.38,0,0,0,0,0,
21086,2000,2,642,1413.12|4688.73|57.96,0,0,0,0,0,
21087,2000,2,642,1422.25|4688.54|59.37,0,0,0,0,0,
21089,2000,2,643,1415.51|4682.86|59.74,0,0,0,0,0,
21090,2000,2,642,1391.28|4668.34|57.36,0,0,0,0,0,
21091,2000,2,642,1383.13|4648.13|57.40,0,0,0,0,0,
21092,2000,2,642,1337.01|4697.61|57.51,0,0,0,0,0,
21093,2000,2,642,1327.75|4706.81|57.23,0,0,0,0,0,
21094,2000,2,642,1335.64|4649.70|58.54,0,0,0,0,0,
21095,2000,2,643,1396.55|4651.86|57.34,0,0,0,0,0,
21096,2000,3,20004,1393.50|4246.76|67.59,0,0,0,0,0,
21097,2000,3,20004,1352.88|4226.75|65.58,0,0,0,0,0,
21098,2000,3,20004,1345.14|4469.33|59.78,0,0,0,0,0,
21099,2000,3,20004,1308.42|4584.76|54.95,0,0,0,0,0,
21100,2000,3,20004,1464.51|4506.96|53.71,0,0,0,0,0,
21101,2000,3,20004,1386.37|4496.66|59.79,0,0,0,0,0,
21102,2000,3,20004,1381.41|4370.93|58.71,0,0,0,0,0,
21103,2000,3,20004,1187.10|4506.98|69.59,4.82,0,0,0,0,
21104,2000,3,20005,1189.44|4273.32|89.87,0,0,0,0,0,
21105,2000,3,20005,1223.14|4294.59|88.72,0,0,0,0,0,
21106,2000,3,20005,1123.89|4266.29|90.15,0,0,0,0,0,
21107,2000,3,30003,1216.12|4573.09|54.29,3.58,0,0,0,0,
21108,2000,3,30003,1315.74|4260.38|63.04,0,0,0,0,0,
21109,2000,3,30003,1352.44|4127.87|73.93,0,0,0,0,0,
21110,2000,3,30003,1105.96|4499.28|55.28,4.8,0,0,0,0,
21111,2000,3,30003,1413.11|4226.55|67.37,0,0,0,0,0,
21112,2000,3,30003,1173.32|4456.52|59.43,4.45,0,0,0,0,
21113,2000,3,30003,1384.39|4299.98|63.29,0,0,0,0,0,
21114,2000,3,30003,1404.70|4528.83|53.51,0,0,0,0,0,
21115,2000,3,30003,1153.46|4340.32|85.59,0,0,0,0,0,
21116,2000,3,30003,1229.86|4270.02|91.82,3.28,0,0,0,0,
21117,2000,3,30003,1121.02|4304.72|86.96,0,0,0,0,0,
21118,2000,3,40005,1431.88|4136.64|77.24,0,0,0,0,0,
21119,2000,3,40005,1338.19|4175.82|68.96,0,0,0,0,0,
21120,2000,3,40005,1429.66|4262.81|63.23,0,0,0,0,0,
21122,2000,3,40005,1109.72|4463.35|55.28,0,0,0,0,0,
21123,2000,3,40005,1229.24|4477.87|57.45,0,0,0,0,0,
21124,2000,3,40005,1435.83|4566.09|53.92,0,0,0,0,0,
21127,2000,2,688,1354.91|4377.07|56.92,0,0,0,0,0,
21128,2000,2,689,1354.40|4381.38|56.72,0,0,0,0,0,
21129,2000,2,688,1375.70|4376.56|57.75,0,0,0,0,0,
21130,2000,3,40006,1325.07|4317.24|65.67,0,0,0,0,0,
21131,2000,3,40006,1211.90|4209.68|92.42,0,0,0,0,0,
21132,2000,3,20005,1763.86|4444.63|89.92,0,0,0,0,0,
21133,2000,3,20005,1725.72|4540.42|87.11,0,0,0,0,0,
21134,2000,3,20005,1617.34|4565.11|88.50,0,0,0,0,0,
21135,2000,3,20005,1678.82|4446.21|89.05,0,0,0,0,0,
21136,2000,3,20005,1690.81|4396.41|94.81,0,0,0,0,0,
21137,2000,3,20005,1597.72|4124.80|104.53,0,0,0,0,0,
21138,2000,3,20005,1725.14|4183.79|114.75,0,0,0,0,0,
21139,2000,3,20005,1975.83|4253.92|107.09,3.58,0,0,0,0,
21140,2000,3,20005,1583.32|4527.79|94.03,2.02,0,0,0,0,
21141,2000,3,20005,1618.23|4398.70|104.95,0,0,0,0,0,
21142,2000,3,20005,1620.47|4467.51|95.36,0,0,0,0,0,
21143,2000,3,20005,1786.95|4494.48|85.57,0,0,0,0,0,
21144,2000,3,20005,1989.91|4457.47|90.26,0,0,0,0,0,
21145,2000,3,30003,1648.32|4218.95|108.29,0,0,0,0,0,
21146,2000,3,30003,1819.97|4443.27|95.08,0,0,0,0,0,
21147,2000,3,30003,1885.74|4473.44|84.13,0.4,0,0,0,0,
21148,2000,3,30003,1712.57|4133.22|114.32,0,0,0,0,0,
21149,2000,3,30003,1668.26|4121.58|114.78,0,0,0,0,0,
21150,2000,3,30003,1848.45|4274.93|109.67,5.04,0,0,0,0,
21151,2000,3,30003,1630.05|4156.50|109.92,0,0,0,0,0,
21152,2000,3,30004,1932.14|4195.06|114.48,0,0,0,0,0,
21153,2000,3,30004,1937.59|4143.79|118.24,0,0,0,0,0,
21154,2000,3,40006,1883.46|4398.05|99.28,0,0,0,0,0,
21155,2000,3,40006,1667.53|4302.08|105.18,0,0,0,0,0,
21156,2000,3,40006,1576.47|4234.25|110.36,0,0,0,0,0,
21157,2000,3,40006,1596.30|4182.69|116.04,0,0,0,0,0,
21158,2000,3,40006,1707.11|4232.06|109.21,0,0,0,0,0,
21159,2000,3,40007,1870.19|4223.33|108.26,0,0,0,0,0,
21160,2000,3,40007,1896.95|4162.49|116.06,0,0,0,0,0,
21161,2000,3,20005,1869.32|4087.34|133.30,0,0,0,0,0,
21166,2000,3,20005,1938.66|3836.09|147.38,0,0,0,0,0,
21167,2000,3,20005,1908.38|3755.19|140.60,0,0,0,0,0,
21168,2000,3,20005,1886.75|3935.60|141.75,0,0,0,0,0,
21174,2000,3,30004,1940.62|3930.81|152.87,0,0,0,0,0,
21177,2000,3,30004,1852.21|3901.19|139.47,0,0,0,0,0,
21179,2000,3,30004,1733.14|3881.00|132.77,4,0,0,0,0,
21181,2000,3,30004,1634.86|3998.17|137.75,0,0,0,0,0,
21182,2000,3,30004,1584.51|4060.37|134.50,0,0,0,0,0,
21185,2000,3,40007,1868.06|3998.20|142.18,0,0,0,0,0,
21190,2000,3,5094,7474.73|8096.44|98.25,0.59,0,0,0,0,
21191,2000,3,5095,7473.96|8087.25|97.73,1.31,0,0,0,0,
21192,2000,3,5096,7468.62|8092.35|99.36,4.96,0,0,0,0,
21222,2000,3,20006,1863.71|3329.87|147.39,2.64,0,0,0,0,
21223,2000,3,20006,1682.46|3507.46|155.28,2.22,0,0,0,0,
21224,2000,3,20006,1988.66|3491.99|132.68,0,0,0,0,0,
21225,2000,3,20006,1942.20|3374.42|144.19,0,0,0,0,0,
21226,2000,3,20006,1923.97|3271.83|143.26,0,0,0,0,0,
21227,2000,3,20006,1948.65|3196.14|153.38,0,0,0,0,0,
21228,2000,3,20006,1867.90|3101.27|158.44,0,0,0,0,0,
21229,2000,3,20006,1774.98|3324.46|145.32,0,0,0,0,0,
21230,2000,3,20006,1596.61|3437.60|149.56,0,0,0,0,0,
21231,2000,3,20007,1774.11|3140.02|153.29,5.38,0,0,0,0,
21232,2000,3,20007,1593.56|3173.00|140.35,0,0,0,0,0,
21233,2000,3,20007,1966.17|3092.75|149.14,5.67,0,0,0,0,
21234,2000,3,20007,1768.47|3277.84|154.27,0,0,0,0,0,
21235,2000,3,20007,1856.92|3169.18|160.51,0,0,0,0,0,
21236,2000,3,30005,1998.36|3440.43|132.68,0,0,0,0,0,
21237,2000,3,30005,1971.12|3317.25|143.33,0,0,0,0,0,
21238,2000,3,30005,1720.59|3480.76|142.18,0,0,0,0,0,
21239,2000,3,30005,1671.90|3529.08|143.89,0,0,0,0,0,
21240,2000,3,30005,1588.91|3547.64|154.53,0,0,0,0,0,
21241,2000,3,30005,1596.24|3492.94|148.35,0,0,0,0,0,
21242,2000,3,30005,1787.63|3495.18|140.45,0,0,0,0,0,
21243,2000,3,30005,1783.85|3210.98|154.81,0,0,0,0,0,
21244,2000,3,30005,1708.60|3176.94|150.05,0,0,0,0,0,
21245,2000,3,40009,1992.19|3217.25|144.59,0,0,0,0,0,
21246,2000,3,40009,1806.34|3106.08|160.51,0,0,0,0,0,
21247,2000,3,40009,1906.63|3204.24|157.67,0,0,0,0,0,
21248,2000,3,40009,1785.23|3445.72|143.25,0,0,0,0,0,
21249,2000,3,40009,1686.98|3420.63|155.27,0,0,0,0,0,
21250,2000,3,40009,1582.53|3390.64|151.51,0,0,0,0,0,
21252,2000,3,40009,1906.50|3542.57|133.34,0,0,0,0,0,
21253,2000,3,20005,6235.96|7584.89|129.79,0,0,0,0,0,
21254,2000,3,20005,6541.27|7222.97|99.84,0,0,0,0,0,
21255,2000,3,20005,6405.09|7303.78|112.79,4.4,0,0,0,0,
21256,2000,3,20005,6262.40|7435.47|117.32,0,0,0,0,0,
21257,2000,3,20005,6288.02|7303.87|106.43,0,0,0,0,0,
21258,2000,3,20005,6412.26|7277.56|103.74,0,0,0,0,0,
21259,2000,3,20005,6332.79|7268.53|103.43,0,0,0,0,0,
21260,2000,3,20005,6505.64|7201.05|103.84,0,0,0,0,0,
21261,2000,3,20005,6484.25|7279.45|103.52,0,0,0,0,0,
21262,2000,3,20005,6571.60|7272.13|102.68,0,0,0,0,0,
21263,2000,3,20005,6437.96|7481.47|116.72,0,0,0,0,0,
21264,2000,3,20005,6346.83|7489.84|117.33,0,0,0,0,0,
21265,2000,3,20005,6482.42|7522.62|118.82,1.41,0,0,0,0,
21266,2000,3,30003,6223.30|7318.61|107.05,2.57,0,0,0,0,
21267,2000,3,30003,6233.38|7462.95|117.86,0,0,0,0,0,
21268,2000,3,30003,6367.06|7224.98|102.26,4.73,0,0,0,0,
21270,2000,3,30003,6388.77|7331.53|113.44,0,0,0,0,0,
21271,2000,3,30003,6461.19|7319.84|107.29,0,0,0,0,0,
21272,2000,3,30003,6518.80|7333.12|108.40,0,0,0,0,0,
21273,2000,3,30003,6403.12|7439.97|118.04,0.68,0,0,0,0,
21274,2000,3,30004,6543.84|7472.47|119.59,0,0,0,0,0,
21275,2000,3,30004,6506.90|7438.17|116.24,0,0,0,0,0,
21276,2000,3,30004,6538.86|7402.93|118.34,0,0,0,0,0,
21277,2000,3,40006,6518.68|7259.06|97.14,5.65,0,0,0,0,
21278,2000,3,40006,6314.32|7444.10|113.38,0,0,0,0,0,
21279,2000,3,40006,6289.12|7364.50|113.21,0,0,0,0,0,
21280,2000,3,40006,6212.89|7364.21|112.63,0,0,0,0,0,
21281,2000,3,40006,6572.07|7232.69|97.42,0,0,0,0,0,
21282,2000,3,40007,6592.76|7519.92|125.05,0,0,0,0,0,
21283,2000,3,40007,6638.63|7509.95|130.42,0,0,0,0,0,
21284,2000,3,20005,6759.72|7562.60|141.41,0,0,0,0,0,
21285,2000,3,20005,6745.50|7440.05|135.65,0,0,0,0,0,
21286,2000,3,20005,6880.01|7605.64|141.88,0,0,0,0,0,
21287,2000,3,20005,7004.47|7244.56|130.57,0,0,0,0,0,
21288,2000,3,20005,7038.64|7575.17|149.27,0,0,0,0,0,
21289,2000,3,20005,7090.21|7271.02|141.40,0,0,0,0,0,
21290,2000,3,20005,7047.48|7490.92|141.60,0,0,0,0,0,
21291,2000,3,20005,7084.91|7512.63|141.57,0,0,0,0,0,
21292,2000,3,20005,6935.67|7298.88|127.42,1.83,0,0,0,0,
21293,2000,3,20006,6828.54|7311.28|117.96,0,0,0,0,0,
21294,2000,3,20006,6767.46|7270.83|119.80,0,0,0,0,0,
21295,2000,3,20006,6728.06|7232.30|125.28,0,0,0,0,0,
21296,2000,3,20006,6753.22|7326.84|118.49,0,0,0,0,0,
21297,2000,3,30004,6888.23|7509.87|136.92,2.37,0,0,0,0,
21298,2000,3,30004,6976.69|7482.25|136.26,0,0,0,0,0,
21299,2000,3,30004,7067.42|7206.95|142.02,0,0,0,0,0,
21300,2000,3,30004,6809.81|7470.35|133.51,5.9,0,0,0,0,
21301,2000,3,30004,6806.21|7340.30|123.32,0,0,0,0,0,
21302,2000,3,30004,6730.43|7351.95|123.26,0,0,0,0,0,
21303,2000,3,30004,6764.75|7510.64|136.54,0,0,0,0,0,
21304,2000,3,30004,6773.48|7295.32|116.26,0,0,0,0,0,
21305,2000,3,30004,7117.52|7549.67|144.99,2.37,0,0,0,0,
21306,2000,3,30004,6797.31|7240.32|119.71,0.19,0,0,0,0,
21307,2000,3,40007,7043.06|7289.86|135.37,0,0,0,0,0,
21308,2000,3,40007,7061.76|7384.67|139.95,0,0,0,0,0,
21309,2000,3,40007,6978.06|7329.76|129.06,0,0,0,0,0,
21310,2000,3,40007,7067.63|7619.56|151.18,0,0,0,0,0,
21311,2000,3,40007,6900.29|7552.31|136.82,0,0,0,0,0,
21312,2000,3,40008,6799.80|7200.87|124.09,0,0,0,0,0,
21313,2000,3,40008,6856.74|7278.18|123.53,0,0,0,0,0,
21314,2000,3,20006,7123.47|6963.41|101.71,0,0,0,0,0,
21315,2000,3,20006,6929.60|7011.20|95.61,0,0,0,0,0,
21316,2000,3,20006,6904.21|7089.34|100.08,0,0,0,0,0,
21317,2000,3,20006,6808.27|6745.45|111.23,0,0,0,0,0,
21318,2000,3,20006,6776.03|6876.23|98.70,0,0,0,0,0,
21319,2000,3,20006,6734.91|7024.59|100.42,0,0,0,0,0,
21320,2000,3,20006,7026.75|6927.65|96.17,0,0,0,0,0,
21321,2000,3,20006,7084.02|6988.81|96.93,0,0,0,0,0,
21322,2000,3,20007,7078.29|6729.77|110.06,0,0,0,0,0,
21323,2000,3,20007,7051.25|6701.75|108.64,0,0,0,0,0,
21324,2000,3,20007,7070.78|6769.38|109.12,0,0,0,0,0,
21325,2000,3,20007,6915.99|6782.80|108.71,0,0,0,0,0,
21326,2000,3,20007,6968.78|6921.62|96.10,0,0,0,0,0,
21327,2000,3,30004,6752.90|7138.10|101.86,0,0,0,0,0,
21328,2000,3,30004,6770.48|7070.65|101.46,0,0,0,0,0,
21329,2000,3,30004,7154.37|7085.20|110.60,0,0,0,0,0,
21330,2000,3,30004,7042.70|7092.18|104.12,0.8,0,0,0,0,
21331,2000,3,30004,6968.93|6899.15|96.01,1.12,0,0,0,0,
21332,2000,3,30004,6724.69|6703.05|113.72,0,0,0,0,0,
21333,2000,3,30004,6800.76|6700.96|110.60,0,0,0,0,0,
21334,2000,3,30005,7001.14|6726.68|110.56,0,0,0,0,0,
21335,2000,3,30005,7025.43|6794.20|107.65,0,0,0,0,0,
21336,2000,3,30005,7115.45|6708.31|110.09,1.71,0,0,0,0,
21337,2000,3,40008,6859.79|6793.23|111.64,0,0,0,0,0,
21338,2000,3,40008,6845.79|6730.13|111.94,0,0,0,0,0,
21339,2000,3,40008,6837.26|6912.79|96.95,0,0,0,0,0,
21340,2000,3,40008,6919.10|6963.86|96.31,0,0,0,0,0,
21341,2000,3,40008,7053.14|7020.97|96.88,0,0,0,0,0,
21342,2000,3,40009,7051.04|6884.37|96.82,0,0,0,0,0,
21343,2000,3,40009,6935.96|6826.77|101.95,0,0,0,0,0,
21344,2000,3,20006,7200.41|6720.42|108.09,0,0,0,0,0,
21345,2000,3,20006,7250.68|6863.71|107.90,0,0,0,0,0,
21346,2000,3,20006,7305.39|6833.20|107.09,0,0,0,0,0,
21347,2000,3,20006,7385.33|6764.59|109.48,0,0,0,0,0,
21348,2000,3,20006,7521.89|7050.95|110.83,0,0,0,0,0,
21349,2000,3,20006,7593.01|7065.05|107.76,0,0,0,0,0,
21350,2000,3,20006,7635.06|7002.82|110.02,0,0,0,0,0,
21351,2000,3,20006,7489.07|6931.49|108.91,0,0,0,0,0,
21352,2000,3,20006,7374.14|6842.21|109.68,0,0,0,0,0,
21353,2000,3,20007,7516.96|6815.01|108.42,0,0,0,0,0,
21354,2000,3,20007,7514.55|6696.52|108.72,0,0,0,0,0,
21355,2000,3,20007,7589.05|6712.58|107.23,0,0,0,0,0,
21356,2000,3,20007,7562.07|6799.86|110.12,0,0,0,0,0,
21357,2000,3,30005,7483.02|6846.58|109.47,0,0,0,0,0,
21358,2000,3,30005,7526.64|6860.63|108.15,0,0,0,0,0,
21359,2000,3,30005,7526.35|6725.51|108.82,0,0,0,0,0,
21360,2000,3,30005,7629.34|6864.19|108.50,0,0,0,0,0,
21361,2000,3,30005,7639.64|6734.41|109.41,0,0,0,0,0,
21362,2000,3,30005,7539.07|6960.48|107.58,0,0,0,0,0,
21363,2000,3,30005,7341.53|7075.24|110.13,0,0,0,0,0,
21364,2000,3,30005,7408.49|7065.99|110.09,0,0,0,0,0,
21365,2000,3,30005,7367.31|7026.43|108.25,0,0,0,0,0,
21366,2000,3,30005,7398.99|6963.85|107.34,0,0,0,0,0,
