TID,Type,Name,Attrib
3032,2,沙漠中午,AmbColor|16383670|BloomPower|0.5|Dimmer|2|EnvColor|16760475|EnvLUTFile|LUT_Desert.bmp|EnvSoundFile1|Area_Desert_Day_01.ogg|FarDOF|0.25|FogColor|12097669|FogDensity|0.35|FogDistance|0.03|FogExp|0|FogHeight|0.01|FogHeightColor|13007690|FogHeightMin|0|FogMin|0.9|Hue|1|LightExposure|1|LightGamma|1.2|NearDOF|0.001|RimColor|12508659|RimPower|1|SSSColor|130|Saturation|0.9|ShadowBrightness|0.3|ShadowColor|5278159|SkySpecularPower|3|SpecularBoost|0.8|
3033,2,沙漠晚上,AmbColor|10973274|BloomPower|0.65|Dimmer|1.8|EnvColor|14850198|EnvLUTFile|LUT_Desert.bmp|EnvSoundFile1|Area_Desert_Night_01.ogg|FarDOF|0.2|FogColor|2579320|FogDensity|0.4|FogDistance|0.03|FogExp|0|FogHeight|0.01|FogHeightColor|2893389|FogHeightMin|0|FogMin|1|Hue|1.0|LightExposure|1|LightGamma|1.2|NearDOF|0.001|RimColor|10662886|RimPower|1|SSSColor|64|Saturation|0.7|ShadowBrightness|0.3|ShadowColor|11761024|SkySpecularPower|3|SpecularBoost|0.8|
4026,3,没有乌云的白天天空,CenterCloud|0|CenterCloudColor|1573141|CenterRotationTime|200|FrontCloud|0|FrontCloudColor|3552822|FrontRotationTime|1200.0|HorizonColor|6035492|HorizonHeight|0.75|LensFlareIndex|2|LensFlareSize|0|LensFlareStrenth|0|MoonColor|7384318|MoonImage|1|MoonSize|1.2|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|2295297|StarColor|12265047|SunColor|0|SunGlowStrenth|1.5|SunStrenth|5|TwinkleSpeed||
4027,3,没有乌云的早上天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|14808319|FrontRotationTime|1200.0|HorizonColor|7720692|HorizonHeight|0.75|LensFlareIndex|0|LensFlareSize|1.5|LensFlareStrenth|1.5|MoonColor|13486|MoonImage|1|MoonSize|1.2|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|13407575|StarColor|77102|SunColor|9360381|SunGlowStrenth|1.2|SunStrenth|10|TwinkleSpeed||
4028,3,没有乌云的中午天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|16777215|FrontRotationTime|1200.0|HorizonColor|16777215|HorizonHeight|0.8|LensFlareIndex|0|LensFlareSize|5|LensFlareStrenth|2|MoonColor|6016767|MoonImage|1|MoonSize|1.2|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|16744471|SunColor|7920126|SunGlowStrenth|1.15|SunStrenth|5|TwinkleSpeed||
4029,3,没有乌云的夜空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|3000|FrontCloud|0|FrontCloudColor|7829486|FrontRotationTime|3000|HorizonColor|6475498|HorizonHeight|0.75|LensFlareIndex|0|LensFlareSize|2|LensFlareStrenth|1|MoonColor|19191|MoonImage|1|MoonSize|1.2|RearCloud|0|RearCloudColor|986997|RearRotationTime|1200|SkyColor|4003856|StarColor|136471|SunColor|7399166|SunGlowStrenth|1.15|SunStrenth|5|TwinkleSpeed||
4030,3,混沌的白天天空,CenterCloud|3|CenterCloudColor|3478302|CenterRotationTime|600|FrontCloud|3|FrontCloudColor|2297363|FrontRotationTime|200|HorizonColor|11224435|HorizonHeight|0.5|LensFlareIndex|0.0|LensFlareSize||LensFlareStrenth||MoonColor|723967|MoonImage|2|MoonSize|2|RearCloud|3|RearCloudColor|1398361|RearRotationTime|1000|SkyColor|0|SunColor|2171209|SunGlowStrenth|1.4|SunStrenth|0|TwinkleSpeed||
4031,3,混沌的早上天空,CenterCloud|3|CenterCloudColor|10003804|CenterRotationTime|700|FrontCloud|3|FrontCloudColor|3749931|FrontRotationTime|300|HorizonColor|12049917|HorizonHeight|0.75|LensFlareIndex|2|LensFlareSize|8|LensFlareStrenth||MoonColor|0|MoonImage|2|MoonSize|2|RearCloud|3|RearCloudColor|5789784|RearRotationTime|2000|SkyColor|0|SunColor|4551318|SunGlowStrenth|1.2|SunStrenth|0|TwinkleSpeed||
4032,3,混沌的中午天空,CenterCloud|3|CenterCloudColor|3483671|CenterRotationTime|500|FrontCloud|3|FrontCloudColor|8619770|FrontRotationTime|300|HorizonColor|16777215|HorizonHeight|0.75|LensFlareIndex|0|LensFlareSize|0|LensFlareStrenth|1|MoonColor|0|MoonImage|2|MoonSize|2|RearCloud|2|RearCloudColor|0|RearRotationTime|700|SkyColor|3024159|SunColor|12879443|SunGlowStrenth|1.15|SunStrenth|0|TwinkleSpeed||
4033,3,混沌的夜晚天空,CenterCloud|2|CenterCloudColor|131682|CenterRotationTime|300|FrontCloud|3|FrontCloudColor|803000|FrontRotationTime|150|HorizonColor|2368767|HorizonHeight|0.75|LensFlareIndex|0|LensFlareSize|2|LensFlareStrenth|1|MoonColor|0|MoonImage|2|MoonSize|2|RearCloud|3|RearCloudColor|397452|RearRotationTime|1000|SkyColor|135754|SunColor|8970747|SunGlowStrenth|1.2|SunStrenth|0|TwinkleSpeed||
3034,2,浓雾的白天,AmbColor|7098421|BloomPower|0.75|Dimmer|1.35|EnvColor|10903633|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Area_Wind_Small_Cold_01.ogg|FarDOF|0.1|FogColor|3286051|FogDensity|0.4|FogDistance|0.05|FogExp|0|FogHeight|0.015|FogHeightColor|1445386|FogHeightMin|0|FogMin|0.85|Hue|1.0|LightExposure|1|LightGamma|1|NearDOF|0.001|RimColor|11652058|RimPower|1|SSSColor|68662|Saturation|0.9|ShadowBrightness|0.3|ShadowColor|12623525|SkySpecularPower|2.5|SpecularBoost|0.85|
3035,2,冰封的狼城,AmbColor|5714718|BloomPower|1|Dimmer|1.5|EnvColor|12097375|EnvLUTFile|LUT_Ice.bmp|EnvSoundFile1|Area_Cave_02.ogg|FarDOF|0.1|FogColor|4204297|FogDensity|0.45|FogDistance|0.065|FogExp|0|FogHeight|0.004|FogHeightColor|9066007|FogHeightMin|0|FogMin|0.9|Hue|0.9|LightExposure|1|LightGamma|1.2|NearDOF|0.001|RimColor|14793111|RimPower|1|SSSColor|62|Saturation|0.8|ShadowBrightness|0.3|ShadowColor|10515536|SkySpecularPower|3|SpecularBoost|0.8|
4034,3,黑暗背叛者,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|5000000|FrontCloud|0|FrontCloudColor|0|FrontRotationTime|5000000|HorizonColor|1446418|HorizonHeight|0.5|LensFlareIndex|0|LensFlareSize||LensFlareStrenth||MoonSize||RearCloud|0|RearCloudColor|16777215|RearRotationTime|5000000|SkyColor|0|SunColor|0|SunGlowStrenth|0.0|SunStrenth|0|TwinkleSpeed||
3036,2,火焰祭坛,AmbColor|3088913|BloomPower|0.65|Dimmer|1.8|EnvColor|5220343|EnvLUTFile|LUT_Desert.bmp|EnvSoundFile1|Area_Desert_Day_01.ogg|FarDOF|0.2|FogColor|207179|FogDensity|0.45|FogDistance|0.05|FogExp|0|FogHeight|0.005|FogHeightColor|77229|FogHeightMin|0|FogMin|0.95|Hue|0.8|LightExposure|1|LightGamma|1.2|NearDOF|0.001|RimColor|8883678|RimPower|1|SSSColor|91|Saturation|0.9|ShadowBrightness|0.3|ShadowColor|6454922|SkySpecularPower|3|SpecularBoost|0.8|
3037,2,奎里奥德矿山,BloomPower|0.55|Dimmer|1.5|EnvColor|8044026|EnvLUTFile|LUT_Desert.bmp|EnvSoundFile1|Area_Cave_01.ogg|FarDOF|0.1|FogColor|2105397|FogDensity|0.4|FogDistance|0.05|FogExp|0|FogHeight|0.005|FogHeightColor|2849725|FogHeightMin|0|FogMin|1|NearDOF|0.001|RimColor|8888295|RimPower|1|SSSColor|1849|ShadowBrightness|0.3|ShadowColor|9674154|SkySpecularPower|2.5|SpecularBoost|0.8|
4035,3,不详的绿色天空,CenterCloud|3|CenterCloudColor|71070|CenterRotationTime|800|FrontCloud|0|FrontCloudColor|5534599|FrontRotationTime|800|HorizonColor|7892782|HorizonHeight|1.75|LensFlareIndex|0|LensFlareSize|0|LensFlareStrenth|0|MoonColor|162|MoonImage|2|MoonSize|3|RearCloud|2|RearCloudColor|4136451|RearRotationTime|2000|SkyColor|2306313|SunColor|738870|SunGlowStrenth|1.15|SunStrenth|0|TwinkleSpeed||
3038,2,死亡寺院,BloomPower|0.6|Dimmer|1.5|EnvColor|3569812|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Area_Temple_01.ogg|FarDOF|0.1|FogColor|1912092|FogDensity|0.4|FogDistance|0.04|FogExp|1.0|FogHeight|0.01|FogHeightColor|996951|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|12631205|RimPower|1|SSSColor|64|ShadowBrightness|0.3|ShadowColor|11768181|SkySpecularPower|3|SpecularBoost|0.8|
3039,2,雾气弥漫的早上,BloomPower|0.6|Dimmer|1.5|EnvColor|7453695|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Area_Wind_Morning_01.ogg|FarDOF|0.1|FogColor|2827806|FogDensity|0.45|FogDistance|0.035|FogExp|1.0|FogHeight|0.01|FogHeightColor|5335402|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|11318683|RimPower|1|SSSColor|57|ShadowBrightness|0.3|ShadowColor|10920563|SkySpecularPower|3|SpecularBoost|0.85|
3040,2,哈比人的乐园,BloomPower|0.85|Dimmer|1.35|EnvColor|4674754|EnvLUTFile|LUT_Jungle.bmp|EnvSoundFile1|Area_Harpy_Nest_01.ogg|FarDOF|0.1|FogColor|5186573|FogDensity|0.35|FogDistance|0.07|FogExp|1.0|FogHeight|0.005|FogHeightColor|0|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|15121340|RimPower|1|SSSColor|199792|ShadowBrightness|0.3|ShadowColor|12488327|SkySpecularPower|3|SpecularBoost|0.8|
3041,2,欢愉的乐园,BloomPower|0.75|Dimmer|1.7|EnvColor|6598105|EnvLUTFile|LUT_Default.bmp|EnvSoundFile1|Amb_Wind_Valley_01.ogg|FarDOF|0.15|FogColor|3812404|FogDensity|0.3|FogDistance|0.07|FogExp|1.0|FogHeight|0.005|FogHeightColor|9338457|FogHeightMin|0.0|FogMin|0.95|NearDOF|0.001|RimColor|14401985|RimPower|1|SSSColor|1849|ShadowBrightness|0.3|ShadowColor|9264223|SkySpecularPower|3|SpecularBoost|0.8|
3042,2,暴风古城,BloomPower|0.55|Dimmer|1.5|EnvColor|12557461|EnvLUTFile|LUT_Default.bmp|EnvSoundFile1|Area_Cave_01.ogg|FarDOF|0.15|FogColor|3217176|FogDensity|0.15|FogDistance|0.07|FogExp|1.0|FogHeight|0.007|FogHeightColor|0|FogHeightMin|0.0|FogMin|0.95|NearDOF|0.001|RimColor|12164492|RimPower|1|SSSColor|51|ShadowBrightness|0.3|ShadowColor|5201034|SkySpecularPower|2.5|SpecularBoost|0.8|
3043,2,斯蒂尔普瑞斯城环境,BloomPower|0.7|Dimmer|1.8|EnvColor|11131130|EnvLUTFile|LUT_Default.bmp|EnvSoundFile1|Area_default_dawn_01.ogg|FarDOF|0.3|FogColor|10965596|FogDensity|0.3|FogDistance|0.05|FogExp|1.0|FogHeight|0.007|FogHeightColor|6326267|FogHeightMin|0.0|FogMin|0.85|NearDOF|0.001|RimColor|11521771|RimPower|1|SSSColor|87|ShadowBrightness|0.3|ShadowColor|5399465|SkySpecularPower|2.5|SpecularBoost|0.8|
3044,2,班迪路娜大城环境,BloomPower|0.85|Dimmer|1.3|EnvColor|14721673|EnvLUTFile|LUT_Default.bmp|EnvSoundFile1|Area_Desert_Night_01.ogg|FarDOF|0.25|FogColor|6306338|FogDensity|0.4|FogDistance|0.04|FogExp|1.0|FogHeight|0.01|FogHeightColor|2957589|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|14535359|RimPower|1|SSSColor|81|ShadowBrightness|0.3|ShadowColor|6776709|SkySpecularPower|3|SpecularBoost|0.8|
3045,2,勇敢之雪原,BloomPower|0.55|Dimmer|1.55|EnvColor|15654096|EnvLUTFile|LUT_Ice.bmp|EnvSoundFile1|Area_Battle_01.ogg|FarDOF|0.15|FogColor|14009011|FogDensity|0.35|FogDistance|0.05|FogExp|1.0|FogHeight|0.03|FogHeightColor|11838098|FogHeightMin|0.0|FogMin|1|NearDOF|0.001|RimColor|16580592|RimPower|1|SSSColor|67920|ShadowBrightness|0.3|ShadowColor|12162681|SkySpecularPower|3|SpecularBoost|0.8|
4036,3,有雾的白色天空,CenterCloud|2|CenterCloudColor|13549983|CenterRotationTime|1000|FrontCloud|3|FrontCloudColor|15393757|FrontRotationTime|200|HorizonColor|16777215|HorizonHeight|0.75|LensFlareIndex|0|LensFlareSize|3|LensFlareStrenth|1|MoonSize|1|RearCloud|0|RearCloudColor|16777215|RearRotationTime|100|SkyColor|14013894|SunColor|16777215|SunGlowStrenth|1.15|SunStrenth|0.05|TwinkleSpeed||
3046,2,远古之地,BloomPower|0.65|Dimmer|2|EnvColor|9425144|EnvLUTFile|LUT_Desert.bmp|EnvSoundFile1|Area_Battle_01.ogg|FarDOF|0.15|FogColor|4439795|FogDensity|0.2|FogDistance|0.05|FogExp|1.0|FogHeight|0.007|FogHeightColor|2838436|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|8962273|RimPower|1|SSSColor|3690|ShadowBrightness|0.3|ShadowColor|3103104|SkySpecularPower|3|SpecularBoost|0.8|
4037,3,风沙漫天的天空,CenterCloud|3|CenterCloudColor|162559|CenterRotationTime|100|FrontCloud|0|FrontCloudColor|11850727|FrontRotationTime|500|HorizonColor|16515071|HorizonHeight|0.75|LensFlareIndex|2|LensFlareSize|2|LensFlareStrenth|1|MoonSize|1|RearCloud|2|RearCloudColor|7387889|RearRotationTime|500|SkyColor|4422618|SunColor|6534396|SunGlowStrenth|1.2|SunStrenth|0|TwinkleSpeed||
3047,2,冰冷的洞穴,BloomPower|0.9|Dimmer|1.5|EnvColor|9530169|EnvLUTFile|LUT_Ice.bmp|EnvSoundFile1|Area_Cave_01.ogg|FarDOF|0.1|FogColor|6171650|FogDensity|0.25|FogDistance|0.075|FogExp|1.0|FogHeight|0.0065|FogHeightColor|8011809|FogHeightMin|0.0|FogMin|0.85|NearDOF|0.001|RimColor|13872794|RimPower|1|SSSColor|111|ShadowBrightness|0.3|ShadowColor|10974815|SkySpecularPower|3|SpecularBoost|0.8|
3048,2,火龙巢穴,BloomPower|0.75|Dimmer|1.25|EnvColor|7770074|EnvLUTFile|LUT_volcano.bmp|EnvSoundFile1|Area_FireDragon's_Nest_01.ogg|FarDOF|0.1|FogColor|55|FogDensity|0.35|FogDistance|0.03|FogExp|1.0|FogHeight|0.005|FogHeightColor|988493|FogHeightMin|0.0|FogMin|0.95|NearDOF|0.001|RimColor|8949194|RimPower|1|SSSColor|43|ShadowBrightness|0.3|ShadowColor|8422033|SkySpecularPower|3|SpecularBoost|0.8|
3049,2,奥拉迪亚遗迹,BloomPower|0.85|Dimmer|1.5|EnvColor|12305799|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Area_Battle_01.ogg|FarDOF|0.15|FogColor|4802106|FogDensity|0.3|FogDistance|0.07|FogExp|1.0|FogHeight|0.005|FogHeightColor|886946|FogHeightMin|0.0|FogMin|0.95|NearDOF|0.001|RimColor|13288622|RimPower|1|SSSColor|69445|ShadowBrightness|0.3|ShadowColor|9993842|SkySpecularPower|2.5|SpecularBoost|0.8|
4038,3,奥拉迪亚的天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|16777215|FrontRotationTime|1200.0|HorizonColor|7194057|HorizonHeight|0.75|LensFlareIndex|0|LensFlareSize|2|LensFlareStrenth|0.5|MoonColor|4840956|MoonImage|0|MoonSize|1.25|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|3945252|StarColor|0|SunColor|0|SunGlowStrenth|1.35|SunStrenth|5|TwinkleSpeed||
3050,2,逆境森林,BloomPower|0.75|Dimmer|1.5|EnvColor|9361913|EnvLUTFile|LUT_Jungle.bmp|EnvSoundFile1|Area_Jungle_Morning_01.ogg|FarDOF|0.15|FogColor|2968081|FogDensity|0.5|FogDistance|0.05|FogExp|1.0|FogHeight|0.007|FogHeightColor|9337632|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|7847843|RimPower|1|SSSColor|72|ShadowBrightness|0.3|ShadowColor|6921357|SkySpecularPower|3|SpecularBoost|0.8|
3051,2,古城萨基塔,BloomPower|0.7|Dimmer|1.5|EnvColor|5798326|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Area_Fog_Midday_01.ogg|FarDOF|0.15|FogColor|4470824|FogDensity|0.4|FogDistance|0.05|FogExp|1.0|FogHeight|0.01|FogHeightColor|3087635|FogHeightMin|0.0|FogMin|0.85|NearDOF|0.001|RimColor|14333620|RimPower|1|SSSColor|69185|ShadowBrightness|0.3|ShadowColor|11828864|SkySpecularPower|3|SpecularBoost|0.8|
3052,2,克拉伍德活体实验室,BloomPower|0.8|Dimmer|1.5|EnvColor|11251183|EnvLUTFile|LUT_Jungle.bmp|EnvSoundFile1|Area_Cave_02.ogg|FarDOF|0.2|FogColor|3747115|FogDensity|0.5|FogDistance|0.05|FogExp|1.0|FogHeight|0.005|FogHeightColor|2243923|FogHeightMin|0.0|FogMin|0.95|NearDOF|0.001|RimColor|10794971|RimPower|1|SSSColor|3906|ShadowBrightness|0.3|ShadowColor|8161172|SkySpecularPower|3|SpecularBoost|0.8|
3053,2,恶鬼峡谷,BloomPower|0.75|Dimmer|1.5|EnvColor|5800395|EnvLUTFile|LUT_Jungle.bmp|EnvSoundFile1|Area_Temple_01.ogg|FarDOF|0.1|FogColor|3352897|FogDensity|0.5|FogDistance|0.075|FogExp|1.0|FogHeight|0.005|FogHeightColor|2852|FogHeightMin|0.0|FogMin|0.85|NearDOF|0.001|RimColor|9344208|RimPower|1|SSSColor|68408|ShadowBrightness|0.3|ShadowColor|11042941|SkySpecularPower|3|SpecularBoost|0.8|
3054,2,黑暗的要塞,BloomPower|0.8|Dimmer|1.5|EnvColor|6651358|EnvLUTFile|LUT_Default.bmp|EnvSoundFile1|Area_Temple_01.ogg|FarDOF|0.1|FogColor|2560545|FogDensity|0.45|FogDistance|0.05|FogExp|1.0|FogHeight|0.005|FogHeightColor|3153013|FogHeightMin|0.0|FogMin|0.8|NearDOF|0.001|RimColor|9406672|RimPower|1|SSSColor|51|ShadowBrightness|0.3|ShadowColor|9203029|SkySpecularPower|3|SpecularBoost|0.8|
3055,2,战士们的土地,BloomPower|0.8|Dimmer|1.5|EnvColor|10840961|EnvLUTFile|LUT_Jungle.bmp|EnvSoundFile1|Area_Silent_Lake_01.ogg|FarDOF|0.15|FogColor|1977364|FogDensity|0.35|FogDistance|0.06|FogExp|1.0|FogHeight|0.005|FogHeightColor|13010745|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|14273715|RimPower|1|SSSColor|1086|ShadowBrightness|0.3|ShadowColor|8879702|SkySpecularPower|3|SpecularBoost|0.8|
3056,2,红顶火山洞穴,BloomPower|0.85|Dimmer|1.35|EnvColor|6192334|EnvLUTFile|LUT_volcano.bmp|EnvSoundFile1|Area_FireDragon's_Nest_01.ogg|FarDOF|0.25|FogColor|51|FogDensity|0.4|FogDistance|0.075|FogExp|1.0|FogHeight|0.005|FogHeightColor|1052762|FogHeightMin|0.0|FogMin|0.8|NearDOF|0.001|RimColor|9412062|RimPower|1|SSSColor|62|ShadowBrightness|0.3|ShadowColor|8020833|SkySpecularPower|3|SpecularBoost|0.8|
3057,2,灰色半兽人村庄,BloomPower|0.65|Dimmer|1.35|EnvColor|10791817|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Area_Wind_Morning_01.ogg|FarDOF|0.15|FogColor|6380361|FogDensity|0.3|FogDistance|0.05|FogExp|1.0|FogHeight|0.005|FogHeightColor|11181196|FogHeightMin|0.0|FogMin|0.85|NearDOF|0.001|RimColor|10143170|RimPower|1|SSSColor|57|ShadowBrightness|0.3|ShadowColor|6391710|SkySpecularPower|3|SpecularBoost|0.8|
3058,2,光之地下庭院,BloomPower|0.75|Dimmer|1.5|EnvColor|10995443|EnvLUTFile|LUT_Jungle.bmp|EnvSoundFile1|Area_Jungle_Evening_01.ogg|FarDOF|0.1|FogColor|6045473|FogDensity|0.3|FogDistance|0.07|FogExp|1.0|FogHeight|0.005|FogHeightColor|6371461|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|14664907|RimPower|1|SSSColor|921912|ShadowBrightness|0.3|ShadowColor|10518707|SkySpecularPower|3|SpecularBoost|0.8|
3059,2,火山地带白天,BloomPower|1|Dimmer|1.3|EnvColor|12754061|EnvLUTFile|LUT_volcano.bmp|EnvSoundFile1|Amb_Wind_Valley_01.ogg|FarDOF|0.1|FogColor|3810075|FogDensity|0.3|FogDistance|0.08|FogExp|1.0|FogHeight|0.005|FogHeightColor|855309|FogHeightMin|0.0|FogMin|0.95|NearDOF|0.001|RimColor|11834249|RimPower|1|SSSColor|1824|ShadowBrightness|0.3|ShadowColor|11767434|SkySpecularPower|2|SpecularBoost|0.8|
3060,2,火山地带早上,BloomPower|0.65|Dimmer|1.6|EnvColor|8112614|EnvLUTFile|Default.LUT|EnvSoundFile1|Amb_Wind_Valley_01.ogg|FarDOF|0.1|FogColor|3747106|FogDensity|0.45|FogDistance|0.035|FogExp|1.0|FogHeight|0.01|FogHeightColor|5082525|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|11455711|RimPower|1|SSSColor|70|ShadowBrightness|0.3|ShadowColor|7768980|SkySpecularPower|3|SpecularBoost|0.8|
3061,2,火山地带中午,BloomPower|0.5|Dimmer|1.8|EnvColor|13028014|EnvLUTFile|LUT_volcano.bmp|EnvSoundFile1|Area_Valley_01.ogg|FarDOF|0.12|FogColor|4534047|FogDensity|0.4|FogDistance|0.035|FogExp|1.0|FogHeight|0.015|FogHeightColor|8095365|FogHeightMin|0.0|FogMin|1|NearDOF|0.001|RimColor|13618108|RimPower|1|SSSColor|2639|ShadowBrightness|0.3|ShadowColor|7309977|SkySpecularPower|3|SpecularBoost|0.8|
3062,2,火山地带夜晚,BloomPower|0.6|Dimmer|1.6|EnvColor|10202593|EnvLUTFile|LUT_volcano.bmp|EnvSoundFile1|Area_Valley_01.ogg|FarDOF|0.1|FogColor|3680039|FogDensity|0.4|FogDistance|0.04|FogExp|1.0|FogHeight|0.015|FogHeightColor|5335938|FogHeightMin|0.0|FogMin|1|NearDOF|0.001|RimColor|12305896|RimPower|1|SSSColor|64|ShadowBrightness|0.3|ShadowColor|9924481|SkySpecularPower|3|SpecularBoost|0.8|
4039,3,灰色白天天空,CenterCloud|0|CenterCloudColor|3421272|CenterRotationTime|800|FrontCloud|0|FrontCloudColor|2498600|FrontRotationTime|500|HorizonColor|6704983|HorizonHeight|0.75|LensFlareIndex|0.0|LensFlareSize||MoonColor|11846381|MoonImage|0|MoonSize|1|RearCloud|0|RearCloudColor|3355443|RearRotationTime|1500|SkyColor|1117456|StarColor|1782593|SunColor|16777215|SunGlowStrenth|1.3|SunStrenth|1.0|TwinkleSize|1.0|TwinkleSpeed||
4040,3,灰色早上天空,CenterCloud|2|CenterCloudColor|4169899|CenterRotationTime|600|FrontCloud|1|FrontCloudColor|7458288|FrontRotationTime|400|HorizonColor|8310264|HorizonHeight|0.75|LensFlareIndex|1|LensFlareSize|3|MoonColor|0|MoonImage|0|MoonSize|1|RearCloud|2|RearCloudColor|8428949|RearRotationTime|1500|SkyColor|4145724|StarColor|0|SunColor|11467769|SunGlowStrenth|1.25|SunStrenth|2|TwinkleSize|1.0|TwinkleSpeed||
4041,3,灰色中午天空,CenterCloud|2|CenterCloudColor|11906986|CenterRotationTime|500|FrontCloud|2|FrontCloudColor|13287613|FrontRotationTime|300|HorizonColor|15132390|HorizonHeight|0.75|LensFlareIndex|0|LensFlareSize|1|MoonColor|0|MoonImage|0|MoonSize|1|RearCloud|2|RearCloudColor|9601904|RearRotationTime|1000|SkyColor|5461314|StarColor|0|SunColor|13553358|SunGlowStrenth|1.25|SunStrenth|3|TwinkleSize|1.0|TwinkleSpeed||
4042,3,灰色夜晚天空,CenterCloud|2|CenterCloudColor|4816542|CenterRotationTime|600|FrontCloud|2|FrontCloudColor|8103886|FrontRotationTime|400|HorizonColor|9744849|HorizonHeight|0.75|LensFlareIndex|1|LensFlareSize|3|MoonColor|0|MoonImage|0|MoonSize|1|RearCloud|2|RearCloudColor|6664623|RearRotationTime|1000|SkyColor|5128509|StarColor|0|SunColor|11917567|SunGlowStrenth|1.2|SunStrenth|2|TwinkleSize|1.0|TwinkleSpeed||
4043,3,删除角色选择天空,CenterCloud|3|CenterCloudColor|5643577|CenterRotationTime|100|FrontCloud|0|FrontCloudColor|16777215|FrontRotationTime|1200.0|HorizonColor|6701884|HorizonHeight|0.75|LensFlareIndex|0.0|LensFlareSize||MoonColor|10333290|MoonImage|0|MoonSize|0.6|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|0|StarColor|0|SunColor|16777215|SunGlowStrenth|1.8|SunStrenth|1.0|TwinkleSize|1.0|TwinkleSpeed||
4044,3,高级角色选择天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|2|FrontCloudColor|3115769|FrontRotationTime|200|HorizonColor|8053754|HorizonHeight|1.75|LensFlareIndex|0.0|LensFlareSize||MoonColor|0|MoonImage|1|MoonSize|2|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|6764852|StarColor|0|SunColor|16777215|SunGlowStrenth|1.8|SunStrenth|10|TwinkleSize|1.0|TwinkleSpeed||
1012,0,红雨,RainAlpha|0.4|RainColor|2631780|RainDropAlpha|0|RainDropAniSpeed|1|RainPlaneCount|10|RainScaleH|1|RainScaleV|0.3|RainSoundFile1|Area_Rain_Small_01.ogg|RainSpeed|0.5|
3063,2,克罗西亚竞技场,BloomPower|0.65|Dimmer|1.5|EnvColor|7470335|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Area_Wind_Small_Cold_01.ogg|FarDOF|0.15|FogColor|4617585|FogDensity|0.4|FogDistance|0.05|FogExp|1.0|FogHeight|0.005|FogHeightColor|2236689|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|11785683|RimPower|1|SSSColor|267097|ShadowBrightness|0.3|ShadowColor|5066061|SkySpecularPower|3|SpecularBoost|0.8|
4045,3,角色工具天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|16777215|FrontRotationTime|1200.0|HorizonColor|8421504|HorizonHeight|0.5|LensFlareIndex|0.0|LensFlareSize||MoonColor|0|MoonImage|0|MoonSize|0.0|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|0|StarColor|0|SunColor|0|SunGlowStrenth|1|SunStrenth|1.0|TwinkleSize|1.0|TwinkleSpeed||
4046,3,古城萨基塔天空,CenterCloud|1|CenterCloudColor|2823734|CenterRotationTime|2400.0|FrontCloud|2|FrontCloudColor|5780030|FrontRotationTime|1200.0|HorizonColor|12540753|HorizonHeight|0.75|LensFlareIndex|0.0|LensFlareSize||MoonColor|13582686|MoonImage|0|MoonSize|1|RearCloud|2|RearCloudColor|3806222|RearRotationTime|4800.0|SkyColor|2037266|StarColor|0|SunColor|0|SunGlowStrenth|1.5|SunStrenth|1|TwinkleSize|1.0|TwinkleSpeed||
