TID,WorldTID,Name,Pos,Min,Max,Volume,
1337,1102,Amb_Fire_Bonfire_01.ogg,135.19|241.27|8.42,2,10,1,
1338,1102,Amb_Fire_Bonfire_01.ogg,83.96|290.61|3.68,2,10,1,
1339,1102,Amb_Fire_Bonfire_01.ogg,79.91|296.82|3.68,2,10,1,
1340,1102,Amb_Fire_Bonfire_01.ogg,88.18|296.11|3.68,2,10,1,
1341,1102,Amb_Fire_Bonfire_01.ogg,122.21|278.96|5.54,2,10,1,
1342,1102,Amb_Fire_Bonfire_01.ogg,121.86|272.93|5.44,2,10,1,
1343,1102,Amb_Fire_Bonfire_01.ogg,83.66|310.21|7.48,2,10,1,
1344,1102,Amb_Fire_Bonfire_01.ogg,78.03|317.96|7.85,2,10,1,
1345,1102,Amb_Fire_Bonfire_01.ogg,87.64|322.19|7.87,2,10,1,
1346,1102,Amb_Fire_Bonfire_01.ogg,81.76|322.17|7.88,2,10,1,
1347,1102,Amb_Fire_Bonfire_01.ogg,119.72|323.50|8.76,2,10,1,
1348,1102,Amb_Fire_Bonfire_01.ogg,113.48|324.20|8.82,2,10,1,
1349,1102,Amb_Fire_Bonfire_01.ogg,384.81|293.70|6.60,2,10,1,
1350,1102,Amb_Fire_Bonfire_01.ogg,382.58|287.62|6.36,2,10,1,
1351,1102,Amb_Fire_Bonfire_01.ogg,393.51|298.01|6.03,2,10,1,
1352,1102,Amb_Fire_Bonfire_01.ogg,394.64|308.76|5.77,2,10,1,
1353,1102,Amb_Fire_Bonfire_01.ogg,399.57|312.93|5.58,2,10,1,
1354,1102,Amb_Fire_Bonfire_01.ogg,419.51|290.08|3.11,2,10,1,
1355,1102,Amb_Fire_Bonfire_01.ogg,415.47|293.77|3.11,2,10,1,
1356,1102,Amb_Fire_Bonfire_01.ogg,395.33|258.58|4.45,2,10,1,
1357,1102,Amb_Fire_Bonfire_01.ogg,396.07|253.06|4.35,2,10,1,
1358,1102,Amb_Fire_Bonfire_01.ogg,403.81|234.39|4.62,2,10,1,
1359,1102,Amb_Fire_Bonfire_01.ogg,411.25|231.80|5.19,2,10,1,
1360,1102,Amb_Fire_Bonfire_01.ogg,426.63|242.11|3.92,2,10,1,
1361,1102,Amb_Fire_Bonfire_01.ogg,444.37|247.09|2.39,2,10,1,
1362,1102,Amb_Fire_Bonfire_01.ogg,444.71|251.89|2.19,2,10,1,
1363,1102,Amb_Fire_Bonfire_01.ogg,404.77|196.25|10.42,2,10,1,
1364,1102,Amb_Fire_Bonfire_01.ogg,452.75|214.14|8.18,2,10,1,
1365,1102,Amb_Fire_Bonfire_01.ogg,451.92|208.78|8.12,2,10,1,
1366,1102,Amb_Fire_Bonfire_01.ogg,447.39|313.96|5.08,2,10,1,
1367,1102,Amb_Fire_Bonfire_01.ogg,441.97|312.57|4.94,2,10,1,
1368,1103,Amb_Fire_Bonfire_01.ogg,76.03|244.40|4.83,2,10,1,
1369,1103,Amb_Fire_Bonfire_01.ogg,71.66|235.45|5.21,2,10,1,
1370,1103,Amb_Fire_Bonfire_01.ogg,71.84|228.20|5.07,2,10,1,
1371,1103,Amb_Fire_Bonfire_01.ogg,69.91|220.62|4.51,2,10,1,
1372,1103,Amb_Fire_Bonfire_01.ogg,78.19|217.70|4.50,2,10,1,
1373,1103,Amb_Fire_Bonfire_01.ogg,75.12|224.86|4.62,2,10,1,
1374,1103,Amb_Fire_Bonfire_01.ogg,86.75|222.10|5.35,2,10,1,
1375,1103,Amb_Fire_Bonfire_01.ogg,89.95|228.78|6.30,2,10,1,
1376,1103,Amb_Fire_Bonfire_01.ogg,75.63|237.27|5.09,2,10,1,
1377,1103,Amb_Fire_Bonfire_01.ogg,72.12|244.34|4.95,2,10,1,
1378,1103,Amb_Fire_Bonfire_01.ogg,82.03|248.08|5.11,2,10,1,
1379,1103,Amb_Fire_Bonfire_01.ogg,93.42|237.14|6.85,2,10,1,
1380,1103,Amb_Fire_Bonfire_01.ogg,102.07|237.44|6.86,2,10,1,
1381,1103,Amb_Fire_Bonfire_01.ogg,116.03|225.90|7.75,2,10,1,
1382,1103,Amb_Fire_Bonfire_01.ogg,121.73|226.26|7.61,2,10,1,
1383,1103,Amb_Fire_Bonfire_01.ogg,133.49|236.24|8.61,2,10,1,
1384,1103,Amb_Fire_Bonfire_01.ogg,135.19|241.27|8.42,2,10,1,
1385,1103,Amb_Fire_Bonfire_01.ogg,83.96|290.61|3.68,2,10,1,
1386,1103,Amb_Fire_Bonfire_01.ogg,79.91|296.82|3.68,2,10,1,
1387,1103,Amb_Fire_Bonfire_01.ogg,88.18|296.11|3.68,2,10,1,
1388,1103,Amb_Fire_Bonfire_01.ogg,122.21|278.96|5.54,2,10,1,
1389,1103,Amb_Fire_Bonfire_01.ogg,121.86|272.93|5.44,2,10,1,
1390,1103,Amb_Fire_Bonfire_01.ogg,83.66|310.21|7.48,2,10,1,
1391,1103,Amb_Fire_Bonfire_01.ogg,78.03|317.96|7.85,2,10,1,
1392,1103,Amb_Fire_Bonfire_01.ogg,87.64|322.19|7.87,2,10,1,
1393,1103,Amb_Fire_Bonfire_01.ogg,81.76|322.17|7.88,2,10,1,
1394,1103,Amb_Fire_Bonfire_01.ogg,119.72|323.50|8.76,2,10,1,
1395,1103,Amb_Fire_Bonfire_01.ogg,113.48|324.20|8.82,2,10,1,
1396,1103,Amb_Fire_Bonfire_01.ogg,384.81|293.70|6.60,2,10,1,
1397,1103,Amb_Fire_Bonfire_01.ogg,382.58|287.62|6.36,2,10,1,
1398,1103,Amb_Fire_Bonfire_01.ogg,393.51|298.01|6.03,2,10,1,
1399,1103,Amb_Fire_Bonfire_01.ogg,394.64|308.76|5.77,2,10,1,
1400,1103,Amb_Fire_Bonfire_01.ogg,399.57|312.93|5.58,2,10,1,
1401,1103,Amb_Fire_Bonfire_01.ogg,419.51|290.08|3.11,2,10,1,
1402,1103,Amb_Fire_Bonfire_01.ogg,415.47|293.77|3.11,2,10,1,
1403,1103,Amb_Fire_Bonfire_01.ogg,395.33|258.58|4.45,2,10,1,
1404,1103,Amb_Fire_Bonfire_01.ogg,396.07|253.06|4.35,2,10,1,
1405,1103,Amb_Fire_Bonfire_01.ogg,403.81|234.39|4.62,2,10,1,
1406,1103,Amb_Fire_Bonfire_01.ogg,411.25|231.80|5.19,2,10,1,
1407,1103,Amb_Fire_Bonfire_01.ogg,426.63|242.11|3.92,2,10,1,
1408,1103,Amb_Fire_Bonfire_01.ogg,444.37|247.09|2.39,2,10,1,
1409,1103,Amb_Fire_Bonfire_01.ogg,444.71|251.89|2.19,2,10,1,
1410,1103,Amb_Fire_Bonfire_01.ogg,404.77|196.25|10.42,2,10,1,
1411,1103,Amb_Fire_Bonfire_01.ogg,452.75|214.14|8.18,2,10,1,
1412,1103,Amb_Fire_Bonfire_01.ogg,451.92|208.78|8.12,2,10,1,
1413,1103,Amb_Fire_Bonfire_01.ogg,447.39|313.96|5.08,2,10,1,
1414,1103,Amb_Fire_Bonfire_01.ogg,441.97|312.57|4.94,2,10,1,
1415,1104,Amb_Fire_Bonfire_01.ogg,76.03|244.40|4.83,2,10,1,
1416,1104,Amb_Fire_Bonfire_01.ogg,71.66|235.45|5.21,2,10,1,
1417,1104,Amb_Fire_Bonfire_01.ogg,71.84|228.20|5.07,2,10,1,
1418,1104,Amb_Fire_Bonfire_01.ogg,69.91|220.62|4.51,2,10,1,
1419,1104,Amb_Fire_Bonfire_01.ogg,78.19|217.70|4.50,2,10,1,
1420,1104,Amb_Fire_Bonfire_01.ogg,75.12|224.86|4.62,2,10,1,
1421,1104,Amb_Fire_Bonfire_01.ogg,86.75|222.10|5.35,2,10,1,
1422,1104,Amb_Fire_Bonfire_01.ogg,89.95|228.78|6.30,2,10,1,
1423,1104,Amb_Fire_Bonfire_01.ogg,75.63|237.27|5.09,2,10,1,
1424,1104,Amb_Fire_Bonfire_01.ogg,72.12|244.34|4.95,2,10,1,
1425,1104,Amb_Fire_Bonfire_01.ogg,82.03|248.08|5.11,2,10,1,
1426,1104,Amb_Fire_Bonfire_01.ogg,93.42|237.14|6.85,2,10,1,
1427,1104,Amb_Fire_Bonfire_01.ogg,102.07|237.44|6.86,2,10,1,
1428,1104,Amb_Fire_Bonfire_01.ogg,116.03|225.90|7.75,2,10,1,
1429,1104,Amb_Fire_Bonfire_01.ogg,121.73|226.26|7.61,2,10,1,
1430,1104,Amb_Fire_Bonfire_01.ogg,133.49|236.24|8.61,2,10,1,
1431,1104,Amb_Fire_Bonfire_01.ogg,135.19|241.27|8.42,2,10,1,
1432,1104,Amb_Fire_Bonfire_01.ogg,83.96|290.61|3.68,2,10,1,
1433,1104,Amb_Fire_Bonfire_01.ogg,79.91|296.82|3.68,2,10,1,
1434,1104,Amb_Fire_Bonfire_01.ogg,88.18|296.11|3.68,2,10,1,
1435,1104,Amb_Fire_Bonfire_01.ogg,122.21|278.96|5.54,2,10,1,
1436,1104,Amb_Fire_Bonfire_01.ogg,121.86|272.93|5.44,2,10,1,
1437,1104,Amb_Fire_Bonfire_01.ogg,83.66|310.21|7.48,2,10,1,
1438,1104,Amb_Fire_Bonfire_01.ogg,78.03|317.96|7.85,2,10,1,
1439,1104,Amb_Fire_Bonfire_01.ogg,87.64|322.19|7.87,2,10,1,
1440,1104,Amb_Fire_Bonfire_01.ogg,81.76|322.17|7.88,2,10,1,
1441,1104,Amb_Fire_Bonfire_01.ogg,119.72|323.50|8.76,2,10,1,
1442,1104,Amb_Fire_Bonfire_01.ogg,113.48|324.20|8.82,2,10,1,
1443,1104,Amb_Fire_Bonfire_01.ogg,384.81|293.70|6.60,2,10,1,
1444,1104,Amb_Fire_Bonfire_01.ogg,382.58|287.62|6.36,2,10,1,
1445,1104,Amb_Fire_Bonfire_01.ogg,393.51|298.01|6.03,2,10,1,
1446,1104,Amb_Fire_Bonfire_01.ogg,394.64|308.76|5.77,2,10,1,
1447,1104,Amb_Fire_Bonfire_01.ogg,399.57|312.93|5.58,2,10,1,
1448,1104,Amb_Fire_Bonfire_01.ogg,419.51|290.08|3.11,2,10,1,
1449,1104,Amb_Fire_Bonfire_01.ogg,415.47|293.77|3.11,2,10,1,
1450,1104,Amb_Fire_Bonfire_01.ogg,395.33|258.58|4.45,2,10,1,
1451,1104,Amb_Fire_Bonfire_01.ogg,396.07|253.06|4.35,2,10,1,
1452,1104,Amb_Fire_Bonfire_01.ogg,403.81|234.39|4.62,2,10,1,
1453,1104,Amb_Fire_Bonfire_01.ogg,411.25|231.80|5.19,2,10,1,
1454,1104,Amb_Fire_Bonfire_01.ogg,426.63|242.11|3.92,2,10,1,
1455,1104,Amb_Fire_Bonfire_01.ogg,444.37|247.09|2.39,2,10,1,
1456,1104,Amb_Fire_Bonfire_01.ogg,444.71|251.89|2.19,2,10,1,
1457,1104,Amb_Fire_Bonfire_01.ogg,404.77|196.25|10.42,2,10,1,
1458,1104,Amb_Fire_Bonfire_01.ogg,452.75|214.14|8.18,2,10,1,
1459,1104,Amb_Fire_Bonfire_01.ogg,451.92|208.78|8.12,2,10,1,
1460,1104,Amb_Fire_Bonfire_01.ogg,447.39|313.96|5.08,2,10,1,
1461,1104,Amb_Fire_Bonfire_01.ogg,441.97|312.57|4.94,2,10,1,
1462,1105,Amb_Fire_Bonfire_01.ogg,76.03|244.40|4.83,2,10,1,
1463,1105,Amb_Fire_Bonfire_01.ogg,71.66|235.45|5.21,2,10,1,
1464,1105,Amb_Fire_Bonfire_01.ogg,71.84|228.20|5.07,2,10,1,
1465,1105,Amb_Fire_Bonfire_01.ogg,69.91|220.62|4.51,2,10,1,
1466,1105,Amb_Fire_Bonfire_01.ogg,78.19|217.70|4.50,2,10,1,
1467,1105,Amb_Fire_Bonfire_01.ogg,75.12|224.86|4.62,2,10,1,
1468,1105,Amb_Fire_Bonfire_01.ogg,86.75|222.10|5.35,2,10,1,
1469,1105,Amb_Fire_Bonfire_01.ogg,89.95|228.78|6.30,2,10,1,
1470,1105,Amb_Fire_Bonfire_01.ogg,75.63|237.27|5.09,2,10,1,
1471,1105,Amb_Fire_Bonfire_01.ogg,72.12|244.34|4.95,2,10,1,
1472,1105,Amb_Fire_Bonfire_01.ogg,82.03|248.08|5.11,2,10,1,
1473,1105,Amb_Fire_Bonfire_01.ogg,93.42|237.14|6.85,2,10,1,
1474,1105,Amb_Fire_Bonfire_01.ogg,102.07|237.44|6.86,2,10,1,
1475,1105,Amb_Fire_Bonfire_01.ogg,116.03|225.90|7.75,2,10,1,
1476,1105,Amb_Fire_Bonfire_01.ogg,121.73|226.26|7.61,2,10,1,
1477,1105,Amb_Fire_Bonfire_01.ogg,133.49|236.24|8.61,2,10,1,
1478,1105,Amb_Fire_Bonfire_01.ogg,135.19|241.27|8.42,2,10,1,
1479,1105,Amb_Fire_Bonfire_01.ogg,83.96|290.61|3.68,2,10,1,
1480,1105,Amb_Fire_Bonfire_01.ogg,79.91|296.82|3.68,2,10,1,
1481,1105,Amb_Fire_Bonfire_01.ogg,88.18|296.11|3.68,2,10,1,
1482,1105,Amb_Fire_Bonfire_01.ogg,122.21|278.96|5.54,2,10,1,
1483,1105,Amb_Fire_Bonfire_01.ogg,121.86|272.93|5.44,2,10,1,
1484,1105,Amb_Fire_Bonfire_01.ogg,83.66|310.21|7.48,2,10,1,
1485,1105,Amb_Fire_Bonfire_01.ogg,78.03|317.96|7.85,2,10,1,
1486,1105,Amb_Fire_Bonfire_01.ogg,87.64|322.19|7.87,2,10,1,
1487,1105,Amb_Fire_Bonfire_01.ogg,81.76|322.17|7.88,2,10,1,
1488,1105,Amb_Fire_Bonfire_01.ogg,119.72|323.50|8.76,2,10,1,
1489,1105,Amb_Fire_Bonfire_01.ogg,113.48|324.20|8.82,2,10,1,
1490,1105,Amb_Fire_Bonfire_01.ogg,384.81|293.70|6.60,2,10,1,
1491,1105,Amb_Fire_Bonfire_01.ogg,382.58|287.62|6.36,2,10,1,
1492,1105,Amb_Fire_Bonfire_01.ogg,393.51|298.01|6.03,2,10,1,
1493,1105,Amb_Fire_Bonfire_01.ogg,394.64|308.76|5.77,2,10,1,
1494,1105,Amb_Fire_Bonfire_01.ogg,399.57|312.93|5.58,2,10,1,
1495,1105,Amb_Fire_Bonfire_01.ogg,419.51|290.08|3.11,2,10,1,
1496,1105,Amb_Fire_Bonfire_01.ogg,415.47|293.77|3.11,2,10,1,
1497,1105,Amb_Fire_Bonfire_01.ogg,395.33|258.58|4.45,2,10,1,
1498,1105,Amb_Fire_Bonfire_01.ogg,396.07|253.06|4.35,2,10,1,
1499,1105,Amb_Fire_Bonfire_01.ogg,403.81|234.39|4.62,2,10,1,
1500,1105,Amb_Fire_Bonfire_01.ogg,411.25|231.80|5.19,2,10,1,
1501,1105,Amb_Fire_Bonfire_01.ogg,426.63|242.11|3.92,2,10,1,
1502,1105,Amb_Fire_Bonfire_01.ogg,444.37|247.09|2.39,2,10,1,
1503,1105,Amb_Fire_Bonfire_01.ogg,444.71|251.89|2.19,2,10,1,
1504,1105,Amb_Fire_Bonfire_01.ogg,404.77|196.25|10.42,2,10,1,
1505,1105,Amb_Fire_Bonfire_01.ogg,452.75|214.14|8.18,2,10,1,
1506,1105,Amb_Fire_Bonfire_01.ogg,451.92|208.78|8.12,2,10,1,
1507,1105,Amb_Fire_Bonfire_01.ogg,447.39|313.96|5.08,2,10,1,
1508,1105,Amb_Fire_Bonfire_01.ogg,441.97|312.57|4.94,2,10,1,
1509,1007,Amb_Fire_Bonfire_01.ogg,270.30|62.22|42.80,2,10,1,
1510,1007,Amb_Fire_Bonfire_01.ogg,284.28|62.50|42.69,2,10,1,
1511,1007,Amb_Fire_Bonfire_01.ogg,394.05|110.00|46.14,2,10,1,
1512,1007,Amb_Fire_Bonfire_01.ogg,399.62|119.10|46.13,2,10,1,
1513,1007,Amb_Fire_Bonfire_01.ogg,440.58|264.29|37.10,2,10,1,
1514,1007,Amb_Fire_Bonfire_01.ogg,452.08|271.10|37.27,2,10,1,
1515,1007,Amb_Fire_Bonfire_01.ogg,436.66|247.81|37.58,2,10,1,
1516,1007,Amb_Fire_Bonfire_01.ogg,446.95|239.63|38.05,2,10,1,
1517,1007,Amb_Fire_Bonfire_01.ogg,228.15|449.51|43.35,2,10,1,
1518,1007,Amb_Fire_Bonfire_01.ogg,241.67|448.57|43.35,2,10,1,
1519,1007,Amb_Fire_Bonfire_01.ogg,113.24|396.56|45.57,2,10,1,
1520,1007,Amb_Fire_Bonfire_01.ogg,118.03|402.70|45.36,2,10,1,
1521,1007,Amb_Fire_Bonfire_01.ogg,63.76|278.71|39.62,2,10,1,
1522,1007,Amb_Fire_Bonfire_01.ogg,74.47|268.11|39.09,2,10,1,
1523,1007,Amb_Fire_Bonfire_01.ogg,71.91|243.90|37.48,2,10,1,
1524,1007,Amb_Fire_Bonfire_01.ogg,62.47|238.14|37.24,2,10,1,
1525,1008,Amb_Fire_Bonfire_01.ogg,256.58|55.64|22.14,2,10,1,
1526,1008,Amb_Fire_Bonfire_01.ogg,247.92|55.18|22.24,2,10,1,
1527,1008,Amb_Fire_Bonfire_01.ogg,275.55|40.18|22.73,2,10,1,
1528,1008,Amb_Fire_Bonfire_01.ogg,275.13|32.70|22.73,2,10,1,
1529,1008,Amb_Fire_Bonfire_01.ogg,243.12|35.83|22.73,2,10,1,
1530,1008,Amb_Fire_Bonfire_01.ogg,229.53|34.79|22.74,2,10,1,
1531,1008,Amb_Fire_Bonfire_01.ogg,229.43|43.48|22.73,2,10,1,
1532,1008,Amb_Fire_Bonfire_01.ogg,372.83|109.85|8.29,2,10,1,
1533,1008,Amb_Fire_Bonfire_01.ogg,379.80|110.55|8.28,2,10,1,
1534,1008,Amb_Fire_Bonfire_01.ogg,383.64|94.54|8.28,2,10,1,
1535,1008,Amb_Fire_Bonfire_01.ogg,135.84|103.14|8.28,2,10,1,
1536,1008,Amb_Fire_Bonfire_01.ogg,128.23|103.22|8.11,2,10,1,
1537,1008,Amb_Fire_Bonfire_01.ogg,127.85|402.64|8.37,2,10,1,
1538,1008,Amb_Fire_Bonfire_01.ogg,135.09|401.95|8.37,2,10,1,
1539,1008,Amb_Fire_Bonfire_01.ogg,231.19|479.36|22.95,2,10,1,
1540,1008,Amb_Fire_Bonfire_01.ogg,229.34|469.35|22.93,2,10,1,
1541,1008,Amb_Fire_Bonfire_01.ogg,251.12|456.04|22.93,2,10,1,
1542,1008,Amb_Fire_Bonfire_01.ogg,258.15|455.82|22.93,2,10,1,
1543,1008,Amb_Fire_Bonfire_01.ogg,277.32|476.48|22.93,2,10,1,
1544,1008,Amb_Fire_Bonfire_01.ogg,277.68|467.00|22.93,2,10,1,
1545,1008,Amb_Fire_Bonfire_01.ogg,384.76|401.92|8.32,2,10,1,
1546,1008,Amb_Fire_Bonfire_01.ogg,392.07|402.41|8.32,2,10,1,
1547,1005,Amb_Fire_Bonfire_01.ogg,248.23|394.22|206.90,2,10,1,
1548,1005,Amb_Fire_Bonfire_01.ogg,265.58|394.32|206.87,2,10,1,
1549,1005,Amb_Fire_Bonfire_01.ogg,251.60|415.21|210.96,2,10,1,
1550,1005,Amb_Fire_Bonfire_01.ogg,261.67|414.93|210.96,2,10,1,
1551,1005,Amb_Fire_Bonfire_01.ogg,464.32|225.76|178.03,2,10,1,
1552,1005,Amb_Fire_Bonfire_01.ogg,464.53|246.32|178.06,2,10,1,
1553,1005,Amb_Fire_Bonfire_01.ogg,44.62|225.76|177.37,2,10,1,
1554,1005,Amb_Fire_Bonfire_01.ogg,44.82|246.10|177.34,2,10,1,
1555,1005,Amb_Fire_Bonfire_01.ogg,264.63|47.64|178.19,2,10,1,
1556,1005,Amb_Fire_Bonfire_01.ogg,247.94|47.38|178.23,2,10,1,
1557,1005,Amb_Water_Cascade_01.ogg,224.16|343.93|194.43,8,16,1,
1558,1005,Amb_Water_Cascade_01.ogg,288.64|343.66|194.98,8,16,1,
1559,1005,Amb_Fire_Bonfire_01.ogg,226.53|415.05|211.55,2,10,1,
1560,1005,Amb_Fire_Bonfire_01.ogg,287.60|414.92|211.55,2,10,1,
1561,1130,Amb_Fire_Bonfire_01.ogg,249.69|199.24|-3.79,2,10,1,
1562,1130,Amb_Fire_Bonfire_01.ogg,262.70|199.53|-3.81,2,10,1,
1563,1130,Amb_Fire_Bonfire_01.ogg,311.97|215.24|-3.86,2,10,1,
1564,1130,Amb_Fire_Bonfire_01.ogg,316.82|222.94|-3.79,2,10,1,
1565,1130,Amb_Fire_Bonfire_01.ogg,310.77|299.29|-3.86,2,10,1,
1566,1130,Amb_Fire_Bonfire_01.ogg,316.03|291.00|-3.86,2,10,1,
1567,1130,Amb_Fire_Bonfire_01.ogg,262.19|312.47|-3.85,2,10,1,
1568,1130,Amb_Fire_Bonfire_01.ogg,249.69|312.54|-3.78,2,10,1,
1569,1130,Amb_Fire_Bonfire_01.ogg,200.60|297.51|-3.74,2,10,1,
1570,1130,Amb_Fire_Bonfire_01.ogg,195.68|290.09|-3.82,2,10,1,
1571,1130,Amb_Fire_Bonfire_01.ogg,195.96|220.27|-3.86,2,10,1,
1572,1130,Amb_Fire_Bonfire_01.ogg,200.91|212.60|-3.85,2,10,1,
1573,1131,Amb_Fire_Bonfire_01.ogg,249.69|199.24|-3.79,2,10,1,
1574,1131,Amb_Fire_Bonfire_01.ogg,262.70|199.53|-3.81,2,10,1,
1575,1131,Amb_Fire_Bonfire_01.ogg,311.97|215.24|-3.86,2,10,1,
1576,1131,Amb_Fire_Bonfire_01.ogg,316.82|222.94|-3.79,2,10,1,
1577,1131,Amb_Fire_Bonfire_01.ogg,310.77|299.29|-3.86,2,10,1,
1578,1131,Amb_Fire_Bonfire_01.ogg,316.03|291.00|-3.86,2,10,1,
1579,1131,Amb_Fire_Bonfire_01.ogg,262.19|312.47|-3.85,2,10,1,
1580,1131,Amb_Fire_Bonfire_01.ogg,249.69|312.54|-3.78,2,10,1,
1581,1131,Amb_Fire_Bonfire_01.ogg,200.60|297.51|-3.74,2,10,1,
1582,1131,Amb_Fire_Bonfire_01.ogg,195.68|290.09|-3.82,2,10,1,
1583,1131,Amb_Fire_Bonfire_01.ogg,195.96|220.27|-3.86,2,10,1,
1584,1131,Amb_Fire_Bonfire_01.ogg,200.91|212.60|-3.85,2,10,1,
1585,1132,Amb_Fire_Bonfire_01.ogg,249.69|199.24|-3.79,2,10,1,
1586,1132,Amb_Fire_Bonfire_01.ogg,262.70|199.53|-3.81,2,10,1,
1587,1132,Amb_Fire_Bonfire_01.ogg,311.97|215.24|-3.86,2,10,1,
1588,1132,Amb_Fire_Bonfire_01.ogg,316.82|222.94|-3.79,2,10,1,
1589,1132,Amb_Fire_Bonfire_01.ogg,310.77|299.29|-3.86,2,10,1,
1590,1132,Amb_Fire_Bonfire_01.ogg,316.03|291.00|-3.86,2,10,1,
1591,1132,Amb_Fire_Bonfire_01.ogg,262.19|312.47|-3.85,2,10,1,
1592,1132,Amb_Fire_Bonfire_01.ogg,249.69|312.54|-3.78,2,10,1,
1593,1132,Amb_Fire_Bonfire_01.ogg,200.60|297.51|-3.74,2,10,1,
1594,1132,Amb_Fire_Bonfire_01.ogg,195.68|290.09|-3.82,2,10,1,
1595,1132,Amb_Fire_Bonfire_01.ogg,195.96|220.27|-3.86,2,10,1,
1596,1132,Amb_Fire_Bonfire_01.ogg,200.91|212.60|-3.85,2,10,1,
1597,1133,Amb_Fire_Bonfire_01.ogg,249.69|199.24|-3.79,2,10,1,
1598,1133,Amb_Fire_Bonfire_01.ogg,262.70|199.53|-3.81,2,10,1,
1599,1133,Amb_Fire_Bonfire_01.ogg,311.97|215.24|-3.86,2,10,1,
1600,1133,Amb_Fire_Bonfire_01.ogg,316.82|222.94|-3.79,2,10,1,
1601,1133,Amb_Fire_Bonfire_01.ogg,310.77|299.29|-3.86,2,10,1,
1602,1133,Amb_Fire_Bonfire_01.ogg,316.03|291.00|-3.86,2,10,1,
1603,1133,Amb_Fire_Bonfire_01.ogg,262.19|312.47|-3.85,2,10,1,
1604,1133,Amb_Fire_Bonfire_01.ogg,249.69|312.54|-3.78,2,10,1,
1605,1133,Amb_Fire_Bonfire_01.ogg,200.60|297.51|-3.74,2,10,1,
1606,1133,Amb_Fire_Bonfire_01.ogg,195.68|290.09|-3.82,2,10,1,
1607,1133,Amb_Fire_Bonfire_01.ogg,195.96|220.27|-3.86,2,10,1,
1608,1133,Amb_Fire_Bonfire_01.ogg,200.91|212.60|-3.85,2,10,1,
1609,1134,Amb_Fire_Bonfire_01.ogg,249.69|199.24|-3.79,2,10,1,
1610,1134,Amb_Fire_Bonfire_01.ogg,262.70|199.53|-3.81,2,10,1,
1611,1134,Amb_Fire_Bonfire_01.ogg,311.97|215.24|-3.86,2,10,1,
1612,1134,Amb_Fire_Bonfire_01.ogg,316.82|222.94|-3.79,2,10,1,
1613,1134,Amb_Fire_Bonfire_01.ogg,310.77|299.29|-3.86,2,10,1,
1614,1134,Amb_Fire_Bonfire_01.ogg,316.03|291.00|-3.86,2,10,1,
1615,1134,Amb_Fire_Bonfire_01.ogg,262.19|312.47|-3.85,2,10,1,
1616,1134,Amb_Fire_Bonfire_01.ogg,249.69|312.54|-3.78,2,10,1,
1617,1134,Amb_Fire_Bonfire_01.ogg,200.60|297.51|-3.74,2,10,1,
1618,1134,Amb_Fire_Bonfire_01.ogg,195.68|290.09|-3.82,2,10,1,
1619,1134,Amb_Fire_Bonfire_01.ogg,195.96|220.27|-3.86,2,10,1,
1620,1134,Amb_Fire_Bonfire_01.ogg,200.91|212.60|-3.85,2,10,1,
1621,1135,Amb_Fire_Bonfire_01.ogg,249.69|199.24|-3.79,2,10,1,
1622,1135,Amb_Fire_Bonfire_01.ogg,262.70|199.53|-3.81,2,10,1,
1623,1135,Amb_Fire_Bonfire_01.ogg,311.97|215.24|-3.86,2,10,1,
1624,1135,Amb_Fire_Bonfire_01.ogg,316.82|222.94|-3.79,2,10,1,
1625,1135,Amb_Fire_Bonfire_01.ogg,310.77|299.29|-3.86,2,10,1,
1626,1135,Amb_Fire_Bonfire_01.ogg,316.03|291.00|-3.86,2,10,1,
1627,1135,Amb_Fire_Bonfire_01.ogg,262.19|312.47|-3.85,2,10,1,
1628,1135,Amb_Fire_Bonfire_01.ogg,249.69|312.54|-3.78,2,10,1,
1629,1135,Amb_Fire_Bonfire_01.ogg,200.60|297.51|-3.74,2,10,1,
1630,1135,Amb_Fire_Bonfire_01.ogg,195.68|290.09|-3.82,2,10,1,
1631,1135,Amb_Fire_Bonfire_01.ogg,195.96|220.27|-3.86,2,10,1,
1632,1135,Amb_Fire_Bonfire_01.ogg,200.91|212.60|-3.85,2,10,1,
1633,1120,Amb_Fire_Bonfire_01.ogg,217.26|147.01|3.32,2,10,1,
1634,1120,Amb_Fire_Bonfire_01.ogg,225.22|149.67|3.32,2,10,1,
1635,1120,Amb_Fire_Bonfire_01.ogg,245.46|136.49|-0.13,2,10,1,
1636,1120,Amb_Fire_Bonfire_01.ogg,254.11|136.92|-0.64,2,10,1,
1637,1120,Amb_Fire_Bonfire_01.ogg,286.03|140.31|4.17,2,10,1,
1638,1120,Amb_Fire_Bonfire_01.ogg,293.90|136.05|3.81,2,10,1,
1639,1120,Amb_Fire_Bonfire_01.ogg,239.12|381.80|5.18,2,10,1,
1640,1120,Amb_Fire_Bonfire_01.ogg,231.68|384.61|4.94,2,10,1,
1641,1120,Amb_Fire_Bonfire_01.ogg,254.31|382.31|3.62,2,10,1,
1642,1120,Amb_Fire_Bonfire_01.ogg,265.70|379.94|3.51,2,10,1,
1643,1120,Amb_Fire_Bonfire_01.ogg,285.65|373.50|7.36,2,10,1,
1644,1120,Amb_Fire_Bonfire_01.ogg,292.20|373.86|7.62,2,10,1,
