TID,Type,Kind,Property,SpecialValue,Race,Grade,WeaponType,ShapeID,Comment,EngTitle,EngName,LocalTitle,LocalName,UseIconType,WorldMapIcon,Level,HP,MP,HPR,MPR,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,DP,BP,AP,CP,IGN_AT,AS,Ws,WsAni,RS,RsAni,CS,Exp,ItemDropTID,MapDropTID,SaleTID,Motion,EventRange,Color,Width,Height,Scale,NpcBrain,RegenR,RegenTimeMin,RegenTimeMax,Greeting,Eventlist,Gossip,GreetVoice,GoodbyeVoice
4696,2,0,0,0,0,2,0,53509,  ,NPT_Title_001218,NPT_Name_001218,,敏捷之贝勒内斯(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1230,1230,7000,3400,1000,199260,0,0,0,2,2,,0.5,2.1,1.5,2119,3,45,50,0,0,0,,
4697,2,0,0,0,0,2,0,53510,  ,NPT_Title_001219,NPT_Name_001219,,残忍诺伊雅奈(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1230,1230,7000,3400,1000,199260,0,0,0,2,2,,0.5,2.1,1.5,2120,3,45,50,0,0,0,,
4698,2,0,0,0,0,2,0,53011,  ,NPT_Title_001220,NPT_Name_001220,,邪恶凯尔凯德(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1230,1230,7000,3400,1000,199260,0,0,0,2,2,,0.5,2.1,1.5,2121,3,45,50,0,0,0,,
4701,2,0,0,0,0,2,0,7135,  ,NPT_Title_001221,NPT_Name_001221,,黑影贝尔贝鲁斯(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1500,1500,7000,4000,1000,199260,0,0,0,2,2,,0.5,2.1,2,2122,3,45,50,0,0,0,,
4702,2,0,0,8,0,1,0,12092,  ,NPT_Title_001222,NPT_Name_001222,,月影要塞核心,1,10000,50,2071,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,0,0,0,0,1000,0,0,0,0,2,2,,0.5,2.1,1,1327,0,25,30,0,0,0,,
4703,2,0,0,8,0,1,0,12091,  ,NPT_Title_001223,NPT_Name_001223,,月影部队帐篷,1,10000,50,2071,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,0,0,0,0,1000,0,0,0,0,2,2,,0.5,2.1,1,0,3,25,30,0,0,0,,
4711,2,0,0,0,0,1,0,106,  ,NPT_Title_001224,NPT_Name_001224,,黑阳战士,1,10000,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,4200,1000,132840,0,0,0,2,2,,0.5,2.1,1,328,3,25,30,0,0,0,,
4712,2,0,0,0,0,1,0,107,  ,NPT_Title_001225,NPT_Name_001225,,黑阳弓箭手,1,10000,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1400,1400,7000,4200,1000,132840,0,0,0,2,2,,0.5,2.1,1,1329,3,25,30,0,0,0,,
4713,2,0,0,0,0,1,0,108,  ,NPT_Title_001226,NPT_Name_001226,,黑阳魔法师,1,10000,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1400,1400,7000,4200,1000,132840,0,0,0,2,2,,0.5,2.1,1,330,3,25,30,0,0,0,,
4714,2,0,0,0,0,1,0,5004,  ,NPT_Title_001227,NPT_Name_001227,,黑阳灵魂,1,10000,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1250,1250,7000,5000,1000,132840,0,0,0,2,2,,0.5,2.1,1,1331,3,25,30,0,0,0,,
4715,2,0,0,0,0,2,0,50110,  ,NPT_Title_001228,NPT_Name_001228,,黑阳鲁世德(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1200,1200,7000,4200,1000,199260,0,0,0,2,2,,0.5,2.1,1.5,2123,3,45,50,0,0,0,,
4716,2,0,0,0,0,2,0,50105,  ,NPT_Title_001229,NPT_Name_001229,,黑阳海克斯(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1400,1400,7000,4200,1000,199260,0,0,0,2,2,,0.5,2.1,1.5,2124,3,45,50,0,0,0,,
4717,2,0,0,0,0,2,0,50607,  ,NPT_Title_001230,NPT_Name_001230,,黑阳巴勒卡(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1400,1400,7000,4200,1000,199260,0,0,0,2,2,,0.5,2.1,1.5,2125,3,45,50,0,0,0,,
4718,2,0,0,0,0,2,0,1035,  ,NPT_Title_001231,NPT_Name_001231,,欲望露西派伦(精英),1,10001,50,17083,100,0,0,453,458,453,458,810,810,0,0,0,0,54,144,209,209,0,1000,1700,1700,7000,1700,1000,199260,0,0,0,2,2,,0.5,2.1,0.7,2126,3,45,50,0,0,0,,
4719,2,0,0,8,0,1,0,12092,  ,NPT_Title_001232,NPT_Name_001232,,黑阳之核,1,10000,50,2071,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,0,0,0,0,1000,0,0,0,0,2,2,,0.5,2.1,1,1336,0,25,30,0,0,0,,
5001,1,14,0,0,1,1,0,50110, 莱奥哈特堡垒,NPT_Title_001233,NPT_Name_001233,瑞恩哈特伯爵,阿尔弗雷德瑞恩哈特,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1.5,0,0,10,20,10501,10,0,KHC_NPC_Male_Young_AA_14_2.ogg,
5002,1,13,0,0,1,1,0,108, 莱奥哈特堡垒,NPT_Title_001234,NPT_Name_001234,瑞恩哈特伯爵,补给官雷迪克,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,13003,0,10,20,10502,10,0,KHC_NPC_Male_Young_AA_06_2.ogg,
5003,1,14,0,0,1,1,0,100, 莱奥哈特堡垒,NPT_Title_001235,NPT_Name_001235,瑞恩哈特伯爵,参谋长多尼安,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10503,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5004,1,14,0,0,1,1,0,105, 莱奥哈特堡垒,NPT_Title_001236,NPT_Name_001236,光之寺院,大司祭安吉丽娜,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_3.ogg,
5011,1,13,0,0,1,1,0,107, 贝伊德野营地,NPT_Title_001237,NPT_Name_001237,瑞恩哈特伯爵,贝德,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,13002,0,10,20,10504,10,0,KHC_NPC_Male_Young_AA_06_2.ogg,
5012,1,13,0,0,1,1,0,108, 贝伊德野营地,NPT_Title_001238,NPT_Name_001238,瑞恩哈特伯爵,劳伊,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,13003,0,10,20,10506,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5013,1,14,0,0,1,1,0,101, 贝伊德野营地,NPT_Title_001239,NPT_Name_001239,光之寺院,光之司祭士伊拉,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10505,10,0,CHW_NPC_Female_Young_BA_03_1.ogg,
5021,1,14,0,0,1,1,0,101, 纳尔逊野营地,NPT_Title_001240,NPT_Name_001240,光之寺院,光之司祭诺亚,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_AA_03_2.ogg,
5022,1,13,0,0,1,1,0,108, 贝伊德野营地,NPT_Title_001241,NPT_Name_001241,瑞恩哈特伯爵,塞隆,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,13003,0,10,20,10507,10,0,KHC_NPC_Male_Young_AA_03_1.ogg,
5023,1,14,0,0,1,1,0,105, 路易拉野营地,NPT_Title_001242,NPT_Name_001242,光之寺院,大司祭路易拉,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_3.ogg,
5024,1,14,0,0,1,1,0,30002, 路易拉野营地,NPT_Title_001243,NPT_Name_001243,格洛丽亚商团,商人莱皮德,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5031,1,14,0,0,1,1,0,101, 戴伊安关卡,NPT_Title_001244,NPT_Name_001244,光之寺院,光之司祭阿奈斯,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_1.ogg,
5032,1,14,0,0,1,1,0,102, 戴伊安关卡,NPT_Title_001245,NPT_Name_001245,戴伊安守卫军,守门将伯尔尼哈泽尔,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10508,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5033,1,13,0,0,1,1,0,108, 戴伊安关卡,NPT_Title_001246,NPT_Name_001246,戴伊安守卫军,补给官卡迪,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,13003,0,10,20,10509,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5034,1,14,0,0,1,1,0,30002, 戴伊安关卡,NPT_Title_001247,NPT_Name_001247,格洛丽亚商团,商人克罗林,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5041,1,14,0,0,1,1,0,102, 纳斯汀野营地,NPT_Title_001248,NPT_Name_001248,瑞恩哈特伯爵,分队长纳斯汀,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10510,10,0,KHC_NPC_Male_Young_AA_04_1.ogg,
5042,1,14,0,0,1,1,0,101, 纳斯汀野营地,NPT_Title_001249,NPT_Name_001249,光之寺院,光之司祭克鲁艾,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_AA_03_2.ogg,
5043,1,14,0,0,1,1,0,30002, 纳斯汀野营地,NPT_Title_001250,NPT_Name_001250,格洛丽亚商团,商人纳尔逊,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5051,1,14,0,0,1,1,0,50106, 凯尔迪亚墓地前的空地,NPT_Title_001251,NPT_Name_001251,蓝羽毛骑士团,蓝羽毛骑士鲁布雷斯,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10511,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5052,1,14,0,0,1,1,0,104, 凯尔迪亚墓地前的空地,NPT_Title_001252,NPT_Name_001252,光之寺院,光之司祭罗尼埃尔,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_3.ogg,
5053,1,14,0,0,1,1,0,30004, 凯尔迪亚墓地前的空地,NPT_Title_001253,NPT_Name_001253,格洛丽亚商团,商人克鲁特,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5061,1,14,0,0,1,1,0,50606, 贝勒内尔墓地前的空地,NPT_Title_001254,NPT_Name_001254,蓝羽毛骑士团,蓝羽毛骑士阿利亚,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10512,10,0,CHW_NPC_Female_Young_AA_03_2.ogg,
5062,1,14,0,0,1,1,0,101, 贝勒内尔墓地前的空地,NPT_Title_001255,NPT_Name_001255,光之寺院,光之司祭琳达,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_1.ogg,
5063,1,14,0,0,1,1,0,30002, 贝勒内尔墓地前的空地,NPT_Title_001256,NPT_Name_001256,格洛丽亚商团,商人托德,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5071,1,14,0,0,1,1,0,50107, 真实的光明营地,NPT_Title_001257,NPT_Name_001257,蓝羽毛骑士团,蓝羽毛骑士查斯,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10507,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5072,1,14,0,0,1,1,0,104, 真实的光明营地,NPT_Title_001258,NPT_Name_001258,光之寺院,光之司祭克拉拉,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_2.ogg,
5073,1,14,0,0,1,1,0,101, 浓雾弥漫的山谷,NPT_Title_001259,NPT_Name_001259,光之寺院,光之司祭泰丽莎,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_3.ogg,
5074,1,14,0,0,1,1,0,30002, 真实的光明营地,NPT_Title_001260,NPT_Name_001260,格洛丽亚商团,商人查理,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5075,1,14,0,0,1,1,0,101, 浓雾弥漫的山谷,NPT_Title_001261,NPT_Name_001261,光之寺院,光之司祭露丝,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10513,10,0,CHW_NPC_Female_Young_BA_03_1.ogg,
5076,1,14,0,0,1,1,0,104, 亡者之谷,NPT_Title_001262,NPT_Name_001262,光之寺院,光之司祭李安,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10514,10,0,CHW_NPC_Female_Young_BA_03_2.ogg,
5077,1,14,0,0,1,1,0,50106, 亡者之谷,NPT_Title_001263,NPT_Name_001263,蓝羽毛骑士团,蓝羽毛骑士卢卡斯,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10515,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5081,1,14,0,0,1,1,0,101, 克拉德农场,NPT_Title_001264,NPT_Name_001264,光之寺院,光之司祭多米尼加,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_3.ogg,
5082,1,14,0,0,1,1,0,50106, 克拉德农场,NPT_Title_001265,NPT_Name_001265,蓝羽毛骑士团,蓝羽毛骑士劳伊德,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10516,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5083,1,14,0,0,1,1,0,105, 莱纳野营地,NPT_Title_001266,NPT_Name_001266,光之寺院,大司祭莱纳,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_1.ogg,
5084,1,14,0,0,1,1,0,50107, 莱纳野营地,NPT_Title_001267,NPT_Name_001267,蓝羽毛骑士团,蓝羽毛骑士塔尔特,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10517,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5085,1,14,0,0,1,1,0,30002, 莱纳野营地,NPT_Title_001268,NPT_Name_001268,格洛丽亚商团,商人特莱茵,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5091,1,14,0,0,1,1,0,104, 克拉里奥斯村庄 前,NPT_Title_001269,NPT_Name_001269,光之寺院,光之司祭艾莎,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10518,10,0,CHW_NPC_Female_Young_BA_03_2.ogg,
5092,1,14,0,0,1,1,0,50106, 克拉里奥斯村庄 前,NPT_Title_001270,NPT_Name_001270,蓝羽毛骑士团,蓝羽毛骑士路德维希,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10519,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5093,1,14,0,0,1,1,0,104, 克拉里奥斯城前,NPT_Title_001271,NPT_Name_001271,光之寺院,光之司祭雷伊,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_BA_03_3.ogg,
5094,1,14,0,0,1,1,0,50106, 克拉里奥斯城前,NPT_Title_001272,NPT_Name_001272,蓝羽毛骑士团,蓝羽毛骑士亚尔克茵,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10520,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5095,1,14,0,0,1,1,0,30002, 克拉里奥斯城前,NPT_Title_001273,NPT_Name_001273,格洛丽亚商团,商人布雷迪克,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5096,1,14,0,0,1,1,0,50606, 斯蒂尔普瑞,NPT_Title_001274,NPT_Name_001274,蓝羽毛骑士团,蓝羽毛骑士阿利亚,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10521,10,0,CHW_NPC_Female_Young_BA_03_3.ogg,
5097,1,14,0,0,1,1,0,104, 斯蒂尔普瑞,NPT_Title_001275,NPT_Name_001275,光之寺院,光之司祭西亚,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_AA_03_2.ogg,
5101,1,14,0,0,1,1,0,900, 有希望的光明要塞,NPT_Title_001276,NPT_Name_001276,,埃丁莱特布林俄,7,11503,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10522,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5102,1,14,0,0,1,1,0,105, 有希望的光明要塞,NPT_Title_001277,NPT_Name_001277,光之寺院,红衣主教艾丽西亚,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10523,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5103,1,14,0,0,1,1,0,103, 有希望的光明要塞,NPT_Title_001278,NPT_Name_001278,,防御司令官普里矛,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10524,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5104,1,14,0,0,1,1,0,50610, 有希望的光明要塞,NPT_Title_001279,NPT_Name_001279,蓝羽毛骑士团,团长爱丽丝,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1.2,0,0,10,20,10525,10,0,CHW_NPC_Female_Young_AA_03_2.ogg,
5105,1,14,0,0,1,1,0,30002, 有希望的光明要塞,NPT_Title_001280,NPT_Name_001280,格洛丽亚商团,管理者克伦威尔,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10526,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5106,1,14,0,0,1,1,0,50106, 黑月部队 要塞前,NPT_Title_001281,NPT_Name_001281,光之寺院,蓝羽毛骑士维勒斯,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10527,10,0,KHC_NPC_Male_Young_AA_05_2.ogg,
5107,1,14,0,0,1,1,0,104, 黑月部队 要塞前,NPT_Title_001282,NPT_Name_001282,蓝羽毛骑士团,光之司祭坤,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10528,10,0,KHC_NPC_Male_Young_AA_03_2.ogg,
5108,1,14,0,0,1,1,0,30002, 黑月部队 要塞前,NPT_Title_001283,NPT_Name_001283,格洛丽亚商团,商人罗茵茨,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10121,10,0,KHC_NPC_Male_Young_AA_06_2.ogg,
5109,1,14,0,0,1,1,0,105,  ,NPT_Title_001284,NPT_Name_001284,光之寺院,光之司祭艾克尼斯,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10059,10,0,CHW_NPC_Female_Young_AA_03_1.ogg,
5110,1,14,0,0,1,1,0,50106,  ,NPT_Title_001285,NPT_Name_001285,蓝羽毛骑士团,塞利温,7,1,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1200,1200,7000,2250,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,10600,10,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5111,1,1,2,2,1,1,0,30100,  ,NPT_Title_001286,NPT_Name_001286,高级杂货商人,汉密尔顿,1,10102,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1000,1000,5500,5500,1000,0,0,0,170,2,2,,0.5,2.1,1,0,0,10,20,0,10|105,0,KHC_NPC_Male_Young_AA_06_1.ogg,
5112,1,1,0,2,1,1,0,30101,  ,NPT_Title_001287,NPT_Name_001287,高级武器商人,劳尔,1,10100,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1000,1000,5500,5500,1000,0,0,0,125,2,2,,0.5,2.1,1,0,0,10,20,0,10|105,0,KHC_NPC_Male_Young_AA_06_2.ogg,
5113,1,1,1,2,1,1,0,30102,  ,NPT_Title_001288,NPT_Name_001288,高级防御区商人,塞菲纳,1,10101,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1000,1000,5500,5500,1000,0,0,0,145,2,2,,0.5,2.1,1,0,0,10,20,0,10|105,0,KHC_NPC_Male_Young_AA_05_4.ogg,
5114,1,7,0,0,1,1,0,30110,  ,NPT_Title_001289,NPT_Name_001289,铁匠,卡妮,1,10700,50,8282,100,0,0,358,363,358,363,537,537,0,0,0,0,49,120,190,0,0,1000,1600,1600,5500,5500,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,10,20,0,10|119|121|102,0,KHC_NPC_Male_Young_AA_03_2.ogg,
