TID,RewardTID,Comment,BoxColor,RewardItem01,RewardItemStack01,RewardRate01,RewardItem02,RewardItemStack02,RewardRate02,RewardItem03,RewardItemStack03,RewardRate03,RewardItem04,RewardItemStack04,RewardRate04,RewardItem05,RewardItemStack05,RewardRate05,RewardItem06,RewardItemStack06,RewardRate06,RewardItem07,RewardItemStack07,RewardRate07,RewardItem08,RewardItemStack08,RewardRate08,RewardItem09,RewardItemStack09,RewardRate09,RewardItem10,RewardItemStack10,RewardRate10
3313,4023,"奎里奥德矿山 (人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,4023,"奎里奥德矿山 (人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,4023,"奎里奥德矿山 (人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,4023,"奎里奥德矿山 (兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,4023,"奎里奥德矿山 (兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,4023,"奎里奥德矿山 (兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,4023,"奎里奥德矿山 (兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,4023,"奎里奥德矿山 (兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,4023,"奎里奥德矿山 (兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,4030,"火焰祭坛 (人类, 普通)-SSS 奖励",5,81012,1,925,81013,1,4625,81014,1,9250,2080311,1,9288,2080312,1,9326,2080321,1,9476,2080322,1,9626,2080331,1,9814,2080332,1,10000,,,
4011,4030,"火焰祭坛 (人类, 普通)-SS 奖励",5,81012,1,925,81013,1,5550,81014,1,9250,2080311,1,9288,2080312,1,9326,2080321,1,9514,2080322,1,9702,2080331,1,9852,2080332,1,10000,,,
4012,4030,"火焰祭坛 (人类, 普通)-S 奖励",4,81012,1,4625,81013,1,7400,81014,1,9250,2080311,1,9438,2080312,1,9626,2080321,1,9739,2080322,1,9852,2080331,1,9927,2080332,1,10000,,,
4013,4030,"火焰祭坛 (人类, 普通)-A 奖励",3,81012,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
4014,4030,"火焰祭坛 (人类, 普通)-B 奖励",3,81012,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
4015,4030,"火焰祭坛 (人类, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
4040,4030,"火焰祭坛 (兽族, 普通)-SSS 奖励",5,81112,1,925,81113,1,4625,81114,1,9250,2080311,1,9288,2080312,1,9326,2080321,1,9476,2080322,1,9626,2080331,1,9814,2080332,1,10000,,,
4041,4030,"火焰祭坛 (兽族, 普通)-SS 奖励",5,81112,1,925,81113,1,5550,81114,1,9250,2080311,1,9288,2080312,1,9326,2080321,1,9514,2080322,1,9702,2080331,1,9852,2080332,1,10000,,,
4042,4030,"火焰祭坛 (兽族, 普通)-S 奖励",4,81112,1,4625,81113,1,7400,81114,1,9250,2080311,1,9438,2080312,1,9626,2080321,1,9739,2080322,1,9852,2080331,1,9927,2080332,1,10000,,,
4043,4030,"火焰祭坛 (兽族, 普通)-A 奖励",3,81112,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
4044,4030,"火焰祭坛 (兽族, 普通)-B 奖励",3,81112,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
4045,4030,"火焰祭坛 (兽族, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
4110,4031,"火焰祭坛 (人类, 困难)-SSS 奖励",5,81013,1,1850,81014,1,6475,2080321,1,6550,2080322,1,6625,2080331,1,6813,2080332,1,7001,83001,1,9001,115300,1,9501,115301,1,10000,,,
4111,4031,"火焰祭坛 (人类, 困难)-SS 奖励",5,81013,1,4625,81014,1,8325,2080321,1,8513,2080322,1,8701,2080331,1,8851,2080332,1,9001,83001,1,10000,,,,,,,,,
4112,4031,"火焰祭坛 (人类, 困难)-S 奖励",4,81013,1,6475,81014,1,8788,2080321,1,9051,2080322,1,9314,2080331,1,9408,2080332,1,9502,83001,1,10000,,,,,,,,,
4113,4031,"火焰祭坛 (人类, 困难)-A 奖励",3,81012,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10109,30,10000,,,,,,,,,,,,,,,
4114,4031,"火焰祭坛 (人类, 困难)-B 奖励",3,81012,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10109,15,10000,,,,,,,,,,,,,,,
4115,4031,"火焰祭坛 (人类, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
4140,4031,"火焰祭坛 (兽族, 困难)-SSS 奖励",5,81113,1,1850,81114,1,6475,2080321,1,6550,2080322,1,6625,2080331,1,6813,2080332,1,7001,83101,1,9001,115300,1,9501,115301,1,10000,,,
4141,4031,"火焰祭坛 (兽族, 困难)-SS 奖励",5,81113,1,4625,81114,1,8325,2080321,1,8513,2080322,1,8701,2080331,1,8851,2080332,1,9001,83101,1,10000,,,,,,,,,
4142,4031,"火焰祭坛 (兽族, 困难)-S 奖励",4,81113,1,6475,81114,1,8788,2080321,1,9051,2080322,1,9314,2080331,1,9408,2080332,1,9502,83101,1,10000,,,,,,,,,
4143,4031,"火焰祭坛 (兽族, 困难)-A 奖励",3,81112,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10109,30,10000,,,,,,,,,,,,,,,
4144,4031,"火焰祭坛 (兽族, 困难)-B 奖励",3,81112,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10109,15,10000,,,,,,,,,,,,,,,
4145,4031,"火焰祭坛 (兽族, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
4210,4032,"火焰祭坛 (人类,人类, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,4032,"火焰祭坛 (人类,人类, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,4032,"火焰祭坛 (人类,人类, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,4032,"火焰祭坛 (人类,人类, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,4032,"火焰祭坛 (人类,人类, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,4032,"火焰祭坛 (人类,人类, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,4032,"火焰祭坛 (兽族, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,4032,"火焰祭坛 (兽族, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,4032,"火焰祭坛 (兽族, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,4032,"火焰祭坛 (兽族, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,4032,"火焰祭坛 (兽族, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,4032,"火焰祭坛 (兽族, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,4033,"火焰祭坛 (人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,4033,"火焰祭坛 (人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,4033,"火焰祭坛 (人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,4033,"火焰祭坛 (人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,4033,"火焰祭坛 (人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,4033,"火焰祭坛 (人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,4033,"火焰祭坛 (兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4341,4033,"火焰祭坛 (兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4342,4033,"火焰祭坛 (兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,4033,"火焰祭坛 (兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,4033,"火焰祭坛 (兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,4033,"火焰祭坛 (兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,4400,"普利德米尔饲养场 (人类, 普通)-SSS 奖励",5,81000,1,925,81001,1,4625,81002,1,9250,2070011,1,9288,2070012,1,9326,2070021,1,9476,2070022,1,9626,2070031,1,9814,2070032,1,10000,,,
5011,4400,"普利德米尔饲养场 (人类, 普通)-SS 奖励",5,81000,1,925,81001,1,5550,81002,1,9250,2070011,1,9288,2070012,1,9326,2070021,1,9514,2070022,1,9702,2070031,1,9852,2070032,1,10000,,,
5012,4400,"普利德米尔饲养场 (人类, 普通)-S 奖励",4,81000,1,4625,81001,1,7400,81002,1,9250,2070011,1,9438,2070012,1,9626,2070021,1,9739,2070022,1,9852,2070031,1,9927,2070032,1,10000,,,
5013,4400,"普利德米尔饲养场 (人类, 普通)-A 奖励",3,81000,1,2000,10004,20,4400,10104,20,6100,10005,20,8300,10105,20,10000,,,,,,,,,,,,,,,
5014,4400,"普利德米尔饲养场 (人类, 普通)-B 奖励",3,81000,1,500,10004,10,3100,10104,10,5300,10005,10,7800,10105,10,10000,,,,,,,,,,,,,,,
5015,4400,"普利德米尔饲养场 (人类, 普通)-F 奖励",2,10004,1,3000,10104,1,5000,10005,1,8000,10105,1,10000,,,,,,,,,,,,,,,,,,
5040,4400,"普利德米尔饲养场 (兽族, 普通)-SSS 奖励",5,81100,1,925,81101,1,4625,81102,1,9250,2070011,1,9288,2070012,1,9326,2070021,1,9476,2070022,1,9626,2070031,1,9814,2070032,1,10000,,,
5041,4400,"普利德米尔饲养场 (兽族, 普通)-SS 奖励",5,81100,1,925,81101,1,5550,81102,1,9250,2070011,1,9288,2070012,1,9326,2070021,1,9514,2070022,1,9702,2070031,1,9852,2070032,1,10000,,,
5042,4400,"普利德米尔饲养场 (兽族, 普通)-S 奖励",4,81100,1,4625,81101,1,7400,81102,1,9250,2070011,1,9438,2070012,1,9626,2070021,1,9739,2070022,1,9852,2070031,1,9927,2070032,1,10000,,,
5043,4400,"普利德米尔饲养场 (兽族, 普通)-A 奖励",3,81100,1,2000,10004,20,4400,10104,20,6100,10005,20,8300,10105,20,10000,,,,,,,,,,,,,,,
5044,4400,"普利德米尔饲养场 (兽族, 普通)-B 奖励",3,81100,1,500,10004,10,3100,10104,10,5300,10005,10,7800,10105,10,10000,,,,,,,,,,,,,,,
5045,4400,"普利德米尔饲养场 (兽族, 普通)-F 奖励",2,10004,1,3000,10104,1,5000,10005,1,8000,10105,1,10000,,,,,,,,,,,,,,,,,,
5110,4401,"普利德米尔饲养场 (人类, 困难)-SSS 奖励",5,81004,1,1850,81005,1,8325,2070021,1,8400,2070022,1,8475,2070031,1,8738,2070032,1,9001,110000,1,9501,110001,1,10000,,,,,,
5111,4401,"普利德米尔饲养场 (人类, 困难)-SS 奖励",5,81004,1,4625,81005,1,9250,2070021,1,9438,2070022,1,9626,2070031,1,9814,2070032,1,10000,,,,,,,,,,,,
5112,4401,"普利德米尔饲养场 (人类, 困难)-S 奖励",4,81004,1,6475,81005,1,9250,2070021,1,9513,2070022,1,9776,2070031,1,9889,2070032,1,10000,,,,,,,,,,,,
5113,4401,"普利德米尔饲养场 (人类, 困难)-A 奖励",3,81000,1,3000,10004,30,4800,10104,30,6500,10005,30,8300,10105,30,10000,,,,,,,,,,,,,,,
5114,4401,"普利德米尔饲养场 (人类, 困难)-B 奖励",3,81000,1,1000,10004,15,3300,10104,15,5500,10005,15,7800,10105,15,10000,,,,,,,,,,,,,,,
5115,4401,"普利德米尔饲养场 (人类, 困难)-F 奖励",2,10004,1,2500,10104,1,5000,10005,1,7500,10105,1,10000,,,,,,,,,,,,,,,,,,
5140,4401,"普利德米尔饲养场 (兽族, 困难)-SSS 奖励",5,81104,1,1850,81105,1,8325,2070021,1,8400,2070022,1,8475,2070031,1,8738,2070032,1,9001,110000,1,9501,110001,1,10000,,,,,,
5141,4401,"普利德米尔饲养场 (兽族, 困难)-SS 奖励",5,81104,1,4625,81105,1,9250,2070021,1,9438,2070022,1,9626,2070031,1,9814,2070032,1,10000,,,,,,,,,,,,
5142,4401,"普利德米尔饲养场 (兽族, 困难)-S 奖励",4,81104,1,6475,81105,1,9250,2070021,1,9513,2070022,1,9776,2070031,1,9889,2070032,1,10000,,,,,,,,,,,,
5143,4401,"普利德米尔饲养场 (兽族, 困难)-A 奖励",3,81100,1,3000,10004,30,4800,10104,30,6500,10005,30,8300,10105,30,10000,,,,,,,,,,,,,,,
5144,4401,"普利德米尔饲养场 (兽族, 困难)-B 奖励",3,81100,1,1000,10004,15,3300,10104,15,5500,10005,15,7800,10105,15,10000,,,,,,,,,,,,,,,
5145,4401,"普利德米尔饲养场 (兽族, 困难)-F 奖励",2,10004,1,2500,10104,1,5000,10005,1,7500,10105,1,10000,,,,,,,,,,,,,,,,,,
5210,4402,"普利德米尔饲养场 (人类, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,4402,"普利德米尔饲养场 (人类, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,4402,"普利德米尔饲养场 (人类, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,4402,"普利德米尔饲养场 (人类, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,4402,"普利德米尔饲养场 (人类, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,4402,"普利德米尔饲养场 (人类, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,4402,"普利德米尔饲养场 (兽族, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,4402,"普利德米尔饲养场 (兽族, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,4402,"普利德米尔饲养场 (兽族, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5243,4402,"普利德米尔饲养场 (兽族, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5244,4402,"普利德米尔饲养场 (兽族, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,4402,"普利德米尔饲养场 (兽族, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,4403,"普利德米尔饲养场 (人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,4403,"普利德米尔饲养场 (人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,4403,"普利德米尔饲养场 (人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,4403,"普利德米尔饲养场 (人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,4403,"普利德米尔饲养场 (人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,4403,"普利德米尔饲养场 (人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5340,4403,"普利德米尔饲养场 (兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,4403,"普利德米尔饲养场 (兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,4403,"普利德米尔饲养场 (兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,4403,"普利德米尔饲养场 (兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5344,4403,"普利德米尔饲养场 (兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,4403,"普利德米尔饲养场 (兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,4410,"恩蒂温的圣所 (人类, 普通)-SSS 奖励",5,81006,1,925,81007,1,4625,81008,1,9250,2070111,1,9288,2070112,1,9326,2070121,1,9476,2070122,1,9626,2070131,1,9814,2070132,1,10000,,,
6011,4410,"恩蒂温的圣所 (人类, 普通)-SS 奖励",5,81006,1,925,81007,1,5550,81008,1,9250,2070111,1,9326,2070112,1,9514,2070121,1,9702,2070122,1,9702,2070131,1,9852,2070132,1,10000,,,
6012,4410,"恩蒂温的圣所 (人类, 普通)-S 奖励",4,81006,1,4625,81007,1,7400,81008,1,9250,2070111,1,9626,2070112,1,9739,2070121,1,9852,2070122,1,9852,2070131,1,9927,2070132,1,10000,,,
6013,4410,"恩蒂温的圣所 (人类, 普通)-A 奖励",3,81006,1,2000,10008,20,4400,10108,20,6100,10009,20,8300,10109,20,10000,,,,,,,,,,,,,,,
6014,4410,"恩蒂温的圣所 (人类, 普通)-B 奖励",3,81006,1,500,10008,10,3100,10108,10,5300,10009,10,7800,10109,10,10000,,,,,,,,,,,,,,,
6015,4410,"恩蒂温的圣所 (人类, 普通)-F 奖励",2,10008,1,3000,10108,1,5000,10009,1,8000,10109,1,10000,,,,,,,,,,,,,,,,,,
6040,4410,"恩蒂温的圣所 (兽族, 普通)-SSS 奖励",5,81106,1,925,81107,1,4625,81108,1,9250,2070111,1,9288,2070112,1,9326,2070121,1,9476,2070122,1,9626,2070131,1,9814,2070132,1,10000,,,
6041,4410,"恩蒂温的圣所 (兽族, 普通)-SS 奖励",5,81106,1,925,81107,1,5550,81108,1,9288,2070111,1,9326,2070112,1,9514,2070121,1,9702,2070122,1,9702,2070131,1,9852,2070132,1,10000,,,
6042,4410,"恩蒂温的圣所 (兽族, 普通)-S 奖励",4,81106,1,4625,81107,1,7400,81108,1,9438,2070111,1,9626,2070112,1,9739,2070121,1,9852,2070122,1,9852,2070131,1,9927,2070132,1,10000,,,
6043,4410,"恩蒂温的圣所 (兽族, 普通)-A 奖励",3,81106,1,2000,10008,20,4400,10108,20,6100,10009,20,8300,10109,20,10000,,,,,,,,,,,,,,,
6044,4410,"恩蒂温的圣所 (兽族, 普通)-B 奖励",3,81106,1,500,10008,10,3100,10108,10,5300,10009,10,7800,10109,10,10000,,,,,,,,,,,,,,,
6045,4410,"恩蒂温的圣所 (兽族, 普通)-F 奖励",2,10008,1,3000,10108,1,5000,10009,1,8000,10109,1,10000,,,,,,,,,,,,,,,,,,
6110,4411,"恩蒂温的圣所 (人类, 困难)-SSS 奖励",5,81007,1,1850,81008,1,8325,2070121,1,8400,2070122,1,8475,2070131,1,8738,2070132,1,9001,110100,1,9501,110101,1,10000,,,,,,
6111,4411,"恩蒂温的圣所 (人类, 困难)-SS 奖励",5,81007,1,4625,81008,1,9250,2070121,1,9438,2070122,1,9626,2070131,1,9814,2070132,1,10000,,,,,,,,,,,,
6112,4411,"恩蒂温的圣所 (人类, 困难)-S 奖励",4,81007,1,6475,81008,1,9250,2070121,1,9513,2070122,1,9776,2070131,1,9889,2070132,1,10000,,,,,,,,,,,,
6113,4411,"恩蒂温的圣所 (人类, 困难)-A 奖励",3,81006,1,3000,10008,30,4800,10108,30,6500,10009,30,8300,10109,30,10000,,,,,,,,,,,,,,,
6114,4411,"恩蒂温的圣所 (人类, 困难)-B 奖励",3,81006,1,1000,10008,15,3300,10108,15,5500,10009,15,7800,10109,15,10000,,,,,,,,,,,,,,,
6115,4411,"恩蒂温的圣所 (人类, 困难)-F 奖励",2,10008,1,2500,10108,1,5000,10009,1,7500,10109,1,10000,,,,,,,,,,,,,,,,,,
6140,4411,"恩蒂温的圣所 (兽族, 困难)-SSS 奖励",5,81107,1,1850,81108,1,8325,2070121,1,8400,2070122,1,8475,2070131,1,8738,2070132,1,9001,110100,1,9501,110101,1,10000,,,,,,
6141,4411,"恩蒂温的圣所 (兽族, 困难)-SS 奖励",5,81107,1,4625,81108,1,9250,2070121,1,9438,2070122,1,9626,2070131,1,9814,2070132,1,10000,,,,,,,,,,,,
6142,4411,"恩蒂温的圣所 (兽族, 困难)-S 奖励",4,81107,1,6475,81108,1,9250,2070121,1,9513,2070122,1,9776,2070131,1,9889,2070132,1,10000,,,,,,,,,,,,
6143,4411,"恩蒂温的圣所 (兽族, 困难)-A 奖励",3,81106,1,3000,10008,30,4800,10108,30,6500,10009,30,8300,10109,30,10000,,,,,,,,,,,,,,,
6144,4411,"恩蒂温的圣所 (兽族, 困难)-B 奖励",3,81106,1,1000,10008,15,3300,10108,15,5500,10009,15,7800,10109,15,10000,,,,,,,,,,,,,,,
6145,4411,"恩蒂温的圣所 (兽族, 困难)-F 奖励",2,10008,1,2500,10108,1,5000,10009,1,7500,10109,1,10000,,,,,,,,,,,,,,,,,,
6210,4412,"恩蒂温的圣所 (人类, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6211,4412,"恩蒂温的圣所 (人类, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,4412,"恩蒂温的圣所 (人类, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213,4412,"恩蒂温的圣所 (人类, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6214,4412,"恩蒂温的圣所 (人类, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6215,4412,"恩蒂温的圣所 (人类, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6240,4412,"恩蒂温的圣所 (兽族, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6241,4412,"恩蒂温的圣所 (兽族, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6242,4412,"恩蒂温的圣所 (兽族, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6243,4412,"恩蒂温的圣所 (兽族, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,4412,"恩蒂温的圣所 (兽族, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
