TID,Comment,QuestTID,NpcTID,ItemTID,DropRate,DropStack,DropAll
550062,,55122,54592,25782,10000,1,1
550063,,55126,54603,25784,10000,1,1
550064,,55136,54612,25791,10000,1,1
550065,,55129,54602,25786,10000,1,1
550066,,55014,54613,25719,10000,1,1
550067,,55146,54611,25796,10000,1,1
550068,,55154,54654,25801,10000,1,1
550069,,55155,54754,25802,10000,1,1
550070,,55165,54633,25809,10000,1,1
550071,,55168,54632,25811,10000,1,1
550072,,55169,54623,25812,10000,1,1
550073,,55170,54631,25813,10000,1,1
550074,,55177,54642,25872,10000,1,1
550075,,55181,54641,25819,10000,1,1
550076,,55182,54643,25820,10000,1,1
550077,,55185,54652,25823,10000,1,1
550078,,55188,54654,25824,10000,1,1
550079,,55193,54653,25828,10000,1,1
550080,,55203,54692,25830,10000,1,1
550081,,55238,54691,25853,10000,1,1
550082,,55216,54673,25840,10000,1,1
550083,,55221,54672,25844,10000,1,1
550084,,55235,54711,25851,10000,1,1
550085,,55229,54693,25848,10000,1,1
550086,,55241,54722,25855,10000,1,1
550087,,55246,54712,25858,10000,1,1
550088,,55152,54632,25800,10000,1,1
550089,,55173,54641,25815,10000,1,1
600001,,61007,100201,25208,10000,1,1
601001,,61007,100202,25208,10000,1,1
600002,,61013,100404,25211,10000,1,1
600003,,61019,100605,25437,10000,1,1
600004,,61023,100802,25889,10000,1,1
600005,,61032,110002,26009,10000,1,1
600006,,61036,110005,26010,10000,1,1
600007,,61038,110009,26011,10000,1,1
600008,,61044,110012,26012,10000,1,1
600009,,61049,110014,26013,10000,1,1
600010,,61057,100201,25208,10000,1,1
601010,,61057,100202,25208,10000,1,1
600011,,61064,100802,25889,10000,1,1
800001,,80004,55522,25999,10000,1,1
800002,,80007,55544,26001,10000,1,1
800003,,80010,55565,26003,10000,1,1
800004,,80012,55582,26004,10000,1,1
800005,,80016,55616,26006,10000,1,1
800006,,80022,55636,26007,10000,1,1
800007,,80024,55504,25900,10000,1,1
800008,,80027,55503,25902,10000,1,1
800009,,80031,55512,25905,10000,1,1
800010,,80042,55523,25909,10000,1,1
800011,,80049,55532,25914,10000,1,1
800012,,80056,55533,25915,10000,1,1
800013,,80061,55543,25918,10000,1,1
800014,,80065,55545,25921,10000,1,1
800015,,80071,55552,25926,10000,1,1
800016,,80087,55563,25931,10000,1,1
800017,,80098,55574,25937,10000,1,1
800018,,80107,55584,25943,10000,1,1
800019,,80108,55585,25944,10000,1,1
800020,,80124,55612,25952,10000,1,1
800021,,80127,55614,25953,10000,1,1
800022,,80129,55615,25955,10000,1,1
800023,,80134,55622,25958,10000,1,1
800024,,80147,55631,25965,10000,1,1
800025,,80151,55642,25966,10000,1,1
800026,,80155,55643,25969,10000,1,1
800027,,80159,55641,25973,10000,1,1
800028,,80172,55653,25977,10000,1,1
800029,,80174,55654,25979,10000,1,1
800030,,80177,55663,25980,10000,1,1
800031,,80181,55662,25985,10000,1,1
800032,,80189,55674,25990,10000,1,1
800033,,80191,55672,25992,10000,1,1
800034,,80195,55671,25994,10000,1,1
800035,,80201,55676,25997,10000,1,1
930001,,93001,52511,25311,10000,1,1
930002,,93013,52513,25310,10000,1,1
930003,,93026,52534,25319,10000,1,1
930004,,93037,52545,25340,10000,1,1
930005,,93050,52555,25367,10000,1,1
930006,,93062,52562,25373,10000,1,1
930007,,93074,52575,25384,10000,1,1
930008,,93085,52592,25394,10000,1,1
930009,,93098,52602,25400,10000,1,1
930010,,93110,52601,25410,10000,1,1
940001,,94002,53522,25620,10000,1,1
940002,,94013,53603,25653,10000,1,1
940003,,94025,53661,25681,10000,1,1
940004,,94038,53713,25693,10000,1,1
940005,,94050,53743,25710,10000,1,1
950001,,95002,54512,25869,10000,1,1
950002,,95015,54573,25765,10000,1,1
950003,,95025,54613,25795,10000,1,1
950004,,95038,54652,25826,10000,1,1
950005,,95051,54713,25859,10000,1,1
