TID,ProductType,ProductKind,Comment,ItemTID,ProductLevel,RecipeExp,CostGhelld,CompleteItemTID,SourceItem01,Value01,SourceItem02,Value02,SourceItem03,Value03,SourceItem04,Value04,SourceItem05,Value05,SourceItem06,Value06,SourceItem07,Value07,SourceItem08,Value08
5661,2,2,2模式：特别胸护甲,62361,40,10580,25920,2120959,37108,7,43017,2,42210,11,39102,1,,,,,,,,
5662,2,2,模式：低级的胸护甲,62362,45,828,10938,2121151,37109,4,,,,,,,,,,,,,,
5663,2,2,1模式：普通的牧民胸护甲,62363,45,2088,12030,2121152,37109,5,42204,1,,,,,,,,,,,,
5664,2,2,2模式：普通的牧民胸护甲,62364,45,2088,12030,2121153,37109,5,42204,1,,,,,,,,,,,,
5665,2,2,1模式：高级的胸部铠甲,62365,45,3348,16404,2121154,37109,5,42204,1,42210,7,,,,,,,,,,
5666,2,2,2模式：高级的胸护甲,62366,45,3348,16404,2121155,37109,5,42204,1,42210,7,,,,,,,,,,
5667,2,2,1模式：难得的胸护甲,62367,45,7666,21870,2121156,37109,5,43003,2,42210,9,39102,1,,,,,,,,
5668,2,2,2模式：难得的胸护甲,62368,45,7666,21870,2121157,37109,5,43003,2,42210,9,39102,1,,,,,,,,
5669,2,2,3模式：难得的胸护甲,62369,45,13522,32808,2121158,37109,7,43018,2,42210,13,39102,2,,,,,,,,
5670,2,2,1模式：普通的牧民胸护甲,62370,45,13522,32808,2121159,37109,7,43018,2,42210,13,39102,2,,,,,,,,
5671,2,2,2模式：普通的牧民胸护甲,62371,50,920,13500,2121351,37110,4,,,,,,,,,,,,,,
5672,2,2,1模式：普通胸护甲,62372,50,2320,14850,2121352,37110,5,42204,1,,,,,,,,,,,,
5673,2,2,2模式：普通胸护甲,62373,50,2320,14850,2121353,37110,5,42204,1,,,,,,,,,,,,
5674,2,2,1模式：不朽的护腿铠甲,62374,50,3720,20250,2121354,37110,5,42204,1,42210,8,,,,,,,,,,
5675,2,2,2模式：不朽的护腿铠甲,62375,50,3720,20250,2121355,37110,5,42204,1,42210,8,,,,,,,,,,
5676,2,2,1模式：罕见的不朽胸护甲,62376,50,8518,27000,2121356,37110,5,43004,1,42210,11,39102,1,,,,,,,,
5677,2,2,2模式：罕见的不朽胸护甲,62377,50,8518,27000,2121357,37110,5,43004,1,42210,11,39102,1,,,,,,,,
5678,2,2,1模式：特殊不朽的护腿铠甲的护胸,62378,50,16208,40500,2121358,37110,7,43019,2,42210,17,39102,2,,,,,,,,
5679,2,2,2模式：特殊不朽的护腿铠甲的护胸,62379,50,16208,40500,2121359,37110,7,43019,2,42210,17,39102,2,,,,,,,,
5680,2,2,模式：不起眼的不朽的护腿铠甲胸部,62380,55,1012,16338,2121551,37111,4,,,,,,,,,,,,,,
5681,2,2,1模式：普通的胸护甲,62381,55,2772,17970,2121552,37111,5,42212,1,,,,,,,,,,,,
5682,2,2,2模式：普通的胸护甲,62382,55,2772,17970,2121553,37111,5,42212,1,,,,,,,,,,,,
5683,2,2,1模式：高级的胸护甲,62383,55,4172,24504,2121554,37111,5,42212,1,42210,10,,,,,,,,,,
5684,2,2,2模式：高级的胸护甲,62384,55,4172,24504,2121555,37111,5,42212,1,42210,10,,,,,,,,,,
5685,2,2,1模式：罕见的不朽胸护甲,62385,55,10360,32670,2121556,37111,5,43004,2,42210,13,39103,1,,,,,,,,
5686,2,2,2模式：罕见的不朽胸护甲,62386,55,10360,32670,2121557,37111,5,43004,2,42210,13,39103,1,,,,,,,,
5687,2,2,1模式：特殊不朽的护胸,62387,55,19808,49008,2121558,37111,7,43019,4,42210,20,39103,1,,,,,,,,
5688,2,2,2模式：特殊不朽的护胸,62388,55,19808,49008,2121559,37111,7,43019,4,42210,20,39103,1,,,,,,,,
5800,2,2,模式：战胜者破旧的铠甲,62400,1,92,90,2123151,37100,3,,,,,,,,,,,,,,
5801,2,2,1模式：普通战胜者铠甲,62401,1,152,96,2123152,37100,3,42200,1,,,,,,,,,,,,
5802,2,2,2模式：普通战胜者铠甲,62402,1,152,96,2123153,37100,3,42200,1,,,,,,,,,,,,
5803,2,2,1模式：战胜者高级的铠甲,62403,4,212,132,2123154,37100,3,42200,1,42210,1,,,,,,,,,,
5804,2,2,2模式：战胜者高级的铠甲,62404,4,212,132,2123155,37100,3,42200,1,42210,1,,,,,,,,,,
5805,2,2,1模式：罕见的护腿铠甲甲,62405,4,492,174,2123156,37100,3,43000,1,42210,1,39100,1,,,,,,,,
5806,2,2,2模式：罕见的护腿铠甲甲,62406,4,492,174,2123157,37100,3,43000,1,42210,1,39100,1,,,,,,,,
5807,2,2,模式：战胜者寒碜技能,62407,9,184,438,2123251,37102,4,,,,,,,,,,,,,,
5808,2,2,1模式：普通技术战胜者,62408,9,304,486,2123252,37102,4,42200,1,,,,,,,,,,,,
5809,2,2,2模式：普通技术战胜者,62409,9,304,486,2123253,37102,4,42200,1,,,,,,,,,,,,
5810,2,2,1模式：战胜者高级的,62410,9,424,660,2123254,37102,4,42200,1,42210,1,,,,,,,,,,
5811,2,2,2模式：战胜者高级的,62411,9,424,660,2123255,37102,4,42200,1,42210,1,,,,,,,,,,
5812,2,2,1模式：罕见的铠甲,62412,9,1220,876,2123256,37102,4,43000,1,42210,1,39100,2,,,,,,,,
5813,2,2,2模式：罕见的铠甲,62413,9,1220,876,2123257,37102,4,43000,1,42210,1,39100,2,,,,,,,,
5814,2,2,模式：战胜者破旧的铠甲,62414,14,276,1062,2123351,37103,4,,,,,,,,,,,,,,
5815,2,2,1模式：战胜者普通铠甲,62415,14,516,1170,2123352,37103,4,42201,1,,,,,,,,,,,,
5816,2,2,2模式：战胜者普通铠甲,62416,14,516,1170,2123353,37103,4,42201,1,,,,,,,,,,,,
5817,2,2,1模式：战胜者高级的铠甲,62417,14,756,1590,2123354,37103,4,42201,1,42210,1,,,,,,,,,,
5818,2,2,2模式：战胜者高级的铠甲,62418,14,756,1590,2123355,37103,4,42201,1,42210,1,,,,,,,,,,
5819,2,2,1模式：罕见的铠甲铠甲格里夫斯,62419,14,2825,2118,2123356,37103,5,43000,2,42210,1,39101,1,,,,,,,,
5820,2,2,2模式：罕见的铠甲铠甲格里夫斯,62420,14,2825,2118,2123357,37103,5,43000,2,42210,1,39101,1,,,,,,,,
5821,2,2,模式：战胜者破旧的,62421,19,368,1950,2123451,37104,4,,,,,,,,,,,,,,
5822,2,2,1模式：战胜者普通,62422,19,688,2148,2123452,37104,4,42201,1,,,,,,,,,,,,
5823,2,2,2模式：战胜者普通,62423,19,688,2148,2123453,37104,4,42201,1,,,,,,,,,,,,
5824,2,2,1模式：战胜者高级的,62424,19,1008,2928,2123454,37104,4,42201,1,42210,1,,,,,,,,,,
5825,2,2,2模式：战胜者高级的,62425,19,1008,2928,2123455,37104,4,42201,1,42210,1,,,,,,,,,,
5826,2,2,1模式：战胜者一种罕见的,62426,19,2327,3900,2123456,37104,5,43001,1,42210,2,39101,1,,,,,,,,
5827,2,2,2模式：战胜者一种罕见的,62427,19,2327,3900,2123457,37104,5,43001,1,42210,2,39101,1,,,,,,,,
5828,2,2,模式：破旧的战胜者,62428,24,460,3114,2123551,37105,4,,,,,,,,,,,,,,
5829,2,2,1模式：纯战胜者,62429,24,960,3426,2123552,37105,4,42202,1,,,,,,,,,,,,
5830,2,2,2模式：纯战胜者,62430,24,960,3426,2123553,37105,4,42202,1,,,,,,,,,,,,
5831,2,2,1模式：高级的战胜者,62431,24,1460,4668,2123554,37105,5,42202,1,42210,2,,,,,,,,,,
5832,2,2,2模式：高级的战胜者,62432,24,1460,4668,2123555,37105,5,42202,1,42210,2,,,,,,,,,,
5833,2,2,1模式：罕见战胜者,62433,24,6200,6222,2123556,37105,5,43001,2,42210,3,39101,2,,,,,,,,
5834,2,2,2模式：罕见战胜者,62434,24,6200,6222,2123557,37105,5,43001,2,42210,3,39101,2,,,,,,,,
5835,2,2,模式：破旧的铠甲不屈格里夫斯,62435,30,552,4860,2123651,37106,4,,,,,,,,,,,,,,
5836,2,2,1模式：普通铜墙铁壁格里夫斯,62436,30,1152,5346,2123652,37106,5,42202,1,,,,,,,,,,,,
5837,2,2,2模式：普通刚毅盔甲,62437,30,1152,5346,2123653,37106,5,42202,1,,,,,,,,,,,,
5838,2,2,1模式：高级的坚韧的战胜者,62438,30,1752,7290,2123654,37106,5,42202,1,42210,3,,,,,,,,,,
5839,2,2,2模式：高级的坚韧的战胜者,62439,30,1752,7290,2123655,37106,5,42202,1,42210,3,,,,,,,,,,
5840,2,2,1模式：罕见的刚毅盔甲,62440,30,4740,9720,2123656,37106,5,43002,1,42210,4,39101,3,,,,,,,,
5841,2,2,2模式：罕见的刚毅盔甲,62441,30,4740,9720,2123657,37106,5,43002,1,42210,4,39101,3,,,,,,,,
5842,2,2,1模式：特殊的铠甲不屈格里夫斯,62442,30,8274,14580,2123658,37106,7,43015,2,42210,6,39101,4,,,,,,,,
5843,2,2,2模式：特殊的铠甲不屈格里夫斯,62443,30,8274,14580,2123659,37106,7,43015,2,42210,6,39101,4,,,,,,,,
5844,2,2,模式：格里夫斯耐性的破旧的铠甲,62444,35,644,6618,2123751,37107,4,,,,,,,,,,,,,,
5845,2,2,1模式：战胜者普通耐性的,62445,35,1484,7278,2123752,37107,5,42203,1,,,,,,,,,,,,
5846,2,2,2模式：战胜者普通耐性的,62446,35,1484,7278,2123753,37107,5,42203,1,,,,,,,,,,,,
5847,2,2,1模式：战胜者高级的耐性的,62447,35,2324,9924,2123754,37107,5,42203,1,42210,4,,,,,,,,,,
5848,2,2,2模式：战胜者高级的耐性的,62448,35,2324,9924,2123755,37107,5,42203,1,42210,4,,,,,,,,,,
5849,2,2,1模式：战胜者罕见的耐性的,62449,35,5333,13230,2123756,37107,5,43002,2,42210,5,39102,1,,,,,,,,
5850,2,2,2模式：战胜者罕见的耐性的,62450,35,5333,13230,2123757,37107,5,43002,2,42210,5,39102,1,,,,,,,,
5851,2,2,1模式：特殊耐性的战胜者,62451,35,9257,19848,2123758,37107,7,43016,2,42210,8,39102,1,,,,,,,,
5852,2,2,2模式：特殊耐性的战胜者,62452,35,9257,19848,2123759,37107,7,43016,2,42210,8,39102,1,,,,,,,,
5853,2,2,模式：破旧的装甲防护格里夫斯,62453,40,736,8640,2123951,37108,4,,,,,,,,,,,,,,
5854,2,2,1模式：传统的装甲防护腿甲,62454,40,1696,9504,2123952,37108,5,42203,1,,,,,,,,,,,,
5855,2,2,2模式：传统的装甲防护腿甲,62455,40,1696,9504,2123953,37108,5,42203,1,,,,,,,,,,,,
5856,2,2,1模式：战胜者高级的保护,62456,40,2656,12960,2123954,37108,5,42203,1,42210,5,,,,,,,,,,
5857,2,2,2模式：战胜者高级的保护,62457,40,2656,12960,2123955,37108,5,42203,1,42210,5,,,,,,,,,,
5858,2,2,1模式：罕见的装甲防护格里夫斯,62458,40,6094,17280,2123956,37108,5,43003,1,42210,7,39102,1,,,,,,,,
5859,2,2,2模式：罕见的装甲防护格里夫斯,62459,40,6094,17280,2123957,37108,5,43003,1,42210,7,39102,1,,,,,,,,
5860,2,2,1模式：格里夫斯特殊的装甲防护之一,62460,40,10580,25920,2123958,37108,7,43017,2,42210,11,39102,1,,,,,,,,
5861,2,2,2模式：特别保护战胜者,62461,40,10580,25920,2123959,37108,7,43017,2,42210,11,39102,1,,,,,,,,
5862,2,2,模式：战胜者寒酸守护,62462,45,828,10938,2124151,37109,4,,,,,,,,,,,,,,
5863,2,2,1模式：战胜者普通的牧民,62463,45,2088,12030,2124152,37109,5,42204,1,,,,,,,,,,,,
5864,2,2,2模式：战胜者普通的牧民,62464,45,2088,12030,2124153,37109,5,42204,1,,,,,,,,,,,,
5865,2,2,1模式：高级的战胜者,62465,45,3348,16404,2124154,37109,5,42204,1,42210,7,,,,,,,,,,
5866,2,2,2模式：高级的战胜者,62466,45,3348,16404,2124155,37109,5,42204,1,42210,7,,,,,,,,,,
5867,2,2,1模式：罕见的铠甲和腿甲,62467,45,7666,21870,2124156,37109,5,43003,2,42210,9,39102,1,,,,,,,,
5868,2,2,2模式：罕见的铠甲和腿甲,62468,45,7666,21870,2124157,37109,5,43003,2,42210,9,39102,1,,,,,,,,
5869,2,2,1模式：特殊的纪念战胜者,62469,45,13522,32808,2124158,37109,7,43018,2,42210,13,39102,2,,,,,,,,
5870,2,2,2模式：特殊的纪念战胜者,62470,45,13522,32808,2124159,37109,7,43018,2,42210,13,39102,2,,,,,,,,
5871,2,2,模式：战胜者寒碜不朽,62471,50,920,13500,2124351,37110,4,,,,,,,,,,,,,,
5872,2,2,1模式：普通的不朽装甲,62472,50,2320,14850,2124352,37110,5,42204,1,,,,,,,,,,,,
5873,2,2,2模式：普通的不朽装甲,62473,50,2320,14850,2124353,37110,5,42204,1,,,,,,,,,,,,
5874,2,2,1模式：战胜者高级的不朽,62474,50,3720,20250,2124354,37110,5,42204,1,42210,8,,,,,,,,,,
5875,2,2,2模式：战胜者高级的不朽,62475,50,3720,20250,2124355,37110,5,42204,1,42210,8,,,,,,,,,,
5876,2,2,1模式：罕见的不朽的护腿铠甲,62476,50,8518,27000,2124356,37110,5,43004,1,42210,11,39102,1,,,,,,,,
5877,2,2,2模式：罕见的不朽护腿铠甲,62477,50,8518,27000,2124357,37110,5,43004,1,42210,11,39102,1,,,,,,,,
5878,2,2,1模式：特殊不朽的铠甲,62478,50,16208,40500,2124358,37110,7,43019,2,42210,17,39102,2,,,,,,,,
5879,2,2,2模式：特殊不朽的铠甲,62479,50,16208,40500,2124359,37110,7,43019,2,42210,17,39102,2,,,,,,,,
5880,2,2,模式：战胜者寒碜不朽,62480,55,1012,16338,2124551,37111,4,,,,,,,,,,,,,,
5881,2,2,1模式：普通的不朽装甲,62481,55,2772,17970,2124552,37111,5,42212,1,,,,,,,,,,,,
5882,2,2,2模式：普通的不朽装甲,62482,55,2772,17970,2124553,37111,5,42212,1,,,,,,,,,,,,
5883,2,2,1模式：战胜者高级的不朽,62483,55,4172,24504,2124554,37111,5,42212,1,42210,10,,,,,,,,,,
5884,2,2,2模式：战胜者高级的不朽,62484,55,4172,24504,2124555,37111,5,42212,1,42210,10,,,,,,,,,,
5885,2,2,1模式：罕见的不朽的护腿铠甲,62485,55,10360,32670,2124556,37111,5,43004,2,42210,13,39103,1,,,,,,,,
5886,2,2,2模式：罕见的不朽护腿铠甲,62486,55,10360,32670,2124557,37111,5,43004,2,42210,13,39103,1,,,,,,,,
5887,2,2,1模式：特殊不朽的铠甲,62487,55,19808,49008,2124558,37111,7,43019,4,42210,20,39103,1,,,,,,,,
5888,2,2,2模式：特殊不朽的铠甲,62488,55,19808,49008,2124559,37111,7,43019,4,42210,20,39103,1,,,,,,,,
6000,2,2,模式：破旧的,62500,1,92,90,2126151,37100,3,,,,,,,,,,,,,,
6001,2,2,1模式：普通,62501,1,152,96,2126152,37100,3,42200,1,,,,,,,,,,,,
6002,2,2,2模式：普通,62502,1,152,96,2126153,37100,3,42200,1,,,,,,,,,,,,
6003,2,2,1模式：奢华的,62503,4,212,132,2126154,37100,3,42200,1,42210,1,,,,,,,,,,
6004,2,2,2模式：奢华的,62504,4,212,132,2126155,37100,3,42200,1,42210,1,,,,,,,,,,
6005,2,2,1模式：一个难得的实践者,62505,4,492,174,2126156,37100,3,43000,1,42210,1,39100,1,,,,,,,,
6006,2,2,2模式：一个难得的实践者,62506,4,492,174,2126157,37100,3,43000,1,42210,1,39100,1,,,,,,,,
6007,2,2,模式：寒碜技能,62507,9,184,438,2126251,37102,4,,,,,,,,,,,,,,
6008,2,2,1模式：普通技术,62508,9,304,486,2126252,37102,4,42200,1,,,,,,,,,,,,
6009,2,2,2模式：普通技术,62509,9,304,486,2126253,37102,4,42200,1,,,,,,,,,,,,
6010,2,2,1模式：的高级的,62510,9,424,660,2126254,37102,4,42200,1,42210,1,,,,,,,,,,
6011,2,2,2模式：的高级的,62511,9,424,660,2126255,37102,4,42200,1,42210,1,,,,,,,,,,
6012,2,2,1模式：一个难得的高手,62512,9,1220,876,2126256,37102,4,43000,1,42210,1,39100,2,,,,,,,,
6013,2,2,2模式：一个难得的高手,62513,9,1220,876,2126257,37102,4,43000,1,42210,1,39100,2,,,,,,,,
6014,2,2,模式：破旧铠甲,62514,14,276,1062,2126351,37103,4,,,,,,,,,,,,,,
6015,2,2,1模式：普通铠甲,62515,14,516,1170,2126352,37103,4,42201,1,,,,,,,,,,,,
6016,2,2,2模式：普通铠甲,62516,14,516,1170,2126353,37103,4,42201,1,,,,,,,,,,,,
6017,2,2,1模式：的高级的铠甲,62517,14,756,1590,2126354,37103,4,42201,1,42210,1,,,,,,,,,,
6018,2,2,2模式：的高级的铠甲,62518,14,756,1590,2126355,37103,4,42201,1,42210,1,,,,,,,,,,
6019,2,2,1模式：一种罕见的铠甲,62519,14,2825,2118,2126356,37103,5,43000,2,42210,1,39101,1,,,,,,,,
6020,2,2,2模式：一种罕见的铠甲,62520,14,2825,2118,2126357,37103,5,43000,2,42210,1,39101,1,,,,,,,,
6021,2,2,模式：破旧的,62521,19,368,1950,2126451,37104,4,,,,,,,,,,,,,,
6022,2,2,1模式：普通的,62522,19,688,2148,2126452,37104,4,42201,1,,,,,,,,,,,,
6023,2,2,2模式：普通的,62523,19,688,2148,2126453,37104,4,42201,1,,,,,,,,,,,,
6024,2,2,1模式：奢华的,62524,19,1008,2928,2126454,37104,4,42201,1,42210,1,,,,,,,,,,
6025,2,2,2模式：奢华的,62525,19,1008,2928,2126455,37104,4,42201,1,42210,1,,,,,,,,,,
6026,2,2,1模式：一种罕见的,62526,19,2327,3900,2126456,37104,5,43001,1,42210,2,39101,1,,,,,,,,
6027,2,2,2模式：一种罕见的,62527,19,2327,3900,2126457,37104,5,43001,1,42210,2,39101,1,,,,,,,,
6028,2,2,模式：破旧的,62528,24,460,3114,2126551,37105,4,,,,,,,,,,,,,,
6029,2,2,1模式：普通的,62529,24,960,3426,2126552,37105,4,42202,1,,,,,,,,,,,,
6030,2,2,2模式：普通的,62530,24,960,3426,2126553,37105,4,42202,1,,,,,,,,,,,,
6031,2,2,1模式：奢华的,62531,24,1460,4668,2126554,37105,5,42202,1,42210,2,,,,,,,,,,
6032,2,2,2模式：奢华的,62532,24,1460,4668,2126555,37105,5,42202,1,42210,2,,,,,,,,,,
6033,2,2,1模式：罕见的,62533,24,6200,6222,2126556,37105,5,43001,2,42210,3,39101,2,,,,,,,,
6034,2,2,2模式：罕见的,62534,24,6200,6222,2126557,37105,5,43001,2,42210,3,39101,2,,,,,,,,
6035,2,2,模式：重型装甲坚韧的寒酸,62535,30,552,4860,2126651,37106,4,,,,,,,,,,,,,,
6036,2,2,1模式：一般的刚毅,62536,30,1152,5346,2126652,37106,5,42202,1,,,,,,,,,,,,
6037,2,2,2模式：一般的刚毅,62537,30,1152,5346,2126653,37106,5,42202,1,,,,,,,,,,,,
6038,2,2,1模式：坚韧的高级的,62538,30,1752,7290,2126654,37106,5,42202,1,42210,3,,,,,,,,,,
6039,2,2,2模式：坚韧的高级的,62539,30,1752,7290,2126655,37106,5,42202,1,42210,3,,,,,,,,,,
6040,2,2,1模式：,62540,30,4740,9720,2126656,37106,5,43002,1,42210,4,39101,3,,,,,,,,
6041,2,2,2模式：,62541,30,4740,9720,2126657,37106,5,43002,1,42210,4,39101,3,,,,,,,,
6042,2,2,1模式：非凡的毅力,62542,30,8274,14580,2126658,37106,7,43015,2,42210,6,39101,4,,,,,,,,
6043,2,2,2模式：非凡的毅力,62543,30,8274,14580,2126659,37106,7,43015,2,42210,6,39101,4,,,,,,,,
6044,2,2,模式：谦虚耐性的,62544,35,644,6618,2126751,37107,4,,,,,,,,,,,,,,
6045,2,2,1模式：普通的耐性的,62545,35,1484,7278,2126752,37107,5,42203,1,,,,,,,,,,,,
6046,2,2,2模式：普通的耐性的,62546,35,1484,7278,2126753,37107,5,42203,1,,,,,,,,,,,,
6047,2,2,1模式：的高级的耐性的,62547,35,2324,9924,2126754,37107,5,42203,1,42210,4,,,,,,,,,,
6048,2,2,2模式：的高级的耐性的,62548,35,2324,9924,2126755,37107,5,42203,1,42210,4,,,,,,,,,,
6049,2,2,1模式：一种罕见的耐性的,62549,35,5333,13230,2126756,37107,5,43002,2,42210,5,39102,1,,,,,,,,
6050,2,2,2模式：一种罕见的耐性的,62550,35,5333,13230,2126757,37107,5,43002,2,42210,5,39102,1,,,,,,,,
6051,2,2,1模式：特殊耐性的,62551,35,9257,19848,2126758,37107,7,43016,2,42210,8,39102,1,,,,,,,,
6052,2,2,2模式：特殊耐性的,62552,35,9257,19848,2126759,37107,7,43016,2,42210,8,39102,1,,,,,,,,
6053,2,2,模式：破旧的保护,62553,40,736,8640,2126951,37108,4,,,,,,,,,,,,,,
6054,2,2,1模式：普通保护,62554,40,1696,9504,2126952,37108,5,42203,1,,,,,,,,,,,,
6055,2,2,2模式：普通保护,62555,40,1696,9504,2126953,37108,5,42203,1,,,,,,,,,,,,
6056,2,2,1模式：高级的保护,62556,40,2656,12960,2126954,37108,5,42203,1,42210,5,,,,,,,,,,
6057,2,2,2模式：高级的保护,62557,40,2656,12960,2126955,37108,5,42203,1,42210,5,,,,,,,,,,
6058,2,2,1模式：珍稀,62558,40,6094,17280,2126956,37108,5,43003,1,42210,7,39102,1,,,,,,,,
6059,2,2,2模式：珍稀,62559,40,6094,17280,2126957,37108,5,43003,1,42210,7,39102,1,,,,,,,,
6060,2,2,1模式：特殊保护的,62560,40,10580,25920,2126958,37108,7,43017,2,42210,11,39102,1,,,,,,,,
6061,2,2,2模式：特殊保护的,62561,40,10580,25920,2126959,37108,7,43017,2,42210,11,39102,1,,,,,,,,
6062,2,2,模式：破旧的保管,62562,45,828,10938,2127151,37109,4,,,,,,,,,,,,,,
6063,2,2,1模式：普通的牧民,62563,45,2088,12030,2127152,37109,5,42204,1,,,,,,,,,,,,
6064,2,2,2模式：普通的牧民,62564,45,2088,12030,2127153,37109,5,42204,1,,,,,,,,,,,,
6065,2,2,1模式：高级的守护的,62565,45,3348,16404,2127154,37109,5,42204,1,42210,7,,,,,,,,,,
6066,2,2,2模式：高级的饲养的,62566,45,3348,16404,2127155,37109,5,42204,1,42210,7,,,,,,,,,,
6067,2,2,1模式：一种罕见的纪念,62567,45,7666,21870,2127156,37109,5,43003,2,42210,9,39102,1,,,,,,,,
6068,2,2,2模式：一种罕见的纪念,62568,45,7666,21870,2127157,37109,5,43003,2,42210,9,39102,1,,,,,,,,
6069,2,2,1模式：特殊纪念,62569,45,13522,32808,2127158,37109,7,43018,2,42210,13,39102,2,,,,,,,,
6070,2,2,2模式：特殊纪念,62570,45,13522,32808,2127159,37109,7,43018,2,42210,13,39102,2,,,,,,,,
6071,2,2,模式：破旧的不朽,62571,50,920,13500,2127351,37110,4,,,,,,,,,,,,,,
6072,2,2,1模式：普通,62572,50,2320,14850,2127352,37110,5,42204,1,,,,,,,,,,,,
6073,2,2,2模式：普通,62573,50,2320,14850,2127353,37110,5,42204,1,,,,,,,,,,,,
6074,2,2,1模式：的高级的不朽,62574,50,3720,20250,2127354,37110,5,42204,1,42210,8,,,,,,,,,,
6075,2,2,2模式：的高级的不朽,62575,50,3720,20250,2127355,37110,5,42204,1,42210,8,,,,,,,,,,
6076,2,2,1模式：一种罕见的不朽,62576,50,8518,27000,2127356,37110,5,43004,1,42210,11,39102,1,,,,,,,,
6077,2,2,2模式：一种罕见的不朽,62577,50,8518,27000,2127357,37110,5,43004,1,42210,11,39102,1,,,,,,,,
6078,2,2,1模式：特殊不朽,62578,50,16208,40500,2127358,37110,7,43019,2,42210,17,39102,2,,,,,,,,
6079,2,2,2模式：特殊不朽,62579,50,16208,40500,2127359,37110,7,43019,2,42210,17,39102,2,,,,,,,,
6080,2,2,模式：破旧的不朽,62580,55,1012,16338,2127551,37111,4,,,,,,,,,,,,,,
6081,2,2,1模式：普通,62581,55,2772,17970,2127552,37111,5,42212,1,,,,,,,,,,,,
6082,2,2,2模式：普通,62582,55,2772,17970,2127553,37111,5,42212,1,,,,,,,,,,,,
6083,2,2,1模式：的高级的不朽,62583,55,4172,24504,2127554,37111,5,42212,1,42210,10,,,,,,,,,,
6084,2,2,2模式：的高级的不朽,62584,55,4172,24504,2127555,37111,5,42212,1,42210,10,,,,,,,,,,
6085,2,2,1模式：一种罕见的不朽,62585,55,10360,32670,2127556,37111,5,43004,2,42210,13,39103,1,,,,,,,,
6086,2,2,2模式：一种罕见的不朽,62586,55,10360,32670,2127557,37111,5,43004,2,42210,13,39103,1,,,,,,,,
6087,2,2,1模式：特殊不朽,62587,55,19808,49008,2127558,37111,7,43019,4,42210,20,39103,1,,,,,,,,
6088,2,2,2模式：特殊不朽,62588,55,19808,49008,2127559,37111,7,43019,4,42210,20,39103,1,,,,,,,,
6200,2,3,模式：不起眼的护腿铠甲手套,62600,1,92,108,2130151,37101,3,,,,,,,,,,,,,,
6201,2,3,1模式：护腿铠甲普通手套,62601,1,152,120,2130152,37101,3,42200,1,,,,,,,,,,,,
6202,2,3,2模式：护腿铠甲普通手套,62602,1,152,120,2130153,37101,3,42200,1,,,,,,,,,,,,
6203,2,3,1模式：高级的护腿铠甲手套,62603,6,212,162,2130154,37101,4,42200,1,42210,1,,,,,,,,,,
6204,2,3,2模式：高级的护腿铠甲手套,62604,6,212,162,2130155,37101,4,42200,1,42210,1,,,,,,,,,,
6205,2,3,1模式：护腿铠甲罕见的手套,62605,6,492,216,2130156,37101,4,43000,1,42210,1,39100,1,,,,,,,,
6206,2,3,2模式：护腿铠甲手套难得的实践者,62606,6,492,216,2130157,37101,4,43000,1,42210,1,39100,1,,,,,,,,
6207,2,3,模式：的护腿铠甲手套,62607,11,184,366,2130251,37102,3,,,,,,,,,,,,,,
6208,2,3,1模式：普通技能的护腿铠甲手套,62608,11,304,402,2130252,37102,3,42200,1,,,,,,,,,,,,
6209,2,3,2模式：普通技能的护腿铠甲手套,62609,11,304,402,2130253,37102,3,42200,1,,,,,,,,,,,,
6210,2,3,1模式：高级的的护腿铠甲手套,62610,11,424,546,2130254,37102,3,42200,1,42210,1,,,,,,,,,,
6211,2,3,2模式：高级的的护腿铠甲手套,62611,11,424,546,2130255,37102,3,42200,1,42210,1,,,,,,,,,,
6212,2,3,1模式：稀有技能的护腿铠甲手套,62612,11,1220,726,2130256,37102,4,43000,1,42210,1,39100,2,,,,,,,,
6213,2,3,2模式：稀有技能的护腿铠甲手套,62613,11,1220,726,2130257,37102,4,43000,1,42210,1,39100,2,,,,,,,,
6214,2,3,模式：一个不起眼的护腿铠甲铠甲手套,62614,16,276,768,2130351,37103,3,,,,,,,,,,,,,,
6215,2,3,1模式：普通的护腿铠甲铠甲手套,62615,16,516,846,2130352,37103,3,42201,1,,,,,,,,,,,,
6216,2,3,2模式：普通的护腿铠甲铠甲手套,62616,16,516,846,2130353,37103,3,42201,1,,,,,,,,,,,,
6217,2,3,1模式：护腿铠甲的高级的铠甲手套,62617,16,756,1152,2130354,37103,3,42201,1,42210,1,,,,,,,,,,
6218,2,3,2模式：护腿铠甲的高级的铠甲手套,62618,16,756,1152,2130355,37103,3,42201,1,42210,1,,,,,,,,,,
6219,2,3,1模式：护腿铠甲罕见铠甲手套,62619,16,2825,1536,2130356,37103,3,43000,2,42210,1,39101,1,,,,,,,,
6220,2,3,2模式：护腿铠甲罕见铠甲手套,62620,16,2825,1536,2130357,37103,3,43000,2,42210,1,39101,1,,,,,,,,
6221,2,3,模式：一个不起眼的护腿铠甲的手套,62621,21,368,1326,2130451,37104,3,,,,,,,,,,,,,,
6222,2,3,1模式：普通护腿铠甲的手套,62622,21,688,1458,2130452,37104,3,42201,1,,,,,,,,,,,,
6223,2,3,2模式：普通护腿铠甲的手套,62623,21,688,1458,2130453,37104,3,42201,1,,,,,,,,,,,,
