TID,Type,String
1460,3,泡沫經濟
1461,3,轡
1462,3,噴你
1463,3,皮條客
1464,3,羆
1465,3,諞
1466,3,潑婦 
1467,3,齊墨
1468,3,齊諾
1469,3,騎你
1470,3,磧
1471,3,僉
1472,3,鈐
1473,3,錢達
1474,3,錢國梁
1475,3,錢其琛
1476,3,膁
1477,3,槧
1478,3,錆
1479,3,繰
1480,3,喬石
1481,3,喬伊
1482,3,橋侵襲兵
1483,3,譙
1484,3,鞽
1485,3,篋
1486,3,親美
1487,3,親民黨
1488,3,親日
1489,3,欽本立
1490,3,禽獸
1491,3,唚
1492,3,輕舟快訊
1493,3,情婦
1494,3,情獸
1495,3,檾
1496,3,慶紅
1497,3,丘垂貞
1498,3,詘
1499,3,去你媽的
1500,3,闃
1501,3,全國兩會
1502,3,全國人大
1503,3,犬
1504,3,綣
1505,3,瘸腿幫
1506,3,愨
1507,3,讓你操
1508,3,熱比婭
1509,3,熱站政論網
1510,3,人民報
1511,3,人民大會堂
1512,3,人民內情真相
1513,3,人民真實
1514,3,人民之聲論壇
1515,3,人權
1516,3,日本帝國
1517,3,日軍
1518,3,日內瓦金融
1519,3,日你媽
1520,3,日你爺爺
1521,3,日朱駿
1522,3,顬
1523,3,乳頭
1524,3,乳暈
1525,3,瑞士金融大學
1526,3,薩達姆
1527,3,三K黨
1528,3,三個代表
1529,3,三級片
1530,3,三去車侖工力
1531,3,㈢
1532,3,毿
1533,3,糝
1534,3,騷B
1535,3,騷棒
1536,3,騷包
1537,3,騷逼
1538,3,騷棍
1539,3,騷貨
1540,3,騷鶏
1541,3,騷卵 
1542,3,殺你全家
1543,3,殺你一家
1544,3,殺人犯
1545,3,傻鳥
1546,3,煞筆
1547,3,山口組
1548,3,善惡有報
1549,3,上訪
1550,3,上海幫
1551,3,上海孤兒院
1552,3,厙
1553,3,社會主義
1554,3,射了還說要
1555,3,灄
1556,3,詵
1557,3,神經病
1558,3,諗
1559,3,生孩子沒屁眼
1560,3,生命分流的圖騰
1561,3,澠
1562,3,聖射手
1563,3,聖戰
1564,3,盛華仁
1565,3,濕了還說不要
1566,3,濕了還說要
1567,3,釃
1568,3,鯴
1569,3,㈩
1570,3,石化圖騰
1571,3,石拳戰鬥兵
1572,3,時代論壇
1573,3,時事論壇
1574,3,鰣
1575,3,史萊姆
1576,3,史萊姆王
1577,3,士兵管理員瓦爾臣
1578,3,世界經濟導報
1579,3,事實獨立
1580,3,侍從貝赫爾特
1581,3,侍從倫斯韋
1582,3,貰
1583,3,攄
1584,3,數據中國
1585,3,雙十節
1586,3,氵去車侖工力
1587,3,氵去車侖工力?
1588,3,稅力
1589,3,司馬晋
1590,3,司馬璐
1591,3,司徒華
1592,3,私?服
1593,3,私處
1594,3,思科羅
1595,3,斯諾
1596,3,斯皮爾德
1597,3,四川獨
1598,3,四川獨立
1599,3,四人幫
1600,3,㈣
1601,3,宋書元
1602,3,藪
1603,3,蘇菲爾
1604,3,蘇拉
1605,3,蘇南成
1606,3,蘇紹智
1607,3,蘇特勒守護兵
1608,3,蘇特勤
1609,3,蘇特勤護衛兵
1610,3,蘇特勤魔法師
1611,3,蘇曉康
1612,3,蘇盈貴
1613,3,蘇貞昌
1614,3,誶
1615,3,碎片製造商人馬克
1616,3,碎片製造商人蘇克
1617,3,孫大千
1618,3,孫中山
1619,3,他媽
1620,3,他媽的
1621,3,他嗎的
1622,3,他母親
1623,3,塔內
1624,3,塔烏
1625,3,鰨
1626,3,闥
1627,3,臺盟
1628,3,臺灣帝國
1629,3,臺灣獨立
1630,3,臺灣獨
1631,3,臺灣共産黨
1632,3,臺灣狗
1633,3,臺灣建國運動組織
1634,3,臺灣民國
1635,3,臺灣青年獨立聯盟
1636,3,臺灣政論區
1637,3,臺灣自由聯盟
1638,3,鮐
1639,3,太監
1640,3,泰奴橋警衛兵
1641,3,泰奴橋掠奪者
1642,3,湯光中
1643,3,唐柏橋
1644,3,鞀
1645,3,謄
1646,3,天安門
1647,3,天安門錄影帶
1648,3,天安門事件
1649,3,天安門屠殺
1650,3,天安門一代
1651,3,天閹
1652,3,田紀雲
1653,3,齠
1654,3,鰷
1655,3,銚
1656,3,庭院警衛兵
1657,3,統獨
1658,3,統獨論壇
1659,3,統戰
1660,3,頭領奧馬
1661,3,頭領墳墓管理員
1662,3,圖書管理員卡特
1663,3,屠殺
1664,3,團長戈登
1665,3,團員馬爾汀
1666,3,摶
1667,3,鼉
1668,3,籜
1669,3,膃
1670,3,外交論壇
1671,3,外交與方略
1672,3,晚年周恩來
1673,3,綰
1674,3,萬里
1675,3,萬潤南
1676,3,萬維讀者論壇
1677,3,萬曉東
1678,3,王寶森
1679,3,王超華
1680,3,王輔臣
1681,3,王剛
1682,3,王涵萬
1683,3,王滬寧
1684,3,王軍濤
1685,3,王樂泉
1686,3,王潤生
1687,3,王世堅
1688,3,王世勛
1689,3,王秀麗
1690,3,王兆國
1691,3,網禪
1692,3,網特
1693,3,猥褻
1694,3,鮪
1695,3,溫B
1696,3,溫逼
1697,3,溫比
1698,3,溫家寶
1699,3,溫元凱
1700,3,閿
1701,3,無界瀏覽器
1702,3,吳百益
1703,3,吳敦義
1704,3,吳方城
1705,3,吳弘達
1706,3,吳宏達
1707,3,吳仁華
1708,3,吳淑珍
1709,3,吳學燦
1710,3,吳學璨
1711,3,吳育升
1712,3,吳志芳
1713,3,西藏獨
1714,3,吸收的圖騰
1715,3,吸血獸
1716,3,覡
1717,3,洗腦
1718,3,系統
1719,3,系統公告
1720,3,餼
1721,3,郤
1722,3,下賤
1723,3,下體
1724,3,薟
1725,3,躚
1726,3,鮮族
1727,3,獫
1728,3,蜆
1729,3,峴
1730,3,現金
1731,3,現金交易
1732,3,獻祭的圖騰
1733,3,鯗
1734,3,項懷誠
1735,3,項小吉
1736,3,嘵
1737,3,小B樣
1738,3,小比樣
1739,3,小參考
1740,3,小鶏鶏
1741,3,小靈通
1742,3,小泉純一郎
1743,3,謝長廷
1744,3,謝深山
1745,3,謝選駿
1746,3,謝中之
1747,3,辛灝年
1748,3,新觀察論壇
1749,3,新華舉報
1750,3,新華內情
1751,3,新華通論壇
1752,3,新疆獨
1753,3,新生網
1754,3,新手訓練營
1755,3,新聞出版總署
1756,3,新聞封鎖
1757,3,新義安
1758,3,新語絲
1759,3,信用危機
1760,3,邢錚
1761,3,性愛
1762,3,性無能
1763,3,修煉
1764,3,頊
1765,3,虛弱圖騰
1766,3,虛無的飽食者
1767,3,徐國舅
1768,3,許財利
1769,3,許家屯
1770,3,許信良
1771,3,諼
1772,3,薛偉
1773,3,學潮
1774,3,學聯
1775,3,學運
1776,3,學自聯
1777,3,澩
1778,3,閹狗
1779,3,訁
1780,3,嚴家其
1781,3,嚴家祺
1782,3,閻明複
1783,3,顔清標
1784,3,顔慶章
1785,3,顔射
1786,3,讞
1787,3,央視內部晚會
1788,3,陽具
1789,3,陽痿
1790,3,陽物
1791,3,楊懷安
1792,3,楊建利
1793,3,楊巍
1794,3,楊月清
1795,3,楊周
1796,3,姚羅
1797,3,姚月謙
1798,3,軺
1799,3,搖頭丸
1800,3,藥材商人蘇耐得
1801,3,藥水
1802,3,耶穌
1803,3,野鶏
1804,3,葉菊蘭
1805,3,夜話紫禁城
1806,3,一陀糞
1807,3,㈠
1808,3,伊莎貝爾
1809,3,伊斯蘭
1810,3,伊斯蘭亞格林尼斯
1811,3,遺精
1812,3,議長阿茵斯塔
1813,3,議員斯格文德
1814,3,异見人士
1815,3,异型叛軍
1816,3,异議人士
1817,3,易丹軒
1818,3,意志不堅的圖騰
1819,3,瘞
1820,3,陰部
1821,3,陰唇
1822,3,陰道
1823,3,陰蒂
1824,3,陰戶
1825,3,陰莖
1826,3,陰精
1827,3,陰毛
1828,3,陰門
1829,3,陰囊
1830,3,陰水
1831,3,淫蕩
1832,3,淫穢
1833,3,淫貨
1834,3,淫賤
1835,3,尹慶民
1836,3,引導
1837,3,隱者之路
1838,3,鷹眼派氏族
1839,3,硬直圖騰
1840,3,憂鬱的艾拉
1841,3,尤比亞
1842,3,由喜貴
1843,3,游蕩的僵尸
1844,3,游蕩的士兵
1845,3,游蕩爪牙
1846,3,游錫坤
1847,3,游戲管理員
1848,3,友好的魯德
1849,3,幼齒
1850,3,幼龍
1851,3,于幼軍
1852,3,余英時
1853,3,漁夫菲斯曼
1854,3,輿論
1855,3,輿論反制
1856,3,傴
1857,3,宇明網
1858,3,齬
1859,3,飫
1860,3,鵒
1861,3,元老蘭提(沃德）
1862,3,圓滿
1863,3,緣圈圈
1864,3,遠志明
1865,3,月經
1866,3,韞
1867,3,雜種
1868,3,鏨
1869,3,造愛
1870,3,則民
1871,3,擇民
1872,3,澤夫
1873,3,澤民
1874,3,賾
1875,3,賊民
1876,3,譖
1877,3,扎卡維是英雄
1878,3,驏
1879,3,張伯笠
1880,3,張博雅
1881,3,張鋼
1882,3,張健
1883,3,張林
1884,3,張清芳
1885,3,張偉國
1886,3,張溫鷹
1887,3,張昭富
1888,3,張志清
1889,3,章孝嚴
1890,3,帳號
1891,3,賬號
1892,3,招鶏
1893,3,趙海青
1894,3,趙建銘
1895,3,趙南
1896,3,趙品潞
1897,3,趙曉微
1898,3,趙紫陽
1899,3,貞操
1900,3,鎮壓
1901,3,爭鳴論壇
1902,3,正見網
1903,3,正義黨論壇
1904,3,㊣
1905,3,鄭寶清
1906,3,鄭麗文
1907,3,鄭義
1908,3,鄭餘鎮
1909,3,鄭源
1910,3,鄭運鵬
1911,3,政權
1912,3,政治反對派
1913,3,縶
1914,3,躑
1915,3,指點江山論壇
1916,3,騭
1917,3,觶
1918,3,躓
1919,3,中毒的圖騰
1920,3,中毒圖騰
1921,3,中俄邊界
1922,3,中國復興論壇
1923,3,中國共産黨
1924,3,中國孤兒院
1925,3,中國和平
1926,3,中國論壇
1927,3,中國社會進步黨
1928,3,中國社會論壇
1929,3,中國威脅論
1930,3,中國問題論壇
1931,3,中國移動通信
1932,3,中國真實內容
1933,3,中國之春
1934,3,中國猪
1935,3,中華大地
1936,3,中華大衆
1937,3,中華講清
1938,3,中華民國
1939,3,中華人民實話實說
1940,3,中華人民正邪
1941,3,中華時事
1942,3,中華養生益智功
1943,3,中華真實報道
1944,3,中央電視臺
1945,3,鐘山風雨論壇
1946,3,周鋒鎖
1947,3,周守訓 
1948,3,朱鳳芝
1949,3,朱立倫
1950,3,朱溶劑
1951,3,㈱
1952,3,猪聾畸
1953,3,主攻指揮官
1954,3,主義
1955,3,助手威爾特
1956,3,專制
1957,3,顓
1958,3,轉化
1959,3,諑
1960,3,資本主義
1961,3,鯔
1962,3,子宮
1963,3,自民黨
1964,3,自由民主論壇
1965,3,總理
1966,3,諏
1967,3,鯫 
1968,3,躦
1969,3,纘
1970,3,作愛
1971,3,做愛
1972,3,胡总书记
1973,3,胡景涛
1974,3,大纪元
1975,3,大纪元新闻网
1976,3,燕玲论坛
1977,3,urban
1978,3,煞笔
1979,3,urban-rivals
1980,3,rivals
1981,3,UR
1982,3,她妈
1983,3,牛逼
1984,3,傻逼
1985,3,装逼
1986,3,装B
1987,3,日你妈
1988,3,不玩了
1989,3,删号
1990,3,卖号  
1991,3,删 号
1992,3,妈逼
1993,3,草你妈
1994,3,T.M.D
1995,3,JB
1996,3,jb 
1997,3,出售账号
1998,3,出售此号
1999,3,卖号
2000,3,U/R
2001,3,U-R
2002,3,吗的
2003,3,8仙
2004,3,狗日
2005,3,出售神符
2006,3,NPC
2007,3,*法*轮*功*
2008,3,*李*洪*志*阿扁
2009,3,阿拉
2010,3,安全局
2011,3,澳洲光明网
2012,3,八九
2013,3,八九风波
2014,3,办理文凭
2015,3,办理证件
2016,3,包皮
2017,3,保钓
2018,3,保监会
2019,3,保密局
2020,3,鸨
2021,3,鲍岳桥
2022,3,暴动
2023,3,暴乱
2024,3,暴徒
2025,3,北京之春
2026,3,贝肉
2027,3,本?拉登
2028,3,苯比
2029,3,笨屄
2030,3,笨逼
2031,3,屄毛
2032,3,逼样
2033,3,比毛
2034,3,婊
2035,3,宾周
2036,3,波霸
2037,3,博讯
2038,3,薄一波
2039,3,布雷尔
2040,3,财政部
2041,3,参事室
2042,3,操GM
2043,3,操XX
2044,3,操逼
2045,3,操比
2046,3,操蛋
2047,3,乱伦
2048,3,群交
2049,3,茉莉花革命
2050,3,操你八辈祖宗
2051,3,操你妈屄
2052,3,草的你妈
2053,3,草妈
2054,3,测绘局
2055,3,插GM
2056,3,插妳
2057,3,插深些
2058,3,产权局
2059,3,朝鲜
2060,3,车臣
2061,3,车仑
2062,3,陈功
2063,3,陈希同
2064,3,陈晓宁
2065,3,成人电影
2066,3,成人片
2067,3,吃大便
2068,3,吃屎
2069,3,迟浩田
2070,3,赤匪
2071,3,抽插
2072,3,抽你丫的
2073,3,臭化西
2074,3,出售假币
2075,3,出售枪支
2076,3,出售手枪
2077,3,春药
2078,3,粗制吗啡
2079,3,达赖
2080,3,打炮
2081,3,大B
2082,3,大逼
2083,3,大便
2084,3,大波波
2085,3,大麻树脂
2086,3,大麻油
2087,3,大师
2088,3,戴维教
2089,3,大学骚乱
2090,3,大血B
2091,3,呆卵
2092,3,戴海静
2093,3,戴红
2094,3,戴晶
2095,3,党主席
2096,3,档案局
2097,3,盗窃犯
2098,3,道教
2099,3,帝国主义
2100,3,电监会
2101,3,屌7
2102,3,屌鸠
2103,3,屌毛
2104,3,屌妳
2105,3,屌七
2106,3,屌西
2107,3,钓鱼台
2108,3,丁关根
2109,3,丁子霖
2110,3,东北独立
2111,3,东升
2112,3,东突
2113,3,东突暴动和独立
2114,3,东突组织
2115,3,董建华
2116,3,董贱华
2117,3,董文华
2118,3,懂文华
2119,3,独立
2120,3,独立台湾会
2121,3,二B
2122,3,二屄
2123,3,二逼
2124,3,二乙基酰胺发抡
2125,3,发抡功
2126,3,发伦
2127,3,发伦功
2128,3,发轮
2129,3,发论
2130,3,发论公
2131,3,发论功
2132,3,法(轮)功
2133,3,法*轮*功
2134,3,法功
2135,3,法愣
2136,3,法仑
2137,3,法西斯
2138,3,法制办
2139,3,反动
2140,3,反革命
2141,3,发票
2142,3,性奴
2143,3,反华
2144,3,反恐委员会
2145,3,反日
2146,3,反政府
2147,3,分裂祖国
2148,3,佛教
2149,3,佛展千手法
2150,3,佛祖
2151,3,斧头镰刀
2152,3,阝月
2153,3,傅鹏
2154,3,傅作义
2155,3,干GM
2156,3,干拎娘
2157,3,干妳老母
2158,3,干妳妈
2159,3,干七八
2160,3,干死你
2161,3,肛
2162,3,港澳办
2163,3,高俊
2164,3,高校暴乱
2165,3,高校群体事件
2166,3,高校骚乱
2167,3,睾
2168,3,睾丸
2169,3,膏药旗
2170,3,弓虽女干
2171,3,公安
2172,3,公安部
2173,3,公安局
2174,3,共产主义
2175,3,共狗
2176,3,狗b
2177,3,狗操
2178,3,狗卵
2179,3,狗娘
2180,3,狗屁
2181,3,狗日的
2182,3,狗屎
2183,3,观世音
2184,3,官逼民反
2185,3,官商勾结
2186,3,龟儿子
2187,3,龟公
2188,3,龟孙子
2189,3,鬼村
2190,3,国安局
2191,3,国防部
2192,3,国防科工委
2193,3,国管局
2194,3,国际法院
2195,3,国家民委
2196,3,国家主席
2197,3,国家主要部委
2198,3,国民党
2199,3,国民党万岁
2200,3,海洋局
2201,3,何候华
2202,3,黑社会
2203,3,黑手党
2204,3,红卫兵
2205,3,洪兴
2206,3,洪志
2207,3,后庭
2208,3,胡XX
2209,3,胡紧涛
2210,3,胡紧掏
2211,3,胡紧套
2212,3,胡锦淘
2213,3,胡乔木
2214,3,胡主席
2215,3,花柳
2216,3,换妻
2217,3,黄　菊
2218,3,黄色电影
2219,3,黄色小电影
2220,3,回教
2221,3,回民暴动
2222,3,回族人吃猪肉
2223,3,昏药
2224,3,火棒
2225,3,鸡芭
2226,3,基督
2227,3,激情电影
2228,3,激情小电影
2229,3,鸡
2230,3,计牌软件
2231,3,计生委
2232,3,妓
2233,3,妓院
2234,3,奸夫淫妇
2235,3,贱
2236,3,贱逼
2237,3,江Core
2238,3,江八
2239,3,江八点
2240,3,江独裁
2241,3,江核心
2242,3,江戏子
2243,3,江择民
2244,3,江贼民
2245,3,江折民
2246,3,江猪
2247,3,江猪媳
2248,3,江主席
2249,3,僵贼民
2250,3,酱猪媳
2251,3,交通部
2252,3,姣西
2253,3,叫床
2254,3,叫鸡
2255,3,叫小姐
2256,3,教育部
2257,3,她妈的金日成
2258,3,禁书
2259,3,经济社会理事会
2260,3,经社理事会
2261,3,警匪一家
2262,3,敬国神社
2263,3,靖国神社
2264,3,静坐
2265,3,纠察员
2266,3,鸠
2267,3,鸠屎
2268,3,军长发威
2269,3,军国主义
2270,3,军妓
2271,3,靠
2272,3,靠腰
2273,3,可待因
2274,3,可卡叶
2275,3,恐怖份子
2276,3,恐怖主义
2277,3,寇晓伟
2278,3,狂操
2279,3,狂操你全家
2280,3,拉登
2281,3,懒教
2282,3,烂B
2283,3,烂屄
2284,3,烂比
2285,3,烂屌
2286,3,烂货
2287,3,劳+教+所
2288,3,劳动保障部
2289,3,老逼
2290,3,黎阳评
2291,3,李弘旨
2292,3,李红志
2293,3,李宏旨
2294,3,李宏志
2295,3,李鹏*
2296,3,李山
2297,3,李铁映
2298,3,李先念
2299,3,联大
2300,3,联合国
2301,3,联合国大会
2302,3,联易
2303,3,联易互动
2304,3,粮食局
2305,3,两腿之间
2306,3,林业局
2307,3,刘　淇
2308,3,刘军
2309,3,流氓
2310,3,六.四
2311,3,六。四
2312,3,六?四
2313,3,六合彩
2314,3,六-四
2315,3,六四事件
2316,3,六四真相
2317,3,龙新民
2318,3,旅游局
2319,3,卵
2320,3,轮功
2321,3,罗　干
2322,3,骡干
2323,3,妈卖妈屁
2324,3,妈批
2325,3,妈祖
2326,3,妈B
2327,3,麻醉钢枪
2328,3,麻醉枪
2329,3,麻醉药
2330,3,麻醉乙醚
2331,3,马卖马屁
2332,3,吗啡
2333,3,吗啡碱
2334,3,吗啡片
2335,3,买财富
2336,3,买卖枪支
2337,3,麦角酸
2338,3,卖.国
2339,3,卖B
2340,3,卖ID
2341,3,卖QQ
2342,3,卖比
2343,3,卖财富
2344,3,卖党求荣
2345,3,卖国
2346,3,卖国求荣
2347,3,卖卡
2348,3,卖软件
2349,3,毛XX
2350,3,毛厕洞
2351,3,毛一鲜
2352,3,毛贼东
2353,3,毛主席
2354,3,梅花网
2355,3,美国
2356,3,美国佬
2357,3,美利坚
2358,3,蒙尘药
2359,3,蒙独
2360,3,蒙古达子
2361,3,蒙古独立
2362,3,迷魂药
2363,3,迷奸药
2364,3,迷歼药
2365,3,迷药
2366,3,密洞
2367,3,民航局
2368,3,民政部
2369,3,莫索里尼
2370,3,穆斯林
2371,3,妳妈的
2372,3,妳马的
2373,3,南联盟
2374,3,南蛮子
2375,3,伱妈
2376,3,你爸
2377,3,你大爷
2378,3,你二大爷
2379,3,你老母
2380,3,你老味
2381,3,你姥
2382,3,你姥姥的
2383,3,你妈
2384,3,你妈的
2385,3,你娘
2386,3,你爷爷的
2387,3,鸟GM
2388,3,鸟你
2389,3,农业部
2390,3,虐待
2391,3,拍肩神药
2392,3,喷你
2393,3,彭真
2394,3,皮条
2395,3,嫖客
2396,3,苹果日报
2397,3,破坏
2398,3,气象局
2399,3,钱其琛
2400,3,枪决女犯
2401,3,枪决现场
2402,3,枪支弹药
2403,3,强卫
2404,3,强效失意药
2405,3,强硬发言
2406,3,乔石
2407,3,侨办
2408,3,切七
2409,3,窃听器
2410,3,窃听器材
2411,3,青天白日
2412,3,去你妈的
2413,3,全国人大
2414,3,人大
2415,3,人大代表
2416,3,人代会
2417,3,人弹
2418,3,人民
2419,3,人民大会堂
2420,3,人民广场
2421,3,人民日报
2422,3,人民银行
2423,3,人体炸弹
2424,3,日GM
2425,3,日X妈
2426,3,日本RING
2427,3,日本鬼子
2428,3,日你娘
2429,3,日他娘
2430,3,肉壁
2431,3,肉洞
2432,3,肉缝
2433,3,肉棍
2434,3,肉棍子
2435,3,肉穴
2436,3,乳
2437,3,乳波臀浪
2438,3,撒尿
2439,3,塞白
2440,3,塞你爸
2441,3,塞你公
2442,3,塞你老母
2443,3,塞你老师
2444,3,塞你母
2445,3,塞你娘
2446,3,三个呆婊
2447,3,三个代婊
2448,3,三级片
2449,3,三民主义
2450,3,三陪女
2451,3,三去车仑
2452,3,三唑仑
2453,3,骚
2454,3,骚逼
2455,3,色情电影
2456,3,色情服务
2457,3,色情小电影
2458,3,杀人犯
2459,3,傻屄
2460,3,傻吊
2461,3,傻卵
2462,3,煞逼
2463,3,商务部
2464,3,社科院
2465,3,身份生成器
2466,3,神通加持法
2467,3,生鸦片
2468,3,圣女峰
2469,3,十八摸
2470,3,十年动乱石进
2471,3,食捻屎
2472,3,食屎
2473,3,驶你爸
2474,3,驶你公
2475,3,驶你老母
2476,3,驶你老师
2477,3,驶你母
2478,3,驶你娘
2479,3,是鸡
2480,3,受虐狂
2481,3,售ID
2482,3,售号
2483,3,售软件
2484,3,双峰微颤
2485,3,氵去
2486,3,水利部
2487,3,水去车仑
2488,3,税务总局
2489,3,司法部
2490,3,私服
2491,3,私/服
2492,3,私\\服
2493,3,私-服
2494,3,私—服
2495,3,死gd
2496,3,死gm
2497,3,死全家
2498,3,四川独立
2499,3,四人帮
2500,3,宋祖英
2501,3,他爹
2502,3,他妈
2503,3,他马的
2504,3,他母亲
2505,3,他祖宗
2506,3,台办
2507,3,台湾党
2508,3,台湾帝国
2509,3,台湾共产党
2510,3,台湾共和国
2511,3,台湾狗
2512,3,太监
2513,3,天皇陛下
2514,3,田纪云
2515,3,舔西
2516,3,投毒杀人
2517,3,透视软件
2518,3,推油
2519,3,外　挂
2520,3,外挂
2521,3,外/挂
2522,3,外\\挂
2523,3,外_挂
2524,3,外-挂
2525,3,外—挂
2526,3,外汇局
2527,3,外交部
2528,3,外专局
2529,3,晚年周恩来
2530,3,万税
2531,3,王宝森
2532,3,王昊
2533,3,王太华
2534,3,王震
2535,3,网管
2536,3,卫生部
2537,3,温加宝
2538,3,温家保
2539,3,温馨
2540,3,温总理
2541,3,文化部
2542,3,文物局
2543,3,倭国
2544,3,倭寇
2545,3,我操你
2546,3,我妳老爸
2547,3,无界浏览器
2548,3,吴　仪
2549,3,五星红旗
2550,3,西藏天葬
2551,3,希望之声
2552,3,洗脑班
2553,3,系统
2554,3,系统公告
2555,3,系统讯息
2556,3,鲜族
2557,3,想上你
2558,3,小鸡鸡
2559,3,小泉纯一郎
2560,3,小日本
2561,3,小肉粒
2562,3,小乳头
2563,3,邪教
2564,3,兴奋剂
2565,3,性爱
2566,3,性虐待
2567,3,性无能
2568,3,徐光春
2569,3,血逼
2570,3,血腥图片
2571,3,鸦片液
2572,3,鸦片渣
2573,3,烟草局
2574,3,严方军
2575,3,阳精
2576,3,摇头玩
2577,3,耶苏
2578,3,夜情
2579,3,一党专制
2580,3,一国两制
2581,3,伊拉克
2582,3,伊朗
2583,3,以茎至洞
2584,3,抑制剂
2585,3,阴毛
2586,3,阴水
2587,3,阴小撕大
2588,3,淫荡
2589,3,淫货
2590,3,淫贱
2591,3,淫叫
2592,3,淫毛
2593,3,淫靡
2594,3,淫语连连
2595,3,淫欲
2596,3,英雄纪念碑
2597,3,硬挺
2598,3,邮政局
2599,3,游戏发奖员
2600,3,游戏宫理员
2601,3,游戏管理员
2602,3,舆论钳制
2603,3,玉杵
2604,3,欲火焚身
2605,3,原子能机构
2606,3,远程偷拍
2607,3,曰GM
2608,3,曰你
2609,3,月经
2610,3,月经不调
2611,3,扎卡维是英雄
2612,3,杂种
2613,3,扎卡维
2614,3,张朝阳
2615,3,张潮阳
2616,3,张磊
2617,3,张小平
2618,3,侦探设备
2619,3,中国恐怖组织
2620,3,中华民国
2621,3,中南海
2622,3,中宣部
2623,3,周总理
2624,3,朱容鸡
2625,3,朱总理
2626,3,猪容基
2627,3,主席
2628,3,装屄
2629,3,追查国际
2630,3,子女任职名单
2631,3,自杀手册
2632,3,自杀指南
2633,3,自制手枪
2634,3,自治机关
2635,3,宗教
2636,3,总局
2637,3,坐台的
2638,3,操逼毛
2639,3,u r
2640,3,taobao
2641,3,webgame.com.cn
2642,3,垃圾游戏
2643,3,烂游戏
2644,3,淘宝
2645,3,c a o
2646,3,h站
2647,3,龙虎
2648,3,虎门
2649,3,龙 虎 门
2650,3,WEB牌戰
2651,3,WEB战牌
2652,3,战牌
2653,3,8 仙
2654,3,ＵＲ
2655,3,街头对抗
2656,3,混 沌决
2657,3,国信网
2658,3,国信城网
2659,3,国信诚网
2660,3,信诚网
2661,3,信城网
2662,3,王玉生
2663,3,信城
2664,3,信诚
2665,3,新城网
2666,3,xinchengwang
2667,3,xincheng
2668,3,微信
2669,3,QQ
2670,3,weixin
2671,3,微 信
2672,3,Q Q
2673,3,wei xin
2674,3,加微
2675,3,加Q
2676,3,加wei
2677,3,加v
2678,3,VX
2679,3,v信
2680,3,#NAME?
2681,3,残废人
2682,3,独眼龙
2683,3,瞎子
2684,3,聋子
2685,3,呆子
2686,3,弱智
2687,3,哇噻
2688,3,玉米
2689,3,纲丝
2690,3,凉粉
2691,3,特么的
2692,3,撕逼
2693,3,玛拉戈壁
2694,3,爆菊
2695,3,呆逼
2696,3,本屌
2697,3,齐B短裙
2698,3,丢你老母
2699,3,装13
2700,3,逼格
2701,3,蛋疼
2702,3,绿茶婊
2703,3,表砸
2704,3,屌爆了
2705,3,买了个婊
2706,3,已撸
2707,3,妈蛋
2708,3,逗比
2709,3,我靠
2710,3,碧莲
2711,3,碧池
2712,3,然并卵
2713,3,日了狗
2714,3,屁民
2715,3,吃翔
2716,3,XX狗
2717,3,淫家
2718,3,你妹
2719,3,浮尸国
2720,3,滚粗
2721,3,人大常委
2722,3,河南小偷
2723,3,省委书记
2724,3,市委书记
2725,3,非党人士
2726,3,回回蛮子
2727,3,蒙古大夫
2728,3,摩梭族
2729,3,撒尼族
2730,3,穿（川）青族
2731,3,中港中澳
2732,3,内港内澳
2733,3,成员国
2734,3,国家
2735,3,中央
2736,3,全国
2737,3,总统府
2738,3,行政院
2739,3,国父纪念馆
2740,3,福摩萨
2741,3,福尔摩莎
2742,3,国共合作
2743,3,第三次国共合作等
2744,3,反共爱国同盟
2745,3,三民主义统一中国大同盟
2746,3,台北故宫
2747,3,国立
2748,3,台湾金门县
2749,3,台湾连江（马祖地区）
2750,3,台湾离岛
2751,3,修宪
2752,3,宪改
2753,3,新宪
2754,3,去中国化
2755,3,荷治
2756,3,日治
2757,3,大陆政府
2758,3,九二共识、一中各表
2759,3,台语
2760,3,原住民
2761,3,小三通
2762,3,斯普拉特利群岛
2763,3,维独
2764,3,北朝鲜（英文 North Korea ）
2765,3,穆斯林国家
2766,3,穆斯林世界
2767,3,阿拉伯民兵
2768,3,黑非洲
2769,3,伊斯兰原教旨主义
2770,3,伊斯兰原教旨主义者
2771,3,十字军（东征）
2772,3,"前苏联"""
2773,3,乌克兰亲俄武装
2774,3,乌克兰民兵武装
2775,3,乌克兰分裂分子
2776,3,村长
2777,3,村官
2778,3,解放前(后)
2779,3,新中国成立前(后)
2780,3,深港一体化
2781,3,一带一路
2782,3,李强
2783,3,赵乐际
2784,3,王沪宁
2785,3,蔡奇
2786,3,丁薛祥
2787,3,李希
2788,3,总书记
2789,3,社会主义
2790,3,臺獨
2791,3,賤货
2792,3,騷货
2793,3,找雞
2794,3,蕩妇
2795,3,陰戶習近平
2796,3,李克強
2797,3,台灣帝國
2798,3,回民吃猪
2799,3,不爽不要錢
2800,3,東突
2801,3,爹
2802,3,妈
2803,3,母
2804,3,父
2805,3,爷
2806,3,奶
2807,3,孙
2808,3,儿
2809,3,孙子
2810,3,儿子
2811,3,女儿
2812,3,姥
2813,3,爸
2814,3,ba
