TID,Comment,BaseGoal,DetectRadius,WanderRadius,BattleRadius,BattleRestore,AttackSkill,AttackRate,Action01,Action02,Action03,Action04,Action05,Action06,Action07,Action08,Action09,Action10,Talk_01,Talk_02,Talk_03,Talk_04,Talk_05
1262,Lv.47[贝勒内尔墓地]强化的骷髅弓箭手(7074),wander,10,10,40,1,102571|102572,50|50,MyHP|80|Rate|30|Skill|102573,,,,,,,,,,,,,,
1263,Lv.47[贝勒内尔墓地]强化的骷髅魔法师(7075),wander,10,10,40,1,102581|102582,50|50,MyHP|80|Rate|30|Skill|102583,,,,,,,,,,,,,,
1264,Lv.47[贝勒内尔墓地]奈克罗曼肖(1025),wander,10,10,40,1,102591|102592,50|50,MyHP|80|Rate|30|Skill|102593,,,,,,,,,,,,,,
1266,Lv.47[贝勒内尔墓地]泰利雅之蚕茧(12022),wander,10,10,40,1,,,Die|0|TriggerSkill|200172,,,,,,,,,,,,,,
1268,Lv.48[破灭之路]染上疫病的狼(5067),wander,10,10,40,1,102601|102602,50|50,MyHP|80|Rate|30|Skill|102603,,,,,,,,,,,,,,
1269,Lv.48[破灭之路]染上疫病的熊(5070),wander,10,10,40,1,102611|102612,50|50,MyHP|80|Rate|30|Skill|102613,,,,,,,,,,,,,,
1271,Lv.48[破灭之路]染上疫病的红狼(5068),wander,10,10,40,1,102621|102622,50|50,MyHP|80|Rate|30|Skill|102623,,,,,,,,,,,,,,
1272,Lv.48[破灭之路]染上疫病的红熊(5071),wander,10,10,40,1,102631|102632,50|50,MyHP|80|Rate|30|Skill|102633,,,,,,,,,,,,,,
1274,Lv.48[瘟疫之谷]疫病毒虫(3006),wander,10,10,40,1,102641|102642,50|50,MyHP|80|Rate|30|Skill|102643,,,,,,,,,,,,,,
1275,Lv.48[瘟疫之谷]疫病骷髅虫(3007),wander,10,10,40,1,102651|102652,50|50,MyHP|80|Rate|30|Skill|102653,,,,,,,,,,,,,,
1277,Lv.48[亡者溪谷]卡特尼尔之雇佣者(7076),wander,10,10,40,1,102661|102662,50|50,MyHP|80|Rate|30|Skill|102663,,,,,,,,,,,,,,
1278,Lv.48[亡者溪谷]卡特尼尔的追随者(7077),wander,10,10,40,1,102671|102672,50|50,MyHP|80|Rate|30|Skill|102673,,,,,,,,,,,,,,
1279,Lv.48[亡者溪谷]卡特尼尔的护卫兵(7076),wander,10,10,40,1,102681|102682,50|50,MyHP|80|Rate|30|Skill|102683,,,,,,,,,,,,,,
1281,Lv.48[克拉德农场前的空地]深渊的牺牲者(1031),wander,10,10,40,1,102691|102692,50|50,MyHP|80|Rate|30|Skill|102693,,,,,,,,,,,,,,
1282,Lv.49[克拉德农场]克拉德的牺牲者(7009),wander,10,10,40,1,102701|102702,50|50,MyHP|80|Rate|30|Skill|102703,,,,,,,,,,,,,,
1283,Lv.49[克拉德农场]克拉德的监视者(7075),wander,10,10,40,1,102711|102712,50|50,MyHP|80|Rate|30|Skill|102713,,,,,,,,,,,,,,
1286,Lv.49[艾伦村子里的废墟]混乱的监视者(5052),wander,10,10,40,1,102721|102722,50|50,MyHP|80|Rate|30|Skill|102723,,,,,,,,,,,,,,
1287,Lv.49[艾伦村子里的废墟]混乱的合约者???(1003),wander,10,10,40,1,102731|102732,50|50,MyHP|80|Rate|30|Skill|102733,,,,,,,,,,,,,,
1288,Lv.49[艾伦村子里的废墟]混乱的奴隶(1009),wander,10,10,40,1,102741|102742,50|50,MyHP|80|Rate|30|Skill|102743,,,,,,,,,,,,,,
1291,Lv.49[艾伦村子前的废墟]红色部队调查兵(5040),wander,10,10,40,1,102751|102752,50|50,MyHP|80|Rate|30|Skill|102753,,,,,,,,,,,,,,
1292,Lv.49[艾伦村子前的废墟]红色部队刺客(5043),wander,10,10,40,1,102761|102762,50|50,MyHP|80|Rate|30|Skill|102763,,,,,,,,,,,,,,
1293,Lv.49[棕色沙漠]红色部队黑魔法师(53503),wander,10,10,40,1,102771|102772,50|50,MyHP|80|Rate|30|Skill|102773,,,,,,,,,,,,,,
1294,Lv.49[棕色沙漠]红色部队突击兵(53002),wander,10,10,40,1,102781|102782,50|50,MyHP|80|Rate|30|Skill|102783,,,,,,,,,,,,,,
1296,Lv.49[克拉里奥斯村庄]克拉里奥斯村庄居民(30000),wander,10,10,40,1,,,Die|0|TriggerSkill|200181,,,,,,,,,,,,,,
1297,Lv.49[克拉里奥斯村庄]克拉里奥斯村庄的女人(30504),wander,10,10,40,1,,,Die|0|TriggerSkill|200181,,,,,,,,,,,,,,
1298,Lv.49[克拉里奥斯村庄]村长拉赫尔特(30001),wander,10,10,40,1,,,Die|0|TriggerSkill|200182,,,,,,,,,,,,,,
1299,Lv.49[克拉里奥斯领地]堕落的战士(9042),wander,10,10,40,1,102791|102792,50|50,MyHP|80|Rate|30|Skill|102793,,,,,,,,,,,,,,
1300,Lv.49[克拉里奥斯领地]堕落的弓箭手(9043),wander,10,10,40,1,102801|102802,50|50,MyHP|80|Rate|30|Skill|102803,,,,,,,,,,,,,,
1301,Lv.49[克拉里奥斯领地]堕落的魔法师(9044),wander,10,10,40,1,102811|102812,50|50,MyHP|80|Rate|30|Skill|102813,,,,,,,,,,,,,,
1302,Lv.49[克拉里奥斯领地]堕落的灵魂(5004),wander,10,10,40,1,102821|102822,50|50,MyHP|80|Rate|30|Skill|102823,,,,,,,,,,,,,,
1303,Lv.49[克拉里奥斯领地]血之抉择(12027),stand,0,0,40,1,,,Die|0|TriggerSkill|200185,,,,,,,,,,,,,,
1304,Lv.49[克拉里奥斯领地]灵魂的决定(12027),stand,0,0,40,1,,,Die|0|TriggerSkill|200186,,,,,,,,,,,,,,
1311,Lv.49[斯蒂尔普瑞](非先攻)首都防御之师士兵(9042),wander,10,10,40,1,102831|102832,50|50,MyHP|80|Rate|30|Skill|102833,Die|0|TriggerSkill|200189,,,,,,,,,,,,,
1312,Lv.50[堕落者的休息区]黑色的部队突击兵(1009),wander,10,10,40,1,102841|102842,50|50,MyHP|80|Rate|30|Skill|102843,,,,,,,,,,,,,,
1313,Lv.50[堕落者的休息区]黑色的部队战士(1010),wander,10,10,40,1,102851|102852,50|50,MyHP|80|Rate|30|Skill|102853,,,,,,,,,,,,,,
1315,Lv.50[堕落者的休息区]红色部队战士(700),wander,10,10,40,1,102861|102862,50|50,MyHP|80|Rate|30|Skill|102863,,,,,,,,,,,,,,
1316,Lv.50[堕落者的休息区]红色部队弓箭手(701),wander,10,10,40,1,102871|102872,50|50,MyHP|80|Rate|30|Skill|102873,,,,,,,,,,,,,,
1317,Lv.50[堕落者的休息区]红月部队魔法师(702),wander,10,10,40,1,102881|102882,50|50,MyHP|80|Rate|30|Skill|102883,,,,,,,,,,,,,,
1318,Lv.50[堕落者的休息区]月之影部队侦察兵(5041),wander,10,10,40,1,102891|102892,50|50,MyHP|80|Rate|30|Skill|102893,,,,,,,,,,,,,,
1319,Lv.50[堕落者的休息区]月之影部队突击兵(53006),wander,10,10,40,1,102901|102902,50|50,MyHP|80|Rate|30|Skill|102903,,,,,,,,,,,,,,
1320,Lv.50[堕落者的休息区]月之影部队猎人(5044),wander,10,10,40,1,102911|102912,50|50,MyHP|80|Rate|30|Skill|102913,,,,,,,,,,,,,,
1321,Lv.50[堕落者的休息区]月之影部队巫师(53507),wander,10,10,40,1,102921|102922,50|50,MyHP|80|Rate|30|Skill|102923,,,,,,,,,,,,,,
1327,Lv.50[堕落者的休息区]月之影要塞(12027),stand,0,0,0,1,,,Die|0|TriggerSkill|200194,,,,,,,,,,,,,,
1328,Lv.49[堕落者的休息区]黑色的太阳战士(9042),wander,10,10,40,1,102931|102932,50|50,MyHP|80|Rate|30|Skill|102933,,,,,,,,,,,,,,
1329,Lv.49[堕落者的休息区]黑色的太阳弓箭手(9043),wander,10,10,40,1,102941|102942,50|50,MyHP|80|Rate|30|Skill|102943,,,,,,,,,,,,,,
1330,Lv.49[堕落者的休息区]黑色的太阳之魔法师(9044),wander,10,10,40,1,102951|102952,50|50,MyHP|80|Rate|30|Skill|102953,,,,,,,,,,,,,,
1331,Lv.49[堕落者的休息区]黑色的太阳灵魂(5004),wander,10,10,40,1,102961|102962,50|50,MyHP|80|Rate|30|Skill|102963,,,,,,,,,,,,,,
1336,Lv.50[堕落者的休息区]黑色的太阳之心(12027),stand,0,0,0,1,,,Die|0|TriggerSkill|200195,,,,,,,,,,,,,,
1337,Lv.51[蓝色的藤蔓树]藤蔓破坏者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1338,Lv.51[蓝色的藤蔓树]刺之守护者(7012),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1339,Lv.51[蓝色的藤蔓树]树之守护者(5019),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1340,Lv.51[被占领的研究设施]可疑的传教士(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1341,Lv.51[被占领的研究设施]可疑的修道士(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1342,Lv.51[被占领的研究设施]临时的魔力路(12026),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1343,Lv.51[梦的捕食者之穴]梦的收集者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1344,Lv.51[梦的捕食者之穴]梦的收集者之水晶球(12014),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1345,Lv.51[梦的捕食者之穴]捕梦者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1346,Lv.51[梦的捕食者之穴]空虚的捕食者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1347,Lv.51[梦的捕食者之穴]恶梦的痕迹(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1348,Lv.52[影之火箭部队驻地]影之火箭部队/木栅(12042),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1349,Lv.52[影之火箭部队驻地]影之火箭部队/影之巡逻兵(5042),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1350,Lv.52[影之火箭部队驻地]影之火箭部队/影之护卫兵(5039),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1351,Lv.52[影之火箭部队驻地]可疑的协商者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1352,Lv.52[天空之光守卫]精神支配装备(12014),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1353,Lv.52[天空之光守卫]愤怒的守卫守护者(9006),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1354,Lv.52[天空之光守卫]不吉的守卫猎人(9007),wander,10,10,40,1,,,Die|0|TriggerSkill|200221,,,,,,,,,,,,,,
1355,Lv.52[疯狂的斧头部队]疯狂的斧头部队/训练兵(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1356,Lv.52[疯狂的斧头部队]谷物袋(12010),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1357,Lv.52[疯狂的斧头部队]疯狂的斧头部队/斧头突击兵(5042),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1358,Lv.52[疯狂的斧头部队]疯狂的斧头部队/红色突击兵(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1359,Lv.52[疯狂的斧头部队]疯狂的斧头部队??士兵(1015),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1360,Lv.53[恶梦恶梦之陵]恶梦的使者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1361,Lv.53[恶梦恶梦之陵]恶梦的引导者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1362,Lv.53[恶梦恶梦之陵]恶梦的研究者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1363,Lv.53[恶梦恶梦之陵]恶梦的雇佣者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1364,Lv.53[恶梦恶梦之陵]恶梦的决定(12027),stand,0,0,40,1,,,Die|0|TriggerSkill|200228,,,,,,,,,,,,,,
1365,Lv.53[恶梦恶梦之陵]恶梦的蚕茧(12022),wander,10,10,40,1,,,Die|0|TriggerSkill|200225,,,,,,,,,,,,,,
1366,Lv.53[恶梦之穴]恶梦的管理者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1367,Lv.53[恶梦之穴]恶梦的守护者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1368,Lv.53[恶梦之穴]堕落的梅格库里(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1369,Lv.53[恶梦之穴]红色眼之空虚(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1370,Lv.53[恶梦之穴]德利特(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1371,Lv.53[恶梦之穴]塔仔伊(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1372,Lv.53[红色火焰要塞]红色火焰部队/北神士兵(7036),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1373,Lv.53[红色火焰要塞]红色火焰部队/北神驯兽师(701),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1374,Lv.53[红色火焰要塞]日落的计划者(),wander,10,10,40,1,,,,,,,,,,,,,,,,,
1375,Lv.20战士(9042),wander,10,10,40,1,101471|101472,50|50,MyHP|80|Rate|30|Skill|101473,,,,,,,,,,,,,,
1376,Lv.33灵魂猎人(5063),wander,10,10,40,1,101521|101522,50|50,MyHP|80|Rate|30|Skill|101523,,,,,,,,,,,,,,
1377,Lv.1~10平静的湖水-竞技-Lv.2沉默的恶灵(1027),wander,10,10,40,1,103061|103062,50|50,MyHP|80|Rate|30|Skill|103063,,,,,,,,,,,,,,
1378,Lv.1~10平静的湖水-竞技-Lv.3虚无的恶灵(1028),wander,10,10,40,1,103071|103072,50|50,MyHP|80|Rate|30|Skill|103073,,,,,,,,,,,,,,
1379,Lv.1~10平静的湖水-竞技-Lv.2洛聘突击兵(3009),wander,10,10,40,1,103081|103082,50|50,MyHP|80|Rate|30|Skill|103083,,,,,,,,,,,,,,
1380,Lv.1~10平静的湖水-竞技-Lv.3洛聘魔法师(3011),wander,10,10,40,1,103091|103092,50|50,MyHP|80|Rate|30|Skill|103093,,,,,,,,,,,,,,
1381,Lv.1~10平静的湖水-竞技-Lv.3暴乱的沉默的守护者(5066),wander,10,10,40,1,103101|103102,50|50,MyHP|80|Rate|30|Skill|103103,,,,,,,,,,,,,,
1382,Lv.1~10平静的湖水-竞技-Lv.3暴乱的平静的守护者(5067),wander,10,10,40,1,103111|103112,50|50,MyHP|80|Rate|30|Skill|103113,,,,,,,,,,,,,,
1383,Lv.1~10平静的湖水-竞技-Lv.4堕落的寂静的守护者(5069),wander,10,10,40,1,103121|103122,50|50,MyHP|80|Rate|30|Skill|103123,,,,,,,,,,,,,,
1384,Lv.1~10平静的湖水-竞技-Lv.4小理查德曼(5030),wander,10,10,40,1,103131|103132,50|50,MyHP|80|Rate|30|Skill|103133,,,,,,,,,,,,,,
1385,Lv.1~10平静的湖水-竞技-Lv.4理查德曼战士(5031),wander,10,10,40,1,103141|103142,50|50,MyHP|80|Rate|30|Skill|103143,,,,,,,,,,,,,,
1386,Lv.1~10平静的湖水-竞技-Lv.5理查德曼巫师(5032),wander,10,10,40,1,103151|103152,50|50,MyHP|80|Rate|30|Skill|103153,,,,,,,,,,,,,,
1387,Lv.1~10平静的湖水-竞技-Lv.5黑色之幕渗透组(700),wander,10,10,40,1,103161|103162,50|50,MyHP|80|Rate|30|Skill|103163,,,,,,,,,,,,,,
1388,Lv.1~10平静的湖水-竞技-Lv.5黑色之幕刺客组(701),wander,10,10,40,1,103171|103172,50|50,MyHP|80|Rate|30|Skill|103173,,,,,,,,,,,,,,
1389,Lv.1~10平静的湖水-竞技-Lv.6黑色之幕战士(5039),wander,10,10,40,1,103181|103182,50|50,MyHP|80|Rate|30|Skill|103183,,,,,,,,,,,,,,
1390,Lv.1~10平静的湖水-竞技-Lv.6布拉考(9007),wander,10,10,40,1,103191|103192,50|50,MyHP|80|Rate|30|Skill|103193,,,,,,,,,,,,,,
1391,Lv.1~10平静的湖水-竞技-Lv.6布拉考猛兽(9008),wander,10,10,40,1,103201|103202,50|50,MyHP|80|Rate|30|Skill|103203,,,,,,,,,,,,,,
1392,Lv.1~10平静的湖水-竞技-Lv.7小角狼(5051),wander,10,10,40,1,103221|103222,50|50,MyHP|80|Rate|30|Skill|103223,,,,,,,,,,,,,,
1393,Lv.1~10平静的湖水-竞技-Lv.7角狼(5053),wander,10,10,40,1,103231|103232,50|50,MyHP|80|Rate|30|Skill|103233,,,,,,,,,,,,,,
1394,Lv.1~10平静的湖水-竞技-Lv.8分裂的侵略者(9057),wander,10,10,40,1,103251|103252,50|50,MyHP|80|Rate|30|Skill|103253,,,,,,,,,,,,,,
1395,Lv.1~10平静的湖水-竞技-Lv.8空间的侵略者(9057),wander,10,10,40,1,103261|103262,50|50,MyHP|80|Rate|30|Skill|103263,,,,,,,,,,,,,,
1396,Lv.1~10平静的湖水-竞技-Lv.9分裂的黑魔法师(702),wander,10,10,40,1,103271|103272,50|50,MyHP|80|Rate|30|Skill|103273,,,,,,,,,,,,,,
1397,Lv.1~10平静的湖水-竞技-Lv.9受到诅咒的北神(7127),wander,10,10,40,1,103281|103282,50|50,MyHP|80|Rate|30|Skill|103283,,,,,,,,,,,,,,
1399,Lv.1~10平静的湖水-竞技-Lv.10被召唤的洛坎之影(1044),stand,10,10,40,1,103301|103302,50|50,,BattleTime|1|Talk|1,BattleTime|3|Talk|2,,,,,,,,~~~ ~~~~ ~~~ ~~~~~,~ ~~~ ~~ ~~~ ~~ ~~!,,,
1500,Lv.2刺之特利皮特(7012),wander,10,10,40,1,105001|105002,50|50,MyHP|80|Rate|30|Skill|105003,,,,,,,,,,,,,,
1501,Lv.3饥寒交迫的刺之特利皮特(7013),wander,10,10,40,1,105011|105012,50|50,MyHP|80|Rate|30|Skill|105013,,,,,,,,,,,,,,
1502,Lv.3毒刺之特利皮特(7014),wander,10,10,40,1,105021|105022,50|50,MyHP|80|Rate|30|Skill|105023,,,,,,,,,,,,,,
1503,Lv.2枯木之哥布林(7030),wander,10,10,40,1,105031|105032,50|50,MyHP|80|Rate|30|Skill|105033,,,,,,,,,,,,,,
1504,Lv.2枯木之哥布林猎人(7031),wander,10,10,40,1,105041|105042,50|50,MyHP|80|Rate|30|Skill|105043,,,,,,,,,,,,,,
1505,Lv.2枯木之哥布林监视军(7032),wander,10,10,40,1,105051|105052,50|50,MyHP|80|Rate|30|Skill|105053,,,,,,,,,,,,,,
1506,Lv.4枯木之哥布林族长(7003),wander,10,10,40,1,105061|105062,50|50,MyHP|80|Rate|30|Skill|105063,,,,,,,,,,,,,,
1507,Lv.4枯木之哥布林队长(7004),wander,10,10,40,1,105071|105072,50|50,MyHP|80|Rate|30|Skill|105073,,,,,,,,,,,,,,
1508,Lv.5枯木之哥布林粮食军(7005),wander,10,10,40,1,105081|105082,50|50,MyHP|80|Rate|30|Skill|105083,,,,,,,,,,,,,,
1509,Lv.4刚诞生的大根之特利皮特(7012),wander,10,10,40,1,105091|105092,50|50,MyHP|80|Rate|30|Skill|105093,,,,,,,,,,,,,,
1510,Lv.4饥寒交迫的大根特利皮特(7013),wander,10,10,40,1,105101|105102,50|50,MyHP|80|Rate|30|Skill|105103,,,,,,,,,,,,,,
1511,Lv.5特里皮特王后的贪吃之花(7014),wander,10,10,40,1,105111|105112,50|50,MyHP|80|Rate|30|Skill|105113,,,,,,,,,,,,,,
1512,Lv.7铁甲波塞伊克(9000)-无攻击技能,wander,10,10,40,1,105121|105122,50|50,,,,,,,,,,,,,,,
1513,Lv.7大龙之波塞伊克(9001)-无攻击技能,wander,10,10,40,1,105131|105132,50|50,,,,,,,,,,,,,,,
1514,Lv.7恶臭的布里德米尔(5018),wander,10,10,40,1,105141|105142,50|50,MyHP|80|Rate|30|Skill|105143,,,,,,,,,,,,,,
1515,Lv.8毒香之布里德米尔(5019),wander,10,10,40,1,105151|105152,50|50,MyHP|80|Rate|30|Skill|105153,,,,,,,,,,,,,,
1516,Lv.10被饲养的弗勒德米尔(5018),wander,10,10,40,1,105161|105162,50|50,MyHP|80|Rate|30|Skill|105163,,,,,,,,,,,,,,
1517,Lv.10暴乱的弗勒德米尔(5019),wander,10,10,40,1,105171|105172,50|50,MyHP|80|Rate|30|Skill|105173,,,,,,,,,,,,,,
1518,Lv.10枯木之哥布林战士(7003),wander,10,10,40,1,105181|105182,50|50,MyHP|80|Rate|30|Skill|105183,,,,,,,,,,,,,,
1519,Lv.10枯木之哥布林巫师(7005),wander,10,10,40,1,105191|105192,50|50,MyHP|80|Rate|30|Skill|105193,,,,,,,,,,,,,,
1520,Lv.11黑色的刺之布里德米尔(5018),wander,10,10,40,1,105201|105202,50|50,MyHP|80|Rate|30|Skill|105203,,,,,,,,,,,,,,
1521,Lv.11红色刺之布里德米尔(5019),wander,10,10,40,1,105211|105212,50|50,MyHP|80|Rate|30|Skill|105213,,,,,,,,,,,,,,
1522,Lv.11恶臭的骷髅虫(3006),wander,10,10,40,1,105221|105222,50|50,MyHP|80|Rate|30|Skill|105223,,,,,,,,,,,,,,
1523,Lv.12疫病骷髅虫(3006),wander,10,10,40,1,105231|105232,50|50,MyHP|80|Rate|30|Skill|105233,,,,,,,,,,,,,,
1524,Lv.12饥寒交迫的疫病骷髅虫(3007),wander,10,10,40,1,105241|105242,50|50,MyHP|80|Rate|30|Skill|105243,,,,,,,,,,,,,,
1525,Lv.12日之根特利皮特(7012),wander,10,10,40,1,105251|105252,50|50,MyHP|80|Rate|30|Skill|105253,,,,,,,,,,,,,,
1526,Lv.12刀锋之根特利皮特(7013),wander,10,10,40,1,105261|105262,50|50,MyHP|80|Rate|30|Skill|105263,,,,,,,,,,,,,,
1527,Lv.13钢铁之根特利皮特(7012),wander,10,10,40,1,105271|105272,50|50,MyHP|80|Rate|30|Skill|105273,,,,,,,,,,,,,,
1528,Lv.14愤怒的扁柏安提兰斯(5012),wander,10,10,40,1,105281|105282,50|50,MyHP|80|Rate|30|Skill|105283,,,,,,,,,,,,,,
1529,Lv.14愤怒的安提兰斯(5013),wander,10,10,40,1,105291|105292,50|50,MyHP|80|Rate|30|Skill|105293,,,,,,,,,,,,,,
1530,Lv.14长指的金凤蜘蛛(9030),wander,10,10,40,1,105301|105302,50|50,MyHP|80|Rate|30|Skill|105303,,,,,,,,,,,,,,
1531,Lv.14毒指之金凤蜘蛛(9031),wander,10,10,40,1,105311|105312,50|50,MyHP|80|Rate|30|Skill|105313,,,,,,,,,,,,,,
1532,Lv.15受到诅咒的宪兵(1021),wander,10,10,40,1,105321|105322,50|50,MyHP|80|Rate|30|Skill|105323,,,,,,,,,,,,,,
1533,Lv.15恶灵霜之宪兵(1022),wander,10,10,40,1,105331|105332,50|50,MyHP|80|Rate|30|Skill|105333,,,,,,,,,,,,,,
1534,Lv.16气势汹汹的枯叶之安提兰斯(5012),wander,10,10,40,1,105341|105342,50|50,MyHP|80|Rate|30|Skill|105343,,,,,,,,,,,,,,
1535,Lv.16厉害的刺之安提兰斯(5013),wander,10,10,40,1,105351|105352,50|50,MyHP|80|Rate|30|Skill|105353,,,,,,,,,,,,,,
1536,Lv.17红色火苗之宪兵(1021),wander,10,10,40,1,105361|105362,50|50,MyHP|80|Rate|30|Skill|105363,,,,,,,,,,,,,,
1537,Lv.17血光之刺宪兵(1022),wander,10,10,40,1,105371|105372,50|50,MyHP|80|Rate|30|Skill|105373,,,,,,,,,,,,,,
1538,Lv.19红色条纹博马(3000),wander,10,10,40,1,105381|105382,50|50,MyHP|80|Rate|30|Skill|105383,,,,,,,,,,,,,,
1539,Lv.19发光的条纹博马(3001),wander,10,10,40,1,105391|105392,50|50,MyHP|80|Rate|30|Skill|105393,,,,,,,,,,,,,,
1540,Lv.19剧毒的博马(3000),wander,10,10,40,1,105401|105402,50|50,MyHP|80|Rate|30|Skill|105403,,,,,,,,,,,,,,
1541,Lv.19神经毒之博马(3001),wander,10,10,40,1,105411|105412,50|50,MyHP|80|Rate|30|Skill|105413,,,,,,,,,,,,,,
1542,Lv.18堕落的人形宪兵(1023),wander,10,10,40,1,105421|105422,50|50,MyHP|80|Rate|30|Skill|105423,,,,,,,,,,,,,,
1543,Lv.18失去理智的枯木之安提兰斯(5014),wander,10,10,40,1,105431|105432,50|50,MyHP|80|Rate|30|Skill|105433,,,,,,,,,,,,,,
1544,Lv.19艾德兰(3030),wander,10,10,40,1,105441|105442,50|50,MyHP|80|Rate|30|Skill|105443,,,,,,,,,,,,,,
1545,Lv.21饥寒交迫的受伤者哥布林(7003),wander,10,10,40,1,105451|105452,50|50,MyHP|80|Rate|30|Skill|105453,,,,,,,,,,,,,,
1546,Lv.21衣衫褴褛的受伤者哥布林(7004),wander,10,10,40,1,105461|105462,50|50,MyHP|80|Rate|30|Skill|105463,,,,,,,,,,,,,,
1547,Lv.22冰柱砂轮(7051),wander,10,10,40,1,105471|105472,50|50,MyHP|80|Rate|30|Skill|105473,,,,,,,,,,,,,,
1548,Lv.22冰柱部族巫师(7053),wander,10,10,40,1,105481|105482,50|50,MyHP|80|Rate|30|Skill|105483,,,,,,,,,,,,,,
1549,Lv.22族长夏卡鲁(7052),wander,10,10,40,1,105491|105492,50|50,MyHP|80|Rate|30|Skill|105493,,,,,,,,,,,,,,
1550,Lv.22冰之犬齿砂轮(7051),wander,10,10,40,1,105501|105502,50|50,MyHP|80|Rate|30|Skill|105503,,,,,,,,,,,,,,
1551,Lv.22冰之犬齿猎人(7052),wander,10,10,40,1,105511|105512,50|50,MyHP|80|Rate|30|Skill|105513,,,,,,,,,,,,,,
1552,Lv.23恶臭的眼睫毛北神(7038),wander,10,10,40,1,105521|105522,50|50,MyHP|80|Rate|30|Skill|105523,,,,,,,,,,,,,,
1553,Lv.23乞讨的眼睫毛北神(7037),wander,10,10,40,1,105531|105532,50|50,MyHP|80|Rate|30|Skill|105533,,,,,,,,,,,,,,
1554,Lv.24冰之部队走卒(5039),wander,10,10,40,1,105541|105542,50|50,MyHP|80|Rate|30|Skill|105543,,,,,,,,,,,,,,
1555,Lv.24冰之部队掠夺犯(5042),wander,10,10,40,1,105551|105552,50|50,MyHP|80|Rate|30|Skill|105553,,,,,,,,,,,,,,
1556,Lv.25厉害对手艾斯北神(7008),wander,10,10,40,1,105561|105562,50|50,MyHP|80|Rate|30|Skill|105563,,,,,,,,,,,,,,
1557,Lv.25叫喊的艾斯北神(7007),wander,10,10,40,1,105571|105572,50|50,MyHP|80|Rate|30|Skill|105573,,,,,,,,,,,,,,
1558,Lv.26棕色毛之雪人(7024),wander,10,10,40,1,105581|105582,50|50,MyHP|80|Rate|30|Skill|105583,,,,,,,,,,,,,,
1559,Lv.26兴奋的棕色毛之雪人(7025),wander,10,10,40,1,105591|105592,50|50,MyHP|80|Rate|30|Skill|105593,,,,,,,,,,,,,,
1560,Lv.27银色刀锋之希尔朋德(9006),wander,10,10,40,1,105601|105602,50|50,MyHP|80|Rate|30|Skill|105603,,,,,,,,,,,,,,
1561,Lv.27吸血的希尔朋德(9007),wander,10,10,40,1,105611|105612,50|50,MyHP|80|Rate|30|Skill|105613,,,,,,,,,,,,,,
1562,Lv.27水晶之牙战士(3009),wander,10,10,40,1,105621|105622,50|50,MyHP|80|Rate|30|Skill|105623,,,,,,,,,,,,,,
1563,Lv.27水晶之牙巫师(3010),wander,10,10,40,1,105631|105632,50|50,MyHP|80|Rate|30|Skill|105633,,,,,,,,,,,,,,
1564,Lv.28被污染的钢铁鳍战士(3009),wander,10,10,40,1,105641|105642,50|50,MyHP|80|Rate|30|Skill|105643,,,,,,,,,,,,,,
1565,Lv.28变异的钢铁鳍巫师(3011),wander,10,10,40,1,105651|105652,50|50,MyHP|80|Rate|30|Skill|105653,,,,,,,,,,,,,,
1566,Lv.28和发疯的吗啡并行的博尔托(3010),wander,10,10,40,1,105661|105662,50|50,MyHP|80|Rate|30|Skill|105663,,,,,,,,,,,,,,
