TID,GroupTID,Step,Comment,SuccessRate,KeepRate,DownRate,ResetRate,CostGhelld,SourceItem01,Item01Value,SourceItem02,Item02Value,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS
7564,7550,14,天体_51~60,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,944,944,0,0,0,0,0,0,86,0,0,0,0,0,0,15,0,0
7565,7550,15,天体_51~60,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,1071,0,0,0,0,0,0,101,0,0,0,0,0,0,17,0,0
7601,7600,1,天体_61~70,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7602,7600,2,天体_61~70,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7603,7600,3,天体_61~70,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7604,7600,4,天体_61~70,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7605,7600,5,天体_61~70,4500,6500,10000,0,109340,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7606,7600,6,天体_61~70,3500,5500,10000,0,131210,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7607,7600,7,天体_61~70,2500,4500,10000,0,153080,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7608,7600,8,天体_61~70,1500,3500,0,10000,174950,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0
7609,7600,9,天体_61~70,1000,2500,0,10000,196820,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,5,0,0
7610,7600,10,天体_61~70,900,1500,0,9000,218680,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,7,0,0
7611,7600,11,天体_61~70,800,0,0,0,240550,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,9,0,0
7612,7600,12,天体_61~70,700,0,0,0,262420,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,11,0,0
7613,7600,13,天体_61~70,600,0,0,0,284290,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,13,0,0
7614,7600,14,天体_61~70,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,15,0,0
7615,7600,15,天体_61~70,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,17,0,0
8201,8200,1,马坦枪_1~10,10000,0,0,0,100,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202,8200,2,马坦枪_1~10,9000,9500,10000,0,200,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8203,8200,3,马坦枪_1~10,7500,8500,10000,0,300,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8204,8200,4,马坦枪_1~10,6000,7500,10000,0,400,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8205,8200,5,马坦枪_1~10,4500,6500,10000,0,500,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8206,8200,6,马坦枪_1~10,3500,5500,10000,0,600,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8207,8200,7,马坦枪_1~10,2500,4500,10000,0,700,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,8200,8,马坦枪_1~10,1500,3500,0,10000,800,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0
8209,8200,9,马坦枪_1~10,1000,2500,0,10000,900,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0
8210,8200,10,马坦枪_1~10,900,1500,0,9000,1000,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0
8211,8200,11,马坦枪_1~10,800,0,0,0,1100,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0
8212,8200,12,马坦枪_1~10,700,0,0,0,1200,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,25,0,0,0,0,0,0,11,0,0
8213,8200,13,马坦枪_1~10,600,0,0,0,1300,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,30,0,0,0,0,0,0,13,0,0
8214,8200,14,马坦枪_1~10,500,0,0,0,1400,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,0,0,0,0,0,0,35,0,0,0,0,0,0,15,0,0
8215,8200,15,马坦枪_1~10,400,0,0,0,1500,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,0,0,40,0,0,0,0,0,0,17,0,0
8251,8250,1,马坦枪_11~20,10000,0,0,0,1340,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8252,8250,2,马坦枪_11~20,9000,9500,10000,0,2690,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8253,8250,3,马坦枪_11~20,7500,8500,10000,0,4030,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8254,8250,4,马坦枪_11~20,6000,7500,10000,0,5370,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8255,8250,5,马坦枪_11~20,4500,6500,10000,0,6710,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,8250,6,马坦枪_11~20,3500,5500,10000,0,8060,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257,8250,7,马坦枪_11~20,2500,4500,10000,0,9400,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258,8250,8,马坦枪_11~20,1500,3500,0,10000,10740,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0
8259,8250,9,马坦枪_11~20,1000,2500,0,10000,12090,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0
8260,8250,10,马坦枪_11~20,900,1500,0,9000,13430,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0
8261,8250,11,马坦枪_11~20,800,0,0,0,14770,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,24,0,0,0,0,0,0,9,0,0
8262,8250,12,马坦枪_11~20,700,0,0,0,16110,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,0,0,0,0,0,0,30,0,0,0,0,0,0,11,0,0
8263,8250,13,马坦枪_11~20,600,0,0,0,17460,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,0,0,0,0,0,36,0,0,0,0,0,0,13,0,0
8264,8250,14,马坦枪_11~20,500,0,0,0,18800,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,315,315,0,0,0,0,0,0,42,0,0,0,0,0,0,15,0,0
8265,8250,15,马坦枪_11~20,400,0,0,0,20140,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,357,357,0,0,0,0,0,0,48,0,0,0,0,0,0,17,0,0
8301,8300,1,马坦枪_21~30,10000,0,0,0,6350,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,8300,2,马坦枪_21~30,9000,9500,10000,0,12710,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8303,8300,3,马坦枪_21~30,7500,8500,10000,0,19060,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304,8300,4,马坦枪_21~30,6000,7500,10000,0,25420,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8305,8300,5,马坦枪_21~30,4500,6500,10000,0,31770,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8306,8300,6,马坦枪_21~30,3500,5500,10000,0,38120,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8307,8300,7,马坦枪_21~30,2500,4500,10000,0,44480,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,8300,8,马坦枪_21~30,1500,3500,0,10000,50830,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
8309,8300,9,马坦枪_21~30,1000,2500,0,10000,57190,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,204,204,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0
8310,8300,10,马坦枪_21~30,900,1500,0,9000,63540,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,22,0,0,0,0,0,0,7,0,0
8311,8300,11,马坦枪_21~30,800,0,0,0,69890,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,29,0,0,0,0,0,0,9,0,0
8312,8300,12,马坦枪_21~30,700,0,0,0,76250,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,348,348,0,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0
8313,8300,13,马坦枪_21~30,600,0,0,0,82600,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,411,411,0,0,0,0,0,0,43,0,0,0,0,0,0,13,0,0
8314,8300,14,马坦枪_21~30,500,0,0,0,88960,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,474,474,0,0,0,0,0,0,50,0,0,0,0,0,0,15,0,0
8315,8300,15,马坦枪_21~30,400,0,0,0,95310,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,537,537,0,0,0,0,0,0,58,0,0,0,0,0,0,17,0,0
8351,8350,1,马坦枪_31~40,10000,0,0,0,18600,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8352,8350,2,马坦枪_31~40,9000,9500,10000,0,37190,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8353,8350,3,马坦枪_31~40,7500,8500,10000,0,55790,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8354,8350,4,马坦枪_31~40,6000,7500,10000,0,74390,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8355,8350,5,马坦枪_31~40,4500,6500,10000,0,92980,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8356,8350,6,马坦枪_31~40,3500,5500,10000,0,111580,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8357,8350,7,马坦枪_31~40,2500,4500,10000,0,130180,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8358,8350,8,马坦枪_31~40,1500,3500,0,10000,148770,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,221,221,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0
8359,8350,9,马坦枪_31~40,1000,2500,0,10000,167370,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0
8360,8350,10,马坦枪_31~40,900,1500,0,9000,185970,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,331,331,0,0,0,0,0,0,26,0,0,0,0,0,0,7,0,0
8361,8350,11,马坦枪_31~40,800,0,0,0,204560,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,0,0,0,0,0,0,35,0,0,0,0,0,0,9,0,0
8362,8350,12,马坦枪_31~40,700,0,0,0,223160,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,459,459,0,0,0,0,0,0,43,0,0,0,0,0,0,11,0,0
8363,8350,13,马坦枪_31~40,600,0,0,0,241760,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,543,543,0,0,0,0,0,0,52,0,0,0,0,0,0,13,0,0
8364,8350,14,马坦枪_31~40,500,0,0,0,260350,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,627,627,0,0,0,0,0,0,60,0,0,0,0,0,0,15,0,0
8365,8350,15,马坦枪_31~40,400,0,0,0,278950,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,711,711,0,0,0,0,0,0,70,0,0,0,0,0,0,17,0,0
8401,8400,1,马坦枪_41~50,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,8400,2,马坦枪_41~50,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,8400,3,马坦枪_41~50,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,8400,4,马坦枪_41~50,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,8400,5,马坦枪_41~50,4500,6500,10000,0,109340,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406,8400,6,马坦枪_41~50,3500,5500,10000,0,131210,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,8400,7,马坦枪_41~50,2500,4500,10000,0,153080,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8408,8400,8,马坦枪_41~50,1500,3500,0,10000,174950,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,281,281,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0
8409,8400,9,马坦枪_41~50,1000,2500,0,10000,196820,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,339,339,0,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0
8410,8400,10,马坦枪_41~50,900,1500,0,9000,218680,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,419,419,0,0,0,0,0,0,31,0,0,0,0,0,0,7,0,0
8411,8400,11,马坦枪_41~50,800,0,0,0,240550,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,499,499,0,0,0,0,0,0,42,0,0,0,0,0,0,9,0,0
8412,8400,12,马坦枪_41~50,700,0,0,0,262420,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,579,579,0,0,0,0,0,0,52,0,0,0,0,0,0,11,0,0
8413,8400,13,马坦枪_41~50,600,0,0,0,284290,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,685,685,0,0,0,0,0,0,62,0,0,0,0,0,0,13,0,0
8414,8400,14,马坦枪_41~50,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,791,791,0,0,0,0,0,0,72,0,0,0,0,0,0,15,0,0
8415,8400,15,马坦枪_41~50,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,897,897,0,0,0,0,0,0,84,0,0,0,0,0,0,17,0,0
8451,8450,1,马坦枪_51~60,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8452,8450,2,马坦枪_51~60,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8453,8450,3,马坦枪_51~60,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8454,8450,4,马坦枪_51~60,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8455,8450,5,马坦枪_51~60,4500,6500,10000,0,109340,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8456,8450,6,马坦枪_51~60,3500,5500,10000,0,131210,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8457,8450,7,马坦枪_51~60,2500,4500,10000,0,153080,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8458,8450,8,马坦枪_51~60,1500,3500,0,10000,174950,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,333,333,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0
8459,8450,9,马坦枪_51~60,1000,2500,0,10000,196820,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,402,402,0,0,0,0,0,0,24,0,0,0,0,0,0,5,0,0
8460,8450,10,马坦枪_51~60,900,1500,0,9000,218680,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,498,498,0,0,0,0,0,0,37,0,0,0,0,0,0,7,0,0
8461,8450,11,马坦枪_51~60,800,0,0,0,240550,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,594,594,0,0,0,0,0,0,50,0,0,0,0,0,0,9,0,0
8462,8450,12,马坦枪_51~60,700,0,0,0,262420,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,690,690,0,0,0,0,0,0,62,0,0,0,0,0,0,11,0,0
8463,8450,13,马坦枪_51~60,600,0,0,0,284290,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,817,817,0,0,0,0,0,0,74,0,0,0,0,0,0,13,0,0
8464,8450,14,马坦枪_51~60,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,944,944,0,0,0,0,0,0,86,0,0,0,0,0,0,15,0,0
8465,8450,15,马坦枪_51~60,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,1071,0,0,0,0,0,0,101,0,0,0,0,0,0,17,0,0
8501,8500,1,马坦枪_61~70,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8502,8500,2,马坦枪_61~70,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8503,8500,3,马坦枪_61~70,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8504,8500,4,马坦枪_61~70,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8505,8500,5,马坦枪_61~70,4500,6500,10000,0,109340,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8506,8500,6,马坦枪_61~70,3500,5500,10000,0,131210,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8507,8500,7,马坦枪_61~70,2500,4500,10000,0,153080,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8508,8500,8,马坦枪_61~70,1500,3500,0,10000,174950,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0
8509,8500,9,马坦枪_61~70,1000,2500,0,10000,196820,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,5,0,0
8510,8500,10,马坦枪_61~70,900,1500,0,9000,218680,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,7,0,0
8511,8500,11,马坦枪_61~70,800,0,0,0,240550,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,9,0,0
8512,8500,12,马坦枪_61~70,700,0,0,0,262420,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,11,0,0
8513,8500,13,马坦枪_61~70,600,0,0,0,284290,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,13,0,0
8514,8500,14,马坦枪_61~70,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,15,0,0
8515,8500,15,马坦枪_61~70,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,17,0,0
9101,9100,1,单手剑_1~10,10000,0,0,0,100,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,9100,2,单手剑_1~10,9000,9500,10000,0,200,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,9100,3,单手剑_1~10,7500,8500,10000,0,300,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,9100,4,单手剑_1~10,6000,7500,10000,0,400,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,9100,5,单手剑_1~10,4500,6500,10000,0,500,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,9100,6,单手剑_1~10,3500,5500,10000,0,600,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,9100,7,单手剑_1~10,2500,4500,10000,0,700,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,9100,8,单手剑_1~10,1500,3500,0,10000,800,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0
9109,9100,9,单手剑_1~10,1000,2500,0,10000,900,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0
9110,9100,10,单手剑_1~10,900,1500,0,9000,1000,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0
9111,9100,11,单手剑_1~10,800,0,0,0,1100,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,119,119,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0
9112,9100,12,单手剑_1~10,700,0,0,0,1200,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,11,0,0
9113,9100,13,单手剑_1~10,600,0,0,0,1300,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,163,163,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,13,0,0
9114,9100,14,单手剑_1~10,500,0,0,0,1400,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,188,188,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,15,0,0
9115,9100,15,单手剑_1~10,400,0,0,0,1500,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,213,213,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,17,0,0
9151,9150,1,单手剑_11~20,10000,0,0,0,1340,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9152,9150,2,单手剑_11~20,9000,9500,10000,0,2690,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
