TID,WorldTID,Type,Name,Pos,Rotation,Ambient,Diffuse,Specular,Dimmer,Radius,SpotIn,SpotOut
2122,2500,0,LightPoint:2122,310.977|261.780|182.278,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2123,2500,0,LightPoint:2123,286.120|189.572|182.278,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2124,2500,0,LightPoint:2124,226.866|189.251|182.278,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2125,2500,0,LightPoint:2125,247.950|126.158|182.278,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2126,2500,0,LightPoint:2126,263.671|126.297|182.278,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2127,2500,0,LightPoint:2127,242.063|280.759|205.461,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2128,2500,0,LightPoint:2128,269.139|280.053|205.749,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2129,2500,0,LightPoint:2129,255.880|236.110|178.880,0.000|0.000|0.000,255.000|255.000|255.000,0.000|64.000|255.000,255.000|255.000|255.000,2,80,0,0
2130,2500,0,LightPoint:2130,192.500|66.830|192.353,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2131,2500,0,LightPoint:2131,94.460|101.860|177.110,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2132,2500,0,LightPoint:2132,340.230|87.310|187.466,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,20,0,0
2133,2500,0,LightPoint:2133,416.530|179.460|182.100,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
2134,2500,0,LightPoint:2134,247.976|394.590|207.708,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2135,2500,0,LightPoint:2135,265.347|394.307|207.708,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2136,2500,0,LightPoint:2136,251.749|415.457|211.832,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2137,2500,0,LightPoint:2137,261.613|415.050|211.611,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2138,2500,0,LightPoint:2138,287.816|415.053|212.239,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2139,2500,0,LightPoint:2139,226.710|415.755|211.832,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2140,2500,0,LightPoint:2140,256.610|428.860|218.910,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,20,0,0
2141,2500,0,LightPoint:2141,29.830|235.960|191.270,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,20,0,0
2142,2500,0,LightPoint:2142,256.000|34.370|191.270,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,20,0,0
2143,2500,0,LightPoint:2143,478.990|236.740|191.270,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,20,0,0
2144,2500,0,LightPoint:2144,264.271|47.935|178.660,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2145,2500,0,LightPoint:2145,248.303|47.398|178.660,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2146,2500,0,LightPoint:2146,185.825|177.119|174.660,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2147,2500,0,LightPoint:2147,171.485|176.858|174.660,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2148,2500,0,LightPoint:2148,157.523|176.667|174.660,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2149,2500,0,LightPoint:2149,149.520|148.460|179.280,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2150,2500,0,LightPoint:2150,164.810|149.350|179.310,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2151,2500,0,LightPoint:2151,182.570|123.690|181.420,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2152,2500,0,LightPoint:2152,203.430|124.070|181.550,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2153,2500,0,LightPoint:2153,196.850|113.727|180.590,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2154,2500,0,LightPoint:2154,187.570|113.637|180.590,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2155,2500,0,LightPoint:2155,196.990|84.050|190.690,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2156,2500,0,LightPoint:2156,187.670|84.320|190.690,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2157,2500,0,LightPoint:2157,159.580|112.260|180.140,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2158,2500,0,LightPoint:2158,158.070|122.360|180.140,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2159,2500,0,LightPoint:2159,117.680|122.780|184.760,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2160,2500,0,LightPoint:2160,129.320|113.130|185.350,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2161,2500,0,LightPoint:2161,118.370|75.790|179.130,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2162,2500,0,LightPoint:2162,96.740|75.960|179.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2163,2500,0,LightPoint:2163,70.540|75.750|179.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2164,2500,0,LightPoint:2164,72.880|92.480|179.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2165,2500,0,LightPoint:2165,55.250|90.970|179.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2166,2500,0,LightPoint:2166,76.280|64.970|182.670,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2167,2500,0,LightPoint:2167,117.780|58.950|179.130,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2168,2500,0,LightPoint:2168,69.420|121.060|185.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2169,2500,0,LightPoint:2169,62.330|148.220|191.100,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2170,2500,0,LightPoint:2170,62.510|169.150|191.100,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2171,2500,0,LightPoint:2171,94.773|183.151|190.112,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
2172,2500,0,LightPoint:2172,115.560|172.450|190.870,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2173,2500,0,LightPoint:2173,116.930|147.860|190.870,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2174,2500,0,LightPoint:2174,55.350|117.460|198.730,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2175,2500,0,LightPoint:2175,67.780|67.370|195.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2176,2500,0,LightPoint:2176,103.010|63.580|195.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2177,2500,0,LightPoint:2177,133.280|64.890|193.200,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
2178,2500,0,LightPoint:2178,207.973|166.864|176.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2179,2500,0,LightPoint:2179,206.130|183.000|175.680,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2180,2500,0,LightPoint:2180,247.587|159.012|169.169,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2181,2500,0,LightPoint:2181,348.474|244.108|168.653,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2182,2500,0,LightPoint:2182,169.825|243.847|169.370,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2183,2500,0,LightPoint:2183,309.205|167.641|176.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2184,2500,0,LightPoint:2184,309.659|182.806|176.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2185,2500,0,LightPoint:2185,306.512|138.280|186.426,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2186,2500,0,LightPoint:2186,365.561|110.672|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2187,2500,0,LightPoint:2187,345.640|126.418|181.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2188,2500,0,LightPoint:2188,325.118|106.841|181.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2189,2500,0,LightPoint:2189,339.369|95.535|181.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2190,2500,0,LightPoint:2190,319.066|120.432|181.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2191,2500,0,LightPoint:2191,312.060|107.484|186.955,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2192,2500,0,LightPoint:2192,312.271|82.908|186.955,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2193,2500,0,LightPoint:2193,362.094|129.886|182.130,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|50.000,255.000|255.000|255.000,3,15,0,0
2194,2500,0,LightPoint:2194,380.615|152.750|184.753,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|50.000,255.000|255.000|255.000,3,15,0,0
2195,2500,0,LightPoint:2195,398.920|129.916|181.903,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|50.000,255.000|255.000|255.000,3,15,0,0
2196,2500,0,LightPoint:2196,395.403|111.057|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2197,2500,0,LightPoint:2197,431.815|79.433|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2198,2500,0,LightPoint:2198,434.642|92.339|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2199,2500,0,LightPoint:2199,458.591|83.305|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2200,2500,0,LightPoint:2200,444.670|51.007|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2201,2500,0,LightPoint:2201,435.044|118.716|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2202,2500,0,LightPoint:2202,434.439|138.188|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2203,2500,0,LightPoint:2203,459.690|136.766|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2204,2500,0,LightPoint:2204,458.759|121.222|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2205,2500,0,LightPoint:2205,421.086|161.928|179.550,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2206,2500,0,LightPoint:2206,411.207|161.643|179.550,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2207,2500,0,LightPoint:2207,429.560|173.900|181.530,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2208,2500,0,LightPoint:2208,403.663|173.480|181.530,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2209,2500,0,LightPoint:2209,385.904|173.950|181.530,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2210,2500,0,LightPoint:2210,447.169|173.679|181.530,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2211,2500,0,LightPoint:2211,400.705|165.222|179.550,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2212,2500,0,LightPoint:2212,393.024|165.515|179.550,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2213,2500,0,LightPoint:2213,358.320|163.331|180.841,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2214,2500,0,LightPoint:2214,352.807|132.527|181.607,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2215,2500,0,LightPoint:2215,324.939|58.942|186.858,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2216,2500,0,LightPoint:2216,355.645|59.478|186.858,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2217,2500,0,LightPoint:2217,383.619|59.717|186.858,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2218,2500,0,LightPoint:2218,405.084|60.380|186.858,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2219,2500,0,LightPoint:2219,361.488|94.172|181.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2220,2500,0,LightPoint:2220,378.290|87.506|181.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2221,2500,0,LightPoint:2221,401.881|81.445|181.010,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2222,2500,0,LightPoint:2222,380.811|109.366|180.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2223,2500,0,LightPoint:2223,169.663|228.491|169.370,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2224,2500,0,LightPoint:2224,163.741|228.510|169.370,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2225,2500,0,LightPoint:2225,163.181|243.951|169.370,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2226,2500,0,LightPoint:2226,264.313|158.877|169.808,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2227,2500,0,LightPoint:2227,264.319|152.669|169.808,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2228,2500,0,LightPoint:2228,247.369|152.289|169.808,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2229,2500,0,LightPoint:2229,348.109|228.623|168.653,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2230,2500,0,LightPoint:2230,353.931|243.980|168.653,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2231,2500,0,LightPoint:2231,354.260|228.601|168.653,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2232,2500,0,LightPoint:2232,403.240|215.720|173.190,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2233,2500,0,LightPoint:2233,376.900|216.540|173.190,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2234,2500,0,LightPoint:2234,126.770|215.790|173.190,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2235,2500,0,LightPoint:2235,100.253|215.704|173.698,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2236,2500,0,LightPoint:2236,390.178|215.390|170.775,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2237,2500,0,LightPoint:2237,417.141|215.348|170.909,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2238,2500,0,LightPoint:2238,363.912|215.312|170.667,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2239,2500,0,LightPoint:2239,464.847|225.838|178.479,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2240,2500,0,LightPoint:2240,464.237|246.536|178.479,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2241,2500,0,LightPoint:2241,474.527|302.970|176.674,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2242,2500,0,LightPoint:2242,455.526|286.449|180.635,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2243,2500,0,LightPoint:2243,436.464|340.454|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2244,2500,0,LightPoint:2244,462.996|349.945|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2245,2500,0,LightPoint:2245,455.582|376.726|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2246,2500,0,LightPoint:2246,441.353|376.509|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2247,2500,0,LightPoint:2247,411.040|362.600|199.267,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|32.000,255.000|255.000|255.000,2,20,0,0
2248,2500,0,LightPoint:2248,387.242|372.429|199.267,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|32.000,255.000|255.000|255.000,2,20,0,0
2249,2500,0,LightPoint:2249,430.194|385.484|192.184,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|32.000,255.000|255.000|255.000,2,20,0,0
2250,2500,0,LightPoint:2250,405.185|396.651|192.184,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|32.000,255.000|255.000|255.000,2,20,0,0
2251,2500,0,LightPoint:2251,465.878|363.507|192.801,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2252,2500,0,LightPoint:2252,456.145|382.819|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2253,2500,0,LightPoint:2253,408.698|338.766|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2254,2500,0,LightPoint:2254,390.895|341.264|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2255,2500,0,LightPoint:2255,359.505|339.710|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2256,2500,0,LightPoint:2256,441.707|382.970|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2257,2500,0,LightPoint:2257,454.300|397.172|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2258,2500,0,LightPoint:2258,440.082|397.909|191.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2259,2500,0,LightPoint:2259,458.746|419.998|198.275,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2260,2500,0,LightPoint:2260,435.506|435.945|197.789,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2261,2500,0,LightPoint:2261,440.664|450.319|199.762,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2262,2500,0,LightPoint:2262,418.528|442.729|199.391,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2263,2500,0,LightPoint:2263,459.469|438.814|199.762,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2264,2500,0,LightPoint:2264,397.116|426.129|199.391,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2265,2500,0,LightPoint:2265,374.673|441.227|199.391,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2266,2500,0,LightPoint:2266,409.347|420.449|197.789,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2267,2500,0,LightPoint:2267,379.043|418.443|197.789,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2268,2500,0,LightPoint:2268,368.670|427.790|201.770,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
2269,2500,0,LightPoint:2269,371.116|356.720|203.017,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
2270,2500,0,LightPoint:2270,370.981|374.348|203.017,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
2271,2500,0,LightPoint:2271,357.527|347.670|203.017,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
2272,2500,0,LightPoint:2272,296.390|360.550|200.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2273,2500,0,LightPoint:2273,301.470|344.150|192.050,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2274,2500,0,LightPoint:2274,317.297|314.754|190.712,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2275,2500,0,LightPoint:2275,304.712|314.943|190.712,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2276,2500,0,LightPoint:2276,333.760|308.932|180.519,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2277,2500,0,LightPoint:2277,334.692|284.770|182.359,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2278,2500,0,LightPoint:2278,334.607|296.360|182.332,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,10,0,0
2279,2500,0,LightPoint:2279,211.180|344.340|192.050,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2280,2500,0,LightPoint:2280,216.390|360.260|200.880,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2281,2500,0,LightPoint:2281,159.689|346.707|201.634,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
2282,2500,0,LightPoint:2282,143.287|358.153|201.634,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
